"GEO","Date","Employed_working","Employed_absent","Unemployed","Not_in_LF","16_to_24_years","25_to_34_years","35_to_44_years","45_to_54_years","55_to_64_years","over_65_years","Male","Female","Married","Common_Law","Widowed","Separated","Divorced","Single","Minimal_Educ","Some_High_School","High_School","Some_Postsecondary","Postsecondary","Bachelors","Above_Bachelors","Employee","Self_Employed","Unattached","Couple/Dual/no_kid","Couple/Dual/young_kid","Couple/Dual/old_kid","Couple/Single_earn/no_kid","Couple/Single_earn/young_kid","Couple/Single_earn/old_kid","Couple/Non_earn/no_kid","Couple/Non_earn/young_kid","Couple/Non_earn/old_kid","Lone/Empl/young_kid","Lone/Empl/old_kid","Lone/Unempl/young_kid","Lone/Unempl/old_kid","Other_Fam","YKID_newborn_preK","YKID_schoolage","YKID_Teen","YKID_adult","HRLYEARN"
"British Columbia",2016-11-01,0.53706,0.05225,0.04253,0.36817,0.12758,0.14386,0.13937,0.16488,0.18894,0.23536,0.48578,0.51422,0.49162,0.11337,0.05419,0.03062,0.06501,0.2452,0.03354,0.12868,0.25468,0.06646,0.32539,0.12625,0.06501,0.54714,0.12139,0.20863,0.14022,0.15443,0.04034,0.09891,0.06355,0.01896,0.14484,0.00632,0.00304,0.0322,0.01361,0.01252,0.0034,0.05905,0.09538,0.06513,0.04617,0.04241,25.3947280656747
"British Columbia",2016-12-01,0.5441,0.04351,0.04184,0.37054,0.13172,0.14574,0.13873,0.16726,0.18307,0.23348,0.48573,0.51427,0.49108,0.11602,0.05183,0.02972,0.06384,0.2475,0.03293,0.13088,0.25143,0.06919,0.32275,0.12577,0.06705,0.55064,0.11686,0.20245,0.13659,0.16037,0.04018,0.10176,0.06503,0.01807,0.14242,0.00654,0.00285,0.03103,0.01403,0.01427,0.0044,0.06003,0.09914,0.06621,0.0466,0.04173,25.1044785429142
"Montreal",2016-01-01,0.53281,0.04675,0.05632,0.36412,0.13771,0.17319,0.16446,0.16305,0.15629,0.20529,0.47536,0.52464,0.39735,0.17798,0.04675,0.0214,0.05632,0.3002,0.07378,0.10476,0.15207,0.06336,0.33146,0.18277,0.09181,0.5666,0.08983,0.21571,0.11011,0.17798,0.04055,0.07941,0.06167,0.02168,0.12166,0.01662,0.00451,0.03182,0.02197,0.01746,0.00479,0.07406,0.12081,0.08364,0.03774,0.04872,24.5129364625072
"Montreal",2016-02-01,0.52886,0.04943,0.05855,0.36316,0.14278,0.17095,0.15686,0.16791,0.15824,0.20326,0.48246,0.51754,0.39022,0.17343,0.04916,0.02209,0.05579,0.30931,0.07457,0.10218,0.15272,0.06518,0.33389,0.18006,0.09141,0.57139,0.08644,0.21541,0.10991,0.17454,0.04916,0.07484,0.06518,0.02016,0.11709,0.01491,0.00249,0.03783,0.02651,0.01215,0.00525,0.07457,0.12593,0.07705,0.03701,0.05275,24.787860724234
"Montreal",2016-03-01,0.54191,0.04479,0.05633,0.35697,0.14949,0.16873,0.15856,0.16433,0.1657,0.19318,0.48667,0.51333,0.38005,0.18109,0.04919,0.02308,0.05523,0.31135,0.07365,0.09783,0.15279,0.0665,0.33526,0.18164,0.09233,0.58313,0.08436,0.21489,0.1102,0.17615,0.04644,0.0742,0.07255,0.01896,0.11129,0.01264,0.00357,0.03875,0.02995,0.01456,0.00742,0.06843,0.12668,0.07447,0.04287,0.05331,24.5644722524483
"Montreal",2016-04-01,0.54792,0.04244,0.05422,0.35542,0.15033,0.16703,0.15088,0.17306,0.16238,0.19633,0.48631,0.51369,0.3724,0.18154,0.04901,0.02327,0.05559,0.31818,0.07311,0.10378,0.16046,0.06407,0.32558,0.17771,0.09529,0.58269,0.08324,0.2144,0.11254,0.17415,0.0471,0.07037,0.06407,0.0178,0.11501,0.01506,0.00575,0.03998,0.03176,0.01314,0.00876,0.0701,0.12322,0.07147,0.04025,0.05586,24.9917184154176
"Montreal",2016-05-01,0.57068,0.03898,0.05078,0.33956,0.14631,0.16388,0.15399,0.16937,0.16717,0.19929,0.4908,0.5092,0.38046,0.18721,0.04749,0.02416,0.05572,0.30497,0.07494,0.10211,0.16058,0.06066,0.33297,0.17842,0.09031,0.58002,0.09306,0.20533,0.1216,0.18364,0.05325,0.07549,0.05517,0.01482,0.11941,0.00878,0.00576,0.03953,0.03267,0.01071,0.00933,0.06451,0.11721,0.07274,0.0409,0.05792,24.3936642027455
"Montreal",2016-06-01,0.55824,0.04209,0.0505,0.34917,0.15042,0.15477,0.15775,0.17024,0.16563,0.20119,0.4852,0.5148,0.37877,0.17784,0.05023,0.02552,0.05892,0.30872,0.07548,0.0972,0.16047,0.06381,0.33288,0.18029,0.08987,0.5729,0.09422,0.21368,0.11268,0.1754,0.06028,0.08308,0.0562,0.01575,0.11838,0.01222,0.00733,0.03611,0.03041,0.01466,0.00842,0.05539,0.10698,0.07412,0.04154,0.06191,24.3768796592119
"Montreal",2016-07-01,0.5198,0.08031,0.05649,0.3434,0.14511,0.1573,0.16394,0.16837,0.16837,0.1969,0.48463,0.51537,0.3722,0.17973,0.05289,0.02492,0.06286,0.30739,0.07034,0.09831,0.1681,0.06092,0.32401,0.18776,0.09056,0.57934,0.09111,0.21601,0.11354,0.17114,0.04957,0.08253,0.05566,0.02492,0.11659,0.01412,0.00609,0.03323,0.03019,0.0144,0.00803,0.06397,0.1033,0.07754,0.04126,0.06065,24.2824677419355
"Montreal",2016-08-01,0.49432,0.11077,0.05622,0.33869,0.14456,0.16561,0.16422,0.1645,0.16394,0.19718,0.48435,0.51565,0.37164,0.18831,0.05179,0.02769,0.05982,0.30075,0.06868,0.09277,0.16588,0.06425,0.33426,0.17973,0.09443,0.58128,0.09333,0.21601,0.11631,0.17419,0.05234,0.08308,0.05899,0.02382,0.11437,0.01329,0.00305,0.03379,0.02631,0.01108,0.00803,0.06536,0.10662,0.08114,0.03849,0.0576,24.6672766185126
"Montreal",2016-09-01,0.55828,0.05318,0.04436,0.34417,0.14522,0.1612,0.16368,0.17112,0.16037,0.1984,0.48085,0.51915,0.3687,0.18242,0.05043,0.0248,0.06228,0.31138,0.06751,0.09782,0.16533,0.06503,0.3326,0.18104,0.09066,0.5784,0.09066,0.22265,0.12483,0.17663,0.05484,0.07385,0.06007,0.02067,0.10444,0.01047,0.00413,0.03748,0.0226,0.01185,0.00606,0.06944,0.09837,0.08763,0.04106,0.05566,24.8123464566929
"Montreal",2016-10-01,0.56605,0.04449,0.04092,0.34853,0.14666,0.1582,0.16177,0.16699,0.16369,0.20269,0.48036,0.51964,0.36858,0.17907,0.05026,0.02335,0.06647,0.31228,0.07361,0.09393,0.16122,0.06976,0.33095,0.1777,0.09283,0.58061,0.08706,0.22933,0.12249,0.17275,0.05493,0.08047,0.06015,0.01813,0.10135,0.01071,0.0033,0.03845,0.02087,0.01401,0.00522,0.06784,0.09695,0.08597,0.04092,0.05273,24.7791193329859
"Montreal",2016-11-01,0.5582,0.04545,0.03686,0.35948,0.14939,0.15798,0.16214,0.16796,0.16131,0.20122,0.47838,0.52162,0.36031,0.17988,0.04878,0.023,0.06652,0.32151,0.06763,0.09008,0.16463,0.06984,0.33038,0.18293,0.09451,0.57234,0.08952,0.23531,0.1153,0.18265,0.04739,0.06984,0.06458,0.02384,0.10227,0.01081,0.00166,0.03853,0.01857,0.01608,0.00554,0.06763,0.10698,0.08232,0.04545,0.05017,25.4255662393162
"Montreal",2016-12-01,0.56354,0.04641,0.04199,0.34807,0.14834,0.1616,0.1605,0.17431,0.16215,0.19309,0.48536,0.51464,0.36409,0.18315,0.04337,0.02155,0.06326,0.32459,0.0674,0.09033,0.1558,0.07293,0.33315,0.18536,0.09503,0.58702,0.08785,0.22845,0.11547,0.19116,0.03591,0.0721,0.07155,0.02293,0.09751,0.00856,0.00497,0.03729,0.01436,0.01575,0.00635,0.07762,0.10525,0.09116,0.04779,0.04392,25.3796111403048
"Ontario",2016-01-01,0.53565,0.03713,0.04159,0.38563,0.14268,0.13399,0.1438,0.18192,0.1763,0.22131,0.48245,0.51755,0.50873,0.09924,0.05874,0.03056,0.05311,0.24962,0.04613,0.13444,0.2223,0.06958,0.33752,0.1249,0.06513,0.56589,0.08237,0.16734,0.12368,0.18679,0.06283,0.09294,0.0564,0.02183,0.14439,0.00999,0.00554,0.03362,0.01778,0.01328,0.00531,0.05829,0.09474,0.07588,0.05622,0.06,25.6070258188122
"Ontario",2016-02-01,0.53152,0.04525,0.04247,0.38075,0.14312,0.13502,0.14089,0.18314,0.17795,0.21988,0.48081,0.51919,0.51008,0.09806,0.05868,0.03041,0.05313,0.24965,0.04498,0.13698,0.22256,0.07001,0.33318,0.12464,0.06765,0.56781,0.08322,0.16848,0.12696,0.18455,0.063,0.09414,0.05499,0.02144,0.14048,0.01111,0.00524,0.03282,0.01662,0.0132,0.00533,0.06164,0.09282,0.07493,0.0564,0.059,25.6016963877458
"Ontario",2016-03-01,0.50296,0.07673,0.04635,0.37397,0.14488,0.13589,0.14167,0.18536,0.17742,0.21479,0.48179,0.51821,0.50436,0.10101,0.05858,0.03064,0.05339,0.25202,0.04576,0.13914,0.21948,0.0719,0.3338,0.12249,0.06743,0.57251,0.08345,0.16875,0.12669,0.18229,0.06255,0.09889,0.0552,0.02279,0.13264,0.01201,0.00555,0.0334,0.01544,0.01431,0.00524,0.06427,0.09437,0.07451,0.05614,0.05899,25.5688183787687
"Ontario",2016-04-01,0.53884,0.0367,0.0431,0.38135,0.14144,0.13612,0.13946,0.18058,0.18098,0.22143,0.48217,0.51783,0.50476,0.09973,0.05974,0.03048,0.05293,0.25236,0.04617,0.13792,0.21692,0.07214,0.33324,0.12539,0.06822,0.56369,0.08522,0.17138,0.12845,0.17841,0.05943,0.09568,0.05424,0.0207,0.14067,0.00996,0.00672,0.03472,0.01722,0.01344,0.00514,0.06384,0.09171,0.07169,0.05532,0.05749,25.7870089367135
"Ontario",2016-05-01,0.55478,0.03434,0.04025,0.37063,0.13961,0.13814,0.14028,0.18026,0.17847,0.22324,0.48131,0.51869,0.50331,0.09932,0.06207,0.03027,0.0533,0.25172,0.04534,0.13764,0.2159,0.07039,0.33347,0.12776,0.06949,0.56439,0.08631,0.17284,0.13112,0.18031,0.0563,0.09467,0.0559,0.0203,0.13818,0.00872,0.00595,0.03443,0.01838,0.01409,0.00447,0.06435,0.09386,0.07173,0.0546,0.05545,25.4059350741002
"Ontario",2016-06-01,0.5533,0.0369,0.039,0.3708,0.1381,0.14011,0.13931,0.17964,0.18156,0.22128,0.48164,0.51836,0.49958,0.10276,0.0618,0.03012,0.05475,0.25099,0.04591,0.13556,0.21721,0.07032,0.3355,0.12779,0.06769,0.56271,0.08688,0.17331,0.13413,0.17599,0.05323,0.09308,0.05774,0.01923,0.13815,0.01004,0.00611,0.03338,0.01825,0.01437,0.00522,0.06778,0.09509,0.07086,0.0531,0.05395,25.4398751648352
"Ontario",2016-07-01,0.51022,0.07366,0.04111,0.375,0.138,0.13563,0.13711,0.17938,0.18521,0.22467,0.47942,0.52058,0.5017,0.09729,0.06344,0.02937,0.05645,0.25175,0.04582,0.13401,0.2201,0.06837,0.33442,0.12823,0.06905,0.55878,0.0877,0.17562,0.13123,0.16723,0.05201,0.09424,0.06196,0.02269,0.14011,0.00928,0.00668,0.03215,0.01861,0.01332,0.00641,0.06846,0.09048,0.07048,0.05246,0.05604,25.1830098654709
"Ontario",2016-08-01,0.50345,0.08167,0.04505,0.36982,0.13811,0.13708,0.1386,0.17917,0.18393,0.2231,0.4805,0.5195,0.50139,0.10055,0.06285,0.02833,0.05424,0.25264,0.0472,0.13228,0.21656,0.06814,0.33732,0.1304,0.06809,0.55787,0.08934,0.17249,0.12525,0.17196,0.05433,0.09736,0.06428,0.02389,0.1386,0.00874,0.00704,0.0312,0.01771,0.01282,0.00578,0.06854,0.09409,0.07275,0.05074,0.05783,25.2849609620389
"Ontario",2016-09-01,0.54451,0.03732,0.03323,0.38494,0.1368,0.13842,0.13967,0.17628,0.18405,0.22478,0.48172,0.51828,0.50584,0.09692,0.06162,0.02951,0.05389,0.25222,0.04635,0.12858,0.2193,0.06665,0.33917,0.13074,0.06921,0.5583,0.08695,0.17502,0.12926,0.18149,0.05587,0.09373,0.05506,0.02331,0.13747,0.01019,0.00521,0.03211,0.01684,0.01231,0.00593,0.0662,0.09696,0.07285,0.05106,0.05699,25.7163955687652
"Ontario",2016-10-01,0.5518,0.03633,0.03328,0.37859,0.13603,0.13945,0.13895,0.17753,0.18491,0.22313,0.48359,0.51641,0.51381,0.09628,0.05877,0.02846,0.05266,0.25002,0.04501,0.12933,0.21967,0.06358,0.33973,0.13266,0.07002,0.56376,0.08706,0.16993,0.13077,0.18608,0.05792,0.09488,0.05509,0.02298,0.13724,0.00985,0.00558,0.03188,0.01533,0.01138,0.00643,0.06466,0.0965,0.07613,0.05153,0.05787,25.7848560990822
"Ontario",2016-11-01,0.55055,0.03604,0.0329,0.38051,0.13773,0.13948,0.13809,0.17713,0.18593,0.22165,0.48373,0.51627,0.51654,0.0964,0.05699,0.02877,0.05273,0.24858,0.04452,0.12741,0.22062,0.06498,0.34066,0.13203,0.06978,0.56631,0.08675,0.16874,0.12835,0.18799,0.05942,0.09608,0.05524,0.02428,0.13746,0.00978,0.00521,0.03128,0.01476,0.01216,0.00597,0.06328,0.0972,0.07625,0.05242,0.05816,25.9313280484546
"Ontario",2016-12-01,0.55315,0.03363,0.03299,0.38023,0.13794,0.13925,0.13902,0.17595,0.1844,0.22345,0.48554,0.51446,0.51961,0.09405,0.05717,0.02811,0.05193,0.24912,0.04348,0.12921,0.21933,0.06531,0.33671,0.13337,0.07258,0.5668,0.087,0.16605,0.12705,0.19217,0.05979,0.09948,0.056,0.02305,0.13645,0.00895,0.00569,0.03078,0.01496,0.01143,0.00484,0.06332,0.09428,0.08049,0.05152,0.05695,26.0434863290004
"Quebec",2016-01-01,0.5119,0.04528,0.05037,0.39244,0.12738,0.13592,0.14122,0.16983,0.19477,0.23087,0.49,0.51,0.32879,0.27531,0.05595,0.02247,0.05355,0.26394,0.11021,0.13599,0.13946,0.05963,0.39301,0.11183,0.04988,0.568,0.07644,0.21279,0.12716,0.17047,0.04931,0.09467,0.04437,0.02035,0.15592,0.0106,0.00403,0.03554,0.01484,0.00911,0.00565,0.04521,0.09862,0.07199,0.04437,0.05136,23.82546065119
"Quebec",2016-02-01,0.51275,0.04492,0.04775,0.39458,0.12467,0.1376,0.14134,0.16614,0.19369,0.23656,0.4917,0.5083,0.32867,0.27485,0.05651,0.02204,0.05559,0.26234,0.11365,0.13499,0.13718,0.05969,0.39387,0.11238,0.04824,0.56389,0.07784,0.21509,0.12821,0.17426,0.04719,0.09303,0.04422,0.01815,0.15688,0.01017,0.00325,0.03518,0.01596,0.00961,0.00452,0.04429,0.10052,0.07311,0.04379,0.04874,23.7633606317637
"Quebec",2016-03-01,0.50992,0.04696,0.04984,0.39329,0.12399,0.13724,0.14152,0.16668,0.1931,0.23747,0.49218,0.50782,0.33111,0.27315,0.05663,0.0211,0.0553,0.2627,0.11292,0.13507,0.135,0.05916,0.39427,0.11418,0.04941,0.56179,0.08033,0.21189,0.12834,0.17418,0.04591,0.09357,0.0436,0.02033,0.1582,0.00897,0.00315,0.03526,0.01752,0.00925,0.00371,0.04612,0.09701,0.07402,0.04465,0.04892,23.8354488395855
"Quebec",2016-04-01,0.51384,0.0434,0.05106,0.3917,0.12446,0.13668,0.13963,0.16702,0.19385,0.23838,0.49199,0.50801,0.33102,0.27202,0.05633,0.021,0.05668,0.26296,0.11525,0.1345,0.13857,0.05682,0.39121,0.11406,0.04959,0.56061,0.07908,0.21014,0.12846,0.17495,0.04881,0.09447,0.03912,0.01854,0.15761,0.00899,0.00407,0.03631,0.01601,0.00899,0.00471,0.04881,0.09594,0.07354,0.04376,0.04937,23.9467259475219
