"GEO","Date","Employed_working","Employed_absent","Unemployed","Not_in_LF","16_to_24_years","25_to_34_years","35_to_44_years","45_to_54_years","55_to_64_years","over_65_years","Male","Female","Married","Common_Law","Widowed","Separated","Divorced","Single","Minimal_Educ","Some_High_School","High_School","Some_Postsecondary","Postsecondary","Bachelors","Above_Bachelors","Employee","Self_Employed","New_immigrant","Old_immigrant","Non_immigrant","Unattached","Couple/Dual/no_kid","Couple/Dual/young_kid","Couple/Dual/old_kid","Couple/Single_earn/no_kid","Couple/Single_earn/young_kid","Couple/Single_earn/old_kid","Couple/Non_earn/no_kid","Couple/Non_earn/young_kid","Couple/Non_earn/old_kid","Lone/Empl/young_kid","Lone/Empl/old_kid","Lone/Unempl/young_kid","Lone/Unempl/old_kid","Other_Fam","YKID_newborn_preK","YKID_schoolage","YKID_Teen","YKID_adult","HRLYEARN"
"Hamilton",2020-12-01,0.53417,0.04139,0.04139,0.38306,0.1155,0.12416,0.15784,0.14341,0.17998,0.27911,0.4591,0.5409,0.53898,0.06256,0.06545,0.02695,0.0462,0.25987,0.0308,0.08566,0.23773,0.04042,0.34167,0.18094,0.08277,0.56304,0.08277,0.02214,0.2204,0.75746,0.16073,0.13667,0.16843,0.05197,0.08085,0.03176,0.02887,0.16266,0.00577,NA,0.02984,0.02021,0.01251,0.00096,0.10876,0.07796,0.09047,0.03369,0.0539,31.1080192307692
"Montreal",2020-01-01,0.57267,0.04695,0.03904,0.34133,0.14112,0.16355,0.18069,0.15985,0.1559,0.19889,0.48984,0.51016,0.36085,0.1886,0.04247,0.01873,0.05566,0.33369,0.05988,0.08652,0.13585,0.07544,0.32604,0.21182,0.10446,0.5972,0.09628,0.09602,0.21103,0.69296,0.2192,0.1187,0.17357,0.05935,0.06911,0.05777,0.01846,0.10419,0.01451,0.00554,0.04405,0.02058,0.00791,0.00791,0.07913,0.10683,0.0765,0.04616,0.05619,27.8888432648973
"Montreal",2020-02-01,0.58522,0.04041,0.0351,0.33927,0.14092,0.16831,0.17097,0.16193,0.15873,0.19915,0.49109,0.50891,0.36586,0.1917,0.04174,0.01941,0.05424,0.32704,0.06169,0.08535,0.13879,0.0779,0.32093,0.20846,0.10689,0.60064,0.09625,0.09386,0.20553,0.70061,0.2167,0.12763,0.18559,0.05132,0.06913,0.05451,0.02021,0.10316,0.01436,0.00479,0.04121,0.02446,0.00612,0.00798,0.07285,0.10795,0.07498,0.04972,0.05291,28.287680798005
"Montreal",2020-03-01,0.46508,0.11276,0.0581,0.36405,0.13366,0.17172,0.17029,0.16543,0.15426,0.20464,0.49141,0.50859,0.36949,0.1889,0.04379,0.02032,0.05638,0.32112,0.0664,0.08987,0.13452,0.0727,0.31797,0.21065,0.1079,0.59616,0.09073,0.09416,0.21179,0.69405,0.22181,0.10904,0.16772,0.04179,0.081,0.0644,0.02547,0.10761,0.02003,0.00343,0.04207,0.01889,0.00859,0.01173,0.07642,0.10904,0.07527,0.05094,0.04923,29.0145311589983
"Montreal",2020-04-01,0.37679,0.13616,0.11057,0.37648,0.13372,0.16083,0.17362,0.16479,0.15991,0.20713,0.49041,0.50959,0.37313,0.18885,0.04904,0.02224,0.05787,0.30886,0.06488,0.08376,0.13159,0.06793,0.31922,0.2184,0.11422,0.6095,0.08559,0.09595,0.20774,0.69631,0.2184,0.08285,0.14499,0.03472,0.0929,0.07859,0.03229,0.12641,0.02376,0.00701,0.04721,0.01553,0.0134,0.01005,0.07189,0.11209,0.07828,0.0466,0.04995,30.142238700565
"Montreal",2020-05-01,0.4493,0.10079,0.0932,0.35671,0.13115,0.15908,0.1776,0.16818,0.15604,0.20795,0.48755,0.51245,0.3725,0.18397,0.05282,0.02186,0.05556,0.3133,0.06436,0.08956,0.13327,0.06254,0.32362,0.21554,0.11111,0.60899,0.08925,0.08804,0.21251,0.69945,0.21433,0.09988,0.1606,0.03461,0.09168,0.0677,0.02793,0.11202,0.01488,0.00455,0.04493,0.0173,0.01396,0.01032,0.08531,0.10747,0.07954,0.04614,0.04645,30.3407543520309
"Montreal",2020-06-01,0.51275,0.07397,0.08247,0.33082,0.13629,0.15014,0.17658,0.16682,0.15927,0.21089,0.48473,0.51527,0.38149,0.17753,0.05319,0.02014,0.05414,0.3135,0.06421,0.09411,0.13,0.06327,0.32798,0.20554,0.11489,0.61221,0.08373,0.08341,0.21782,0.69877,0.20019,0.10922,0.17501,0.04816,0.08656,0.05445,0.02424,0.10513,0.01259,0.00692,0.0447,0.01574,0.01385,0.01039,0.09285,0.10198,0.07901,0.05005,0.05288,29.5539740420272
"Montreal",2020-07-01,0.47922,0.11136,0.0789,0.33052,0.13344,0.15227,0.17338,0.17045,0.16169,0.20877,0.48344,0.51656,0.38149,0.18571,0.05097,0.02143,0.05422,0.30617,0.06006,0.09383,0.13539,0.06396,0.32045,0.20649,0.11981,0.60877,0.08571,0.07305,0.21753,0.70942,0.19578,0.11071,0.17435,0.03831,0.08896,0.05747,0.03279,0.10844,0.01104,0.00909,0.03929,0.01721,0.01558,0.00682,0.09416,0.1039,0.07565,0.05195,0.0526,29.8064440203562
"Montreal",2020-08-01,0.47365,0.118,0.08054,0.32781,0.13324,0.1465,0.17236,0.1707,0.16506,0.21213,0.48227,0.51773,0.38482,0.19224,0.04939,0.01956,0.058,0.29599,0.05933,0.09778,0.12927,0.06331,0.32748,0.20782,0.11501,0.62082,0.08054,0.07955,0.21545,0.705,0.1992,0.11203,0.16076,0.04906,0.08253,0.07027,0.02618,0.11004,0.01425,0.00895,0.04044,0.01392,0.00994,0.00729,0.09513,0.10109,0.0769,0.05336,0.05502,29.5846803069054
"Montreal",2020-09-01,0.54843,0.05741,0.05292,0.34124,0.13727,0.1501,0.16357,0.1687,0.17511,0.20526,0.47787,0.52213,0.38326,0.19019,0.04458,0.02213,0.05933,0.30051,0.05356,0.0898,0.144,0.06895,0.32585,0.20975,0.10808,0.61674,0.08082,0.07793,0.21552,0.70654,0.19724,0.12187,0.16453,0.05837,0.0789,0.06863,0.02213,0.10391,0.01219,0.00834,0.03592,0.01636,0.00866,0.00481,0.09814,0.09269,0.08146,0.05035,0.05677,29.6539083232811
"Montreal",2020-10-01,0.55397,0.05219,0.04992,0.34392,0.13906,0.14716,0.16499,0.16856,0.17828,0.20194,0.47391,0.52609,0.37601,0.19157,0.04668,0.02139,0.05997,0.30438,0.05219,0.09271,0.14457,0.06677,0.32091,0.20843,0.11442,0.60746,0.0859,0.08622,0.21783,0.69595,0.20162,0.12253,0.1705,0.06029,0.07553,0.07196,0.02204,0.09595,0.01037,0.00292,0.03598,0.01848,0.00713,0.00421,0.10049,0.0953,0.08363,0.05089,0.05543,29.9019173859433
"Montreal",2020-11-01,0.55614,0.04504,0.05059,0.34824,0.13708,0.14654,0.16351,0.16384,0.18309,0.20594,0.47128,0.52872,0.38512,0.18538,0.04634,0.02187,0.06103,0.30026,0.05222,0.08747,0.1498,0.06593,0.3205,0.20398,0.1201,0.60444,0.08322,0.09367,0.2154,0.69093,0.19909,0.1188,0.17624,0.06038,0.07343,0.06136,0.02448,0.10999,0.01208,0.00261,0.03786,0.0186,0.0062,0.00359,0.0953,0.09954,0.08453,0.04406,0.05744,30.0518765586035
"Montreal",2020-12-01,0.54617,0.04666,0.04502,0.36214,0.13736,0.14098,0.16826,0.16004,0.18041,0.21295,0.47486,0.52514,0.38383,0.18173,0.04765,0.02235,0.06474,0.2997,0.05159,0.09004,0.14624,0.06408,0.31679,0.21262,0.11863,0.58758,0.08873,0.093,0.21886,0.68814,0.20506,0.10713,0.18732,0.05521,0.07065,0.06408,0.02498,0.11929,0.0115,0.0023,0.03483,0.01972,0.00756,0.00263,0.08774,0.09694,0.08971,0.04699,0.05521,29.7675675675676
"Ontario",2020-01-01,0.52678,0.04044,0.03342,0.39935,0.1281,0.14305,0.14534,0.15068,0.18523,0.2476,0.48263,0.51737,0.50649,0.09874,0.05947,0.0289,0.05118,0.25523,0.03866,0.12245,0.2188,0.06502,0.35321,0.13476,0.0671,0.55583,0.08689,0.02523,0.11945,0.85532,0.17475,0.12525,0.17933,0.05169,0.09325,0.0585,0.0204,0.14819,0.01134,0.00412,0.03235,0.01419,0.01368,0.00438,0.06858,0.09589,0.07595,0.05108,0.05097,28.1479026335117
"Ontario",2020-02-01,0.53121,0.04381,0.03502,0.38995,0.12656,0.14111,0.15001,0.15278,0.18539,0.24416,0.48524,0.51476,0.50843,0.09802,0.06094,0.02772,0.05024,0.25465,0.03847,0.12198,0.21835,0.06449,0.35323,0.13571,0.06778,0.56053,0.08691,0.02597,0.11864,0.85539,0.17551,0.12805,0.18492,0.05343,0.09421,0.0578,0.0182,0.14193,0.0089,0.00396,0.03265,0.01275,0.01255,0.00391,0.07122,0.09457,0.07945,0.05065,0.04988,28.1912680326155
"Ontario",2020-03-01,0.42842,0.11096,0.05149,0.40914,0.1234,0.13736,0.14844,0.15256,0.18493,0.25331,0.48463,0.51537,0.51461,0.09917,0.06213,0.02743,0.05192,0.24473,0.03845,0.12144,0.21171,0.06637,0.35667,0.13616,0.06919,0.55849,0.08728,0.02433,0.11981,0.85585,0.17043,0.11949,0.16973,0.04796,0.10173,0.07017,0.02053,0.15294,0.01124,0.00494,0.03058,0.01086,0.01331,0.00429,0.0718,0.09407,0.07843,0.05095,0.04769,28.9870561691011
"Ontario",2020-04-01,0.38902,0.10457,0.06565,0.44077,0.11982,0.13344,0.1479,0.15253,0.18965,0.25665,0.48218,0.51782,0.5189,0.0979,0.06327,0.02672,0.05356,0.23965,0.03813,0.11869,0.21451,0.0661,0.3554,0.13705,0.07011,0.55449,0.08887,0.0239,0.12135,0.85475,0.1653,0.10129,0.15129,0.04214,0.11344,0.0783,0.02531,0.16378,0.01847,0.00695,0.02717,0.01051,0.01441,0.00514,0.07649,0.09468,0.07644,0.04909,0.04847,29.8889752407153
"Ontario",2020-05-01,0.42033,0.08634,0.06961,0.42372,0.1179,0.13095,0.14618,0.1544,0.19096,0.2596,0.4839,0.5161,0.52046,0.09703,0.06467,0.02489,0.05306,0.23988,0.03754,0.11807,0.21712,0.06203,0.35997,0.13446,0.07082,0.55381,0.08651,0.02397,0.12077,0.85525,0.1632,0.10399,0.15676,0.0449,0.11198,0.07191,0.02558,0.1651,0.01449,0.0042,0.02679,0.01075,0.01322,0.00569,0.08146,0.0906,0.0768,0.04794,0.04869,29.9637232891534
"Ontario",2020-06-01,0.46667,0.06666,0.05973,0.40694,0.11758,0.12703,0.146,0.15064,0.19381,0.26493,0.4847,0.5153,0.52569,0.09438,0.06443,0.0249,0.05303,0.23756,0.0377,0.11611,0.21842,0.0612,0.36078,0.13496,0.07083,0.54907,0.08569,0.02361,0.12228,0.85411,0.16063,0.11394,0.16726,0.04998,0.10607,0.0636,0.02132,0.16814,0.0084,0.00499,0.02643,0.01269,0.01198,0.00576,0.07882,0.09021,0.07359,0.04669,0.04992,29.3687607059434
"Ontario",2020-07-01,0.4549,0.08112,0.0549,0.40909,0.11538,0.12312,0.14351,0.1521,0.19595,0.26994,0.48572,0.51428,0.52717,0.09414,0.06405,0.0264,0.05453,0.23371,0.03758,0.11796,0.22149,0.05944,0.35683,0.13706,0.06963,0.54443,0.08572,0.0234,0.12158,0.85502,0.16033,0.11815,0.16033,0.05048,0.10378,0.06288,0.02389,0.1731,0.00878,0.00436,0.0272,0.01234,0.01197,0.00461,0.0778,0.08726,0.07406,0.04452,0.05072,29.0498027560119
"Ontario",2020-08-01,0.45763,0.08596,0.05538,0.40102,0.11741,0.12599,0.14177,0.14874,0.19246,0.27362,0.48113,0.51887,0.52726,0.09306,0.06346,0.02676,0.05495,0.23452,0.03663,0.11846,0.2228,0.05895,0.3536,0.13888,0.07067,0.54113,0.08843,0.023,0.11754,0.85946,0.16225,0.1184,0.16484,0.05057,0.10496,0.06154,0.02214,0.1715,0.00876,0.00395,0.02707,0.0124,0.01024,0.00413,0.07727,0.09084,0.06882,0.046,0.04946,29.0670511105165
"Ontario",2020-09-01,0.49889,0.04837,0.04147,0.41128,0.11676,0.12415,0.14196,0.1475,0.19439,0.27523,0.4825,0.5175,0.53272,0.09298,0.06106,0.02575,0.05416,0.23333,0.03487,0.11965,0.22612,0.05915,0.35163,0.13832,0.07024,0.54005,0.08367,0.02317,0.11996,0.85687,0.15927,0.12267,0.17671,0.0504,0.10166,0.0586,0.0215,0.17388,0.00591,0.00419,0.02766,0.01146,0.01004,0.0045,0.07153,0.09328,0.0695,0.04824,0.04892,29.0471151069694
"Ontario",2020-10-01,0.49895,0.04952,0.03813,0.41341,0.11736,0.12187,0.13791,0.14806,0.19473,0.28008,0.48477,0.51523,0.53646,0.09179,0.06233,0.02544,0.05292,0.23106,0.03485,0.11884,0.22518,0.06153,0.35058,0.13951,0.06951,0.53466,0.08696,0.0247,0.12045,0.85485,0.16044,0.12423,0.17616,0.05168,0.09965,0.05422,0.0229,0.17863,0.00582,0.00545,0.02686,0.01176,0.01034,0.00489,0.06697,0.08888,0.06852,0.0484,0.05131,29.0760790031813
"Ontario",2020-11-01,0.50214,0.04284,0.03799,0.41703,0.1195,0.12303,0.1362,0.14754,0.19548,0.27825,0.48469,0.51531,0.53698,0.09229,0.06186,0.02753,0.05096,0.23038,0.03484,0.11925,0.22527,0.06457,0.34673,0.14017,0.06917,0.53345,0.08567,0.02438,0.1248,0.85083,0.16001,0.12429,0.17532,0.05298,0.10067,0.05663,0.0206,0.17847,0.00712,0.00529,0.02715,0.0121,0.01027,0.00491,0.06419,0.08838,0.06917,0.04933,0.05096,29.0306351570964
"Ontario",2020-12-01,0.49656,0.04339,0.03956,0.42049,0.11478,0.12148,0.13824,0.14746,0.19007,0.28797,0.48421,0.51579,0.53586,0.09335,0.06269,0.02683,0.05294,0.22834,0.03391,0.1192,0.22301,0.06444,0.35092,0.13908,0.06944,0.52891,0.08529,0.02605,0.12667,0.84728,0.16552,0.12303,0.17202,0.05002,0.09517,0.05496,0.02287,0.18696,0.00682,0.00507,0.0254,0.01228,0.01039,0.00344,0.06606,0.08711,0.06788,0.04846,0.05021,29.2833760743976
"Ottawa",2020-01-01,0.60188,0.03954,0.02413,0.33445,0.14477,0.16019,0.17225,0.16957,0.16421,0.18901,0.48391,0.51609,0.53418,0.07775,0.03686,0.02882,0.04625,0.27614,0.02279,0.08512,0.17359,0.03016,0.23056,0.2681,0.18968,0.61193,0.09383,0.06501,0.20912,0.72587,0.16086,0.14879,0.23056,0.05429,0.06032,0.05027,0.0248,0.10992,0.0067,NA,0.03887,0.0134,0.00402,0.00603,0.09115,0.08914,0.11997,0.0496,0.05094,35.0728136419001
"Ottawa",2020-02-01,0.59316,0.04088,0.02815,0.3378,0.14075,0.15751,0.16086,0.17225,0.17426,0.19437,0.47989,0.52011,0.52815,0.08244,0.04021,0.02614,0.04893,0.27413,0.02748,0.08646,0.17828,0.03485,0.23391,0.26005,0.17895,0.60925,0.08378,0.06769,0.20442,0.72788,0.15952,0.14678,0.22587,0.05362,0.06501,0.05429,0.02748,0.12332,0.00469,NA,0.03619,0.0134,0.00335,0.00603,0.08043,0.08445,0.11193,0.0563,0.05228,34.8246191051995
"Ottawa",2020-03-01,0.47067,0.13941,0.03382,0.35611,0.147,0.15045,0.14769,0.17874,0.18012,0.196,0.47481,0.52519,0.52588,0.07246,0.04555,0.02484,0.04693,0.28433,0.02968,0.09317,0.17253,0.04141,0.22705,0.26087,0.17529,0.61353,0.08834,0.06211,0.20359,0.7343,0.15528,0.13941,0.22015,0.05038,0.07246,0.05797,0.04486,0.12077,NA,0.00207,0.03934,0.01173,0.00552,0.00828,0.07177,0.07729,0.10214,0.06004,0.06142,35.9050458715596
"Ottawa",2020-04-01,0.46807,0.10105,0.04842,0.38246,0.14737,0.15018,0.14316,0.17895,0.17684,0.20351,0.47368,0.52632,0.52561,0.07439,0.04351,0.02807,0.04842,0.28,0.03368,0.09123,0.17123,0.04561,0.22877,0.25965,0.16982,0.61053,0.08982,0.07088,0.1986,0.73053,0.14667,0.12561,0.21404,0.05684,0.07789,0.06035,0.04211,0.12491,0.00702,0.00421,0.03509,0.01193,0.00632,0.00421,0.08281,0.07719,0.10667,0.05404,0.06386,37.0168063583815
"Ottawa",2020-05-01,0.49036,0.09065,0.05496,0.36403,0.14061,0.15418,0.1399,0.16916,0.18772,0.20842,0.47823,0.52177,0.52034,0.07852,0.04711,0.02498,0.05139,0.27766,0.02855,0.08994,0.1656,0.05139,0.2434,0.24982,0.17131,0.60742,0.0935,0.07281,0.19486,0.73233,0.14847,0.12705,0.21913,0.04782,0.08494,0.04568,0.03498,0.12562,0.00714,0.00928,0.0364,0.01356,0.01285,0.00357,0.08351,0.07637,0.10493,0.05139,0.05853,36.3302164502164
"Ottawa",2020-06-01,0.51944,0.06897,0.06236,0.34923,0.13059,0.15334,0.15187,0.16214,0.18855,0.2135,0.47762,0.52238,0.51798,0.08291,0.04842,0.02201,0.05429,0.27439,0.02568,0.08731,0.16067,0.06163,0.25532,0.24945,0.15994,0.60528,0.08951,0.0719,0.20763,0.72047,0.15114,0.12106,0.20763,0.05723,0.0741,0.0631,0.02494,0.1394,0.01027,0.0066,0.04255,0.01101,0.01101,0.00293,0.07704,0.08584,0.10638,0.04989,0.05576,35.6368550724638
"Ottawa",2020-07-01,0.51431,0.0866,0.05873,0.34036,0.13178,0.15211,0.15286,0.16566,0.18901,0.20858,0.48494,0.51506,0.52786,0.07455,0.04367,0.02033,0.05346,0.28012,0.02861,0.08886,0.16642,0.05798,0.25075,0.24172,0.16566,0.60617,0.09111,0.07154,0.21687,0.7116,0.15437,0.12575,0.19729,0.06401,0.06401,0.06777,0.02108,0.13253,0.02033,0.00753,0.0369,0.01431,0.0128,0.00452,0.07681,0.09488,0.10392,0.0497,0.06024,35.6926979472141
"Ottawa",2020-08-01,0.49402,0.10463,0.06278,0.33857,0.13752,0.14275,0.15321,0.16293,0.19507,0.20852,0.49028,0.50972,0.51943,0.07848,0.04185,0.02242,0.05531,0.28251,0.02466,0.08894,0.1719,0.05456,0.23169,0.25262,0.17564,0.61584,0.08595,0.071,0.21076,0.71824,0.1577,0.12407,0.18386,0.06054,0.06876,0.08072,0.01719,0.12407,0.02018,0.00448,0.03363,0.02317,0.01121,0.00523,0.0852,0.08969,0.10164,0.05082,0.05755,36.5947398843931
"Ottawa",2020-09-01,0.55344,0.04809,0.04198,0.35649,0.1374,0.13435,0.16641,0.16412,0.18931,0.2084,0.49237,0.50763,0.53817,0.07863,0.03893,0.01908,0.05344,0.27176,0.02519,0.08015,0.17252,0.05038,0.23053,0.26947,0.17176,0.61985,0.07023,0.07099,0.20992,0.71908,0.14885,0.11985,0.20534,0.06336,0.05725,0.06336,0.01832,0.13969,0.0229,0.00534,0.0229,0.02519,0.00458,0.00916,0.09389,0.1,0.10687,0.04275,0.05954,37.1432952924394
"Ottawa",2020-10-01,0.5267,0.0534,0.03883,0.38107,0.1254,0.12945,0.16909,0.16586,0.18689,0.2233,0.48948,0.51052,0.54693,0.08414,0.04045,0.0178,0.04935,0.26133,0.02346,0.07767,0.17799,0.04854,0.23463,0.27184,0.16586,0.59142,0.07039,0.06149,0.21278,0.72573,0.14806,0.11893,0.19822,0.06068,0.05663,0.06634,0.01699,0.15858,0.01699,0.00566,0.02023,0.02589,0.00647,0.00728,0.09304,0.09871,0.1068,0.04288,0.05744,37.7673617693523
"Ottawa",2020-11-01,0.53931,0.04311,0.03635,0.38123,0.12172,0.12511,0.1623,0.17751,0.18681,0.22654,0.48774,0.51226,0.55452,0.07777,0.03635,0.01944,0.0448,0.26712,0.02198,0.07101,0.18766,0.04903,0.23077,0.27388,0.16568,0.58833,0.07101,0.06255,0.21048,0.72697,0.14117,0.11581,0.19442,0.07016,0.06424,0.06255,0.02029,0.15554,0.01437,0.00592,0.0186,0.02029,0.00676,0.00761,0.10228,0.09806,0.10144,0.04565,0.06255,37.1373848684211
"Ottawa",2020-12-01,0.55833,0.0472,0.02939,0.36509,0.12556,0.12378,0.15583,0.17898,0.18789,0.22796,0.48175,0.51825,0.53874,0.07391,0.04809,0.02226,0.0472,0.26981,0.02048,0.07124,0.18077,0.0472,0.23598,0.27605,0.1683,0.59662,0.07213,0.06055,0.19145,0.748,0.16207,0.12645,0.21371,0.0748,0.05521,0.04096,0.02226,0.13802,0.00089,0.01247,0.02582,0.01603,0.01158,0.00712,0.09261,0.08549,0.10062,0.04809,0.06857,37.6071641791045
"Quebec",2020-01-01,0.52425,0.0538,0.03502,0.38693,0.12092,0.12987,0.15365,0.14945,0.19556,0.25055,0.49477,0.50523,0.31513,0.2851,0.05594,0.02092,0.05452,0.26838,0.09651,0.12726,0.14255,0.06276,0.40388,0.11719,0.04984,0.58082,0.07726,0.01474,0.0252,0.96006,0.22242,0.129,0.18423,0.04105,0.08756,0.04453,0.01141,0.15737,0.00927,0.00285,0.04176,0.00975,0.00729,0.00444,0.04707,0.09683,0.08249,0.04754,0.03875,26.453274015748
"Quebec",2020-02-01,0.53163,0.05407,0.03449,0.37982,0.12343,0.12986,0.14619,0.15015,0.20168,0.24869,0.49683,0.50317,0.31552,0.28112,0.05795,0.02014,0.05327,0.272,0.09672,0.1289,0.14103,0.06382,0.40891,0.11265,0.04796,0.58356,0.07722,0.01522,0.026,0.95878,0.22309,0.13311,0.18606,0.04091,0.08974,0.04281,0.01015,0.15404,0.00832,0.0027,0.04122,0.01181,0.00674,0.00373,0.04558,0.09402,0.08007,0.04915,0.03797,26.3470209464701
"Quebec",2020-03-01,0.43966,0.10858,0.05528,0.39649,0.11813,0.12522,0.14285,0.14795,0.2071,0.25875,0.49411,0.50589,0.32606,0.2833,0.05816,0.02051,0.05173,0.26024,0.09712,0.12522,0.14285,0.06228,0.40654,0.11657,0.04943,0.58028,0.07645,0.01483,0.02776,0.95741,0.21641,0.12143,0.17201,0.04078,0.09614,0.05561,0.01104,0.16871,0.01038,0.00321,0.03732,0.01153,0.00758,0.00272,0.04514,0.09498,0.07595,0.05066,0.03798,26.7685855605692
"Quebec",2020-04-01,0.34416,0.12516,0.10681,0.42387,0.11329,0.12263,0.14309,0.1441,0.2089,0.26799,0.49365,0.50635,0.33356,0.27775,0.06094,0.02104,0.05143,0.25528,0.09738,0.12684,0.14107,0.06195,0.40729,0.11666,0.04882,0.56931,0.0755,0.0154,0.02727,0.95733,0.21682,0.08998,0.13585,0.03341,0.11093,0.0787,0.0165,0.19014,0.01826,0.00614,0.02988,0.01035,0.0133,0.0037,0.04604,0.09292,0.07499,0.04856,0.03846,27.5890457046128
"Quebec",2020-05-01,0.44353,0.08098,0.0705,0.405,0.11014,0.1184,0.14534,0.14449,0.20586,0.27577,0.49527,0.50473,0.33902,0.27346,0.0624,0.02233,0.05166,0.25113,0.09778,0.12471,0.14355,0.05882,0.41071,0.11568,0.04876,0.57062,0.07484,0.01551,0.02839,0.9561,0.21626,0.11176,0.16819,0.03819,0.10272,0.05115,0.01355,0.18131,0.00972,0.00247,0.03103,0.01245,0.00827,0.00418,0.04876,0.08968,0.07459,0.04654,0.03845,27.5225554719819
"Quebec",2020-06-01,0.49439,0.06538,0.04543,0.3948,0.10339,0.11841,0.14286,0.1413,0.21135,0.28269,0.49154,0.50846,0.353,0.26723,0.06158,0.02237,0.05217,0.24365,0.09475,0.12394,0.14234,0.05657,0.41821,0.11496,0.04923,0.56746,0.07134,0.0152,0.02764,0.95716,0.21644,0.12783,0.1781,0.04206,0.09026,0.04146,0.0114,0.1857,0.00389,0.00138,0.03014,0.01321,0.00708,0.00233,0.04871,0.08965,0.07298,0.04543,0.03792,27.1291788032988
"Quebec",2020-07-01,0.45152,0.10629,0.03827,0.40392,0.09608,0.11348,0.14429,0.14101,0.20991,0.29524,0.4905,0.5095,0.36406,0.267,0.06047,0.02211,0.05265,0.23371,0.09563,0.12138,0.14172,0.05514,0.41804,0.11756,0.05052,0.55816,0.0737,0.01607,0.02966,0.95427,0.20742,0.12538,0.17643,0.03987,0.09341,0.03987,0.01438,0.19552,0.00382,0.00186,0.03205,0.01279,0.00604,0.00311,0.04804,0.08915,0.07485,0.04386,0.03925,27.1664554888039
"Quebec",2020-08-01,0.43522,0.12642,0.0382,0.40016,0.09567,0.11333,0.14722,0.14158,0.20631,0.29588,0.48821,0.51179,0.36466,0.27212,0.05846,0.02206,0.05389,0.22882,0.09558,0.12077,0.14059,0.05631,0.41415,0.12311,0.04949,0.55572,0.07648,0.01695,0.02878,0.95427,0.20551,0.12777,0.17475,0.04402,0.09316,0.04178,0.01291,0.19555,0.00287,0.00206,0.03353,0.01049,0.00547,0.0035,0.04662,0.08966,0.07487,0.04411,0.04053,27.2230299137456
"Quebec",2020-09-01,0.51504,0.05256,0.02704,0.40535,0.09823,0.11014,0.15007,0.1413,0.20532,0.29495,0.488,0.512,0.36452,0.27256,0.05856,0.0214,0.05489,0.22806,0.09491,0.12267,0.13915,0.05596,0.42049,0.11837,0.04844,0.55686,0.07468,0.0163,0.03018,0.95353,0.20514,0.13852,0.18535,0.04495,0.08954,0.03206,0.01083,0.19153,0.00287,0.00125,0.0342,0.00976,0.00484,0.00287,0.04629,0.08891,0.07575,0.04343,0.03823,27.4899351351351
"Quebec",2020-10-01,0.5034,0.0541,0.03226,0.41024,0.09841,0.10983,0.14744,0.13847,0.20507,0.30077,0.48609,0.51391,0.36602,0.27657,0.05827,0.0193,0.05546,0.22438,0.09415,0.1208,0.13928,0.05618,0.41994,0.1198,0.04984,0.54789,0.07657,0.01695,0.03018,0.95288,0.19918,0.13339,0.18505,0.04431,0.09325,0.03135,0.0126,0.19538,0.00381,0.00127,0.03407,0.01006,0.00571,0.00272,0.04785,0.08772,0.07902,0.04178,0.03879,27.955086013463
"Quebec",2020-11-01,0.50699,0.04955,0.03153,0.41193,0.09864,0.11206,0.14902,0.13753,0.20243,0.30033,0.48639,0.51361,0.3622,0.28562,0.05644,0.01903,0.05497,0.22173,0.09211,0.12337,0.13918,0.05534,0.42204,0.11905,0.04891,0.54808,0.07768,0.01627,0.03043,0.9533,0.19765,0.13008,0.18744,0.04532,0.09671,0.0319,0.01434,0.19369,0.00414,0.00138,0.03392,0.00791,0.00625,0.00202,0.04725,0.0911,0.0797,0.04118,0.03925,27.8167409948542
"Quebec",2020-12-01,0.50679,0.0447,0.03205,0.41646,0.10012,0.1088,0.15018,0.13799,0.20163,0.30128,0.48813,0.51187,0.35929,0.28623,0.05745,0.01856,0.05449,0.22398,0.09744,0.12109,0.14094,0.05468,0.41461,0.12183,0.04941,0.54909,0.07832,0.01792,0.03048,0.9516,0.19396,0.13134,0.17872,0.04747,0.10058,0.0315,0.01422,0.19377,0.00526,0.00129,0.03482,0.01044,0.00702,0.00277,0.04683,0.08608,0.07842,0.03935,0.04221,27.7014056147144
"Toronto",2020-01-01,0.58286,0.04224,0.03301,0.34188,0.1452,0.16538,0.17325,0.17291,0.16196,0.18129,0.48384,0.51616,0.53669,0.04789,0.04515,0.02035,0.03865,0.31127,0.04772,0.08158,0.183,0.06738,0.23191,0.25774,0.13067,0.56593,0.11442,0.12228,0.43783,0.43988,0.14076,0.13084,0.20455,0.05866,0.08312,0.08329,0.02583,0.08415,0.01112,0.00205,0.02548,0.02104,0.00958,0.00479,0.11476,0.09184,0.08586,0.06054,0.05507,30.1819693945442
"Toronto",2020-02-01,0.575,0.04327,0.03609,0.34565,0.14486,0.16367,0.17547,0.1724,0.16436,0.17924,0.4864,0.5136,0.54113,0.04789,0.04498,0.02069,0.03899,0.30631,0.04943,0.08346,0.18539,0.06533,0.22405,0.25945,0.13289,0.56713,0.11185,0.12896,0.43766,0.43338,0.1358,0.12947,0.20215,0.06311,0.08432,0.0773,0.02121,0.0915,0.01385,0.00496,0.02719,0.02035,0.01009,0.00479,0.1139,0.09116,0.08397,0.0614,0.05678,30.1753554661301
