"GEO","Date","Employed_working","Employed_absent","Unemployed","Not_in_LF","16_to_24_years","25_to_34_years","35_to_44_years","45_to_54_years","55_to_64_years","over_65_years","Male","Female","Married","Common_Law","Widowed","Separated","Divorced","Single","Minimal_Educ","Some_High_School","High_School","Some_Postsecondary","Postsecondary","Bachelors","Above_Bachelors","Employee","Self_Employed","New_immigrant","Old_immigrant","Non_immigrant","Unattached","Couple/Dual/no_kid","Couple/Dual/young_kid","Couple/Dual/old_kid","Couple/Single_earn/no_kid","Couple/Single_earn/young_kid","Couple/Single_earn/old_kid","Couple/Non_earn/no_kid","Couple/Non_earn/young_kid","Couple/Non_earn/old_kid","Lone/Empl/young_kid","Lone/Empl/old_kid","Lone/Unempl/young_kid","Lone/Unempl/old_kid","Other_Fam","YKID_newborn_preK","YKID_schoolage","YKID_Teen","YKID_adult","HRLYEARN"
"Ottawa",2018-06-01,0.59351,0.04693,0.03244,0.32712,0.13389,0.16149,0.14769,0.18357,0.19048,0.18288,0.45549,0.54451,0.47826,0.09869,0.04417,0.02899,0.05452,0.29538,0.02484,0.07867,0.19876,0.04141,0.245,0.25673,0.15459,0.6011,0.08144,0.04624,0.20359,0.75017,0.1891,0.14493,0.17736,0.06004,0.07177,0.05935,0.03037,0.10973,0.00552,0.00276,0.02899,0.01311,0.0138,NA,0.09317,0.08834,0.08213,0.05107,0.05521,31.8325980392157
"Ottawa",2018-07-01,0.53458,0.09889,0.03181,0.33472,0.14039,0.15214,0.14108,0.1805,0.20332,0.18257,0.46819,0.53181,0.4834,0.09059,0.04495,0.02905,0.06017,0.29184,0.02075,0.08921,0.19087,0.04011,0.24965,0.25173,0.15768,0.59959,0.0823,0.04633,0.20678,0.74689,0.17773,0.14246,0.18741,0.05118,0.06985,0.06224,0.02974,0.11895,0.00277,0.00277,0.0325,0.01798,0.01245,0.00277,0.08921,0.08299,0.08299,0.05533,0.05394,32.46585
"Ottawa",2018-08-01,0.53037,0.08121,0.04237,0.34605,0.13771,0.15607,0.14548,0.16949,0.19138,0.19986,0.47669,0.52331,0.47175,0.10169,0.04732,0.02895,0.06427,0.28602,0.01977,0.08263,0.19492,0.04167,0.26271,0.24929,0.14901,0.59605,0.0791,0.0459,0.2041,0.75,0.18997,0.13842,0.1822,0.05932,0.07839,0.05297,0.02895,0.12288,0.00282,0.00282,0.02895,0.01624,0.0113,0.00424,0.08051,0.08404,0.08263,0.04661,0.0565,32.0589050131926
"Ottawa",2018-09-01,0.59058,0.03138,0.0271,0.35093,0.13909,0.16762,0.14765,0.17332,0.18046,0.19187,0.47361,0.52639,0.48146,0.08631,0.05064,0.02996,0.05706,0.29458,0.01641,0.07989,0.19544,0.0378,0.27247,0.24465,0.15335,0.60057,0.08131,0.04922,0.19187,0.75892,0.18616,0.13481,0.20257,0.06277,0.06776,0.05777,0.02354,0.11484,0.00143,NA,0.03067,0.01498,0.00642,0.00571,0.09058,0.09629,0.07917,0.05278,0.05492,32.1266404199475
"Ottawa",2018-10-01,0.58452,0.03622,0.02628,0.35298,0.13778,0.16619,0.14489,0.17259,0.18537,0.19318,0.47869,0.52131,0.49219,0.08594,0.05185,0.02415,0.05895,0.28693,0.01634,0.07741,0.19105,0.03906,0.27131,0.24645,0.15838,0.59517,0.08381,0.05469,0.19247,0.75284,0.19034,0.13494,0.20881,0.06037,0.08594,0.03977,0.02486,0.1108,NA,NA,0.02273,0.01634,0.00497,0.0071,0.09304,0.10014,0.07031,0.04616,0.05753,32.7029040735874
"Ottawa",2018-11-01,0.5797,0.02859,0.02788,0.36383,0.13653,0.15225,0.14439,0.16726,0.19514,0.20443,0.47891,0.52109,0.50679,0.07863,0.05147,0.02359,0.05933,0.2802,0.01644,0.0822,0.18156,0.04289,0.26876,0.23946,0.16869,0.59257,0.07434,0.05218,0.18942,0.7584,0.18942,0.13081,0.21229,0.05361,0.0822,0.03645,0.02144,0.12009,NA,0.00286,0.02359,0.02001,0.00429,0.00572,0.09721,0.09435,0.07362,0.05075,0.05361,33.3916777629827
"Ottawa",2018-12-01,0.5917,0.02976,0.02768,0.35087,0.14602,0.15433,0.14394,0.1737,0.18616,0.19585,0.48512,0.51488,0.50727,0.08512,0.04844,0.01799,0.05882,0.28235,0.02007,0.08997,0.18408,0.04429,0.28374,0.21522,0.16263,0.60138,0.08443,0.0699,0.18754,0.74256,0.18062,0.12941,0.20969,0.05952,0.07751,0.05329,0.01799,0.11903,0.00138,0.00484,0.02561,0.02076,0.00692,0.00554,0.08789,0.10104,0.07197,0.05606,0.05467,32.6243846153846
"Ottawa",2019-01-01,0.57939,0.04234,0.03317,0.3451,0.13903,0.15032,0.15737,0.17008,0.17502,0.20819,0.47354,0.52646,0.52364,0.08327,0.04587,0.01835,0.05434,0.27452,0.02188,0.09104,0.17855,0.03952,0.28158,0.21736,0.17008,0.58927,0.09033,0.05716,0.20254,0.7403,0.17502,0.12138,0.22159,0.05152,0.08539,0.05575,0.02047,0.12844,0.00635,0.00212,0.02258,0.01764,0.00565,0.00565,0.08045,0.09951,0.08327,0.05999,0.05152,33.2648944591029
"Ottawa",2019-02-01,0.59205,0.0523,0.02789,0.32775,0.13598,0.1569,0.16946,0.16597,0.17782,0.19386,0.47211,0.52789,0.53556,0.07531,0.04184,0.02022,0.05021,0.27685,0.02022,0.08647,0.17085,0.03766,0.28243,0.23361,0.16876,0.61227,0.09484,0.06485,0.19526,0.73989,0.17573,0.1318,0.22873,0.04393,0.08647,0.06137,0.02022,0.11158,0.00697,0.00209,0.02789,0.01604,0.00349,0.00488,0.0788,0.11297,0.08996,0.05718,0.04533,33.5542032622334
"Ottawa",2019-03-01,0.55533,0.07815,0.02974,0.33679,0.13416,0.15214,0.1639,0.16874,0.17981,0.20124,0.47994,0.52006,0.54633,0.07676,0.03458,0.02006,0.05325,0.26902,0.0242,0.08506,0.17427,0.0408,0.27663,0.2379,0.16113,0.60235,0.09613,0.05947,0.19156,0.74896,0.16459,0.13347,0.20885,0.0491,0.08437,0.06639,0.01521,0.12102,0.01245,0.00207,0.02766,0.01452,0.00622,0.00622,0.08783,0.10443,0.09474,0.05671,0.04495,34.1905754475703
"Ottawa",2019-04-01,0.58847,0.03729,0.04203,0.3322,0.13085,0.15661,0.16136,0.16881,0.17695,0.20542,0.48407,0.51593,0.53966,0.08068,0.03525,0.02237,0.05085,0.27119,0.02915,0.08746,0.16746,0.04475,0.2739,0.23661,0.16068,0.59186,0.09898,0.06034,0.19525,0.74441,0.16542,0.12542,0.20881,0.04814,0.09424,0.06847,0.01627,0.11864,0.01492,0.00542,0.02915,0.01085,0.00678,0.00746,0.08,0.10169,0.10102,0.05424,0.04678,34.253282051282
"Ottawa",2019-05-01,0.59836,0.04167,0.03347,0.3265,0.13183,0.14549,0.15779,0.17964,0.17281,0.21243,0.47541,0.52459,0.54713,0.07992,0.03347,0.02117,0.04986,0.26844,0.03142,0.08538,0.16189,0.04167,0.27391,0.23839,0.16735,0.59358,0.09904,0.06011,0.20287,0.73702,0.16598,0.12705,0.2179,0.03962,0.09699,0.06831,0.01708,0.12295,0.01776,0.00273,0.02527,0.01913,0.00615,0.00478,0.06831,0.10519,0.09904,0.05738,0.04303,34.39608040201
"Ottawa",2019-06-01,0.60157,0.04507,0.03984,0.31352,0.13129,0.1548,0.15676,0.18419,0.16982,0.20314,0.47485,0.52515,0.54605,0.08622,0.03266,0.0209,0.05095,0.26323,0.02874,0.07903,0.16721,0.0405,0.26584,0.258,0.16068,0.59373,0.10255,0.06009,0.20509,0.73481,0.15676,0.14631,0.23906,0.04115,0.08426,0.06205,0.01568,0.11234,0.01894,0.00261,0.03201,0.01829,0.00718,0.00131,0.06205,0.10777,0.10712,0.06205,0.03919,34.4268100358423
"Ottawa",2019-07-01,0.54552,0.11194,0.03844,0.30411,0.13149,0.15914,0.15442,0.19016,0.16588,0.19892,0.47943,0.52057,0.54821,0.08227,0.03169,0.0209,0.0499,0.26703,0.03237,0.07417,0.15711,0.04383,0.25421,0.28119,0.15711,0.62171,0.09777,0.06136,0.20701,0.73163,0.15779,0.14363,0.2468,0.04181,0.08227,0.05866,0.00944,0.11463,0.01686,0.0027,0.029,0.01686,0.00472,0.00135,0.0735,0.10856,0.10722,0.05664,0.03506,34.1890238095238
"Ottawa",2019-08-01,0.56061,0.10606,0.03689,0.29644,0.1357,0.16403,0.15613,0.19302,0.15876,0.19236,0.48287,0.51713,0.54545,0.07839,0.0303,0.02372,0.05336,0.26877,0.03228,0.07444,0.15481,0.04348,0.25165,0.278,0.16535,0.61067,0.11001,0.06061,0.20883,0.73057,0.15481,0.13505,0.26285,0.04743,0.07181,0.05007,0.02174,0.09816,0.02174,0.00461,0.02635,0.0224,0.00461,NA,0.07839,0.10211,0.12055,0.05863,0.04611,33.8932825322392
"Ottawa",2019-09-01,0.62023,0.04555,0.02411,0.31011,0.13396,0.16879,0.16343,0.18553,0.15673,0.19156,0.49163,0.50837,0.54856,0.0864,0.0288,0.02344,0.05023,0.26256,0.03081,0.07368,0.15472,0.03818,0.24983,0.27528,0.17749,0.61219,0.10248,0.06296,0.21634,0.7207,0.16008,0.15271,0.26524,0.04555,0.06296,0.05425,0.01674,0.10382,0.01005,0.00469,0.02545,0.01741,0.00402,NA,0.07703,0.10449,0.11989,0.05559,0.04086,34.4564976415094
"Ottawa",2019-10-01,0.62433,0.04612,0.02741,0.30214,0.1357,0.16912,0.17112,0.18182,0.15842,0.18382,0.49265,0.50735,0.54947,0.08623,0.03075,0.02072,0.04947,0.26337,0.0234,0.07219,0.15909,0.03476,0.25134,0.27741,0.18182,0.62166,0.10428,0.05682,0.21791,0.72527,0.15976,0.15842,0.25802,0.05147,0.06083,0.06618,0.01337,0.09826,0.00535,0.00201,0.02741,0.01537,0.00535,0.00134,0.07687,0.10695,0.1143,0.06283,0.04078,34.4990152403283
"Ottawa",2019-11-01,0.63364,0.0359,0.02793,0.30253,0.13165,0.17487,0.17952,0.17819,0.1516,0.18418,0.49601,0.50399,0.54056,0.08378,0.02992,0.02593,0.04987,0.26995,0.02327,0.08045,0.1609,0.03258,0.24202,0.28723,0.17354,0.62899,0.09641,0.06184,0.20811,0.73005,0.17021,0.15559,0.24668,0.05785,0.06051,0.06383,0.01064,0.09707,0.00598,0.00199,0.02793,0.01064,0.00532,0.00532,0.08045,0.10439,0.11303,0.05918,0.04322,34.2358660508083
"Ottawa",2019-12-01,0.6161,0.0499,0.02196,0.31204,0.13906,0.17166,0.169,0.18031,0.15569,0.1843,0.49102,0.50898,0.54424,0.07784,0.0326,0.02661,0.04192,0.27678,0.02661,0.08317,0.16633,0.02927,0.2322,0.27412,0.18829,0.63007,0.08782,0.06587,0.21091,0.72322,0.15968,0.14504,0.24152,0.05389,0.07119,0.05456,0.02129,0.09714,0.00532,0.002,0.03393,0.01397,0.00399,0.00732,0.08916,0.1018,0.11311,0.05256,0.0499,34.0917714285714
"Quebec",2017-01-01,0.5037,0.04744,0.04395,0.40491,0.12159,0.13049,0.14369,0.16244,0.1955,0.24628,0.49352,0.50648,0.34531,0.26425,0.05499,0.02352,0.05587,0.25606,0.10149,0.13765,0.14671,0.05356,0.40992,0.10753,0.04315,0.55662,0.08035,0.01454,0.02448,0.96098,0.20869,0.12207,0.17158,0.05372,0.09743,0.04077,0.01581,0.16586,0.00882,0.00342,0.03441,0.01693,0.01025,0.00477,0.04546,0.10196,0.07121,0.04148,0.05126,24.1364075067024
"Quebec",2017-02-01,0.50538,0.04975,0.04405,0.40082,0.12306,0.13065,0.14363,0.16142,0.19835,0.24288,0.49636,0.50364,0.34586,0.26186,0.05418,0.02333,0.0552,0.25957,0.10013,0.13785,0.14687,0.05441,0.41221,0.10637,0.04215,0.55932,0.08194,0.0155,0.02357,0.96093,0.21101,0.12093,0.17439,0.05323,0.09657,0.04113,0.01455,0.1653,0.01004,0.00372,0.03282,0.01961,0.01076,0.00348,0.04247,0.101,0.07237,0.04318,0.05109,24.0351835243315
"Quebec",2017-03-01,0.51301,0.04495,0.04511,0.39692,0.12492,0.12957,0.14393,0.16285,0.19716,0.24156,0.49558,0.50442,0.34298,0.26309,0.05339,0.0235,0.05497,0.26207,0.10276,0.13967,0.14448,0.05426,0.40875,0.10686,0.04322,0.55891,0.08139,0.01443,0.02437,0.9612,0.20891,0.12476,0.17721,0.05039,0.09148,0.03927,0.01774,0.16435,0.01049,0.00355,0.03486,0.01885,0.00962,0.00402,0.04448,0.09992,0.07224,0.04456,0.05189,24.1054606778546
"Quebec",2017-04-01,0.52014,0.04466,0.04482,0.39038,0.12514,0.13039,0.14496,0.16118,0.19848,0.23985,0.49687,0.50313,0.34281,0.26446,0.05211,0.025,0.05556,0.26007,0.10453,0.13869,0.14426,0.05187,0.40911,0.10696,0.04459,0.55367,0.08706,0.0141,0.02445,0.96145,0.21039,0.1249,0.18226,0.04976,0.09113,0.03879,0.017,0.16447,0.00964,0.004,0.03424,0.01849,0.00799,0.00376,0.04318,0.09928,0.07279,0.04576,0.04984,23.9600211760873
"Quebec",2017-05-01,0.53748,0.04607,0.03516,0.38129,0.12479,0.13256,0.14653,0.1598,0.19551,0.2408,0.49368,0.50632,0.34165,0.26725,0.05368,0.02378,0.05667,0.25697,0.10855,0.13515,0.13884,0.05196,0.41096,0.11051,0.04403,0.55624,0.08626,0.01405,0.02535,0.9606,0.20713,0.13335,0.19198,0.05031,0.08461,0.0361,0.01256,0.16051,0.00801,0.00157,0.03752,0.01884,0.00699,0.00322,0.04733,0.10243,0.07284,0.04709,0.0467,23.9330204081633
"Quebec",2017-06-01,0.54545,0.04683,0.03088,0.37684,0.12155,0.13664,0.14882,0.15487,0.2028,0.23533,0.49768,0.50232,0.3392,0.27469,0.05241,0.02271,0.05649,0.2545,0.10717,0.13436,0.14269,0.05037,0.41094,0.11047,0.044,0.55983,0.08478,0.01438,0.02624,0.95938,0.20641,0.1346,0.19431,0.05037,0.08541,0.03819,0.0132,0.15762,0.00566,0.00196,0.03512,0.0165,0.00786,0.00338,0.04942,0.10387,0.07488,0.0462,0.04691,24.0590411592416
"Quebec",2017-07-01,0.49834,0.09215,0.03253,0.37697,0.11908,0.13116,0.15287,0.15572,0.20696,0.23421,0.49613,0.50387,0.34081,0.2763,0.05283,0.0214,0.05638,0.25229,0.10739,0.13361,0.14585,0.05014,0.40738,0.11015,0.04548,0.56088,0.08315,0.01279,0.02511,0.9621,0.20349,0.13163,0.19275,0.04288,0.09041,0.04114,0.0169,0.15872,0.00632,0.00284,0.03577,0.015,0.00837,0.00379,0.04998,0.1025,0.07652,0.04809,0.04501,23.8233379780152
"Quebec",2017-08-01,0.47404,0.10794,0.03561,0.38241,0.11735,0.13524,0.15147,0.1543,0.20442,0.23721,0.49176,0.50824,0.34256,0.2802,0.05193,0.02173,0.05436,0.24922,0.10849,0.13265,0.14441,0.04832,0.40963,0.11084,0.04565,0.55546,0.08456,0.01483,0.02471,0.96046,0.20152,0.13406,0.19172,0.04063,0.09249,0.04197,0.01553,0.16277,0.00557,0.00361,0.0371,0.01373,0.00918,0.00424,0.04589,0.10511,0.07476,0.04801,0.04307,24.1061784538184
"Quebec",2017-09-01,0.53938,0.04103,0.02864,0.39095,0.11659,0.13683,0.14765,0.15448,0.20555,0.2389,0.49137,0.50863,0.3416,0.28024,0.05335,0.0211,0.05539,0.24831,0.10521,0.13204,0.14546,0.04896,0.41009,0.11188,0.04637,0.56269,0.07995,0.01585,0.02518,0.95897,0.20838,0.13691,0.19394,0.04566,0.0943,0.03138,0.01279,0.16185,0.00604,0.00322,0.03601,0.01483,0.00816,0.00392,0.0426,0.10246,0.0743,0.04441,0.04425,24.4961894376071
"Quebec",2017-10-01,0.5275,0.0474,0.02865,0.39645,0.1149,0.13635,0.14806,0.1532,0.20392,0.24357,0.49284,0.50716,0.34122,0.27348,0.055,0.02073,0.05523,0.25433,0.1039,0.13041,0.14814,0.04922,0.41022,0.11181,0.04629,0.55884,0.07913,0.01622,0.02611,0.95766,0.21548,0.13397,0.18454,0.04463,0.09401,0.03252,0.01329,0.16452,0.00578,0.00356,0.03767,0.01401,0.00799,0.00404,0.044,0.10184,0.07407,0.04028,0.044,24.7039501666402
"Quebec",2017-11-01,0.53436,0.04172,0.02675,0.39717,0.11577,0.13425,0.14619,0.1532,0.20702,0.24357,0.49383,0.50617,0.34238,0.2704,0.05542,0.02014,0.05359,0.25806,0.10367,0.13154,0.15017,0.05048,0.41086,0.1094,0.04387,0.5588,0.07915,0.01632,0.02596,0.95772,0.21714,0.13512,0.18154,0.05144,0.09189,0.0332,0.01306,0.16283,0.00486,0.00398,0.03527,0.01489,0.00844,0.00374,0.0426,0.09921,0.07564,0.0375,0.04825,24.643893409925
"Quebec",2017-12-01,0.52945,0.04028,0.02813,0.40214,0.11556,0.13266,0.14441,0.15376,0.20475,0.24886,0.49357,0.50643,0.3418,0.26876,0.05738,0.02078,0.05434,0.25693,0.10557,0.13314,0.14617,0.0537,0.41125,0.10709,0.04308,0.55702,0.07824,0.01542,0.02533,0.95924,0.21841,0.13202,0.17973,0.05155,0.09342,0.03349,0.01039,0.16838,0.00472,0.0036,0.0362,0.01407,0.00887,0.0044,0.04076,0.09766,0.07472,0.03844,0.04595,24.7302124209502
"Quebec",2018-01-01,0.50819,0.04514,0.03459,0.41208,0.11424,0.13246,0.14181,0.15243,0.20756,0.2515,0.49692,0.50308,0.34417,0.2678,0.0552,0.02077,0.05345,0.25861,0.10522,0.1351,0.14884,0.05576,0.4108,0.10298,0.0413,0.55141,0.08005,0.01366,0.0282,0.95814,0.21691,0.12799,0.16817,0.05017,0.09467,0.03963,0.01454,0.17536,0.00551,0.00399,0.03691,0.0139,0.00935,0.00399,0.03891,0.09627,0.07182,0.03971,0.04746,24.8353408327737
"Quebec",2018-02-01,0.51779,0.04581,0.03605,0.40035,0.11664,0.13111,0.14382,0.15085,0.21121,0.24638,0.49732,0.50268,0.34239,0.26805,0.05604,0.0211,0.05532,0.25709,0.10289,0.13414,0.14885,0.05772,0.41082,0.10409,0.04149,0.55416,0.08138,0.01495,0.03102,0.95403,0.21824,0.12879,0.16668,0.05324,0.09457,0.04237,0.01583,0.16524,0.00528,0.00432,0.03765,0.01375,0.00799,0.00296,0.04309,0.09673,0.07219,0.04045,0.04988,24.6893452086426
"Quebec",2018-03-01,0.52101,0.04378,0.03804,0.39718,0.11331,0.13412,0.1456,0.15015,0.20716,0.24966,0.49924,0.50076,0.34008,0.26976,0.05414,0.02137,0.05574,0.25891,0.1035,0.13237,0.14815,0.0563,0.41312,0.10494,0.04162,0.55275,0.08245,0.01395,0.03014,0.9559,0.21816,0.13444,0.16673,0.048,0.0901,0.03915,0.01611,0.16745,0.00638,0.00439,0.03756,0.01356,0.00885,0.00335,0.04577,0.0972,0.07001,0.04138,0.04744,24.6257392163319
"Quebec",2018-04-01,0.52368,0.04475,0.0391,0.39247,0.1127,0.1309,0.1437,0.15451,0.2076,0.2506,0.4965,0.5035,0.33786,0.27333,0.05277,0.02194,0.05643,0.25767,0.10412,0.13209,0.14823,0.05858,0.40653,0.10785,0.0426,0.55293,0.08393,0.01462,0.03004,0.95533,0.21483,0.13527,0.16484,0.04896,0.09251,0.03894,0.01439,0.16778,0.0085,0.00413,0.03887,0.01399,0.00827,0.00334,0.04538,0.09553,0.07034,0.04228,0.04697,24.9290548481881
"Quebec",2018-05-01,0.54039,0.04322,0.02947,0.38692,0.11449,0.12863,0.14435,0.15378,0.20658,0.25216,0.49411,0.50589,0.33734,0.27377,0.0521,0.02232,0.05736,0.25711,0.10357,0.13453,0.14608,0.05901,0.40335,0.1082,0.04526,0.5543,0.08494,0.01524,0.02892,0.95584,0.21067,0.13948,0.17767,0.04605,0.09139,0.03591,0.01414,0.16258,0.00676,0.00401,0.03874,0.01359,0.00802,0.00448,0.04652,0.09642,0.07221,0.04542,0.04534,24.7676537013802
"Quebec",2018-06-01,0.54842,0.0444,0.0251,0.38208,0.11415,0.12741,0.14489,0.15315,0.20637,0.25403,0.49432,0.50568,0.33752,0.27596,0.05147,0.02216,0.05481,0.25808,0.10501,0.13393,0.14743,0.05592,0.4071,0.1062,0.0444,0.55588,0.08341,0.01628,0.02995,0.95377,0.20859,0.14338,0.17984,0.04758,0.08547,0.03638,0.01454,0.16125,0.00659,0.00397,0.03654,0.01279,0.00921,0.00413,0.04973,0.09659,0.07459,0.04417,0.04599,24.6269463869464
"Quebec",2018-07-01,0.47957,0.11107,0.02887,0.38049,0.11541,0.12506,0.14871,0.15232,0.2054,0.2531,0.49389,0.50611,0.33593,0.27698,0.05268,0.02316,0.0563,0.25495,0.10367,0.13407,0.14806,0.05622,0.40647,0.10801,0.04351,0.55976,0.08171,0.01713,0.02952,0.95335,0.20717,0.1331,0.17718,0.04616,0.0916,0.04407,0.01512,0.16109,0.00659,0.0041,0.03965,0.01214,0.00869,0.00418,0.04914,0.09571,0.07713,0.04697,0.04576,24.5071012438986
"Quebec",2018-08-01,0.47255,0.1174,0.03192,0.37813,0.11429,0.12809,0.14557,0.15315,0.20575,0.25315,0.49673,0.50327,0.32985,0.28428,0.05211,0.02306,0.05475,0.25595,0.10144,0.13512,0.151,0.05634,0.40694,0.10654,0.04262,0.56241,0.08252,0.01684,0.02729,0.95587,0.20798,0.13695,0.18077,0.04238,0.09194,0.03951,0.01421,0.16568,0.0067,0.00255,0.03639,0.01221,0.00814,0.00535,0.04924,0.09521,0.07773,0.04381,0.04182,24.6306093358396
"Quebec",2018-09-01,0.53138,0.05053,0.02406,0.39403,0.11474,0.1252,0.14355,0.15119,0.20792,0.2574,0.4963,0.5037,0.33223,0.28734,0.05327,0.02084,0.05423,0.25209,0.10138,0.13711,0.15095,0.05777,0.40529,0.10509,0.0424,0.56357,0.07821,0.01481,0.02527,0.95993,0.20896,0.14049,0.187,0.04474,0.0902,0.03532,0.01078,0.16688,0.00587,0.00378,0.03565,0.01199,0.00612,0.00563,0.04659,0.09583,0.07733,0.04257,0.04176,24.9469939528962
"Quebec",2018-10-01,0.52407,0.05044,0.02697,0.39852,0.11497,0.12571,0.14098,0.15005,0.20901,0.25929,0.49837,0.50163,0.33583,0.28332,0.05394,0.02077,0.05514,0.25101,0.10192,0.13533,0.15172,0.05681,0.40815,0.10375,0.04233,0.5644,0.0755,0.0152,0.02657,0.95823,0.20988,0.13318,0.18713,0.04495,0.09118,0.03357,0.01193,0.17241,0.00501,0.0035,0.03676,0.01185,0.00541,0.00525,0.04798,0.09396,0.07948,0.04241,0.04241,25.0797029860229
"Quebec",2018-11-01,0.52729,0.0446,0.02577,0.40235,0.11433,0.12901,0.14114,0.14888,0.20791,0.25874,0.49721,0.50279,0.33581,0.28187,0.05361,0.02019,0.0533,0.25523,0.10284,0.13571,0.15231,0.05712,0.40474,0.10539,0.04189,0.56319,0.07579,0.01524,0.02697,0.95779,0.2119,0.13148,0.18621,0.04324,0.09127,0.03072,0.01316,0.17425,0.00566,0.00447,0.03869,0.01269,0.00598,0.00503,0.04524,0.09255,0.08042,0.04244,0.04324,25.0966955266955
"Quebec",2018-12-01,0.53108,0.04194,0.0262,0.40078,0.11567,0.13013,0.1382,0.1521,0.20602,0.25787,0.49744,0.50256,0.32992,0.28279,0.05416,0.01957,0.0532,0.26035,0.10265,0.13437,0.15426,0.05816,0.39791,0.10872,0.04394,0.56231,0.07717,0.01574,0.0278,0.95646,0.21665,0.12877,0.18413,0.04122,0.09371,0.03323,0.01502,0.17015,0.00503,0.00344,0.03675,0.01414,0.00655,0.00503,0.04617,0.09115,0.081,0.04106,0.04322,25.0667180475273
"Quebec",2019-01-01,0.51105,0.05095,0.03456,0.40344,0.11709,0.13132,0.13783,0.15101,0.20236,0.26039,0.49458,0.50542,0.33119,0.28152,0.05545,0.01921,0.0528,0.25982,0.10464,0.13534,0.15197,0.05602,0.39669,0.11083,0.04452,0.56433,0.07587,0.01487,0.02837,0.95676,0.21723,0.11959,0.18388,0.03986,0.09403,0.03809,0.0135,0.17592,0.00635,0.00354,0.03568,0.01286,0.00772,0.00546,0.04629,0.09467,0.08157,0.04107,0.04147,25.094587790028
"Quebec",2019-02-01,0.51841,0.04862,0.03594,0.39703,0.12162,0.13101,0.1424,0.1509,0.19904,0.25503,0.49154,0.50846,0.32812,0.27525,0.05568,0.01949,0.05303,0.26843,0.10357,0.13341,0.14729,0.05527,0.40096,0.11312,0.04637,0.56518,0.07726,0.01588,0.02808,0.95604,0.21861,0.11665,0.18917,0.03987,0.09314,0.03674,0.01572,0.16799,0.00538,0.00417,0.03971,0.01227,0.00995,0.00529,0.04533,0.09595,0.08151,0.04364,0.04236,25.2325175281265
"Quebec",2019-03-01,0.51754,0.04923,0.03754,0.39569,0.12415,0.12893,0.14181,0.15271,0.19852,0.25388,0.4893,0.5107,0.32713,0.27551,0.05552,0.02052,0.05202,0.26931,0.10411,0.1364,0.14428,0.0548,0.40022,0.11437,0.04581,0.56749,0.07882,0.01718,0.02808,0.95474,0.21634,0.12066,0.18874,0.0408,0.09011,0.03738,0.01432,0.16981,0.00628,0.00366,0.03802,0.01455,0.01098,0.00445,0.0439,0.09497,0.07898,0.04605,0.04295,25.2199417192812
"Quebec",2019-04-01,0.51866,0.05381,0.0374,0.39013,0.12434,0.12933,0.14336,0.1489,0.19843,0.25565,0.48681,0.51319,0.32641,0.27863,0.05444,0.02116,0.05095,0.2684,0.10373,0.13297,0.14534,0.05389,0.4017,0.11617,0.0462,0.56407,0.08249,0.01688,0.02988,0.95325,0.21586,0.12648,0.18948,0.04081,0.08733,0.03835,0.01323,0.16745,0.00713,0.00325,0.03828,0.01442,0.00959,0.00428,0.04406,0.09502,0.07869,0.0462,0.04176,25.2139848898891
"Quebec",2019-05-01,0.54185,0.04568,0.02948,0.38299,0.12424,0.12677,0.14487,0.14906,0.19782,0.25725,0.48692,0.51308,0.32965,0.27883,0.05398,0.02086,0.052,0.26468,0.10116,0.13301,0.14661,0.05185,0.40449,0.11657,0.04631,0.56682,0.08164,0.0177,0.03035,0.95195,0.21513,0.13317,0.19663,0.04031,0.0867,0.0343,0.01201,0.16407,0.00664,0.00348,0.03896,0.01478,0.00861,0.00316,0.04205,0.09547,0.07785,0.04813,0.04031,25.2164179336022
"Quebec",2019-06-01,0.54606,0.04819,0.02326,0.38249,0.12106,0.12445,0.14921,0.14724,0.2011,0.25694,0.48817,0.51183,0.34006,0.2765,0.05386,0.01924,0.0526,0.25773,0.10079,0.13462,0.14464,0.05087,0.40576,0.11909,0.04424,0.56404,0.08423,0.01735,0.02973,0.95292,0.20946,0.1392,0.19306,0.04101,0.08785,0.03415,0.01175,0.16672,0.0067,0.003,0.03785,0.01498,0.00718,0.00284,0.04424,0.09456,0.07815,0.04535,0.03998,25.4081108892643
"Quebec",2019-07-01,0.47862,0.11353,0.02441,0.38344,0.11704,0.12518,0.14744,0.15063,0.20201,0.2577,0.48755,0.51245,0.34107,0.27741,0.05337,0.01971,0.05345,0.25499,0.09917,0.13236,0.14536,0.05034,0.40873,0.1184,0.04564,0.56391,0.08385,0.01731,0.02992,0.95277,0.20704,0.13715,0.18127,0.04627,0.09175,0.03718,0.01109,0.17066,0.00678,0.00271,0.03718,0.01564,0.00742,0.00215,0.04572,0.09319,0.07707,0.04236,0.04268,25.2564332399627
"Quebec",2019-08-01,0.46348,0.12044,0.0324,0.38368,0.11361,0.12734,0.15159,0.14861,0.20063,0.25822,0.49039,0.50961,0.34068,0.27925,0.051,0.02064,0.05312,0.25532,0.09847,0.13056,0.14641,0.05077,0.40369,0.12224,0.04786,0.56375,0.08262,0.01742,0.02966,0.95292,0.20996,0.13778,0.17379,0.04637,0.09062,0.04064,0.01208,0.17081,0.00863,0.00251,0.03664,0.01483,0.00761,0.00259,0.04512,0.09408,0.08035,0.03939,0.04315,25.6864242424242
