"GEO","Date","Employed_working","Employed_absent","Unemployed","Not_in_LF","16_to_24_years","25_to_34_years","35_to_44_years","45_to_54_years","55_to_64_years","over_65_years","Male","Female","Married","Common_Law","Widowed","Separated","Divorced","Single","Minimal_Educ","Some_High_School","High_School","Some_Postsecondary","Postsecondary","Bachelors","Above_Bachelors","Employee","Self_Employed","New_immigrant","Old_immigrant","Non_immigrant","Unattached","Couple/Dual/no_kid","Couple/Dual/young_kid","Couple/Dual/old_kid","Couple/Single_earn/no_kid","Couple/Single_earn/young_kid","Couple/Single_earn/old_kid","Couple/Non_earn/no_kid","Couple/Non_earn/young_kid","Couple/Non_earn/old_kid","Lone/Empl/young_kid","Lone/Empl/old_kid","Lone/Unempl/young_kid","Lone/Unempl/old_kid","Other_Fam","YKID_newborn_preK","YKID_schoolage","YKID_Teen","YKID_adult","HRLYEARN"
"Alberta",2021-11-01,0.56558,0.05009,0.03959,0.34473,0.12847,0.12416,0.17668,0.16563,0.18206,0.223,0.49906,0.50094,0.54996,0.0948,0.04471,0.02316,0.05548,0.23189,0.03313,0.14597,0.25101,0.04713,0.37921,0.10423,0.03932,0.56585,0.11231,0.04525,0.08484,0.86992,0.17614,0.16294,0.19149,0.04013,0.09938,0.07164,0.01643,0.1282,0.00781,0.00242,0.02936,0.01158,0.00566,0.00189,0.05494,0.09346,0.08134,0.05629,0.03878,32.5249338274219
"Alberta",2021-12-01,0.56804,0.04968,0.04113,0.34115,0.12476,0.12586,0.17665,0.16478,0.18079,0.22716,0.49655,0.50345,0.56417,0.09108,0.04554,0.02346,0.05079,0.22495,0.03009,0.14601,0.25062,0.0472,0.37538,0.11151,0.03919,0.57604,0.10571,0.04858,0.08722,0.8642,0.17499,0.17472,0.19045,0.03781,0.10102,0.07839,0.01435,0.12559,0.00304,0.00166,0.0276,0.01104,0.00745,0.00331,0.04858,0.09578,0.0759,0.05962,0.03533,32.3859475374732
"British Columbia",2021-01-01,0.50584,0.04506,0.04192,0.40719,0.10599,0.12066,0.14551,0.14311,0.18578,0.29895,0.48428,0.51572,0.52799,0.1003,0.05823,0.0244,0.06243,0.22665,0.02335,0.11362,0.22635,0.06347,0.35599,0.14431,0.0729,0.52111,0.10629,0.02919,0.13683,0.83398,0.19581,0.13563,0.16168,0.03578,0.0982,0.05404,0.01272,0.18428,0.00928,0.00195,0.02605,0.01257,0.00793,0.00449,0.05958,0.07485,0.07305,0.04865,0.03608,30.1730830564784
"British Columbia",2021-02-01,0.51154,0.04299,0.03953,0.40594,0.10776,0.11815,0.14786,0.14051,0.18768,0.29804,0.48442,0.51558,0.53058,0.10069,0.05756,0.02525,0.06362,0.2223,0.02496,0.11238,0.22302,0.06564,0.35286,0.14714,0.074,0.52149,0.10646,0.03102,0.13474,0.83425,0.19691,0.13892,0.16662,0.03433,0.0955,0.05886,0.01486,0.18061,0.00707,0.0026,0.02323,0.01342,0.0075,0.00346,0.05612,0.07747,0.07487,0.04761,0.03736,30.0641555555556
"British Columbia",2021-03-01,0.49414,0.06434,0.03675,0.40478,0.10809,0.11481,0.14999,0.13569,0.19216,0.29926,0.48127,0.51873,0.52702,0.10223,0.05819,0.02602,0.06263,0.22391,0.02545,0.10795,0.22434,0.0662,0.35187,0.14956,0.07464,0.5113,0.11152,0.02888,0.13655,0.83457,0.19145,0.13898,0.16972,0.03574,0.09837,0.05691,0.01558,0.17944,0.00615,0.00129,0.02373,0.01258,0.00758,0.00515,0.05733,0.07892,0.07335,0.04847,0.03789,30.4365812776724
"British Columbia",2021-04-01,0.51374,0.04065,0.03722,0.40839,0.10564,0.11666,0.14529,0.13427,0.19482,0.30332,0.48196,0.51804,0.52648,0.10521,0.05912,0.02519,0.06255,0.22144,0.02591,0.10807,0.21973,0.06985,0.35471,0.1483,0.07343,0.50429,0.10836,0.03006,0.13527,0.83467,0.18967,0.14214,0.1712,0.03722,0.09705,0.05253,0.01618,0.18108,0.00472,0.00172,0.0229,0.01088,0.00859,0.00401,0.06012,0.07801,0.06857,0.05082,0.03779,30.4693541202673
"British Columbia",2021-05-01,0.51709,0.03759,0.03476,0.41055,0.10597,0.1186,0.14144,0.13548,0.1901,0.30841,0.48149,0.51851,0.52476,0.10952,0.05873,0.02468,0.06356,0.21875,0.02653,0.10541,0.22372,0.07405,0.35395,0.14499,0.07136,0.5005,0.10853,0.0322,0.13931,0.82849,0.18925,0.14357,0.16499,0.03986,0.09349,0.05221,0.01731,0.1857,0.00454,0.0027,0.02227,0.00865,0.00823,0.0044,0.06285,0.07604,0.06923,0.04653,0.04001,29.9040583804143
"British Columbia",2021-06-01,0.51633,0.04298,0.02923,0.41146,0.10287,0.11934,0.13968,0.13797,0.18854,0.3116,0.48324,0.51676,0.5265,0.10774,0.05917,0.02564,0.06418,0.21676,0.02751,0.1033,0.2245,0.07006,0.35759,0.14413,0.07292,0.50272,0.1053,0.03181,0.13868,0.82951,0.19284,0.13997,0.1649,0.04083,0.0937,0.05272,0.01476,0.18868,0.00444,0.00172,0.02378,0.00989,0.00731,0.00344,0.06103,0.0808,0.06605,0.04656,0.03868,29.9279557494547
"British Columbia",2021-07-01,0.48132,0.07164,0.03224,0.41479,0.10082,0.12124,0.13715,0.13481,0.19259,0.31339,0.48556,0.51444,0.53108,0.10665,0.05705,0.02509,0.06259,0.21754,0.0267,0.10417,0.22235,0.07047,0.35264,0.14721,0.07645,0.49883,0.10884,0.03312,0.14079,0.82609,0.19259,0.13992,0.15509,0.03633,0.10009,0.05763,0.01678,0.19128,0.00554,0.00175,0.02276,0.00963,0.01021,0.00263,0.05778,0.08156,0.06317,0.04713,0.03648,29.7019506653684
"British Columbia",2021-08-01,0.4709,0.0801,0.04034,0.40865,0.10013,0.1219,0.13641,0.13917,0.19301,0.30939,0.48832,0.51168,0.53359,0.1084,0.055,0.02452,0.0608,0.21768,0.02656,0.10797,0.22188,0.06995,0.34973,0.14671,0.0772,0.50167,0.11145,0.0328,0.14134,0.82586,0.18836,0.14265,0.15266,0.03555,0.10245,0.0566,0.01654,0.19286,0.00624,0.00131,0.02525,0.00769,0.01001,0.00363,0.05819,0.07677,0.06414,0.0489,0.03584,30.0807687296417
"British Columbia",2021-09-01,0.50287,0.05208,0.03075,0.4143,0.09798,0.12123,0.13947,0.143,0.19376,0.30455,0.48801,0.51199,0.53244,0.10446,0.0565,0.02634,0.06267,0.2176,0.02531,0.11049,0.22127,0.06841,0.35501,0.1433,0.07621,0.50684,0.10608,0.03178,0.13447,0.83375,0.19744,0.14448,0.16022,0.04105,0.0971,0.04958,0.01192,0.18538,0.00456,0.00132,0.0256,0.00883,0.00912,0.00338,0.06003,0.07974,0.06606,0.0459,0.03693,30.5376873385013
"British Columbia",2021-10-01,0.50703,0.04951,0.03086,0.4126,0.09716,0.12213,0.14208,0.14595,0.19202,0.30066,0.48249,0.51751,0.52827,0.10591,0.0554,0.02612,0.06817,0.21613,0.02483,0.11122,0.22273,0.0663,0.35878,0.14079,0.07534,0.50732,0.10606,0.032,0.13505,0.83295,0.19948,0.13935,0.16762,0.03861,0.09917,0.04679,0.01191,0.18284,0.00445,0.00172,0.0254,0.0122,0.00789,0.00344,0.05913,0.07922,0.07276,0.04435,0.03645,30.8036332179931
"British Columbia",2021-11-01,0.50453,0.05349,0.03149,0.4105,0.09863,0.1238,0.14594,0.14407,0.19051,0.29705,0.47879,0.52121,0.52207,0.10266,0.05737,0.02832,0.07017,0.21941,0.02358,0.1087,0.22329,0.06211,0.35528,0.14809,0.07894,0.51301,0.10496,0.03336,0.13645,0.83019,0.19986,0.13717,0.16851,0.03609,0.0982,0.04903,0.01193,0.17268,0.00518,0.0023,0.02861,0.01395,0.00877,0.00345,0.06427,0.08138,0.07419,0.04601,0.03638,31.0018620689655
"British Columbia",2021-12-01,0.50771,0.05062,0.0293,0.41237,0.10516,0.11946,0.15073,0.1433,0.18494,0.29641,0.4756,0.5244,0.51598,0.10558,0.05805,0.02818,0.068,0.2242,0.02131,0.11091,0.22476,0.06169,0.35446,0.14919,0.07768,0.5101,0.10909,0.03001,0.13895,0.83104,0.20317,0.12984,0.17134,0.0366,0.1025,0.04823,0.01164,0.16952,0.00449,0.00224,0.02973,0.0108,0.01024,0.00379,0.0659,0.08174,0.07473,0.04585,0.03435,31.0674698795181
"Calgary",2021-01-01,0.55356,0.05086,0.07291,0.32268,0.11791,0.16427,0.19352,0.18047,0.15707,0.18677,0.48245,0.51755,0.56706,0.07111,0.0378,0.0153,0.05671,0.25203,0.01575,0.08731,0.17642,0.06346,0.30693,0.24977,0.10036,0.58821,0.10396,0.08641,0.22277,0.69082,0.16202,0.12556,0.19847,0.06526,0.07471,0.11071,0.00855,0.11296,0.0081,0.00765,0.01935,0.01215,0.00675,9e-04,0.08686,0.13051,0.10126,0.045,0.05086,34.1142959001783
"Calgary",2021-02-01,0.55571,0.05097,0.07488,0.31845,0.12269,0.16373,0.19982,0.17411,0.15471,0.18493,0.48218,0.51782,0.56969,0.06676,0.03744,0.01443,0.05638,0.2553,0.01308,0.08931,0.18313,0.0618,0.30266,0.24853,0.10149,0.58097,0.10825,0.09247,0.22598,0.68155,0.15381,0.12043,0.20253,0.05728,0.07172,0.10735,0.01894,0.11728,0.01083,0.00631,0.02616,0.01037,0.00541,0.00226,0.08931,0.13216,0.10284,0.04781,0.05142,34.1352867383513
"Calgary",2021-03-01,0.57678,0.03252,0.06685,0.32385,0.12376,0.15854,0.19874,0.17615,0.14634,0.19648,0.48013,0.51987,0.55059,0.07227,0.03884,0.01852,0.05646,0.26332,0.01762,0.09214,0.18022,0.05781,0.3103,0.24526,0.09666,0.58988,0.10117,0.09033,0.22358,0.68609,0.1626,0.12105,0.19196,0.04652,0.07182,0.10614,0.02529,0.11247,0.00723,0.00632,0.03297,0.01084,0.00858,0.00316,0.09304,0.1224,0.10117,0.04923,0.04968,33.2786684303351
"Calgary",2021-04-01,0.56775,0.04088,0.06155,0.32981,0.12632,0.15847,0.19752,0.1796,0.15067,0.18741,0.47313,0.52687,0.54203,0.0689,0.04134,0.02113,0.0588,0.2678,0.02435,0.09187,0.17869,0.0588,0.31649,0.23932,0.09049,0.56867,0.10152,0.09508,0.22186,0.68305,0.17409,0.12035,0.20671,0.04364,0.06247,0.08865,0.02435,0.11208,0.01286,0.00276,0.03307,0.01286,0.00781,0.00367,0.09463,0.12219,0.10152,0.05007,0.04823,33.3462264150943
"Calgary",2021-05-01,0.56613,0.04501,0.06079,0.32807,0.13364,0.1522,0.19165,0.17773,0.16148,0.18329,0.47425,0.52575,0.54014,0.07007,0.04084,0.0232,0.05708,0.26868,0.02831,0.09142,0.18097,0.05708,0.3174,0.23341,0.09142,0.57262,0.09745,0.10116,0.2232,0.67564,0.18005,0.11462,0.21717,0.03712,0.06589,0.08028,0.03016,0.10951,0.01114,0.00557,0.03527,0.01578,0.00882,0.00139,0.08724,0.12019,0.10023,0.05197,0.04872,32.8422821203953
"Calgary",2021-06-01,0.58153,0.03859,0.07212,0.30776,0.13597,0.15158,0.18006,0.18466,0.16904,0.17869,0.47634,0.52366,0.53836,0.07212,0.0418,0.02526,0.05512,0.26734,0.02618,0.09325,0.18558,0.05328,0.31925,0.23381,0.08865,0.56638,0.10978,0.1107,0.23519,0.65411,0.1695,0.12081,0.21635,0.04088,0.0689,0.0836,0.03491,0.09876,0.01102,0.00276,0.03445,0.0147,0.01011,0.00184,0.09141,0.12081,0.09876,0.05191,0.05099,32.8426386404293
"Calgary",2021-07-01,0.54263,0.07368,0.06997,0.31372,0.1316,0.15107,0.1798,0.17933,0.16682,0.19138,0.48193,0.51807,0.53197,0.07275,0.04402,0.02688,0.05468,0.26969,0.02641,0.09129,0.18443,0.05283,0.31186,0.23262,0.10056,0.5658,0.11307,0.10473,0.23587,0.65941,0.18582,0.12419,0.19045,0.04356,0.06812,0.09917,0.02827,0.10009,0.00927,0.00324,0.02827,0.01761,0.00927,0.00417,0.08851,0.11909,0.09685,0.0468,0.05005,33.2244688644689
"Calgary",2021-08-01,0.55103,0.08009,0.07048,0.2984,0.12632,0.15423,0.18032,0.18856,0.17254,0.17803,0.49474,0.50526,0.52357,0.07185,0.04119,0.02838,0.05767,0.27735,0.02517,0.08787,0.18307,0.05355,0.31442,0.2357,0.10023,0.57986,0.11442,0.10481,0.23158,0.66362,0.19954,0.13455,0.19314,0.03707,0.08101,0.09336,0.02654,0.08421,0.00595,0.00183,0.02792,0.01419,0.01144,0.00641,0.08284,0.11854,0.09062,0.04714,0.04394,32.8427680140598
"Calgary",2021-09-01,0.59126,0.04184,0.05655,0.31034,0.12966,0.1554,0.18759,0.18023,0.1646,0.18253,0.49287,0.50713,0.53057,0.07402,0.04184,0.02253,0.05701,0.27402,0.02437,0.09425,0.18943,0.0492,0.3131,0.22897,0.10069,0.57149,0.12506,0.10851,0.22483,0.66667,0.18207,0.14115,0.22299,0.0331,0.08414,0.0869,0.02161,0.08644,0.00736,NA,0.02805,0.01241,0.00828,0.00552,0.08,0.12322,0.08966,0.05379,0.03678,33.3549865711728
"Calgary",2021-10-01,0.604,0.04444,0.04889,0.30267,0.12756,0.15911,0.188,0.18267,0.16133,0.18133,0.49511,0.50489,0.53289,0.07556,0.04,0.02311,0.05556,0.27289,0.01956,0.09689,0.19111,0.04667,0.30444,0.236,0.10533,0.59378,0.11911,0.108,0.23156,0.66044,0.17733,0.14489,0.21778,0.03378,0.08489,0.09022,0.02356,0.084,0.00844,NA,0.02756,0.01333,0.00578,0.00489,0.08356,0.12533,0.092,0.05333,0.03822,33.3847844112769
"Calgary",2021-11-01,0.59195,0.04206,0.0528,0.3132,0.13154,0.15749,0.20045,0.17226,0.15884,0.17942,0.49083,0.50917,0.54094,0.0698,0.03758,0.02237,0.05414,0.27517,0.01566,0.09575,0.183,0.0528,0.30917,0.23579,0.10783,0.583,0.11902,0.09888,0.23758,0.66353,0.1736,0.12707,0.22371,0.04251,0.08904,0.08635,0.02819,0.08904,0.0094,0.00179,0.02416,0.01342,0.00582,0.00492,0.08098,0.12662,0.09172,0.0519,0.04609,34.4468712702472
"Calgary",2021-12-01,0.59857,0.03762,0.05,0.31381,0.1281,0.14667,0.20095,0.17619,0.16476,0.18333,0.4919,0.5081,0.55143,0.06667,0.03762,0.01905,0.05667,0.26857,0.01762,0.10143,0.17762,0.05571,0.30143,0.23524,0.11095,0.58238,0.11286,0.09714,0.23857,0.66429,0.16429,0.13381,0.22429,0.03714,0.09429,0.08667,0.02429,0.09095,0.0081,0.00476,0.02238,0.00905,0.00333,0.00333,0.09333,0.11857,0.09143,0.05619,0.03952,34.4289009009009
"Edmonton",2021-01-01,0.52853,0.05705,0.08261,0.33181,0.12414,0.16066,0.19991,0.1497,0.16613,0.19945,0.48699,0.51301,0.53537,0.09493,0.0429,0.01963,0.05386,0.25331,0.01917,0.09311,0.21406,0.06937,0.33455,0.17891,0.09083,0.58512,0.10087,0.07074,0.17618,0.75308,0.16111,0.13875,0.16385,0.06435,0.09767,0.10178,0.02191,0.10497,0.02328,0.00137,0.02191,0.0105,0.01324,0.00183,0.07348,0.11775,0.08535,0.04975,0.05523,33.8923155929038
"Edmonton",2021-02-01,0.54554,0.04148,0.07755,0.33544,0.12399,0.16501,0.19522,0.14698,0.16501,0.20379,0.48106,0.51894,0.53562,0.08792,0.04013,0.02119,0.04959,0.26555,0.01668,0.08927,0.22137,0.07665,0.33138,0.18395,0.0807,0.57078,0.10956,0.07484,0.17944,0.74572,0.1587,0.12714,0.16276,0.07124,0.09964,0.08702,0.02209,0.11362,0.01578,0.00676,0.0275,0.00947,0.01533,0.00541,0.07755,0.11001,0.08656,0.04509,0.06492,33.1016448598131
"Edmonton",2021-03-01,0.56681,0.04105,0.07991,0.31223,0.12838,0.15633,0.20349,0.14236,0.16638,0.20306,0.47773,0.52227,0.53712,0.08515,0.04279,0.0214,0.05066,0.26288,0.01397,0.09039,0.2214,0.07991,0.3262,0.19301,0.07511,0.57424,0.11354,0.07293,0.17686,0.75022,0.15764,0.12882,0.17686,0.07118,0.09301,0.08079,0.02533,0.11179,0.0083,0.00131,0.02969,0.01441,0.01354,0.00393,0.08341,0.10786,0.09345,0.04148,0.06463,33.1059511343805
"Edmonton",2021-04-01,0.5463,0.04453,0.07363,0.33554,0.12743,0.14594,0.2015,0.14418,0.1746,0.20635,0.48325,0.51675,0.54541,0.08686,0.04365,0.01852,0.05247,0.25309,0.0194,0.08951,0.22354,0.07848,0.3254,0.19004,0.07363,0.55864,0.09832,0.07981,0.18783,0.73236,0.15697,0.13448,0.17813,0.06393,0.09259,0.08377,0.02513,0.11552,0.0119,0.00265,0.02293,0.01675,0.01587,0.00397,0.0754,0.11155,0.08995,0.04233,0.06217,33.6286731967943
"Edmonton",2021-05-01,0.53899,0.05515,0.07324,0.33262,0.12538,0.14864,0.19517,0.14563,0.17837,0.20681,0.48944,0.51056,0.52994,0.08962,0.04179,0.02327,0.0573,0.25808,0.02283,0.08962,0.22404,0.07454,0.32917,0.18613,0.07368,0.5545,0.10383,0.08574,0.19173,0.72253,0.16028,0.14304,0.16415,0.0586,0.09048,0.08445,0.01939,0.11073,0.01422,0.00646,0.02973,0.01508,0.01249,0.00302,0.08789,0.10427,0.08531,0.0461,0.05601,33.0690331010453
"Edmonton",2021-06-01,0.5548,0.05353,0.06415,0.32753,0.13594,0.15378,0.18182,0.14996,0.1712,0.20731,0.48768,0.51232,0.52336,0.08751,0.04078,0.01954,0.05607,0.27273,0.02124,0.09686,0.2209,0.06542,0.32668,0.19031,0.07859,0.5633,0.09771,0.10365,0.19584,0.70051,0.15548,0.13849,0.18904,0.05905,0.10068,0.06542,0.01869,0.10748,0.01189,0.00722,0.02931,0.01784,0.01402,0.00382,0.08156,0.10365,0.08029,0.04928,0.05565,32.2457284768212
"Edmonton",2021-07-01,0.53036,0.0811,0.05987,0.32866,0.13928,0.15372,0.18726,0.14522,0.17877,0.19575,0.4879,0.5121,0.52399,0.08705,0.03864,0.01911,0.05987,0.27134,0.01953,0.09894,0.22972,0.06369,0.32442,0.18259,0.0811,0.57155,0.09597,0.10106,0.19575,0.70318,0.15244,0.13291,0.18556,0.05987,0.09554,0.07304,0.01826,0.10955,0.01444,0.00849,0.02972,0.01783,0.01316,0.00297,0.0862,0.10743,0.07813,0.05308,0.05775,32.1128360655738
"Edmonton",2021-08-01,0.53408,0.08067,0.06471,0.32053,0.14193,0.14797,0.18594,0.14711,0.17601,0.20104,0.48706,0.51294,0.52416,0.08628,0.04185,0.01984,0.06557,0.2623,0.022,0.10181,0.21959,0.0591,0.33089,0.18076,0.08585,0.57334,0.09146,0.10267,0.19672,0.7006,0.15013,0.13374,0.19974,0.04961,0.0906,0.07506,0.02114,0.10699,0.01424,0.00431,0.02977,0.022,0.01294,0.00086,0.08887,0.11734,0.08197,0.05134,0.05134,32.4106820049302
"Edmonton",2021-09-01,0.56933,0.05067,0.06578,0.31422,0.13911,0.15111,0.18222,0.14578,0.18533,0.19644,0.49022,0.50978,0.51556,0.08978,0.04178,0.024,0.06978,0.25911,0.02133,0.10578,0.224,0.06089,0.336,0.16667,0.08533,0.584,0.08311,0.10578,0.18756,0.70667,0.15556,0.13556,0.21289,0.052,0.09867,0.06622,0.01467,0.09689,0.01156,0.00444,0.03289,0.01956,0.01244,0.00356,0.08311,0.11378,0.08444,0.05244,0.04889,32.4021056977704
"Edmonton",2021-10-01,0.58625,0.04203,0.04685,0.32487,0.13398,0.15105,0.18914,0.14448,0.17951,0.20184,0.49212,0.50788,0.5197,0.07881,0.03984,0.02583,0.06918,0.26664,0.01576,0.10946,0.22504,0.05692,0.3345,0.17426,0.08406,0.58844,0.09194,0.10114,0.18039,0.71848,0.16769,0.12741,0.21103,0.05911,0.09238,0.06349,0.0162,0.09851,0.00744,0.00263,0.03109,0.01532,0.01051,0.00569,0.09151,0.10595,0.08713,0.0521,0.05079,32.6696022727273
"Edmonton",2021-11-01,0.59068,0.05042,0.04703,0.31186,0.13559,0.16568,0.19619,0.14449,0.16017,0.19788,0.48983,0.51017,0.52119,0.08305,0.04025,0.02415,0.06441,0.26695,0.01568,0.10932,0.21737,0.05212,0.34068,0.18475,0.08008,0.60127,0.09322,0.09492,0.18008,0.725,0.1678,0.13475,0.22373,0.06229,0.07415,0.07119,0.01271,0.10169,0.00763,0.00254,0.03178,0.01144,0.00975,0.00636,0.0822,0.12076,0.0928,0.05254,0.04873,33.2676923076923
"Edmonton",2021-12-01,0.58319,0.04483,0.04353,0.32845,0.12888,0.16164,0.19871,0.14871,0.16552,0.19655,0.49526,0.50474,0.52112,0.07931,0.04138,0.02586,0.06336,0.26897,0.01767,0.1069,0.2181,0.05043,0.34569,0.18362,0.07759,0.59526,0.09612,0.08233,0.17802,0.73966,0.17716,0.12629,0.21078,0.06379,0.08966,0.0694,0.01164,0.10043,0.00819,0.00259,0.03319,0.00948,0.00948,0.00517,0.08276,0.10819,0.08922,0.05517,0.04784,33.3262640901771
"Hamilton",2021-01-01,0.50613,0.04336,0.03959,0.41093,0.11687,0.12253,0.1574,0.15269,0.17908,0.27144,0.45523,0.54477,0.5476,0.06692,0.06409,0.02922,0.04618,0.24599,0.03393,0.08106,0.21866,0.04901,0.34496,0.18756,0.08483,0.55608,0.08577,0.02828,0.22997,0.74175,0.14892,0.12158,0.17154,0.06126,0.07352,0.04524,0.02451,0.17154,0.00189,0.00377,0.02828,0.01885,0.01885,NA,0.11027,0.07823,0.09802,0.03487,0.05655,31.3729859719439
