"GEO","Date","pop_nk","pop_1kid","pop_kids"
"Ottawa",2020-08-01,123580,72253,97445
"Ottawa",2020-09-01,124171,72154,97618
"Ottawa",2020-10-01,124788,72044,97795
"Ottawa",2020-11-01,125430,71921,97977
"Ottawa",2020-12-01,126098,71786,98164
"Ottawa",2021-01-01,126793,71637,98357
"Ottawa",2021-02-01,127517,71475,98554
"Ottawa",2021-03-01,128268,71299,98757
"Ottawa",2021-04-01,129049,71108,98966
"Ottawa",2021-05-01,129860,70903,99182
"Ottawa",2021-06-01,130702,70683,99403
"Ottawa",2021-07-01,131576,70447,99631
"Ottawa",2021-08-01,132481,70196,99865
"Ottawa",2021-09-01,133420,69929,100106
"Ottawa",2021-10-01,134393,69645,100354
"Ottawa",2021-11-01,135401,69344,100610
"Ottawa",2021-12-01,136444,69026,100873
"Quebec",2013-01-01,982779,583411,653681
"Quebec",2013-02-01,983314,583505,654396
"Quebec",2013-03-01,983906,583563,655049
"Quebec",2013-04-01,984553,583588,655643
"Quebec",2013-05-01,985250,583579,656181
"Quebec",2013-06-01,985997,583540,656665
"Quebec",2013-07-01,986790,583470,657100
"Quebec",2013-08-01,987627,583372,657487
"Quebec",2013-09-01,988505,583246,657831
"Quebec",2013-10-01,989421,583095,658133
"Quebec",2013-11-01,990374,582920,658397
"Quebec",2013-12-01,991360,582721,658626
"Quebec",2014-01-01,992377,582501,658824
"Quebec",2014-02-01,993422,582260,658991
"Quebec",2014-03-01,994493,582001,659133
"Quebec",2014-04-01,995586,581723,659252
"Quebec",2014-05-01,996701,581430,659351
"Quebec",2014-06-01,997833,581122,659432
"Quebec",2014-07-01,998980,580800,659500
"Quebec",2014-08-01,1000139,580466,659557
"Quebec",2014-09-01,1001305,580121,659606
"Quebec",2014-10-01,1002470,579767,659652
"Quebec",2014-11-01,1003628,579404,659698
"Quebec",2014-12-01,1004773,579033,659747
"Quebec",2015-01-01,1005899,578657,659805
"Quebec",2015-02-01,1006997,578275,659874
"Quebec",2015-03-01,1008064,577889,659958
"Quebec",2015-04-01,1009090,577500,660061
"Quebec",2015-05-01,1010071,577110,660186
"Quebec",2015-06-01,1011000,576720,660338
"Quebec",2015-07-01,1011870,576330,660520
"Quebec",2015-08-01,1012678,575942,660735
"Quebec",2015-09-01,1013434,575559,660984
"Quebec",2015-10-01,1014150,575181,661267
"Quebec",2015-11-01,1014840,574813,661584
"Quebec",2015-12-01,1015517,574454,661936
"Quebec",2016-01-01,1016194,574109,662321
"Quebec",2016-02-01,1016883,573779,662740
"Quebec",2016-03-01,1017599,573466,663194
"Quebec",2016-04-01,1018353,573172,663681
"Quebec",2016-05-01,1019160,572900,664203
"Quebec",2016-06-01,1020031,572652,664759
"Quebec",2016-07-01,1020980,572430,665350
"Quebec",2016-08-01,1022015,572235,665975
"Quebec",2016-09-01,1023121,572068,666633
"Quebec",2016-10-01,1024279,571927,667322
"Quebec",2016-11-01,1025469,571812,668042
"Quebec",2016-12-01,1026671,571721,668791
"Quebec",2017-01-01,1027866,571654,669568
"Quebec",2017-02-01,1029035,571610,670372
"Quebec",2017-03-01,1030157,571588,671200
"Quebec",2017-04-01,1031213,571587,672053
"Quebec",2017-05-01,1032184,571605,672928
"Quebec",2017-06-01,1033049,571644,673824
"Quebec",2017-07-01,1033790,571700,674740
"Quebec",2017-08-01,1034393,571773,675674
"Quebec",2017-09-01,1034873,571860,676620
"Quebec",2017-10-01,1035253,571955,677573
"Quebec",2017-11-01,1035553,572056,678525
"Quebec",2017-12-01,1035797,572156,679472
"Quebec",2018-01-01,1036005,572253,680406
"Quebec",2018-02-01,1036199,572341,681322
"Quebec",2018-03-01,1036402,572417,682213
"Quebec",2018-04-01,1036634,572476,683074
"Quebec",2018-05-01,1036918,572514,683898
"Quebec",2018-06-01,1037277,572527,684678
"Quebec",2018-07-01,1037730,572510,685410
"Quebec",2018-08-01,1038299,572459,686086
"Quebec",2018-09-01,1039000,572372,686702
"Quebec",2018-10-01,1039844,572242,687252
"Quebec",2018-11-01,1040846,572069,687732
"Quebec",2018-12-01,1042020,571847,688135
"Quebec",2019-01-01,1043379,571573,688457
"Quebec",2019-02-01,1044936,571244,688692
"Quebec",2019-03-01,1046704,570856,688836
"Quebec",2019-04-01,1048699,570405,688883
"Quebec",2019-05-01,1050932,569887,688827
"Quebec",2019-06-01,1053418,569300,688665
"Quebec",2019-07-01,1056170,568640,688390
"Quebec",2019-08-01,1059201,567902,687997
"Quebec",2019-09-01,1062526,567084,687482
"Quebec",2019-10-01,1066157,566182,686839
"Quebec",2019-11-01,1070108,565192,686062
"Quebec",2019-12-01,1074393,564110,685147
"Quebec",2020-01-01,1079026,562933,684089
"Quebec",2020-02-01,1084018,561658,682881
"Quebec",2020-03-01,1089385,560280,681520
"Quebec",2020-04-01,1095140,558797,679999
"Quebec",2020-05-01,1101296,557204,678315
"Quebec",2020-06-01,1107867,555498,676460
"Quebec",2020-07-01,1114866,553675,674431
"Quebec",2020-08-01,1122307,551732,672222
"Quebec",2020-09-01,1130204,549666,669828
"Quebec",2020-10-01,1138569,547471,667244
"Quebec",2020-11-01,1147417,545146,664464
"Quebec",2020-12-01,1156761,542686,661483
"Quebec",2021-01-01,1166614,540088,658297
"Quebec",2021-02-01,1176990,537348,654899
"Quebec",2021-03-01,1187903,534463,651285
"Quebec",2021-04-01,1199365,531429,647450
"Quebec",2021-05-01,1211392,528242,643388
"Quebec",2021-06-01,1223995,524898,639094
"Quebec",2021-07-01,1237189,521395,634564
"Quebec",2021-08-01,1250987,517729,629791
"Quebec",2021-09-01,1265403,513895,624770
"Quebec",2021-10-01,1280450,509891,619497
"Quebec",2021-11-01,1296142,505713,613967
"Quebec",2021-12-01,1312492,501356,608173
"Niagara",2013-01-01,49914,30330,33509
"Niagara",2013-02-01,49845,30387,33485
"Niagara",2013-03-01,49793,30439,33461
"Niagara",2013-04-01,49758,30486,33438
"Niagara",2013-05-01,49737,30528,33415
"Niagara",2013-06-01,49732,30566,33392
"Niagara",2013-07-01,49740,30600,33370
"Niagara",2013-08-01,49761,30630,33348
"Niagara",2013-09-01,49795,30656,33327
"Niagara",2013-10-01,49841,30679,33306
"Niagara",2013-11-01,49898,30699,33286
"Niagara",2013-12-01,49965,30715,33267
"Niagara",2014-01-01,50041,30729,33248
"Niagara",2014-02-01,50127,30739,33230
"Niagara",2014-03-01,50220,30748,33212
"Niagara",2014-04-01,50321,30754,33196
"Niagara",2014-05-01,50428,30758,33180
"Niagara",2014-06-01,50541,30760,33164
"Niagara",2014-07-01,50660,30760,33150
"Niagara",2014-08-01,50783,30759,33136
"Niagara",2014-09-01,50909,30757,33124
"Niagara",2014-10-01,51037,30753,33112
"Niagara",2014-11-01,51166,30749,33102
"Niagara",2014-12-01,51294,30745,33092
"Niagara",2015-01-01,51420,30740,33084
"Niagara",2015-02-01,51543,30735,33078
"Niagara",2015-03-01,51662,30730,33073
"Niagara",2015-04-01,51776,30726,33069
"Niagara",2015-05-01,51882,30723,33068
"Niagara",2015-06-01,51981,30721,33068
"Niagara",2015-07-01,52070,30720,33070
"Niagara",2015-08-01,52149,30721,33074
"Niagara",2015-09-01,52219,30723,33080
"Niagara",2015-10-01,52281,30726,33087
"Niagara",2015-11-01,52336,30731,33096
"Niagara",2015-12-01,52387,30738,33105
"Niagara",2016-01-01,52433,30746,33116
"Niagara",2016-02-01,52477,30756,33127
"Niagara",2016-03-01,52521,30768,33138
"Niagara",2016-04-01,52564,30781,33149
"Niagara",2016-05-01,52609,30796,33160
"Niagara",2016-06-01,52657,30812,33170
"Niagara",2016-07-01,52710,30830,33180
"Niagara",2016-08-01,52768,30850,33189
"Niagara",2016-09-01,52831,30870,33197
"Niagara",2016-10-01,52899,30892,33204
"Niagara",2016-11-01,52970,30914,33212
"Niagara",2016-12-01,53045,30935,33219
"Niagara",2017-01-01,53123,30956,33227
"Niagara",2017-02-01,53203,30976,33235
"Niagara",2017-03-01,53284,30994,33243
"Niagara",2017-04-01,53366,31010,33253
"Niagara",2017-05-01,53448,31023,33264
"Niagara",2017-06-01,53529,31033,33276
"Niagara",2017-07-01,53610,31040,33290
"Niagara",2017-08-01,53689,31043,33306
"Niagara",2017-09-01,53767,31042,33323
"Niagara",2017-10-01,53843,31039,33342
"Niagara",2017-11-01,53919,31033,33362
"Niagara",2017-12-01,53993,31026,33383
"Niagara",2018-01-01,54067,31017,33405
"Niagara",2018-02-01,54141,31007,33428
"Niagara",2018-03-01,54214,30998,33450
"Niagara",2018-04-01,54288,30989,33473
"Niagara",2018-05-01,54361,30981,33496
"Niagara",2018-06-01,54435,30974,33518
"Niagara",2018-07-01,54510,30970,33540
"Niagara",2018-08-01,54585,30968,33561
"Niagara",2018-09-01,54662,30970,33581
"Niagara",2018-10-01,54739,30975,33600
"Niagara",2018-11-01,54817,30983,33618
"Niagara",2018-12-01,54896,30996,33634
"Niagara",2019-01-01,54976,31013,33649
"Niagara",2019-02-01,55057,31035,33662
"Niagara",2019-03-01,55139,31062,33674
"Niagara",2019-04-01,55223,31095,33684
"Niagara",2019-05-01,55307,31134,33691
"Niagara",2019-06-01,55393,31179,33697
"Niagara",2019-07-01,55480,31230,33700
"Niagara",2019-08-01,55568,31288,33701
"Niagara",2019-09-01,55658,31354,33699
"Niagara",2019-10-01,55749,31427,33695
"Niagara",2019-11-01,55842,31509,33688
"Niagara",2019-12-01,55935,31598,33677
"Niagara",2020-01-01,56031,31697,33664
"Niagara",2020-02-01,56128,31804,33648
"Niagara",2020-03-01,56226,31921,33628
"Niagara",2020-04-01,56327,32048,33605
"Niagara",2020-05-01,56428,32184,33578
"Niagara",2020-06-01,56532,32331,33548
"Niagara",2020-07-01,56637,32489,33513
"Niagara",2020-08-01,56744,32659,33475
"Niagara",2020-09-01,56853,32839,33432
"Niagara",2020-10-01,56964,33032,33385
"Niagara",2020-11-01,57077,33237,33334
"Niagara",2020-12-01,57192,33454,33278
"Niagara",2021-01-01,57308,33685,33218
"Niagara",2021-02-01,57427,33928,33152
"Niagara",2021-03-01,57548,34186,33082
"Niagara",2021-04-01,57670,34457,33007
"Niagara",2021-05-01,57795,34743,32926
"Niagara",2021-06-01,57923,35043,32841
"Niagara",2021-07-01,58052,35358,32749
"Niagara",2021-08-01,58184,35689,32652
"Niagara",2021-09-01,58318,36036,32550
"Niagara",2021-10-01,58454,36399,32441
"Niagara",2021-11-01,58593,36778,32327
"Niagara",2021-12-01,58734,37174,32206
"Toronto",2013-01-01,549718,482116,574979
"Toronto",2013-02-01,551961,481902,575126
"Toronto",2013-03-01,554088,481722,575301
"Toronto",2013-04-01,556102,481576,575502
"Toronto",2013-05-01,558009,481461,575728
"Toronto",2013-06-01,559814,481376,575978
"Toronto",2013-07-01,561520,481320,576250
"Toronto",2013-08-01,563132,481291,576543
"Toronto",2013-09-01,564656,481288,576854
"Toronto",2013-10-01,566094,481309,577184
"Toronto",2013-11-01,567452,481352,577530
"Toronto",2013-12-01,568735,481418,577891
"Toronto",2014-01-01,569947,481503,578265
"Toronto",2014-02-01,571092,481606,578651
"Toronto",2014-03-01,572175,481727,579048
"Toronto",2014-04-01,573201,481863,579453
"Toronto",2014-05-01,574174,482013,579866
"Toronto",2014-06-01,575099,482176,580286
"Toronto",2014-07-01,575980,482350,580710
"Toronto",2014-08-01,576822,482534,581137
"Toronto",2014-09-01,577632,482725,581564
"Toronto",2014-10-01,578416,482922,581989
"Toronto",2014-11-01,579182,483121,582408
"Toronto",2014-12-01,579935,483322,582818
"Toronto",2015-01-01,580684,483522,583216
"Toronto",2015-02-01,581435,483718,583599
"Toronto",2015-03-01,582195,483908,583965
"Toronto",2015-04-01,582971,484091,584310
"Toronto",2015-05-01,583769,484263,584631
"Toronto",2015-06-01,584596,484424,584925
"Toronto",2015-07-01,585460,484570,585190
"Toronto",2015-08-01,586365,484700,585423
"Toronto",2015-09-01,587309,484815,585628
"Toronto",2015-10-01,588286,484917,585810
"Toronto",2015-11-01,589292,485006,585973
"Toronto",2015-12-01,590322,485085,586122
"Toronto",2016-01-01,591372,485155,586262
"Toronto",2016-02-01,592436,485217,586398
"Toronto",2016-03-01,593510,485274,586535
"Toronto",2016-04-01,594590,485326,586676
"Toronto",2016-05-01,595669,485375,586828
"Toronto",2016-06-01,596744,485422,586994
"Toronto",2016-07-01,597810,485470,587180
"Toronto",2016-08-01,598865,485520,587389
"Toronto",2016-09-01,599918,485578,587624
"Toronto",2016-10-01,600984,485649,587885
"Toronto",2016-11-01,602074,485741,588175
"Toronto",2016-12-01,603201,485858,588493
"Toronto",2017-01-01,604379,486007,588842
"Toronto",2017-02-01,605620,486195,589222
"Toronto",2017-03-01,606936,486427,589635
"Toronto",2017-04-01,608342,486710,590082
"Toronto",2017-05-01,609849,487048,590565
"Toronto",2017-06-01,611471,487450,591083
"Toronto",2017-07-01,613220,487920,591640
"Toronto",2017-08-01,615105,488462,592234
"Toronto",2017-09-01,617116,489068,592861
"Toronto",2017-10-01,619239,489728,593514
"Toronto",2017-11-01,621460,490430,594187
"Toronto",2017-12-01,623766,491163,594873
"Toronto",2018-01-01,626141,491918,595566
"Toronto",2018-02-01,628573,492682,596260
"Toronto",2018-03-01,631046,493446,596949
"Toronto",2018-04-01,633548,494199,597626
"Toronto",2018-05-01,636063,494929,598284
"Toronto",2018-06-01,638579,495626,598917
"Toronto",2018-07-01,641080,496280,599520
"Toronto",2018-08-01,643554,496880,600085
"Toronto",2018-09-01,645992,497417,600608
"Toronto",2018-10-01,648383,497886,601084
"Toronto",2018-11-01,650721,498277,601509
"Toronto",2018-12-01,652997,498585,601876
"Toronto",2019-01-01,655200,498801,602182
"Toronto",2019-02-01,657324,498918,602421
"Toronto",2019-03-01,659359,498929,602589
"Toronto",2019-04-01,661297,498826,602680
"Toronto",2019-05-01,663129,498601,602691
"Toronto",2019-06-01,664846,498249,602616
"Toronto",2019-07-01,666440,497760,602450
"Toronto",2019-08-01,667902,497128,602189
"Toronto",2019-09-01,669223,496345,601827
"Toronto",2019-10-01,670396,495404,601360
"Toronto",2019-11-01,671410,494298,600783
"Toronto",2019-12-01,672258,493018,600091
"Toronto",2020-01-01,672930,491559,599279
"Toronto",2020-02-01,673419,489911,598343
"Toronto",2020-03-01,673715,488068,597277
"Toronto",2020-04-01,673810,486023,596077
"Toronto",2020-05-01,673695,483768,594738
"Toronto",2020-06-01,673362,481295,593255
"Toronto",2020-07-01,672802,478598,591623
"Toronto",2020-08-01,672006,475668,589837
"Toronto",2020-09-01,670966,472499,587893
"Toronto",2020-10-01,669672,469083,585786
"Toronto",2020-11-01,668117,465413,583510
"Toronto",2020-12-01,666291,461481,581061
"Toronto",2021-01-01,664187,457279,578435
"Toronto",2021-02-01,661795,452801,575625
"Toronto",2021-03-01,659106,448039,572629
"Toronto",2021-04-01,656113,442986,569439
"Toronto",2021-05-01,652806,437634,566053
"Toronto",2021-06-01,649176,431975,562464
"Toronto",2021-07-01,645216,426004,558669
"Toronto",2021-08-01,640916,419711,554661
"Toronto",2021-09-01,636268,413089,550437
"Toronto",2021-10-01,631263,406132,545992
"Toronto",2021-11-01,625893,398832,541320
"Toronto",2021-12-01,620148,391181,536417
"Vancouver",2013-01-01,271644,184641,201517
"Vancouver",2013-02-01,272319,184843,201559
"Vancouver",2013-03-01,272983,185046,201609
"Vancouver",2013-04-01,273637,185249,201666
"Vancouver",2013-05-01,274280,185453,201731
"Vancouver",2013-06-01,274915,185656,201802
"Vancouver",2013-07-01,275540,185860,201880
"Vancouver",2013-08-01,276156,186063,201964
"Vancouver",2013-09-01,276764,186266,202054
"Vancouver",2013-10-01,277364,186467,202150
"Vancouver",2013-11-01,277956,186668,202251
"Vancouver",2013-12-01,278541,186867,202357
"Vancouver",2014-01-01,279119,187064,202468
"Vancouver",2014-02-01,279690,187260,202583
"Vancouver",2014-03-01,280255,187453,202701
"Vancouver",2014-04-01,280814,187644,202824
"Vancouver",2014-05-01,281368,187832,202950
"Vancouver",2014-06-01,281916,188018,203079
"Vancouver",2014-07-01,282460,188200,203210
"Vancouver",2014-08-01,282999,188379,203344
"Vancouver",2014-09-01,283535,188554,203479
"Vancouver",2014-10-01,284066,188724,203616
"Vancouver",2014-11-01,284594,188889,203754
"Vancouver",2014-12-01,285118,189047,203892
"Vancouver",2015-01-01,285639,189200,204030
"Vancouver",2015-02-01,286157,189345,204166
"Vancouver",2015-03-01,286672,189482,204302
"Vancouver",2015-04-01,287185,189611,204436
"Vancouver",2015-05-01,287695,189731,204567
"Vancouver",2015-06-01,288203,189840,204695
"Vancouver",2015-07-01,288710,189940,204820
"Vancouver",2015-08-01,289215,190029,204941
"Vancouver",2015-09-01,289719,190108,205059
"Vancouver",2015-10-01,290224,190179,205173
"Vancouver",2015-11-01,290730,190242,205285
"Vancouver",2015-12-01,291238,190300,205395
"Vancouver",2016-01-01,291749,190353,205504
"Vancouver",2016-02-01,292264,190403,205611
"Vancouver",2016-03-01,292783,190451,205718
"Vancouver",2016-04-01,293309,190499,205825
"Vancouver",2016-05-01,293841,190547,205932
"Vancouver",2016-06-01,294381,190597,206040
"Vancouver",2016-07-01,294930,190650,206150
"Vancouver",2016-08-01,295488,190708,206262
"Vancouver",2016-09-01,296058,190772,206376
"Vancouver",2016-10-01,296640,190843,206493
"Vancouver",2016-11-01,297236,190923,206615
"Vancouver",2016-12-01,297849,191013,206741
"Vancouver",2017-01-01,298479,191115,206873
"Vancouver",2017-02-01,299128,191230,207011
"Vancouver",2017-03-01,299798,191359,207156
"Vancouver",2017-04-01,300491,191505,207309
"Vancouver",2017-05-01,301208,191667,207470
"Vancouver",2017-06-01,301950,191848,207640
"Vancouver",2017-07-01,302720,192050,207820
"Vancouver",2017-08-01,303518,192272,208010
"Vancouver",2017-09-01,304345,192514,208210
"Vancouver",2017-10-01,305198,192772,208417
"Vancouver",2017-11-01,306077,193043,208631
"Vancouver",2017-12-01,306980,193326,208851
"Vancouver",2018-01-01,307908,193617,209075
"Vancouver",2018-02-01,308858,193914,209301
"Vancouver",2018-03-01,309829,194215,209529
"Vancouver",2018-04-01,310821,194517,209757
"Vancouver",2018-05-01,311833,194816,209984
"Vancouver",2018-06-01,312863,195112,210209
"Vancouver",2018-07-01,313910,195400,210430
"Vancouver",2018-08-01,314974,195679,210646
"Vancouver",2018-09-01,316053,195946,210856
"Vancouver",2018-10-01,317148,196201,211060
"Vancouver",2018-11-01,318257,196440,211256
"Vancouver",2018-12-01,319381,196662,211443
"Vancouver",2019-01-01,320518,196866,211621
"Vancouver",2019-02-01,321668,197050,211788
"Vancouver",2019-03-01,322832,197212,211945
"Vancouver",2019-04-01,324007,197349,212089
"Vancouver",2019-05-01,325194,197461,212220
"Vancouver",2019-06-01,326392,197545,212337
"Vancouver",2019-07-01,327600,197600,212440
"Vancouver",2019-08-01,328819,197624,212527
"Vancouver",2019-09-01,330047,197615,212597
"Vancouver",2019-10-01,331284,197571,212650
"Vancouver",2019-11-01,332529,197491,212685
"Vancouver",2019-12-01,333783,197372,212700
"Vancouver",2020-01-01,335043,197213,212695
"Vancouver",2020-02-01,336311,197013,212669
"Vancouver",2020-03-01,337585,196768,212622
"Vancouver",2020-04-01,338866,196479,212551
"Vancouver",2020-05-01,340151,196142,212457
"Vancouver",2020-06-01,341441,195756,212338
"Vancouver",2020-07-01,342736,195319,212194
"Vancouver",2020-08-01,344034,194829,212023
"Vancouver",2020-09-01,345336,194285,211825
"Vancouver",2020-10-01,346640,193685,211599
"Vancouver",2020-11-01,347947,193027,211344
"Vancouver",2020-12-01,349255,192308,211059
"Vancouver",2021-01-01,350565,191529,210743
"Vancouver",2021-02-01,351875,190686,210396
"Vancouver",2021-03-01,353185,189777,210016
"Vancouver",2021-04-01,354495,188802,209602
"Vancouver",2021-05-01,355804,187758,209154
"Vancouver",2021-06-01,357112,186643,208671
"Vancouver",2021-07-01,358417,185456,208152
"Vancouver",2021-08-01,359721,184195,207595
"Vancouver",2021-09-01,361021,182858,207001
"Vancouver",2021-10-01,362318,181443,206367
"Vancouver",2021-11-01,363610,179948,205694
"Vancouver",2021-12-01,364898,178372,204981
"Victoria",2013-01-01,47668,25306,23083
"Victoria",2013-02-01,47773,25200,23136
"Victoria",2013-03-01,47879,25105,23185
"Victoria",2013-04-01,47986,25021,23231
"Victoria",2013-05-01,48093,24948,23273
"Victoria",2013-06-01,48201,24884,23313
"Victoria",2013-07-01,48310,24830,23350
"Victoria",2013-08-01,48419,24785,23384
"Victoria",2013-09-01,48529,24749,23416
"Victoria",2013-10-01,48638,24721,23446
"Victoria",2013-11-01,48748,24701,23474
"Victoria",2013-12-01,48858,24689,23499
"Victoria",2014-01-01,48968,24683,23523
"Victoria",2014-02-01,49078,24684,23546
"Victoria",2014-03-01,49187,24691,23567
"Victoria",2014-04-01,49296,24703,23586
"Victoria",2014-05-01,49405,24721,23605
"Victoria",2014-06-01,49513,24743,23623
"Victoria",2014-07-01,49620,24770,23640
"Victoria",2014-08-01,49726,24801,23657
"Victoria",2014-09-01,49832,24834,23673
"Victoria",2014-10-01,49935,24870,23690
"Victoria",2014-11-01,50037,24908,23707
"Victoria",2014-12-01,50137,24947,23725
"Victoria",2015-01-01,50234,24986,23744
"Victoria",2015-02-01,50328,25024,23764
"Victoria",2015-03-01,50418,25061,23786
"Victoria",2015-04-01,50505,25095,23811
"Victoria",2015-05-01,50588,25127,23838
"Victoria",2015-06-01,50666,25156,23867
"Victoria",2015-07-01,50740,25180,23900
"Victoria",2015-08-01,50809,25199,23936
"Victoria",2015-09-01,50873,25214,23975
"Victoria",2015-10-01,50934,25226,24017
"Victoria",2015-11-01,50993,25235,24060
"Victoria",2015-12-01,51050,25242,24106
"Victoria",2016-01-01,51107,25247,24152
"Victoria",2016-02-01,51164,25253,24199
"Victoria",2016-03-01,51223,25258,24247
"Victoria",2016-04-01,51284,25265,24294
"Victoria",2016-05-01,51348,25274,24341
"Victoria",2016-06-01,51417,25285,24386
"Victoria",2016-07-01,51490,25300,24430
"Victoria",2016-08-01,51569,25319,24472
"Victoria",2016-09-01,51653,25341,24512
"Victoria",2016-10-01,51741,25367,24551
"Victoria",2016-11-01,51831,25395,24588
"Victoria",2016-12-01,51922,25426,24624
"Victoria",2017-01-01,52014,25457,24659
"Victoria",2017-02-01,52104,25490,24693
"Victoria",2017-03-01,52193,25523,24727
"Victoria",2017-04-01,52277,25557,24760
"Victoria",2017-05-01,52358,25589,24793
"Victoria",2017-06-01,52432,25620,24827
"Victoria",2017-07-01,52500,25650,24860
"Victoria",2017-08-01,52560,25677,24894
"Victoria",2017-09-01,52613,25703,24928
"Victoria",2017-10-01,52661,25727,24962
"Victoria",2017-11-01,52705,25749,24997
"Victoria",2017-12-01,52746,25770,25032
"Victoria",2018-01-01,52785,25789,25068
"Victoria",2018-02-01,52825,25808,25103
"Victoria",2018-03-01,52866,25827,25138
"Victoria",2018-04-01,52909,25845,25174
"Victoria",2018-05-01,52957,25863,25209
"Victoria",2018-06-01,53010,25881,25245
"Victoria",2018-07-01,53070,25900,25280
"Victoria",2018-08-01,53138,25919,25315
"Victoria",2018-09-01,53215,25939,25350
"Victoria",2018-10-01,53301,25960,25385
"Victoria",2018-11-01,53398,25982,25419
"Victoria",2018-12-01,53507,26005,25454
"Victoria",2019-01-01,53628,26029,25488
"Victoria",2019-02-01,53762,26054,25522
"Victoria",2019-03-01,53910,26080,25556
"Victoria",2019-04-01,54073,26108,25590
"Victoria",2019-05-01,54252,26137,25623
"Victoria",2019-06-01,54447,26168,25657
"Victoria",2019-07-01,54660,26200,25690
"Victoria",2019-08-01,54891,26234,25723
"Victoria",2019-09-01,55141,26270,25756
"Victoria",2019-10-01,55411,26307,25789
"Victoria",2019-11-01,55701,26347,25821
"Victoria",2019-12-01,56014,26389,25854
"Victoria",2020-01-01,56348,26433,25886
"Victoria",2020-02-01,56706,26479,25918
"Victoria",2020-03-01,57089,26527,25950
"Victoria",2020-04-01,57496,26578,25981
"Victoria",2020-05-01,57929,26631,26013
"Victoria",2020-06-01,58388,26687,26044
"Victoria",2020-07-01,58876,26745,26075
"Victoria",2020-08-01,59391,26806,26106
"Victoria",2020-09-01,59936,26870,26137
"Victoria",2020-10-01,60511,26937,26168
"Victoria",2020-11-01,61117,27007,26198
"Victoria",2020-12-01,61754,27080,26228
"Victoria",2021-01-01,62424,27157,26259
"Victoria",2021-02-01,63128,27236,26289
"Victoria",2021-03-01,63866,27319,26318
"Victoria",2021-04-01,64639,27405,26348
"Victoria",2021-05-01,65448,27495,26377
"Victoria",2021-06-01,66294,27588,26407
"Victoria",2021-07-01,67177,27685,26436
"Victoria",2021-08-01,68099,27786,26465
"Victoria",2021-09-01,69060,27891,26493
"Victoria",2021-10-01,70062,28000,26522
"Victoria",2021-11-01,71104,28113,26550
"Victoria",2021-12-01,72189,28230,26579
"Windsor",2013-01-01,34435,25487,32136
"Windsor",2013-02-01,34452,25528,32072
"Windsor",2013-03-01,34471,25562,32015
"Windsor",2013-04-01,34494,25590,31963
"Windsor",2013-05-01,34520,25612,31917
"Windsor",2013-06-01,34548,25629,31876
"Windsor",2013-07-01,34580,25640,31840
"Windsor",2013-08-01,34614,25646,31809
"Windsor",2013-09-01,34651,25648,31784
"Windsor",2013-10-01,34691,25645,31762
"Windsor",2013-11-01,34733,25637,31746
"Windsor",2013-12-01,34778,25627,31733
"Windsor",2014-01-01,34824,25612,31725
"Windsor",2014-02-01,34874,25595,31721
"Windsor",2014-03-01,34925,25574,31720
"Windsor",2014-04-01,34978,25551,31723
"Windsor",2014-05-01,35034,25526,31729
"Windsor",2014-06-01,35091,25499,31738
"Windsor",2014-07-01,35150,25470,31750
"Windsor",2014-08-01,35211,25440,31765
"Windsor",2014-09-01,35273,25409,31782
"Windsor",2014-10-01,35337,25378,31801
"Windsor",2014-11-01,35402,25347,31822
"Windsor",2014-12-01,35468,25316,31845
"Windsor",2015-01-01,35536,25287,31868
"Windsor",2015-02-01,35603,25260,31892
"Windsor",2015-03-01,35672,25235,31916
"Windsor",2015-04-01,35741,25213,31941
"Windsor",2015-05-01,35811,25195,31965
"Windsor",2015-06-01,35880,25180,31988
"Windsor",2015-07-01,35950,25170,32010
"Windsor",2015-08-01,36020,25165,32031
"Windsor",2015-09-01,36089,25163,32051
"Windsor",2015-10-01,36159,25166,32070
"Windsor",2015-11-01,36230,25172,32089
"Windsor",2015-12-01,36300,25181,32109
"Windsor",2016-01-01,36372,25192,32129
"Windsor",2016-02-01,36445,25204,32150
"Windsor",2016-03-01,36519,25218,32173
"Windsor",2016-04-01,36594,25232,32198
"Windsor",2016-05-01,36671,25245,32226
"Windsor",2016-06-01,36750,25258,32256
"Windsor",2016-07-01,36830,25270,32290
"Windsor",2016-08-01,36912,25280,32327
"Windsor",2016-09-01,36996,25288,32367
"Windsor",2016-10-01,37079,25294,32408
"Windsor",2016-11-01,37161,25299,32449
"Windsor",2016-12-01,37241,25301,32489
"Windsor",2017-01-01,37318,25302,32527
"Windsor",2017-02-01,37391,25300,32561
"Windsor",2017-03-01,37458,25296,32591
"Windsor",2017-04-01,37518,25290,32615
"Windsor",2017-05-01,37571,25282,32632
"Windsor",2017-06-01,37615,25272,32641
"Windsor",2017-07-01,37650,25260,32640
"Windsor",2017-08-01,37674,25246,32629
"Windsor",2017-09-01,37689,25229,32609
"Windsor",2017-10-01,37696,25211,32581
"Windsor",2017-11-01,37695,25191,32546
"Windsor",2017-12-01,37689,25170,32506
"Windsor",2018-01-01,37679,25148,32463
"Windsor",2018-02-01,37666,25126,32417
"Windsor",2018-03-01,37651,25103,32370
"Windsor",2018-04-01,37636,25079,32323
"Windsor",2018-05-01,37621,25056,32279
"Windsor",2018-06-01,37609,25033,32237
"Windsor",2018-07-01,37600,25010,32200
"Windsor",2018-08-01,37596,24988,32169
