"GEO","Date","pop_nk","pop_1kid","pop_kids"
"Kitchener",2013-11-01,52850,37236,47414
"Kitchener",2013-12-01,52948,37255,47437
"Kitchener",2014-01-01,53034,37268,47452
"Kitchener",2014-02-01,53109,37275,47459
"Kitchener",2014-03-01,53175,37277,47461
"Kitchener",2014-04-01,53233,37275,47458
"Kitchener",2014-05-01,53284,37269,47451
"Kitchener",2014-06-01,53329,37261,47441
"Kitchener",2014-07-01,53370,37250,47430
"Kitchener",2014-08-01,53408,37238,47419
"Kitchener",2014-09-01,53447,37226,47409
"Kitchener",2014-10-01,53489,37216,47405
"Kitchener",2014-11-01,53537,37208,47408
"Kitchener",2014-12-01,53594,37206,47420
"Kitchener",2015-01-01,53664,37209,47446
"Kitchener",2015-02-01,53749,37220,47486
"Kitchener",2015-03-01,53852,37240,47545
"Kitchener",2015-04-01,53977,37270,47624
"Kitchener",2015-05-01,54126,37313,47726
"Kitchener",2015-06-01,54303,37369,47854
"Kitchener",2015-07-01,54510,37440,48010
"Kitchener",2015-08-01,54749,37527,48196
"Kitchener",2015-09-01,55017,37628,48408
"Kitchener",2015-10-01,55306,37741,48640
"Kitchener",2015-11-01,55613,37863,48889
"Kitchener",2015-12-01,55931,37992,49148
"Kitchener",2016-01-01,56254,38126,49414
"Kitchener",2016-02-01,56578,38261,49680
"Kitchener",2016-03-01,56896,38395,49942
"Kitchener",2016-04-01,57202,38527,50195
"Kitchener",2016-05-01,57492,38653,50434
"Kitchener",2016-06-01,57760,38772,50654
"Kitchener",2016-07-01,58000,38880,50850
"Kitchener",2016-08-01,58208,38976,51018
"Kitchener",2016-09-01,58386,39060,51160
"Kitchener",2016-10-01,58538,39135,51279
"Kitchener",2016-11-01,58668,39199,51378
"Kitchener",2016-12-01,58779,39256,51460
"Kitchener",2017-01-01,58876,39306,51528
"Kitchener",2017-02-01,58961,39351,51586
"Kitchener",2017-03-01,59039,39391,51636
"Kitchener",2017-04-01,59113,39428,51681
"Kitchener",2017-05-01,59187,39462,51725
"Kitchener",2017-06-01,59265,39496,51770
"Kitchener",2017-07-01,59350,39530,51820
"Kitchener",2017-08-01,59446,39565,51877
"Kitchener",2017-09-01,59552,39602,51941
"Kitchener",2017-10-01,59668,39639,52010
"Kitchener",2017-11-01,59792,39677,52085
"Kitchener",2017-12-01,59925,39715,52164
"Kitchener",2018-01-01,60065,39753,52246
"Kitchener",2018-02-01,60211,39790,52330
"Kitchener",2018-03-01,60363,39827,52417
"Kitchener",2018-04-01,60519,39863,52504
"Kitchener",2018-05-01,60680,39897,52590
"Kitchener",2018-06-01,60844,39929,52676
"Kitchener",2018-07-01,61010,39960,52760
"Kitchener",2018-08-01,61178,39988,52841
"Kitchener",2018-09-01,61348,40014,52920
"Kitchener",2018-10-01,61519,40038,52995
"Kitchener",2018-11-01,61692,40059,53068
"Kitchener",2018-12-01,61868,40078,53137
"Kitchener",2019-01-01,62045,40094,53203
"Kitchener",2019-02-01,62225,40108,53266
"Kitchener",2019-03-01,62407,40119,53326
"Kitchener",2019-04-01,62591,40128,53382
"Kitchener",2019-05-01,62778,40135,53435
"Kitchener",2019-06-01,62968,40139,53484
"Kitchener",2019-07-01,63160,40140,53530
"Kitchener",2019-08-01,63355,40139,53572
"Kitchener",2019-09-01,63553,40135,53610
"Kitchener",2019-10-01,63754,40129,53644
"Kitchener",2019-11-01,63959,40120,53674
"Kitchener",2019-12-01,64166,40109,53701
"Kitchener",2020-01-01,64377,40094,53723
"Kitchener",2020-02-01,64592,40078,53740
"Kitchener",2020-03-01,64810,40058,53754
"Kitchener",2020-04-01,65031,40036,53763
"Kitchener",2020-05-01,65257,40011,53768
"Kitchener",2020-06-01,65486,39984,53768
"Kitchener",2020-07-01,65719,39953,53763
"Kitchener",2020-08-01,65957,39920,53754
"Kitchener",2020-09-01,66198,39885,53740
"Kitchener",2020-10-01,66444,39846,53722
"Kitchener",2020-11-01,66695,39805,53698
"Kitchener",2020-12-01,66949,39760,53669
"Kitchener",2021-01-01,67209,39713,53635
"Kitchener",2021-02-01,67473,39663,53596
"Kitchener",2021-03-01,67742,39611,53552
"Kitchener",2021-04-01,68016,39555,53502
"Kitchener",2021-05-01,68295,39496,53447
"Kitchener",2021-06-01,68579,39435,53386
"Kitchener",2021-07-01,68868,39370,53320
"Kitchener",2021-08-01,69163,39303,53248
"Kitchener",2021-09-01,69463,39232,53171
"Kitchener",2021-10-01,69768,39159,53087
"Kitchener",2021-11-01,70080,39083,52998
"Kitchener",2021-12-01,70397,39003,52903
"London",2013-01-01,53309,35768,43968
"London",2013-02-01,53344,35833,43848
"London",2013-03-01,53380,35892,43740
"London",2013-04-01,53417,35946,43644
"London",2013-05-01,53456,35996,43558
"London",2013-06-01,53497,36040,43484
"London",2013-07-01,53540,36080,43420
"London",2013-08-01,53584,36116,43366
"London",2013-09-01,53631,36147,43321
"London",2013-10-01,53679,36175,43286
"London",2013-11-01,53729,36199,43260
"London",2013-12-01,53781,36219,43242
"London",2014-01-01,53834,36236,43232
"London",2014-02-01,53890,36250,43230
"London",2014-03-01,53948,36261,43235
"London",2014-04-01,54008,36269,43247
"London",2014-05-01,54070,36275,43265
"London",2014-06-01,54134,36279,43290
"London",2014-07-01,54200,36280,43320
"London",2014-08-01,54268,36280,43356
"London",2014-09-01,54339,36277,43396
"London",2014-10-01,54411,36273,43439
"London",2014-11-01,54486,36267,43486
"London",2014-12-01,54563,36259,43535
"London",2015-01-01,54641,36250,43585
"London",2015-02-01,54722,36239,43636
"London",2015-03-01,54804,36226,43687
"London",2015-04-01,54888,36212,43736
"London",2015-05-01,54974,36196,43784
"London",2015-06-01,55061,36179,43829
"London",2015-07-01,55150,36160,43870
"London",2015-08-01,55241,36140,43907
"London",2015-09-01,55333,36119,43942
"London",2015-10-01,55428,36099,43975
"London",2015-11-01,55526,36080,44007
"London",2015-12-01,55627,36062,44040
"London",2016-01-01,55731,36048,44075
"London",2016-02-01,55839,36037,44114
"London",2016-03-01,55951,36031,44157
"London",2016-04-01,56068,36031,44205
"London",2016-05-01,56190,36036,44261
"London",2016-06-01,56317,36049,44326
"London",2016-07-01,56450,36070,44400
"London",2016-08-01,56589,36099,44485
"London",2016-09-01,56732,36136,44578
"London",2016-10-01,56880,36180,44679
"London",2016-11-01,57030,36228,44786
"London",2016-12-01,57181,36280,44897
"London",2017-01-01,57333,36335,45009
"London",2017-02-01,57483,36390,45122
"London",2017-03-01,57632,36446,45234
"London",2017-04-01,57777,36500,45342
"London",2017-05-01,57917,36551,45445
"London",2017-06-01,58052,36598,45542
"London",2017-07-01,58180,36640,45630
"London",2017-08-01,58300,36675,45708
"London",2017-09-01,58413,36705,45777
"London",2017-10-01,58519,36729,45838
"London",2017-11-01,58619,36748,45891
"London",2017-12-01,58714,36764,45938
"London",2018-01-01,58805,36775,45980
"London",2018-02-01,58892,36784,46017
"London",2018-03-01,58977,36791,46050
"London",2018-04-01,59059,36797,46081
"London",2018-05-01,59140,36801,46111
"London",2018-06-01,59220,36805,46140
"London",2018-07-01,59300,36810,46170
"London",2018-08-01,59381,36816,46201
"London",2018-09-01,59463,36823,46234
"London",2018-10-01,59547,36831,46269
"London",2018-11-01,59633,36841,46307
"London",2018-12-01,59721,36854,46348
"London",2019-01-01,59811,36869,46393
"London",2019-02-01,59905,36886,46441
"London",2019-03-01,60002,36906,46495
"London",2019-04-01,60102,36929,46553
"London",2019-05-01,60207,36956,46616
"London",2019-06-01,60316,36986,46685
"London",2019-07-01,60430,37020,46760
"London",2019-08-01,60549,37058,46842
"London",2019-09-01,60674,37101,46931
"London",2019-10-01,60804,37148,47027
"London",2019-11-01,60941,37200,47131
"London",2019-12-01,61084,37257,47243
"London",2020-01-01,61234,37319,47364
"London",2020-02-01,61392,37388,47495
"London",2020-03-01,61557,37462,47634
"London",2020-04-01,61730,37542,47784
"London",2020-05-01,61911,37628,47945
"London",2020-06-01,62102,37722,48116
"London",2020-07-01,62301,37822,48298
"London",2020-08-01,62510,37929,48492
"London",2020-09-01,62728,38044,48699
"London",2020-10-01,62957,38166,48917
"London",2020-11-01,63197,38296,49149
"London",2020-12-01,63447,38435,49395
"London",2021-01-01,63708,38582,49654
"London",2021-02-01,63981,38737,49927
"London",2021-03-01,64266,38902,50216
"London",2021-04-01,64564,39076,50519
"London",2021-05-01,64874,39259,50838
"London",2021-06-01,65197,39452,51173
"London",2021-07-01,65533,39655,51524
"London",2021-08-01,65883,39868,51893
"London",2021-09-01,66248,40092,52278
"London",2021-10-01,66626,40326,52681
"London",2021-11-01,67020,40571,53103
"London",2021-12-01,67429,40828,53543
"Montreal",2013-01-01,419526,283625,326582
"Montreal",2013-02-01,421405,284613,327852
"Montreal",2013-03-01,423103,285486,328993
"Montreal",2013-04-01,424628,286248,330010
"Montreal",2013-05-01,425990,286906,330911
"Montreal",2013-06-01,427198,287465,331702
"Montreal",2013-07-01,428260,287930,332390
"Montreal",2013-08-01,429186,288308,332981
"Montreal",2013-09-01,429986,288603,333481
"Montreal",2013-10-01,430668,288821,333898
"Montreal",2013-11-01,431241,288968,334238
"Montreal",2013-12-01,431716,289049,334507
"Montreal",2014-01-01,432099,289070,334713
"Montreal",2014-02-01,432402,289037,334861
"Montreal",2014-03-01,432633,288954,334958
"Montreal",2014-04-01,432801,288827,335011
"Montreal",2014-05-01,432915,288662,335026
"Montreal",2014-06-01,432985,288465,335010
"Montreal",2014-07-01,433020,288240,334970
"Montreal",2014-08-01,433030,287995,334913
"Montreal",2014-09-01,433033,287741,334852
"Montreal",2014-10-01,433047,287489,334801
"Montreal",2014-11-01,433091,287253,334775
"Montreal",2014-12-01,433185,287045,334787
"Montreal",2015-01-01,433346,286876,334851
"Montreal",2015-02-01,433594,286760,334981
"Montreal",2015-03-01,433947,286708,335192
"Montreal",2015-04-01,434424,286733,335497
"Montreal",2015-05-01,435045,286846,335911
"Montreal",2015-06-01,435827,287061,336447
"Montreal",2015-07-01,436790,287390,337120
"Montreal",2015-08-01,437944,287839,337937
"Montreal",2015-09-01,439269,288392,338882
"Montreal",2015-10-01,440734,289028,339930
"Montreal",2015-11-01,442309,289726,341060
"Montreal",2015-12-01,443967,290463,342246
"Montreal",2016-01-01,445677,291218,343467
"Montreal",2016-02-01,447409,291971,344698
"Montreal",2016-03-01,449135,292698,345917
"Montreal",2016-04-01,450824,293379,347100
"Montreal",2016-05-01,452448,293993,348224
"Montreal",2016-06-01,453976,294517,349265
"Montreal",2016-07-01,455380,294930,350200
"Montreal",2016-08-01,456637,295217,351012
"Montreal",2016-09-01,457752,295389,351711
"Montreal",2016-10-01,458739,295461,352312
"Montreal",2016-11-01,459610,295451,352830
"Montreal",2016-12-01,460378,295374,353281
"Montreal",2017-01-01,461055,295249,353680
"Montreal",2017-02-01,461655,295091,354043
"Montreal",2017-03-01,462189,294916,354386
"Montreal",2017-04-01,462671,294742,354723
"Montreal",2017-05-01,463113,294586,355071
"Montreal",2017-06-01,463529,294463,355445
"Montreal",2017-07-01,463930,294390,355860
"Montreal",2017-08-01,464328,294380,356328
"Montreal",2017-09-01,464726,294429,356845
"Montreal",2017-10-01,465126,294529,357402
"Montreal",2017-11-01,465531,294670,357991
"Montreal",2017-12-01,465942,294846,358603
"Montreal",2018-01-01,466361,295049,359230
"Montreal",2018-02-01,466790,295269,359864
"Montreal",2018-03-01,467230,295498,360496
"Montreal",2018-04-01,467685,295729,361118
"Montreal",2018-05-01,468155,295954,361722
"Montreal",2018-06-01,468643,296163,362299
"Montreal",2018-07-01,469150,296350,362840
"Montreal",2018-08-01,469679,296506,363339
"Montreal",2018-09-01,470234,296628,363790
"Montreal",2018-10-01,470818,296712,364190
"Montreal",2018-11-01,471436,296755,364536
"Montreal",2018-12-01,472092,296754,364824
"Montreal",2019-01-01,472789,296705,365050
"Montreal",2019-02-01,473532,296606,365211
"Montreal",2019-03-01,474326,296454,365303
"Montreal",2019-04-01,475173,296244,365323
"Montreal",2019-05-01,476078,295974,365266
"Montreal",2019-06-01,477046,295640,365130
"Montreal",2019-07-01,478080,295240,364910
"Montreal",2019-08-01,479184,294770,364603
"Montreal",2019-09-01,480363,294227,364206
"Montreal",2019-10-01,481620,293607,363715
"Montreal",2019-11-01,482960,292908,363126
"Montreal",2019-12-01,484386,292126,362436
"Montreal",2020-01-01,485903,291258,361641
"Montreal",2020-02-01,487515,290300,360737
"Montreal",2020-03-01,489226,289250,359721
"Montreal",2020-04-01,491039,288105,358589
"Montreal",2020-05-01,492960,286861,357338
"Montreal",2020-06-01,494991,285514,355964
"Montreal",2020-07-01,497138,284062,354464
"Montreal",2020-08-01,499404,282501,352833
"Montreal",2020-09-01,501794,280829,351068
"Montreal",2020-10-01,504310,279042,349166
"Montreal",2020-11-01,506958,277136,347123
"Montreal",2020-12-01,509742,275109,344935
"Montreal",2021-01-01,512665,272957,342600
"Montreal",2021-02-01,515732,270677,340112
"Montreal",2021-03-01,518947,268266,337469
"Montreal",2021-04-01,522313,265721,334667
"Montreal",2021-05-01,525836,263038,331702
"Montreal",2021-06-01,529518,260214,328571
"Montreal",2021-07-01,533365,257246,325271
"Montreal",2021-08-01,537379,254131,321796
"Montreal",2021-09-01,541566,250865,318145
"Montreal",2021-10-01,545929,247446,314313
"Montreal",2021-11-01,550472,243870,310297
"Montreal",2021-12-01,555200,240133,306093
"Ontario",2013-01-01,1424755,1032642,1235050
"Ontario",2013-02-01,1428204,1032915,1235176
"Ontario",2013-03-01,1431537,1033165,1235323
"Ontario",2013-04-01,1434758,1033393,1235491
"Ontario",2013-05-01,1437873,1033601,1235680
"Ontario",2013-06-01,1440885,1033789,1235890
"Ontario",2013-07-01,1443800,1033960,1236120
"Ontario",2013-08-01,1446621,1034114,1236370
"Ontario",2013-09-01,1449354,1034253,1236640
"Ontario",2013-10-01,1452002,1034378,1236929
"Ontario",2013-11-01,1454571,1034491,1237238
"Ontario",2013-12-01,1457064,1034592,1237566
"Ontario",2014-01-01,1459486,1034684,1237913
"Ontario",2014-02-01,1461841,1034767,1238279
"Ontario",2014-03-01,1464135,1034843,1238663
"Ontario",2014-04-01,1466371,1034912,1239066
"Ontario",2014-05-01,1468555,1034978,1239486
"Ontario",2014-06-01,1470689,1035040,1239924
"Ontario",2014-07-01,1472780,1035100,1240380
"Ontario",2014-08-01,1474832,1035160,1240853
"Ontario",2014-09-01,1476850,1035221,1241343
"Ontario",2014-10-01,1478843,1035286,1241849
"Ontario",2014-11-01,1480816,1035358,1242371
"Ontario",2014-12-01,1482777,1035438,1242909
"Ontario",2015-01-01,1484731,1035529,1243462
"Ontario",2015-02-01,1486686,1035633,1244029
"Ontario",2015-03-01,1488649,1035753,1244611
"Ontario",2015-04-01,1490626,1035890,1245206
"Ontario",2015-05-01,1492624,1036047,1245815
"Ontario",2015-06-01,1494650,1036226,1246436
"Ontario",2015-07-01,1496710,1036430,1247070
"Ontario",2015-08-01,1498809,1036660,1247716
"Ontario",2015-09-01,1500945,1036914,1248374
"Ontario",2015-10-01,1503113,1037190,1249046
"Ontario",2015-11-01,1505309,1037485,1249731
"Ontario",2015-12-01,1507528,1037797,1250431
"Ontario",2016-01-01,1509765,1038123,1251146
"Ontario",2016-02-01,1512017,1038461,1251877
"Ontario",2016-03-01,1514278,1038808,1252624
"Ontario",2016-04-01,1516544,1039162,1253388
"Ontario",2016-05-01,1518812,1039521,1254170
"Ontario",2016-06-01,1521075,1039881,1254971
"Ontario",2016-07-01,1523330,1040240,1255790
"Ontario",2016-08-01,1525575,1040598,1256629
"Ontario",2016-09-01,1527817,1040958,1257490
"Ontario",2016-10-01,1530067,1041328,1258375
"Ontario",2016-11-01,1532335,1041714,1259285
"Ontario",2016-12-01,1534631,1042123,1260224
"Ontario",2017-01-01,1536965,1042560,1261192
"Ontario",2017-02-01,1539348,1043032,1262193
"Ontario",2017-03-01,1541790,1043545,1263228
"Ontario",2017-04-01,1544301,1044106,1264299
"Ontario",2017-05-01,1546891,1044721,1265408
"Ontario",2017-06-01,1549571,1045397,1266558
"Ontario",2017-07-01,1552350,1046140,1267750
"Ontario",2017-08-01,1555236,1046953,1268985
"Ontario",2017-09-01,1558223,1047828,1270257
"Ontario",2017-10-01,1561301,1048754,1271557
"Ontario",2017-11-01,1564462,1049720,1272879
"Ontario",2017-12-01,1567696,1050715,1274214
"Ontario",2018-01-01,1570994,1051727,1275554
"Ontario",2018-02-01,1574347,1052745,1276892
"Ontario",2018-03-01,1577745,1053758,1278220
"Ontario",2018-04-01,1581180,1054756,1279529
"Ontario",2018-05-01,1584642,1055726,1280812
"Ontario",2018-06-01,1588121,1056658,1282062
"Ontario",2018-07-01,1591610,1057540,1283270
"Ontario",2018-08-01,1595099,1058362,1284429
"Ontario",2018-09-01,1598582,1059116,1285533
"Ontario",2018-10-01,1602054,1059794,1286575
"Ontario",2018-11-01,1605510,1060388,1287550
"Ontario",2018-12-01,1608944,1060891,1288453
"Ontario",2019-01-01,1612351,1061294,1289277
"Ontario",2019-02-01,1615726,1061592,1290016
"Ontario",2019-03-01,1619063,1061774,1290665
"Ontario",2019-04-01,1622358,1061835,1291218
"Ontario",2019-05-01,1625604,1061767,1291669
"Ontario",2019-06-01,1628796,1061561,1292011
"Ontario",2019-07-01,1631930,1061210,1292240
"Ontario",2019-08-01,1635000,1060707,1292349
"Ontario",2019-09-01,1638000,1060043,1292333
"Ontario",2019-10-01,1640925,1059211,1292185
"Ontario",2019-11-01,1643770,1058204,1291900
"Ontario",2019-12-01,1646530,1057014,1291472
"Ontario",2020-01-01,1649199,1055633,1290895
"Ontario",2020-02-01,1651772,1054053,1290164
"Ontario",2020-03-01,1654244,1052268,1289272
"Ontario",2020-04-01,1656609,1050268,1288213
"Ontario",2020-05-01,1658862,1048047,1286982
"Ontario",2020-06-01,1660998,1045597,1285573
"Ontario",2020-07-01,1663011,1042910,1283979
"Ontario",2020-08-01,1664896,1039978,1282196
"Ontario",2020-09-01,1666649,1036795,1280218
"Ontario",2020-10-01,1668262,1033351,1278037
"Ontario",2020-11-01,1669732,1029640,1275649
"Ontario",2020-12-01,1671052,1025655,1273048
"Ontario",2021-01-01,1672218,1021386,1270228
"Ontario",2021-02-01,1673225,1016827,1267183
"Ontario",2021-03-01,1674066,1011970,1263907
"Ontario",2021-04-01,1674737,1006808,1260394
"Ontario",2021-05-01,1675232,1001332,1256639
"Ontario",2021-06-01,1675546,995535,1252636
"Ontario",2021-07-01,1675673,989409,1248378
"Ontario",2021-08-01,1675609,982947,1243860
"Ontario",2021-09-01,1675349,976141,1239077
"Ontario",2021-10-01,1674885,968983,1234021
"Ontario",2021-11-01,1674214,961466,1228688
"Ontario",2021-12-01,1673331,953582,1223071
"Oshawa",2013-01-01,36048,29650,37799
"Oshawa",2013-02-01,36072,29663,37780
"Oshawa",2013-03-01,36100,29676,37767
"Oshawa",2013-04-01,36132,29689,37758
"Oshawa",2013-05-01,36168,29702,37754
"Oshawa",2013-06-01,36207,29716,37755
"Oshawa",2013-07-01,36250,29730,37760
"Oshawa",2013-08-01,36296,29744,37769
"Oshawa",2013-09-01,36345,29758,37782
"Oshawa",2013-10-01,36396,29773,37799
"Oshawa",2013-11-01,36451,29788,37819
"Oshawa",2013-12-01,36507,29802,37843
"Oshawa",2014-01-01,36566,29817,37870
"Oshawa",2014-02-01,36626,29833,37900
"Oshawa",2014-03-01,36688,29848,37933
"Oshawa",2014-04-01,36752,29863,37969
"Oshawa",2014-05-01,36817,29879,38007
"Oshawa",2014-06-01,36883,29894,38047
"Oshawa",2014-07-01,36950,29910,38090
"Oshawa",2014-08-01,37018,29926,38134
"Oshawa",2014-09-01,37085,29942,38181
"Oshawa",2014-10-01,37153,29958,38229
"Oshawa",2014-11-01,37219,29974,38278
"Oshawa",2014-12-01,37284,29991,38329
"Oshawa",2015-01-01,37348,30008,38381
"Oshawa",2015-02-01,37409,30025,38434
"Oshawa",2015-03-01,37467,30043,38488
"Oshawa",2015-04-01,37521,30061,38542
"Oshawa",2015-05-01,37572,30080,38598
"Oshawa",2015-06-01,37618,30100,38654
"Oshawa",2015-07-01,37660,30120,38710
"Oshawa",2015-08-01,37696,30141,38766
"Oshawa",2015-09-01,37728,30162,38823
"Oshawa",2015-10-01,37757,30184,38879
"Oshawa",2015-11-01,37783,30206,38934
"Oshawa",2015-12-01,37808,30227,38988
"Oshawa",2016-01-01,37832,30247,39040
"Oshawa",2016-02-01,37856,30267,39090
"Oshawa",2016-03-01,37882,30285,39138
"Oshawa",2016-04-01,37911,30302,39183
"Oshawa",2016-05-01,37942,30317,39226
"Oshawa",2016-06-01,37978,30330,39265
"Oshawa",2016-07-01,38020,30340,39300
"Oshawa",2016-08-01,38067,30348,39331
"Oshawa",2016-09-01,38120,30354,39359
"Oshawa",2016-10-01,38177,30359,39385
"Oshawa",2016-11-01,38236,30363,39409
"Oshawa",2016-12-01,38296,30367,39432
"Oshawa",2017-01-01,38357,30372,39455
"Oshawa",2017-02-01,38417,30379,39479
"Oshawa",2017-03-01,38475,30388,39505
"Oshawa",2017-04-01,38529,30399,39533
"Oshawa",2017-05-01,38579,30415,39564
"Oshawa",2017-06-01,38623,30435,39600
"Oshawa",2017-07-01,38660,30460,39640
"Oshawa",2017-08-01,38689,30491,39686
"Oshawa",2017-09-01,38711,30527,39737
"Oshawa",2017-10-01,38727,30567,39793
"Oshawa",2017-11-01,38738,30612,39853
"Oshawa",2017-12-01,38746,30661,39918
"Oshawa",2018-01-01,38751,30712,39985
"Oshawa",2018-02-01,38754,30767,40056
"Oshawa",2018-03-01,38757,30823,40130
"Oshawa",2018-04-01,38761,30881,40205
"Oshawa",2018-05-01,38767,30940,40282
"Oshawa",2018-06-01,38777,31000,40361
"Oshawa",2018-07-01,38790,31060,40440
"Oshawa",2018-08-01,38809,31119,40520
"Oshawa",2018-09-01,38833,31178,40599
"Oshawa",2018-10-01,38865,31235,40679
"Oshawa",2018-11-01,38904,31292,40758
"Oshawa",2018-12-01,38951,31346,40837
"Oshawa",2019-01-01,39006,31399,40915
"Oshawa",2019-02-01,39071,31449,40993
"Oshawa",2019-03-01,39146,31497,41069
"Oshawa",2019-04-01,39232,31543,41144
"Oshawa",2019-05-01,39329,31585,41218
"Oshawa",2019-06-01,39438,31624,41290
"Oshawa",2019-07-01,39560,31660,41360
"Oshawa",2019-08-01,39695,31692,41428
"Oshawa",2019-09-01,39844,31719,41494
"Oshawa",2019-10-01,40008,31743,41557
"Oshawa",2019-11-01,40188,31761,41618
"Oshawa",2019-12-01,40383,31775,41676
"Oshawa",2020-01-01,40595,31783,41731
"Oshawa",2020-02-01,40825,31786,41783
"Oshawa",2020-03-01,41072,31784,41831
"Oshawa",2020-04-01,41338,31775,41876
"Oshawa",2020-05-01,41624,31760,41917
"Oshawa",2020-06-01,41929,31738,41954
"Oshawa",2020-07-01,42255,31709,41987
"Oshawa",2020-08-01,42603,31673,42015
"Oshawa",2020-09-01,42972,31630,42039
"Oshawa",2020-10-01,43365,31579,42058
"Oshawa",2020-11-01,43780,31520,42072
"Oshawa",2020-12-01,44220,31453,42081
"Oshawa",2021-01-01,44684,31377,42084
"Oshawa",2021-02-01,45174,31293,42082
"Oshawa",2021-03-01,45690,31199,42074
"Oshawa",2021-04-01,46232,31096,42060
"Oshawa",2021-05-01,46802,30983,42040
"Oshawa",2021-06-01,47400,30860,42014
"Oshawa",2021-07-01,48026,30728,41981
"Oshawa",2021-08-01,48682,30584,41941
"Oshawa",2021-09-01,49367,30430,41894
"Oshawa",2021-10-01,50084,30265,41840
"Oshawa",2021-11-01,50832,30088,41779
"Oshawa",2021-12-01,51611,29900,41710
"Ottawa",2013-01-01,98881,68605,84017
"Ottawa",2013-02-01,99316,68735,84150
"Ottawa",2013-03-01,99719,68847,84275
"Ottawa",2013-04-01,100093,68943,84394
"Ottawa",2013-05-01,100438,69023,84508
"Ottawa",2013-06-01,100757,69088,84616
"Ottawa",2013-07-01,101050,69140,84720
"Ottawa",2013-08-01,101320,69179,84820
"Ottawa",2013-09-01,101567,69205,84915
"Ottawa",2013-10-01,101795,69221,85008
"Ottawa",2013-11-01,102003,69227,85099
"Ottawa",2013-12-01,102194,69223,85187
"Ottawa",2014-01-01,102368,69211,85273
"Ottawa",2014-02-01,102529,69192,85359
"Ottawa",2014-03-01,102677,69167,85444
"Ottawa",2014-04-01,102813,69136,85529
"Ottawa",2014-05-01,102940,69100,85615
"Ottawa",2014-06-01,103058,69062,85702
"Ottawa",2014-07-01,103170,69020,85790
"Ottawa",2014-08-01,103277,68977,85881
"Ottawa",2014-09-01,103382,68934,85975
"Ottawa",2014-10-01,103488,68894,86074
"Ottawa",2014-11-01,103597,68859,86179
"Ottawa",2014-12-01,103713,68831,86292
"Ottawa",2015-01-01,103839,68812,86413
"Ottawa",2015-02-01,103977,68804,86545
"Ottawa",2015-03-01,104131,68810,86689
"Ottawa",2015-04-01,104303,68831,86846
"Ottawa",2015-05-01,104497,68870,87018
"Ottawa",2015-06-01,104715,68929,87205
"Ottawa",2015-07-01,104960,69010,87410
"Ottawa",2015-08-01,105234,69114,87633
"Ottawa",2015-09-01,105535,69239,87871
"Ottawa",2015-10-01,105857,69380,88122
"Ottawa",2015-11-01,106198,69533,88383
"Ottawa",2015-12-01,106553,69694,88651
"Ottawa",2016-01-01,106917,69860,88923
"Ottawa",2016-02-01,107288,70026,89197
"Ottawa",2016-03-01,107661,70188,89469
"Ottawa",2016-04-01,108031,70342,89736
"Ottawa",2016-05-01,108396,70485,89995
"Ottawa",2016-06-01,108750,70612,90244
"Ottawa",2016-07-01,109090,70720,90480
"Ottawa",2016-08-01,109413,70805,90700
"Ottawa",2016-09-01,109719,70869,90906
"Ottawa",2016-10-01,110009,70916,91097
"Ottawa",2016-11-01,110285,70948,91277
"Ottawa",2016-12-01,110547,70968,91446
"Ottawa",2017-01-01,110798,70980,91605
"Ottawa",2017-02-01,111039,70985,91757
"Ottawa",2017-03-01,111270,70988,91901
"Ottawa",2017-04-01,111494,70991,92041
"Ottawa",2017-05-01,111711,70997,92176
"Ottawa",2017-06-01,111922,71009,92309
"Ottawa",2017-07-01,112130,71030,92440
"Ottawa",2017-08-01,112335,71063,92571
"Ottawa",2017-09-01,112538,71106,92703
"Ottawa",2017-10-01,112739,71159,92834
"Ottawa",2017-11-01,112939,71220,92965
"Ottawa",2017-12-01,113140,71289,93096
"Ottawa",2018-01-01,113340,71364,93227
"Ottawa",2018-02-01,113542,71443,93357
"Ottawa",2018-03-01,113746,71526,93487
"Ottawa",2018-04-01,113952,71611,93616
"Ottawa",2018-05-01,114161,71698,93745
"Ottawa",2018-06-01,114373,71785,93873
"Ottawa",2018-07-01,114590,71870,94000
"Ottawa",2018-08-01,114812,71953,94126
"Ottawa",2018-09-01,115039,72033,94252
"Ottawa",2018-10-01,115273,72110,94377
"Ottawa",2018-11-01,115513,72184,94503
"Ottawa",2018-12-01,115762,72254,94628
"Ottawa",2019-01-01,116020,72319,94753
"Ottawa",2019-02-01,116287,72380,94879
"Ottawa",2019-03-01,116564,72435,95005
"Ottawa",2019-04-01,116852,72485,95132
"Ottawa",2019-05-01,117152,72530,95260
"Ottawa",2019-06-01,117464,72568,95389
"Ottawa",2019-07-01,117790,72600,95520
"Ottawa",2019-08-01,118130,72625,95652
"Ottawa",2019-09-01,118484,72643,95787
"Ottawa",2019-10-01,118854,72653,95923
"Ottawa",2019-11-01,119241,72655,96062
"Ottawa",2019-12-01,119644,72648,96203
"Ottawa",2020-01-01,120066,72633,96346
"Ottawa",2020-02-01,120506,72609,96493
"Ottawa",2020-03-01,120965,72576,96643
"Ottawa",2020-04-01,121445,72532,96796
"Ottawa",2020-05-01,121945,72479,96952
"Ottawa",2020-06-01,122467,72414,97113
"Ottawa",2020-07-01,123012,72339,97277
