"GEO","Date","num_fam","num_cpl","num_lone","num_single"
"Guelph",2018-04-01,44295,38435,5866,25750
"Guelph",2018-05-01,44352,38489,5871,25836
"Guelph",2018-06-01,44411,38544,5876,25922
"Guelph",2018-07-01,44470,38600,5880,26010
"Guelph",2018-08-01,44530,38657,5884,26099
"Guelph",2018-09-01,44591,38714,5888,26189
"Guelph",2018-10-01,44652,38772,5891,26279
"Guelph",2018-11-01,44713,38830,5895,26371
"Guelph",2018-12-01,44775,38889,5898,26464
"Guelph",2019-01-01,44838,38948,5900,26557
"Guelph",2019-02-01,44900,39008,5903,26651
"Guelph",2019-03-01,44964,39068,5905,26746
"Guelph",2019-04-01,45027,39128,5907,26841
"Guelph",2019-05-01,45091,39188,5908,26937
"Guelph",2019-06-01,45155,39249,5909,27033
"Guelph",2019-07-01,45220,39310,5910,27130
"Guelph",2019-08-01,45285,39371,5910,27227
"Guelph",2019-09-01,45350,39432,5911,27325
"Guelph",2019-10-01,45415,39494,5910,27422
"Guelph",2019-11-01,45481,39555,5910,27520
"Guelph",2019-12-01,45546,39616,5909,27618
"Guelph",2020-01-01,45612,39677,5908,27717
"Guelph",2020-02-01,45678,39738,5906,27815
"Guelph",2020-03-01,45744,39799,5904,27913
"Guelph",2020-04-01,45810,39860,5901,28011
"Guelph",2020-05-01,45876,39921,5899,28109
"Guelph",2020-06-01,45942,39981,5895,28207
"Guelph",2020-07-01,46009,40041,5892,28304
"Guelph",2020-08-01,46075,40101,5888,28402
"Guelph",2020-09-01,46141,40160,5883,28498
"Guelph",2020-10-01,46207,40219,5878,28595
"Guelph",2020-11-01,46273,40278,5873,28691
"Guelph",2020-12-01,46339,40336,5867,28786
"Guelph",2021-01-01,46405,40393,5861,28881
"Guelph",2021-02-01,46471,40450,5855,28975
"Guelph",2021-03-01,46536,40506,5848,29068
"Guelph",2021-04-01,46602,40562,5840,29161
"Guelph",2021-05-01,46667,40616,5832,29252
"Guelph",2021-06-01,46732,40671,5824,29343
"Guelph",2021-07-01,46796,40724,5815,29433
"Guelph",2021-08-01,46860,40776,5806,29522
"Guelph",2021-09-01,46924,40828,5796,29610
"Guelph",2021-10-01,46988,40879,5786,29697
"Guelph",2021-11-01,47051,40928,5775,29782
"Guelph",2021-12-01,47114,40977,5763,29866
"Hamilton",2013-01-01,200376,167592,32784,116088
"Hamilton",2013-02-01,200840,168173,32667,115585
"Hamilton",2013-03-01,201266,168704,32562,115158
"Hamilton",2013-04-01,201655,169185,32470,114805
"Hamilton",2013-05-01,202010,169621,32389,114521
"Hamilton",2013-06-01,202331,170011,32319,114304
"Hamilton",2013-07-01,202620,170360,32260,114150
"Hamilton",2013-08-01,202879,170669,32211,114056
"Hamilton",2013-09-01,203110,170939,32171,114018
"Hamilton",2013-10-01,203315,171174,32141,114034
"Hamilton",2013-11-01,203494,171376,32119,114099
"Hamilton",2013-12-01,203650,171546,32105,114211
"Hamilton",2014-01-01,203785,171687,32099,114367
"Hamilton",2014-02-01,203899,171800,32099,114562
"Hamilton",2014-03-01,203996,171889,32106,114794
"Hamilton",2014-04-01,204075,171956,32120,115059
"Hamilton",2014-05-01,204140,172001,32138,115354
"Hamilton",2014-06-01,204191,172029,32162,115675
"Hamilton",2014-07-01,204230,172040,32190,116020
"Hamilton",2014-08-01,204260,172038,32222,116384
"Hamilton",2014-09-01,204282,172025,32257,116763
"Hamilton",2014-10-01,204299,172006,32293,117149
"Hamilton",2014-11-01,204315,171985,32330,117538
"Hamilton",2014-12-01,204332,171965,32366,117923
"Hamilton",2015-01-01,204352,171951,32400,118298
"Hamilton",2015-02-01,204378,171947,32431,118658
"Hamilton",2015-03-01,204414,171955,32458,118997
"Hamilton",2015-04-01,204461,171981,32480,119308
"Hamilton",2015-05-01,204523,172028,32495,119587
"Hamilton",2015-06-01,204601,172099,32502,119826
"Hamilton",2015-07-01,204700,172200,32500,120020
"Hamilton",2015-08-01,204820,172332,32489,120165
"Hamilton",2015-09-01,204961,172492,32469,120267
"Hamilton",2015-10-01,205119,172675,32444,120332
"Hamilton",2015-11-01,205291,172877,32415,120366
"Hamilton",2015-12-01,205476,173092,32385,120378
"Hamilton",2016-01-01,205671,173317,32355,120374
"Hamilton",2016-02-01,205873,173546,32328,120360
"Hamilton",2016-03-01,206079,173774,32306,120345
"Hamilton",2016-04-01,206288,173998,32291,120334
"Hamilton",2016-05-01,206496,174211,32285,120335
"Hamilton",2016-06-01,206701,174410,32291,120355
"Hamilton",2016-07-01,206900,174590,32310,120400
"Hamilton",2016-08-01,207091,174747,32344,120477
"Hamilton",2016-09-01,207275,174882,32391,120585
"Hamilton",2016-10-01,207452,175000,32450,120722
"Hamilton",2016-11-01,207622,175101,32517,120888
"Hamilton",2016-12-01,207786,175190,32591,121081
"Hamilton",2017-01-01,207945,175270,32670,121299
"Hamilton",2017-02-01,208100,175342,32751,121542
"Hamilton",2017-03-01,208250,175410,32831,121806
"Hamilton",2017-04-01,208396,175477,32910,122092
"Hamilton",2017-05-01,208540,175546,32984,122397
"Hamilton",2017-06-01,208681,175619,33051,122720
"Hamilton",2017-07-01,208820,175700,33110,123060
"Hamilton",2017-08-01,208958,175790,33158,123415
"Hamilton",2017-09-01,209096,175890,33196,123783
"Hamilton",2017-10-01,209234,176000,33225,124161
"Hamilton",2017-11-01,209373,176119,33246,124548
"Hamilton",2017-12-01,209515,176246,33261,124940
"Hamilton",2018-01-01,209659,176382,33271,125337
"Hamilton",2018-02-01,209807,176525,33276,125735
"Hamilton",2018-03-01,209959,176677,33278,126133
"Hamilton",2018-04-01,210117,176835,33279,126527
"Hamilton",2018-05-01,210281,177000,33278,126916
"Hamilton",2018-06-01,210452,177172,33278,127298
"Hamilton",2018-07-01,210630,177350,33280,127670
"Hamilton",2018-08-01,210817,177534,33284,128030
"Hamilton",2018-09-01,211013,177723,33292,128376
"Hamilton",2018-10-01,211220,177919,33303,128705
"Hamilton",2018-11-01,211437,178122,33318,129016
"Hamilton",2018-12-01,211666,178331,33338,129307
"Hamilton",2019-01-01,211908,178548,33364,129575
"Hamilton",2019-02-01,212162,178771,33395,129818
"Hamilton",2019-03-01,212431,179003,33432,130034
"Hamilton",2019-04-01,212714,179242,33475,130222
"Hamilton",2019-05-01,213013,179490,33526,130378
"Hamilton",2019-06-01,213328,179745,33584,130502
"Hamilton",2019-07-01,213660,180010,33650,130590
"Hamilton",2019-08-01,214010,180284,33725,130641
"Hamilton",2019-09-01,214378,180566,33808,130652
"Hamilton",2019-10-01,214766,180859,33902,130622
"Hamilton",2019-11-01,215174,181161,34005,130548
"Hamilton",2019-12-01,215603,181473,34118,130429
"Hamilton",2020-01-01,216053,181796,34243,130261
"Hamilton",2020-02-01,216526,182129,34378,130044
"Hamilton",2020-03-01,217022,182473,34526,129774
"Hamilton",2020-04-01,217542,182828,34686,129451
"Hamilton",2020-05-01,218087,183195,34859,129071
"Hamilton",2020-06-01,218657,183573,35045,128632
"Hamilton",2020-07-01,219253,183964,35245,128133
"Hamilton",2020-08-01,219877,184366,35460,127572
"Hamilton",2020-09-01,220528,184782,35689,126946
"Hamilton",2020-10-01,221208,185210,35933,126253
"Hamilton",2020-11-01,221917,185651,36193,125491
"Hamilton",2020-12-01,222656,186105,36469,124658
"Hamilton",2021-01-01,223427,186573,36762,123751
"Hamilton",2021-02-01,224228,187055,37072,122770
"Hamilton",2021-03-01,225063,187551,37399,121711
"Hamilton",2021-04-01,225930,188061,37745,120573
"Hamilton",2021-05-01,226832,188586,38109,119353
"Hamilton",2021-06-01,227768,189126,38493,118050
"Hamilton",2021-07-01,228740,189682,38896,116660
"Hamilton",2021-08-01,229748,190252,39319,115183
"Hamilton",2021-09-01,230793,190839,39762,113616
"Hamilton",2021-10-01,231875,191442,40227,111957
"Hamilton",2021-11-01,232997,192061,40713,110203
"Hamilton",2021-12-01,234157,192696,41221,108353
"Kelowna",2013-01-01,53142,45906,7258,32341
"Kelowna",2013-02-01,53259,46075,7203,32524
"Kelowna",2013-03-01,53378,46241,7154,32700
"Kelowna",2013-04-01,53500,46405,7111,32869
"Kelowna",2013-05-01,53625,46566,7072,33032
"Kelowna",2013-06-01,53751,46724,7039,33189
"Kelowna",2013-07-01,53880,46880,7010,33340
"Kelowna",2013-08-01,54010,47033,6986,33485
"Kelowna",2013-09-01,54143,47184,6966,33625
"Kelowna",2013-10-01,54276,47332,6951,33759
"Kelowna",2013-11-01,54411,47477,6939,33888
"Kelowna",2013-12-01,54548,47621,6931,34013
"Kelowna",2014-01-01,54685,47761,6926,34133
"Kelowna",2014-02-01,54823,47900,6925,34248
"Kelowna",2014-03-01,54962,48036,6927,34360
"Kelowna",2014-04-01,55101,48170,6932,34468
"Kelowna",2014-05-01,55240,48302,6939,34572
"Kelowna",2014-06-01,55380,48432,6948,34672
"Kelowna",2014-07-01,55520,48560,6960,34770
"Kelowna",2014-08-01,55660,48686,6974,34865
"Kelowna",2014-09-01,55799,48810,6989,34957
"Kelowna",2014-10-01,55937,48932,7005,35047
"Kelowna",2014-11-01,56074,49052,7021,35135
"Kelowna",2014-12-01,56209,49171,7037,35221
"Kelowna",2015-01-01,56342,49288,7053,35306
"Kelowna",2015-02-01,56473,49405,7068,35391
"Kelowna",2015-03-01,56601,49520,7082,35474
"Kelowna",2015-04-01,56727,49633,7093,35558
"Kelowna",2015-05-01,56848,49746,7102,35641
"Kelowna",2015-06-01,56966,49859,7108,35725
"Kelowna",2015-07-01,57080,49970,7110,35810
"Kelowna",2015-08-01,57189,50081,7109,35896
"Kelowna",2015-09-01,57295,50191,7104,35982
"Kelowna",2015-10-01,57397,50300,7097,36070
"Kelowna",2015-11-01,57496,50407,7089,36158
"Kelowna",2015-12-01,57594,50513,7081,36246
"Kelowna",2016-01-01,57690,50617,7073,36335
"Kelowna",2016-02-01,57785,50719,7066,36425
"Kelowna",2016-03-01,57880,50819,7061,36514
"Kelowna",2016-04-01,57975,50916,7059,36603
"Kelowna",2016-05-01,58072,51011,7061,36693
"Kelowna",2016-06-01,58170,51102,7068,36781
"Kelowna",2016-07-01,58270,51190,7080,36870
"Kelowna",2016-08-01,58373,51274,7098,36958
"Kelowna",2016-09-01,58478,51355,7123,37046
"Kelowna",2016-10-01,58584,51433,7151,37135
"Kelowna",2016-11-01,58690,51507,7183,37224
"Kelowna",2016-12-01,58796,51577,7218,37315
"Kelowna",2017-01-01,58900,51645,7255,37407
"Kelowna",2017-02-01,59001,51709,7293,37502
"Kelowna",2017-03-01,59099,51769,7330,37600
"Kelowna",2017-04-01,59193,51827,7367,37701
"Kelowna",2017-05-01,59282,51881,7401,37806
"Kelowna",2017-06-01,59364,51932,7432,37916
"Kelowna",2017-07-01,59440,51980,7460,38030
"Kelowna",2017-08-01,59508,52025,7483,38149
"Kelowna",2017-09-01,59570,52068,7502,38273
"Kelowna",2017-10-01,59626,52109,7516,38402
"Kelowna",2017-11-01,59678,52150,7528,38534
"Kelowna",2017-12-01,59726,52190,7536,38669
"Kelowna",2018-01-01,59774,52232,7542,38807
"Kelowna",2018-02-01,59820,52275,7546,38947
"Kelowna",2018-03-01,59868,52320,7548,39088
"Kelowna",2018-04-01,59917,52368,7549,39231
"Kelowna",2018-05-01,59970,52421,7549,39374
"Kelowna",2018-06-01,60027,52478,7550,39517
"Kelowna",2018-07-01,60090,52540,7550,39660
"Kelowna",2018-08-01,60160,52609,7551,39802
"Kelowna",2018-09-01,60237,52684,7553,39942
"Kelowna",2018-10-01,60323,52767,7556,40081
"Kelowna",2018-11-01,60418,52858,7560,40217
"Kelowna",2018-12-01,60523,52957,7566,40352
"Kelowna",2019-01-01,60639,53066,7573,40484
"Kelowna",2019-02-01,60767,53185,7582,40612
"Kelowna",2019-03-01,60907,53314,7593,40738
"Kelowna",2019-04-01,61061,53455,7606,40860
"Kelowna",2019-05-01,61229,53607,7622,40977
"Kelowna",2019-06-01,61412,53772,7639,41091
"Kelowna",2019-07-01,61610,53950,7660,41200
"Kelowna",2019-08-01,61825,54142,7683,41304
"Kelowna",2019-09-01,62057,54348,7710,41403
"Kelowna",2019-10-01,62308,54568,7740,41496
"Kelowna",2019-11-01,62577,54805,7773,41584
"Kelowna",2019-12-01,62867,55057,7809,41665
"Kelowna",2020-01-01,63177,55327,7850,41739
"Kelowna",2020-02-01,63508,55614,7894,41807
"Kelowna",2020-03-01,63861,55919,7942,41868
"Kelowna",2020-04-01,64237,56242,7995,41921
"Kelowna",2020-05-01,64638,56585,8052,41966
"Kelowna",2020-06-01,65062,56948,8114,42003
"Kelowna",2020-07-01,65512,57332,8181,42032
"Kelowna",2020-08-01,65989,57737,8252,42051
"Kelowna",2020-09-01,66492,58163,8329,42062
"Kelowna",2020-10-01,67023,58612,8411,42063
"Kelowna",2020-11-01,67583,59084,8499,42055
"Kelowna",2020-12-01,68172,59580,8592,42036
"Kelowna",2021-01-01,68791,60100,8692,42007
"Kelowna",2021-02-01,69442,60645,8797,41967
"Kelowna",2021-03-01,70124,61215,8909,41916
"Kelowna",2021-04-01,70839,61812,9027,41854
"Kelowna",2021-05-01,71587,62436,9152,41780
"Kelowna",2021-06-01,72370,63087,9283,41693
"Kelowna",2021-07-01,73187,63766,9422,41595
"Kelowna",2021-08-01,74041,64473,9567,41484
"Kelowna",2021-09-01,74931,65210,9720,41359
"Kelowna",2021-10-01,75858,65978,9881,41222
"Kelowna",2021-11-01,76824,66775,10049,41071
"Kelowna",2021-12-01,77829,67604,10225,40905
"Kitchener",2013-01-01,133958,113780,20155,69410
"Kitchener",2013-02-01,134534,114434,20082,69854
"Kitchener",2013-03-01,135052,115023,20016,70263
"Kitchener",2013-04-01,135515,115549,19957,70638
"Kitchener",2013-05-01,135928,116017,19905,70982
"Kitchener",2013-06-01,136291,116430,19859,71295
"Kitchener",2013-07-01,136610,116790,19820,71580
"Kitchener",2013-08-01,136886,117102,19787,71839
"Kitchener",2013-09-01,137124,117368,19760,72073
"Kitchener",2013-10-01,137326,117593,19739,72284
"Kitchener",2013-11-01,137495,117779,19724,72475
"Kitchener",2013-12-01,137634,117929,19713,72646
"Kitchener",2014-01-01,137746,118048,19708,72800
"Kitchener",2014-02-01,137836,118138,19708,72938
"Kitchener",2014-03-01,137905,118203,19712,73063
"Kitchener",2014-04-01,137957,118247,19721,73175
"Kitchener",2014-05-01,137994,118272,19733,73278
"Kitchener",2014-06-01,138021,118282,19750,73372
"Kitchener",2014-07-01,138040,118280,19770,73460
"Kitchener",2014-08-01,138055,118271,19794,73543
"Kitchener",2014-09-01,138072,118261,19820,73626
"Kitchener",2014-10-01,138099,118257,19849,73712
"Kitchener",2014-11-01,138143,118269,19881,73804
"Kitchener",2014-12-01,138210,118302,19913,73906
"Kitchener",2015-01-01,138308,118366,19947,74023
"Kitchener",2015-02-01,138445,118467,19982,74157
"Kitchener",2015-03-01,138627,118613,20017,74313
"Kitchener",2015-04-01,138861,118811,20052,74495
"Kitchener",2015-05-01,139155,119070,20086,74706
"Kitchener",2015-06-01,139515,119397,20119,74950
"Kitchener",2015-07-01,139950,119800,20150,75230
"Kitchener",2015-08-01,140462,120282,20179,75549
"Kitchener",2015-09-01,141042,120834,20208,75903
"Kitchener",2015-10-01,141678,121442,20235,76286
"Kitchener",2015-11-01,142355,122091,20262,76690
"Kitchener",2015-12-01,143061,122769,20290,77112
"Kitchener",2016-01-01,143783,123462,20320,77544
"Kitchener",2016-02-01,144508,124156,20351,77980
"Kitchener",2016-03-01,145223,124837,20385,78415
"Kitchener",2016-04-01,145914,125492,20422,78842
"Kitchener",2016-05-01,146570,126106,20463,79256
"Kitchener",2016-06-01,147176,126667,20509,79651
"Kitchener",2016-07-01,147720,127160,20560,80020
"Kitchener",2016-08-01,148192,127576,20617,80360
"Kitchener",2016-09-01,148597,127919,20678,80673
"Kitchener",2016-10-01,148943,128200,20743,80966
"Kitchener",2016-11-01,149237,128427,20811,81245
"Kitchener",2016-12-01,149488,128609,20880,81513
"Kitchener",2017-01-01,149704,128756,20949,81778
"Kitchener",2017-02-01,149892,128876,21017,82044
"Kitchener",2017-03-01,150061,128979,21083,82318
"Kitchener",2017-04-01,150218,129073,21145,82603
"Kitchener",2017-05-01,150372,129169,21203,82907
"Kitchener",2017-06-01,150530,129275,21255,83234
"Kitchener",2017-07-01,150700,129400,21300,83590
"Kitchener",2017-08-01,150889,129552,21337,83979
"Kitchener",2017-09-01,151096,129729,21368,84398
"Kitchener",2017-10-01,151320,129929,21391,84844
"Kitchener",2017-11-01,151558,130149,21409,85314
"Kitchener",2017-12-01,151809,130387,21422,85802
"Kitchener",2018-01-01,152070,130640,21430,86305
"Kitchener",2018-02-01,152339,130904,21435,86820
"Kitchener",2018-03-01,152614,131178,21437,87342
"Kitchener",2018-04-01,152894,131458,21436,87868
"Kitchener",2018-05-01,153176,131742,21435,88394
"Kitchener",2018-06-01,153459,132027,21432,88916
"Kitchener",2018-07-01,153740,132310,21430,89430
"Kitchener",2018-08-01,154018,132589,21429,89933
"Kitchener",2018-09-01,154292,132863,21428,90422
"Kitchener",2018-10-01,154562,133132,21430,90895
"Kitchener",2018-11-01,154829,133396,21433,91351
"Kitchener",2018-12-01,155092,133654,21438,91788
"Kitchener",2019-01-01,155351,133905,21446,92203
"Kitchener",2019-02-01,155607,134150,21457,92594
"Kitchener",2019-03-01,155859,134387,21472,92960
"Kitchener",2019-04-01,156107,134617,21490,93299
"Kitchener",2019-05-01,156352,134840,21512,93608
"Kitchener",2019-06-01,156593,135054,21539,93886
"Kitchener",2019-07-01,156830,135260,21570,94130
"Kitchener",2019-08-01,157064,135457,21607,94339
"Kitchener",2019-09-01,157293,135645,21649,94511
"Kitchener",2019-10-01,157519,135823,21696,94643
"Kitchener",2019-11-01,157742,135991,21750,94735
"Kitchener",2019-12-01,157960,136149,21811,94783
"Kitchener",2020-01-01,158175,136297,21879,94785
"Kitchener",2020-02-01,158387,136433,21954,94741
"Kitchener",2020-03-01,158594,136558,22036,94648
"Kitchener",2020-04-01,158798,136671,22127,94503
"Kitchener",2020-05-01,158998,136772,22226,94305
"Kitchener",2020-06-01,159194,136860,22333,94053
"Kitchener",2020-07-01,159386,136936,22450,93743
"Kitchener",2020-08-01,159575,136998,22576,93374
"Kitchener",2020-09-01,159759,137047,22712,92944
"Kitchener",2020-10-01,159940,137082,22858,92452
"Kitchener",2020-11-01,160118,137102,23015,91894
"Kitchener",2020-12-01,160291,137108,23182,91269
"Kitchener",2021-01-01,160461,137099,23361,90576
"Kitchener",2021-02-01,160627,137074,23551,89812
"Kitchener",2021-03-01,160789,137034,23754,88975
"Kitchener",2021-04-01,160947,136978,23968,88063
"Kitchener",2021-05-01,161101,136905,24196,87074
"Kitchener",2021-06-01,161252,136815,24436,86007
"Kitchener",2021-07-01,161398,136708,24690,84858
"Kitchener",2021-08-01,161541,136583,24957,83628
"Kitchener",2021-09-01,161680,136440,25239,82312
"Kitchener",2021-10-01,161815,136279,25535,80910
"Kitchener",2021-11-01,161946,136099,25846,79419
"Kitchener",2021-12-01,162074,135901,26172,77838
"London",2013-01-01,133020,110929,22105,79623
"London",2013-02-01,133002,111034,21979,79770
"London",2013-03-01,132992,111134,21867,79920
"London",2013-04-01,132990,111228,21769,80073
"London",2013-05-01,132996,111316,21683,80229
"London",2013-06-01,133009,111400,21611,80388
"London",2013-07-01,133030,111480,21550,80550
"London",2013-08-01,133058,111556,21501,80715
"London",2013-09-01,133093,111628,21462,80881
"London",2013-10-01,133134,111698,21434,81051
"London",2013-11-01,133183,111765,21415,81222
"London",2013-12-01,133238,111830,21405,81395
"London",2014-01-01,133300,111893,21404,81571
"London",2014-02-01,133368,111955,21410,81747
"London",2014-03-01,133443,112016,21424,81926
"London",2014-04-01,133523,112076,21444,82105
"London",2014-05-01,133610,112137,21471,82286
"London",2014-06-01,133702,112198,21503,82467
"London",2014-07-01,133800,112260,21540,82650
"London",2014-08-01,133903,112323,21581,82833
"London",2014-09-01,134012,112388,21625,83016
"London",2014-10-01,134124,112456,21671,83198
"London",2014-11-01,134239,112526,21717,83378
"London",2014-12-01,134357,112600,21762,83555
"London",2015-01-01,134476,112678,21804,83729
"London",2015-02-01,134596,112761,21843,83898
"London",2015-03-01,134716,112848,21876,84062
"London",2015-04-01,134835,112941,21903,84221
"London",2015-05-01,134953,113041,21922,84372
"London",2015-06-01,135068,113147,21931,84515
"London",2015-07-01,135180,113260,21930,84650
"London",2015-08-01,135289,113381,21917,84776
"London",2015-09-01,135396,113510,21895,84895
"London",2015-10-01,135504,113646,21866,85010
"London",2015-11-01,135615,113790,21832,85123
"London",2015-12-01,135732,113942,21797,85237
"London",2016-01-01,135858,114102,21762,85354
"London",2016-02-01,135995,114269,21731,85477
"London",2016-03-01,136145,114444,21705,85608
"London",2016-04-01,136311,114627,21687,85751
"London",2016-05-01,136496,114817,21681,85907
"London",2016-06-01,136701,115015,21687,86079
"London",2016-07-01,136930,115220,21710,86270
"London",2016-08-01,137183,115433,21750,86481
"London",2016-09-01,137459,115651,21806,86712
"London",2016-10-01,137751,115875,21875,86960
"London",2016-11-01,138056,116101,21954,87224
"London",2016-12-01,138371,116329,22040,87501
"London",2017-01-01,138690,116558,22131,87789
"London",2017-02-01,139009,116785,22223,88088
"London",2017-03-01,139324,117009,22314,88394
"London",2017-04-01,139631,117229,22401,88707
"London",2017-05-01,139925,117444,22481,89023
"London",2017-06-01,140203,117651,22552,89341
"London",2017-07-01,140460,117850,22610,89660
"London",2017-08-01,140693,118039,22654,89977
"London",2017-09-01,140902,118219,22684,90293
"London",2017-10-01,141092,118390,22702,90607
"London",2017-11-01,141263,118555,22709,90920
"London",2017-12-01,141419,118712,22707,91231
"London",2018-01-01,141561,118864,22698,91542
"London",2018-02-01,141692,119010,22682,91852
"London",2018-03-01,141815,119153,22663,92160
"London",2018-04-01,141932,119292,22640,92468
"London",2018-05-01,142045,119429,22616,92776
"London",2018-06-01,142157,119565,22592,93083
"London",2018-07-01,142270,119700,22570,93390
"London",2018-08-01,142386,119835,22551,93697
"London",2018-09-01,142507,119971,22536,94003
"London",2018-10-01,142633,120108,22526,94308
"London",2018-11-01,142767,120246,22520,94613
"London",2018-12-01,142907,120386,22521,94916
"London",2019-01-01,143057,120528,22529,95218
"London",2019-02-01,143217,120673,22543,95518
"London",2019-03-01,143387,120821,22566,95815
"London",2019-04-01,143570,120972,22597,96111
"London",2019-05-01,143765,121127,22638,96404
"London",2019-06-01,143975,121286,22689,96693
"London",2019-07-01,144200,121450,22750,96980
"London",2019-08-01,144441,121619,22823,97263
"London",2019-09-01,144700,121793,22907,97542
"London",2019-10-01,144977,121973,23004,97818
"London",2019-11-01,145273,122158,23115,98089
"London",2019-12-01,145590,122351,23240,98355
"London",2020-01-01,145929,122550,23379,98617
"London",2020-02-01,146290,122757,23534,98873
"London",2020-03-01,146675,122971,23704,99124
"London",2020-04-01,147085,123194,23892,99369
"London",2020-05-01,147520,123425,24096,99608
"London",2020-06-01,147983,123665,24319,99841
"London",2020-07-01,148473,123914,24561,100068
"London",2020-08-01,148993,124173,24822,100287
"London",2020-09-01,149543,124442,25102,100500
"London",2020-10-01,150123,124721,25404,100705
"London",2020-11-01,150737,125012,25727,100902
"London",2020-12-01,151383,125313,26072,101092
"London",2021-01-01,152064,125626,26440,101273
"London",2021-02-01,152780,125952,26831,101446
"London",2021-03-01,153533,126289,27247,101610
"London",2021-04-01,154323,126640,27687,101765
"London",2021-05-01,155152,127004,28152,101911
"London",2021-06-01,156021,127381,28644,102047
"London",2021-07-01,156930,127772,29162,102173
"London",2021-08-01,157881,128178,29708,102289
"London",2021-09-01,158875,128599,30282,102395
"London",2021-10-01,159913,129034,30884,102490
"London",2021-11-01,160996,129486,31516,102574
"London",2021-12-01,162126,129953,32179,102646
"Montreal",2013-01-01,1029710,874663,155032,789777
"Montreal",2013-02-01,1033853,879155,154687,792339
"Montreal",2013-03-01,1037568,883193,154366,794701
"Montreal",2013-04-01,1040877,886800,154071,796873
"Montreal",2013-05-01,1043801,889998,153800,798866
"Montreal",2013-06-01,1046362,892807,153553,800692
"Montreal",2013-07-01,1048580,895250,153330,802360
"Montreal",2013-08-01,1050477,897348,153130,803882
"Montreal",2013-09-01,1052075,899124,152953,805269
"Montreal",2013-10-01,1053394,900598,152798,806531
"Montreal",2013-11-01,1054455,901793,152665,807679
"Montreal",2013-12-01,1055281,902731,152554,808725
"Montreal",2014-01-01,1055892,903432,152464,809678
"Montreal",2014-02-01,1056310,903919,152394,810550
"Montreal",2014-03-01,1056555,904213,152345,811352
"Montreal",2014-04-01,1056649,904337,152315,812094
"Montreal",2014-05-01,1056614,904311,152305,812787
"Montreal",2014-06-01,1056471,904159,152313,813442
"Montreal",2014-07-01,1056240,903900,152340,814070
"Montreal",2014-08-01,1055947,903562,152385,814684
"Montreal",2014-09-01,1055634,903186,152446,815304
"Montreal",2014-10-01,1055345,902819,152523,815955
"Montreal",2014-11-01,1055126,902508,152613,816658
"Montreal",2014-12-01,1055022,902300,152716,817437
"Montreal",2015-01-01,1055078,902241,152830,818316
"Montreal",2015-02-01,1055338,902377,152954,819316
"Montreal",2015-03-01,1055850,902755,153086,820462
"Montreal",2015-04-01,1056656,903422,153225,821776
"Montreal",2015-05-01,1057803,904424,153370,823282
"Montreal",2015-06-01,1059336,905808,153519,825002
"Montreal",2015-07-01,1061300,907620,153670,826960
"Montreal",2015-08-01,1063720,909887,153824,829168
"Montreal",2015-09-01,1066542,912551,153982,831599
"Montreal",2015-10-01,1069691,915534,154148,834214
"Montreal",2015-11-01,1073094,918759,154326,836976
"Montreal",2015-12-01,1076675,922149,154519,839845
"Montreal",2016-01-01,1080361,925625,154731,842783
"Montreal",2016-02-01,1084077,929109,154963,845754
"Montreal",2016-03-01,1087749,932524,155221,848717
"Montreal",2016-04-01,1091303,935793,155507,851636
"Montreal",2016-05-01,1094664,938837,155825,854471
"Montreal",2016-06-01,1097757,941578,156178,857185
"Montreal",2016-07-01,1100510,943940,156570,859740
"Montreal",2016-08-01,1102867,945866,157002,862107
"Montreal",2016-09-01,1104853,947386,157467,864299
"Montreal",2016-10-01,1106513,948554,157960,866340
"Montreal",2016-11-01,1107891,949422,158471,868252
"Montreal",2016-12-01,1109034,950043,158992,870059
"Montreal",2017-01-01,1109985,950469,159517,871783
"Montreal",2017-02-01,1110789,950752,160038,873448
"Montreal",2017-03-01,1111491,950947,160546,875077
"Montreal",2017-04-01,1112137,951104,161034,876692
"Montreal",2017-05-01,1112770,951277,161494,878318
"Montreal",2017-06-01,1113436,951518,161919,879976
"Montreal",2017-07-01,1114180,951880,162300,881690
"Montreal",2017-08-01,1115036,952404,162632,883477
"Montreal",2017-09-01,1116000,953082,162917,885332
"Montreal",2017-10-01,1117057,953897,163159,887242
"Montreal",2017-11-01,1118192,954830,163362,889195
"Montreal",2017-12-01,1119391,955861,163529,891179
"Montreal",2018-01-01,1120639,956974,163665,893183
"Montreal",2018-02-01,1121922,958148,163773,895193
"Montreal",2018-03-01,1123224,959366,163858,897200
"Montreal",2018-04-01,1124532,960609,163923,899190
"Montreal",2018-05-01,1125830,961858,163973,901151
"Montreal",2018-06-01,1127105,963094,164010,903072
"Montreal",2018-07-01,1128340,964300,164040,904940
"Montreal",2018-08-01,1129524,965459,164065,906745
"Montreal",2018-09-01,1130652,966564,164088,908481
"Montreal",2018-10-01,1131721,967610,164111,910143
"Montreal",2018-11-01,1132729,968595,164134,911725
"Montreal",2018-12-01,1133672,969512,164160,913224
"Montreal",2019-01-01,1134548,970359,164189,914633
"Montreal",2019-02-01,1135354,971130,164224,915948
"Montreal",2019-03-01,1136087,971821,164267,917164
"Montreal",2019-04-01,1136745,972428,164318,918276
"Montreal",2019-05-01,1137325,972946,164379,919280
"Montreal",2019-06-01,1137824,973372,164453,920169
