"GEO","Date","cpl_nokid","cpl_child","cpl_kids"
"Victoria",2018-05-01,52957,17239,20948
"Victoria",2018-06-01,53010,17270,20985
"Victoria",2018-07-01,53070,17300,21020
"Victoria",2018-08-01,53138,17329,21054
"Victoria",2018-09-01,53215,17357,21086
"Victoria",2018-10-01,53301,17383,21116
"Victoria",2018-11-01,53398,17408,21144
"Victoria",2018-12-01,53507,17431,21170
"Victoria",2019-01-01,53628,17451,21193
"Victoria",2019-02-01,53762,17470,21213
"Victoria",2019-03-01,53910,17486,21231
"Victoria",2019-04-01,54073,17499,21246
"Victoria",2019-05-01,54252,17509,21257
"Victoria",2019-06-01,54447,17516,21265
"Victoria",2019-07-01,54660,17520,21270
"Victoria",2019-08-01,54891,17520,21271
"Victoria",2019-09-01,55141,17516,21268
"Victoria",2019-10-01,55411,17509,21260
"Victoria",2019-11-01,55701,17497,21249
"Victoria",2019-12-01,56014,17480,21233
"Victoria",2020-01-01,56348,17459,21212
"Victoria",2020-02-01,56706,17433,21187
"Victoria",2020-03-01,57089,17402,21157
"Victoria",2020-04-01,57496,17366,21121
"Victoria",2020-05-01,57929,17324,21080
"Victoria",2020-06-01,58388,17277,21034
"Victoria",2020-07-01,58876,17223,20981
"Victoria",2020-08-01,59391,17164,20923
"Victoria",2020-09-01,59936,17098,20859
"Victoria",2020-10-01,60511,17025,20789
"Victoria",2020-11-01,61117,16946,20712
"Victoria",2020-12-01,61754,16859,20628
"Victoria",2021-01-01,62424,16766,20538
"Victoria",2021-02-01,63128,16664,20441
"Victoria",2021-03-01,63866,16556,20337
"Victoria",2021-04-01,64639,16439,20225
"Victoria",2021-05-01,65448,16314,20106
"Victoria",2021-06-01,66294,16181,19979
"Victoria",2021-07-01,67177,16040,19844
"Victoria",2021-08-01,68099,15890,19701
"Victoria",2021-09-01,69060,15730,19550
"Victoria",2021-10-01,70062,15562,19391
"Victoria",2021-11-01,71104,15384,19223
"Victoria",2021-12-01,72189,15197,19046
"Windsor",2013-01-01,34435,15753,25018
"Windsor",2013-02-01,34452,15792,25020
"Windsor",2013-03-01,34471,15825,25023
"Windsor",2013-04-01,34494,15853,25025
"Windsor",2013-05-01,34520,15877,25027
"Windsor",2013-06-01,34548,15895,25028
"Windsor",2013-07-01,34580,15910,25030
"Windsor",2013-08-01,34614,15920,25031
"Windsor",2013-09-01,34651,15927,25033
"Windsor",2013-10-01,34691,15930,25034
"Windsor",2013-11-01,34733,15930,25036
"Windsor",2013-12-01,34778,15926,25038
"Windsor",2014-01-01,34824,15919,25040
"Windsor",2014-02-01,34874,15910,25042
"Windsor",2014-03-01,34925,15898,25045
"Windsor",2014-04-01,34978,15884,25048
"Windsor",2014-05-01,35034,15868,25051
"Windsor",2014-06-01,35091,15850,25055
"Windsor",2014-07-01,35150,15830,25060
"Windsor",2014-08-01,35211,15809,25065
"Windsor",2014-09-01,35273,15787,25071
"Windsor",2014-10-01,35337,15765,25079
"Windsor",2014-11-01,35402,15742,25087
"Windsor",2014-12-01,35468,15720,25098
"Windsor",2015-01-01,35536,15699,25110
"Windsor",2015-02-01,35603,15680,25125
"Windsor",2015-03-01,35672,15662,25142
"Windsor",2015-04-01,35741,15647,25161
"Windsor",2015-05-01,35811,15635,25184
"Windsor",2015-06-01,35880,15625,25210
"Windsor",2015-07-01,35950,15620,25240
"Windsor",2015-08-01,36020,15619,25273
"Windsor",2015-09-01,36089,15621,25310
"Windsor",2015-10-01,36159,15626,25348
"Windsor",2015-11-01,36230,15633,25388
"Windsor",2015-12-01,36300,15641,25429
"Windsor",2016-01-01,36372,15649,25470
"Windsor",2016-02-01,36445,15658,25510
"Windsor",2016-03-01,36519,15665,25548
"Windsor",2016-04-01,36594,15671,25584
"Windsor",2016-05-01,36671,15674,25617
"Windsor",2016-06-01,36750,15674,25646
"Windsor",2016-07-01,36830,15670,25670
"Windsor",2016-08-01,36912,15662,25689
"Windsor",2016-09-01,36996,15649,25703
"Windsor",2016-10-01,37079,15632,25712
"Windsor",2016-11-01,37161,15613,25717
"Windsor",2016-12-01,37241,15590,25717
"Windsor",2017-01-01,37318,15566,25714
"Windsor",2017-02-01,37391,15540,25707
"Windsor",2017-03-01,37458,15512,25697
"Windsor",2017-04-01,37518,15484,25684
"Windsor",2017-05-01,37571,15456,25668
"Windsor",2017-06-01,37615,15427,25650
"Windsor",2017-07-01,37650,15400,25630
"Windsor",2017-08-01,37674,15374,25608
"Windsor",2017-09-01,37689,15349,25586
"Windsor",2017-10-01,37696,15326,25562
"Windsor",2017-11-01,37695,15304,25538
"Windsor",2017-12-01,37689,15283,25513
"Windsor",2018-01-01,37679,15264,25489
"Windsor",2018-02-01,37666,15247,25465
"Windsor",2018-03-01,37651,15232,25443
"Windsor",2018-04-01,37636,15219,25422
"Windsor",2018-05-01,37621,15207,25402
"Windsor",2018-06-01,37609,15198,25385
"Windsor",2018-07-01,37600,15190,25370
"Windsor",2018-08-01,37596,15185,25358
"Windsor",2018-09-01,37597,15182,25349
"Windsor",2018-10-01,37605,15181,25344
"Windsor",2018-11-01,37620,15183,25343
"Windsor",2018-12-01,37643,15187,25346
"Windsor",2019-01-01,37675,15195,25354
"Windsor",2019-02-01,37717,15206,25367
"Windsor",2019-03-01,37769,15219,25385
"Windsor",2019-04-01,37833,15237,25409
"Windsor",2019-05-01,37909,15257,25440
"Windsor",2019-06-01,37997,15282,25476
"Windsor",2019-07-01,38100,15310,25520
"Windsor",2019-08-01,38217,15342,25571
"Windsor",2019-09-01,38350,15379,25629
"Windsor",2019-10-01,38499,15419,25696
"Windsor",2019-11-01,38665,15465,25771
"Windsor",2019-12-01,38849,15514,25854
"Windsor",2020-01-01,39051,15569,25947
"Windsor",2020-02-01,39273,15628,26049
"Windsor",2020-03-01,39516,15693,26161
"Windsor",2020-04-01,39780,15763,26283
"Windsor",2020-05-01,40065,15838,26415
"Windsor",2020-06-01,40374,15919,26559
"Windsor",2020-07-01,40706,16005,26714
"Windsor",2020-08-01,41063,16098,26880
"Windsor",2020-09-01,41445,16196,27058
"Windsor",2020-10-01,41854,16301,27249
"Windsor",2020-11-01,42289,16412,27452
"Windsor",2020-12-01,42752,16529,27669
"Windsor",2021-01-01,43243,16653,27899
"Windsor",2021-02-01,43764,16784,28142
"Windsor",2021-03-01,44316,16922,28400
"Windsor",2021-04-01,44898,17067,28673
"Windsor",2021-05-01,45512,17219,28960
"Windsor",2021-06-01,46159,17379,29262
"Windsor",2021-07-01,46839,17546,29581
"Windsor",2021-08-01,47554,17721,29915
"Windsor",2021-09-01,48304,17904,30265
"Windsor",2021-10-01,49090,18095,30633
"Windsor",2021-11-01,49913,18294,31017
"Windsor",2021-12-01,50773,18502,31419
