"Date","GEO","VALUE","val_norm","Components","Unit of measure"
2017-08-01,"Canada",2.78,0.0278,"UnMort_fix5","Interest rate (percentage)"
2017-08-01,"Canada",21551,2.1551e+10,"Credit_rate","Dollars (in millions)"
2017-08-01,"Canada",5.04,0.0504,"Credit_rate","Interest rate (percentage)"
2017-09-01,"Canada",8191,8.191e+09,"InMort_total","Dollars (in millions)"
2017-09-01,"Canada",3.12,0.0312,"InMort_total","Interest rate (percentage)"
2017-09-01,"Canada",940,9.4e+08,"InMort_var","Dollars (in millions)"
2017-09-01,"Canada",2.99,0.0299,"InMort_var","Interest rate (percentage)"
2017-09-01,"Canada",627,6.27e+08,"InMort_fix0_1","Dollars (in millions)"
2017-09-01,"Canada",5.56,0.0556,"InMort_fix0_1","Interest rate (percentage)"
2017-09-01,"Canada",1859,1.859e+09,"InMort_fix1_3","Dollars (in millions)"
2017-09-01,"Canada",2.89,0.0289,"InMort_fix1_3","Interest rate (percentage)"
2017-09-01,"Canada",1658,1.658e+09,"InMort_fix3_5","Dollars (in millions)"
2017-09-01,"Canada",2.87,0.0287,"InMort_fix3_5","Interest rate (percentage)"
2017-09-01,"Canada",3108,3.108e+09,"InMort_fix5","Dollars (in millions)"
2017-09-01,"Canada",2.93,0.0293,"InMort_fix5","Interest rate (percentage)"
2017-09-01,"Canada",22739,2.2739e+10,"UnMort_total","Dollars (in millions)"
2017-09-01,"Canada",2.99,0.0299,"UnMort_total","Interest rate (percentage)"
2017-09-01,"Canada",3707,3.707e+09,"UnMort_var","Dollars (in millions)"
2017-09-01,"Canada",2.97,0.0297,"UnMort_var","Interest rate (percentage)"
2017-09-01,"Canada",802,8.02e+08,"UnMort_fix0_1","Dollars (in millions)"
2017-09-01,"Canada",4.75,0.0475,"UnMort_fix0_1","Interest rate (percentage)"
2017-09-01,"Canada",5042,5.042e+09,"UnMort_fix1_3","Dollars (in millions)"
2017-09-01,"Canada",2.94,0.0294,"UnMort_fix1_3","Interest rate (percentage)"
2017-09-01,"Canada",4353,4.353e+09,"UnMort_fix3_5","Dollars (in millions)"
2017-09-01,"Canada",2.82,0.0282,"UnMort_fix3_5","Interest rate (percentage)"
2017-09-01,"Canada",8835,8.835e+09,"UnMort_fix5","Dollars (in millions)"
2017-09-01,"Canada",2.95,0.0295,"UnMort_fix5","Interest rate (percentage)"
2017-09-01,"Canada",19000,1.9e+10,"Credit_rate","Dollars (in millions)"
2017-09-01,"Canada",5.38,0.0538,"Credit_rate","Interest rate (percentage)"
2017-10-01,"Canada",8219,8.219e+09,"InMort_total","Dollars (in millions)"
2017-10-01,"Canada",3.2,0.032,"InMort_total","Interest rate (percentage)"
2017-10-01,"Canada",803,8.03e+08,"InMort_var","Dollars (in millions)"
2017-10-01,"Canada",3.05,0.0305,"InMort_var","Interest rate (percentage)"
2017-10-01,"Canada",618,6.18e+08,"InMort_fix0_1","Dollars (in millions)"
2017-10-01,"Canada",5.54,0.0554,"InMort_fix0_1","Interest rate (percentage)"
2017-10-01,"Canada",2013,2.013e+09,"InMort_fix1_3","Dollars (in millions)"
2017-10-01,"Canada",2.95,0.0295,"InMort_fix1_3","Interest rate (percentage)"
2017-10-01,"Canada",1704,1.704e+09,"InMort_fix3_5","Dollars (in millions)"
2017-10-01,"Canada",2.98,0.0298,"InMort_fix3_5","Interest rate (percentage)"
2017-10-01,"Canada",3081,3.081e+09,"InMort_fix5","Dollars (in millions)"
2017-10-01,"Canada",3.06,0.0306,"InMort_fix5","Interest rate (percentage)"
2017-10-01,"Canada",22172,2.2172e+10,"UnMort_total","Dollars (in millions)"
2017-10-01,"Canada",3.09,0.0309,"UnMort_total","Interest rate (percentage)"
2017-10-01,"Canada",3259,3.259e+09,"UnMort_var","Dollars (in millions)"
2017-10-01,"Canada",3.02,0.0302,"UnMort_var","Interest rate (percentage)"
2017-10-01,"Canada",859,8.59e+08,"UnMort_fix0_1","Dollars (in millions)"
2017-10-01,"Canada",4.74,0.0474,"UnMort_fix0_1","Interest rate (percentage)"
2017-10-01,"Canada",5140,5.14e+09,"UnMort_fix1_3","Dollars (in millions)"
2017-10-01,"Canada",3.02,0.0302,"UnMort_fix1_3","Interest rate (percentage)"
2017-10-01,"Canada",4428,4.428e+09,"UnMort_fix3_5","Dollars (in millions)"
2017-10-01,"Canada",2.94,0.0294,"UnMort_fix3_5","Interest rate (percentage)"
2017-10-01,"Canada",8486,8.486e+09,"UnMort_fix5","Dollars (in millions)"
2017-10-01,"Canada",3.08,0.0308,"UnMort_fix5","Interest rate (percentage)"
2017-10-01,"Canada",18967,1.8967e+10,"Credit_rate","Dollars (in millions)"
2017-10-01,"Canada",5.33,0.0533,"Credit_rate","Interest rate (percentage)"
2017-11-01,"Canada",7107,7.107e+09,"InMort_total","Dollars (in millions)"
2017-11-01,"Canada",3.32,0.0332,"InMort_total","Interest rate (percentage)"
2017-11-01,"Canada",943,9.43e+08,"InMort_var","Dollars (in millions)"
2017-11-01,"Canada",2.97,0.0297,"InMort_var","Interest rate (percentage)"
2017-11-01,"Canada",593,5.93e+08,"InMort_fix0_1","Dollars (in millions)"
2017-11-01,"Canada",5.57,0.0557,"InMort_fix0_1","Interest rate (percentage)"
2017-11-01,"Canada",1666,1.666e+09,"InMort_fix1_3","Dollars (in millions)"
2017-11-01,"Canada",3.1,0.031,"InMort_fix1_3","Interest rate (percentage)"
2017-11-01,"Canada",1247,1.247e+09,"InMort_fix3_5","Dollars (in millions)"
2017-11-01,"Canada",3.11,0.0311,"InMort_fix3_5","Interest rate (percentage)"
2017-11-01,"Canada",2657,2.657e+09,"InMort_fix5","Dollars (in millions)"
2017-11-01,"Canada",3.19,0.0319,"InMort_fix5","Interest rate (percentage)"
2017-11-01,"Canada",20067,2.0067e+10,"UnMort_total","Dollars (in millions)"
2017-11-01,"Canada",3.19,0.0319,"UnMort_total","Interest rate (percentage)"
2017-11-01,"Canada",3763,3.763e+09,"UnMort_var","Dollars (in millions)"
2017-11-01,"Canada",2.98,0.0298,"UnMort_var","Interest rate (percentage)"
2017-11-01,"Canada",815,8.15e+08,"UnMort_fix0_1","Dollars (in millions)"
2017-11-01,"Canada",4.81,0.0481,"UnMort_fix0_1","Interest rate (percentage)"
2017-11-01,"Canada",4434,4.434e+09,"UnMort_fix1_3","Dollars (in millions)"
2017-11-01,"Canada",3.11,0.0311,"UnMort_fix1_3","Interest rate (percentage)"
2017-11-01,"Canada",3384,3.384e+09,"UnMort_fix3_5","Dollars (in millions)"
2017-11-01,"Canada",3.07,0.0307,"UnMort_fix3_5","Interest rate (percentage)"
2017-11-01,"Canada",7672,7.672e+09,"UnMort_fix5","Dollars (in millions)"
2017-11-01,"Canada",3.22,0.0322,"UnMort_fix5","Interest rate (percentage)"
2017-11-01,"Canada",18340,1.834e+10,"Credit_rate","Dollars (in millions)"
2017-11-01,"Canada",5.39,0.0539,"Credit_rate","Interest rate (percentage)"
2017-12-01,"Canada",6526,6.526e+09,"InMort_total","Dollars (in millions)"
2017-12-01,"Canada",3.32,0.0332,"InMort_total","Interest rate (percentage)"
2017-12-01,"Canada",998,9.98e+08,"InMort_var","Dollars (in millions)"
2017-12-01,"Canada",2.93,0.0293,"InMort_var","Interest rate (percentage)"
2017-12-01,"Canada",564,5.64e+08,"InMort_fix0_1","Dollars (in millions)"
2017-12-01,"Canada",5.5,0.055,"InMort_fix0_1","Interest rate (percentage)"
2017-12-01,"Canada",1464,1.464e+09,"InMort_fix1_3","Dollars (in millions)"
2017-12-01,"Canada",3.13,0.0313,"InMort_fix1_3","Interest rate (percentage)"
2017-12-01,"Canada",998,9.98e+08,"InMort_fix3_5","Dollars (in millions)"
2017-12-01,"Canada",3.14,0.0314,"InMort_fix3_5","Interest rate (percentage)"
2017-12-01,"Canada",2501,2.501e+09,"InMort_fix5","Dollars (in millions)"
2017-12-01,"Canada",3.19,0.0319,"InMort_fix5","Interest rate (percentage)"
2017-12-01,"Canada",18286,1.8286e+10,"UnMort_total","Dollars (in millions)"
2017-12-01,"Canada",3.23,0.0323,"UnMort_total","Interest rate (percentage)"
2017-12-01,"Canada",3789,3.789e+09,"UnMort_var","Dollars (in millions)"
2017-12-01,"Canada",2.93,0.0293,"UnMort_var","Interest rate (percentage)"
2017-12-01,"Canada",827,8.27e+08,"UnMort_fix0_1","Dollars (in millions)"
2017-12-01,"Canada",4.89,0.0489,"UnMort_fix0_1","Interest rate (percentage)"
2017-12-01,"Canada",3853,3.853e+09,"UnMort_fix1_3","Dollars (in millions)"
2017-12-01,"Canada",3.16,0.0316,"UnMort_fix1_3","Interest rate (percentage)"
2017-12-01,"Canada",2945,2.945e+09,"UnMort_fix3_5","Dollars (in millions)"
2017-12-01,"Canada",3.11,0.0311,"UnMort_fix3_5","Interest rate (percentage)"
2017-12-01,"Canada",6872,6.872e+09,"UnMort_fix5","Dollars (in millions)"
2017-12-01,"Canada",3.29,0.0329,"UnMort_fix5","Interest rate (percentage)"
2017-12-01,"Canada",17511,1.7511e+10,"Credit_rate","Dollars (in millions)"
2017-12-01,"Canada",5.59,0.0559,"Credit_rate","Interest rate (percentage)"
2018-01-01,"Canada",7230,7.23e+09,"InMort_total","Dollars (in millions)"
2018-01-01,"Canada",3.37,0.0337,"InMort_total","Interest rate (percentage)"
2018-01-01,"Canada",898,8.98e+08,"InMort_var","Dollars (in millions)"
2018-01-01,"Canada",3.13,0.0313,"InMort_var","Interest rate (percentage)"
2018-01-01,"Canada",541,5.41e+08,"InMort_fix0_1","Dollars (in millions)"
2018-01-01,"Canada",5.67,0.0567,"InMort_fix0_1","Interest rate (percentage)"
2018-01-01,"Canada",1730,1.73e+09,"InMort_fix1_3","Dollars (in millions)"
2018-01-01,"Canada",3.11,0.0311,"InMort_fix1_3","Interest rate (percentage)"
2018-01-01,"Canada",1270,1.27e+09,"InMort_fix3_5","Dollars (in millions)"
2018-01-01,"Canada",3.2,0.032,"InMort_fix3_5","Interest rate (percentage)"
2018-01-01,"Canada",2791,2.791e+09,"InMort_fix5","Dollars (in millions)"
2018-01-01,"Canada",3.25,0.0325,"InMort_fix5","Interest rate (percentage)"
2018-01-01,"Canada",19752,1.9752e+10,"UnMort_total","Dollars (in millions)"
2018-01-01,"Canada",3.29,0.0329,"UnMort_total","Interest rate (percentage)"
2018-01-01,"Canada",3702,3.702e+09,"UnMort_var","Dollars (in millions)"
2018-01-01,"Canada",3.16,0.0316,"UnMort_var","Interest rate (percentage)"
2018-01-01,"Canada",717,7.17e+08,"UnMort_fix0_1","Dollars (in millions)"
2018-01-01,"Canada",5.11,0.0511,"UnMort_fix0_1","Interest rate (percentage)"
2018-01-01,"Canada",4658,4.658e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-01-01,"Canada",3.15,0.0315,"UnMort_fix1_3","Interest rate (percentage)"
2018-01-01,"Canada",3523,3.523e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-01-01,"Canada",3.18,0.0318,"UnMort_fix3_5","Interest rate (percentage)"
2018-01-01,"Canada",7153,7.153e+09,"UnMort_fix5","Dollars (in millions)"
2018-01-01,"Canada",3.33,0.0333,"UnMort_fix5","Interest rate (percentage)"
2018-01-01,"Canada",17162,1.7162e+10,"Credit_rate","Dollars (in millions)"
2018-01-01,"Canada",5.67,0.0567,"Credit_rate","Interest rate (percentage)"
2018-02-01,"Canada",8132,8.132e+09,"InMort_total","Dollars (in millions)"
2018-02-01,"Canada",3.42,0.0342,"InMort_total","Interest rate (percentage)"
2018-02-01,"Canada",821,8.21e+08,"InMort_var","Dollars (in millions)"
2018-02-01,"Canada",3.23,0.0323,"InMort_var","Interest rate (percentage)"
2018-02-01,"Canada",561,5.61e+08,"InMort_fix0_1","Dollars (in millions)"
2018-02-01,"Canada",5.8,0.058,"InMort_fix0_1","Interest rate (percentage)"
2018-02-01,"Canada",1969,1.969e+09,"InMort_fix1_3","Dollars (in millions)"
2018-02-01,"Canada",3.11,0.0311,"InMort_fix1_3","Interest rate (percentage)"
2018-02-01,"Canada",1487,1.487e+09,"InMort_fix3_5","Dollars (in millions)"
2018-02-01,"Canada",3.25,0.0325,"InMort_fix3_5","Interest rate (percentage)"
2018-02-01,"Canada",3295,3.295e+09,"InMort_fix5","Dollars (in millions)"
2018-02-01,"Canada",3.32,0.0332,"InMort_fix5","Interest rate (percentage)"
2018-02-01,"Canada",17766,1.7766e+10,"UnMort_total","Dollars (in millions)"
2018-02-01,"Canada",3.35,0.0335,"UnMort_total","Interest rate (percentage)"
2018-02-01,"Canada",3095,3.095e+09,"UnMort_var","Dollars (in millions)"
2018-02-01,"Canada",3.21,0.0321,"UnMort_var","Interest rate (percentage)"
2018-02-01,"Canada",728,7.28e+08,"UnMort_fix0_1","Dollars (in millions)"
2018-02-01,"Canada",5.29,0.0529,"UnMort_fix0_1","Interest rate (percentage)"
2018-02-01,"Canada",4155,4.155e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-02-01,"Canada",3.19,0.0319,"UnMort_fix1_3","Interest rate (percentage)"
2018-02-01,"Canada",3523,3.523e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-02-01,"Canada",3.23,0.0323,"UnMort_fix3_5","Interest rate (percentage)"
2018-02-01,"Canada",6265,6.265e+09,"UnMort_fix5","Dollars (in millions)"
2018-02-01,"Canada",3.38,0.0338,"UnMort_fix5","Interest rate (percentage)"
2018-02-01,"Canada",16400,1.64e+10,"Credit_rate","Dollars (in millions)"
2018-02-01,"Canada",5.72,0.0572,"Credit_rate","Interest rate (percentage)"
2018-03-01,"Canada",7880,7.88e+09,"InMort_total","Dollars (in millions)"
2018-03-01,"Canada",3.51,0.0351,"InMort_total","Interest rate (percentage)"
2018-03-01,"Canada",895,8.95e+08,"InMort_var","Dollars (in millions)"
2018-03-01,"Canada",3.28,0.0328,"InMort_var","Interest rate (percentage)"
2018-03-01,"Canada",649,6.49e+08,"InMort_fix0_1","Dollars (in millions)"
2018-03-01,"Canada",5.94,0.0594,"InMort_fix0_1","Interest rate (percentage)"
2018-03-01,"Canada",1745,1.745e+09,"InMort_fix1_3","Dollars (in millions)"
2018-03-01,"Canada",3.2,0.032,"InMort_fix1_3","Interest rate (percentage)"
2018-03-01,"Canada",1396,1.396e+09,"InMort_fix3_5","Dollars (in millions)"
2018-03-01,"Canada",3.29,0.0329,"InMort_fix3_5","Interest rate (percentage)"
2018-03-01,"Canada",3194,3.194e+09,"InMort_fix5","Dollars (in millions)"
2018-03-01,"Canada",3.33,0.0333,"InMort_fix5","Interest rate (percentage)"
2018-03-01,"Canada",17839,1.7839e+10,"UnMort_total","Dollars (in millions)"
2018-03-01,"Canada",3.4,0.034,"UnMort_total","Interest rate (percentage)"
2018-03-01,"Canada",3451,3.451e+09,"UnMort_var","Dollars (in millions)"
2018-03-01,"Canada",3.2,0.032,"UnMort_var","Interest rate (percentage)"
2018-03-01,"Canada",846,8.46e+08,"UnMort_fix0_1","Dollars (in millions)"
2018-03-01,"Canada",5.35,0.0535,"UnMort_fix0_1","Interest rate (percentage)"
2018-03-01,"Canada",4216,4.216e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-03-01,"Canada",3.26,0.0326,"UnMort_fix1_3","Interest rate (percentage)"
2018-03-01,"Canada",3561,3.561e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-03-01,"Canada",3.28,0.0328,"UnMort_fix3_5","Interest rate (percentage)"
2018-03-01,"Canada",5766,5.766e+09,"UnMort_fix5","Dollars (in millions)"
2018-03-01,"Canada",3.41,0.0341,"UnMort_fix5","Interest rate (percentage)"
2018-03-01,"Canada",17185,1.7185e+10,"Credit_rate","Dollars (in millions)"
2018-03-01,"Canada",5.71,0.0571,"Credit_rate","Interest rate (percentage)"
2018-04-01,"Canada",8728,8.728e+09,"InMort_total","Dollars (in millions)"
2018-04-01,"Canada",3.55,0.0355,"InMort_total","Interest rate (percentage)"
2018-04-01,"Canada",1231,1.231e+09,"InMort_var","Dollars (in millions)"
2018-04-01,"Canada",3.21,0.0321,"InMort_var","Interest rate (percentage)"
2018-04-01,"Canada",799,7.99e+08,"InMort_fix0_1","Dollars (in millions)"
2018-04-01,"Canada",5.97,0.0597,"InMort_fix0_1","Interest rate (percentage)"
2018-04-01,"Canada",1965,1.965e+09,"InMort_fix1_3","Dollars (in millions)"
2018-04-01,"Canada",3.28,0.0328,"InMort_fix1_3","Interest rate (percentage)"
2018-04-01,"Canada",1378,1.378e+09,"InMort_fix3_5","Dollars (in millions)"
2018-04-01,"Canada",3.28,0.0328,"InMort_fix3_5","Interest rate (percentage)"
2018-04-01,"Canada",3355,3.355e+09,"InMort_fix5","Dollars (in millions)"
2018-04-01,"Canada",3.36,0.0336,"InMort_fix5","Interest rate (percentage)"
2018-04-01,"Canada",19845,1.9845e+10,"UnMort_total","Dollars (in millions)"
2018-04-01,"Canada",3.4,0.034,"UnMort_total","Interest rate (percentage)"
2018-04-01,"Canada",4630,4.63e+09,"UnMort_var","Dollars (in millions)"
2018-04-01,"Canada",3.13,0.0313,"UnMort_var","Interest rate (percentage)"
2018-04-01,"Canada",1020,1.02e+09,"UnMort_fix0_1","Dollars (in millions)"
2018-04-01,"Canada",5.49,0.0549,"UnMort_fix0_1","Interest rate (percentage)"
2018-04-01,"Canada",4716,4.716e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-04-01,"Canada",3.29,0.0329,"UnMort_fix1_3","Interest rate (percentage)"
2018-04-01,"Canada",3642,3.642e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-04-01,"Canada",3.28,0.0328,"UnMort_fix3_5","Interest rate (percentage)"
2018-04-01,"Canada",5837,5.837e+09,"UnMort_fix5","Dollars (in millions)"
2018-04-01,"Canada",3.43,0.0343,"UnMort_fix5","Interest rate (percentage)"
2018-04-01,"Canada",19563,1.9563e+10,"Credit_rate","Dollars (in millions)"
2018-04-01,"Canada",5.55,0.0555,"Credit_rate","Interest rate (percentage)"
2018-05-01,"Canada",11461,1.1461e+10,"InMort_total","Dollars (in millions)"
2018-05-01,"Canada",3.47,0.0347,"InMort_total","Interest rate (percentage)"
2018-05-01,"Canada",2163,2.163e+09,"InMort_var","Dollars (in millions)"
2018-05-01,"Canada",2.97,0.0297,"InMort_var","Interest rate (percentage)"
2018-05-01,"Canada",911,9.11e+08,"InMort_fix0_1","Dollars (in millions)"
2018-05-01,"Canada",5.92,0.0592,"InMort_fix0_1","Interest rate (percentage)"
2018-05-01,"Canada",2214,2.214e+09,"InMort_fix1_3","Dollars (in millions)"
2018-05-01,"Canada",3.27,0.0327,"InMort_fix1_3","Interest rate (percentage)"
2018-05-01,"Canada",1741,1.741e+09,"InMort_fix3_5","Dollars (in millions)"
2018-05-01,"Canada",3.32,0.0332,"InMort_fix3_5","Interest rate (percentage)"
2018-05-01,"Canada",4432,4.432e+09,"InMort_fix5","Dollars (in millions)"
2018-05-01,"Canada",3.37,0.0337,"InMort_fix5","Interest rate (percentage)"
2018-05-01,"Canada",25468,2.5468e+10,"UnMort_total","Dollars (in millions)"
2018-05-01,"Canada",3.34,0.0334,"UnMort_total","Interest rate (percentage)"
2018-05-01,"Canada",7429,7.429e+09,"UnMort_var","Dollars (in millions)"
2018-05-01,"Canada",2.94,0.0294,"UnMort_var","Interest rate (percentage)"
2018-05-01,"Canada",1144,1.144e+09,"UnMort_fix0_1","Dollars (in millions)"
2018-05-01,"Canada",5.5,0.055,"UnMort_fix0_1","Interest rate (percentage)"
2018-05-01,"Canada",5876,5.876e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-05-01,"Canada",3.3,0.033,"UnMort_fix1_3","Interest rate (percentage)"
2018-05-01,"Canada",4318,4.318e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-05-01,"Canada",3.3,0.033,"UnMort_fix3_5","Interest rate (percentage)"
2018-05-01,"Canada",6701,6.701e+09,"UnMort_fix5","Dollars (in millions)"
2018-05-01,"Canada",3.47,0.0347,"UnMort_fix5","Interest rate (percentage)"
2018-05-01,"Canada",21165,2.1165e+10,"Credit_rate","Dollars (in millions)"
2018-05-01,"Canada",5.43,0.0543,"Credit_rate","Interest rate (percentage)"
2018-06-01,"Canada",12532,1.2532e+10,"InMort_total","Dollars (in millions)"
2018-06-01,"Canada",3.35,0.0335,"InMort_total","Interest rate (percentage)"
2018-06-01,"Canada",4412,4.412e+09,"InMort_var","Dollars (in millions)"
2018-06-01,"Canada",2.7,0.027,"InMort_var","Interest rate (percentage)"
2018-06-01,"Canada",980,9.8e+08,"InMort_fix0_1","Dollars (in millions)"
2018-06-01,"Canada",6,0.06,"InMort_fix0_1","Interest rate (percentage)"
2018-06-01,"Canada",1734,1.734e+09,"InMort_fix1_3","Dollars (in millions)"
2018-06-01,"Canada",3.38,0.0338,"InMort_fix1_3","Interest rate (percentage)"
2018-06-01,"Canada",1391,1.391e+09,"InMort_fix3_5","Dollars (in millions)"
2018-06-01,"Canada",3.34,0.0334,"InMort_fix3_5","Interest rate (percentage)"
2018-06-01,"Canada",4014,4.014e+09,"InMort_fix5","Dollars (in millions)"
2018-06-01,"Canada",3.4,0.034,"InMort_fix5","Interest rate (percentage)"
2018-06-01,"Canada",27796,2.7796e+10,"UnMort_total","Dollars (in millions)"
2018-06-01,"Canada",3.18,0.0318,"UnMort_total","Interest rate (percentage)"
2018-06-01,"Canada",13370,1.337e+10,"UnMort_var","Dollars (in millions)"
2018-06-01,"Canada",2.69,0.0269,"UnMort_var","Interest rate (percentage)"
2018-06-01,"Canada",1342,1.342e+09,"UnMort_fix0_1","Dollars (in millions)"
2018-06-01,"Canada",5.6,0.056,"UnMort_fix0_1","Interest rate (percentage)"
2018-06-01,"Canada",4600,4.6e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-06-01,"Canada",3.44,0.0344,"UnMort_fix1_3","Interest rate (percentage)"
2018-06-01,"Canada",3207,3.207e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-06-01,"Canada",3.33,0.0333,"UnMort_fix3_5","Interest rate (percentage)"
2018-06-01,"Canada",5277,5.277e+09,"UnMort_fix5","Dollars (in millions)"
2018-06-01,"Canada",3.51,0.0351,"UnMort_fix5","Interest rate (percentage)"
2018-06-01,"Canada",21614,2.1614e+10,"Credit_rate","Dollars (in millions)"
2018-06-01,"Canada",5.41,0.0541,"Credit_rate","Interest rate (percentage)"
2018-07-01,"Canada",9982,9.982e+09,"InMort_total","Dollars (in millions)"
2018-07-01,"Canada",3.51,0.0351,"InMort_total","Interest rate (percentage)"
2018-07-01,"Canada",3203,3.203e+09,"InMort_var","Dollars (in millions)"
2018-07-01,"Canada",2.99,0.0299,"InMort_var","Interest rate (percentage)"
2018-07-01,"Canada",861,8.61e+08,"InMort_fix0_1","Dollars (in millions)"
2018-07-01,"Canada",6.02,0.0602,"InMort_fix0_1","Interest rate (percentage)"
2018-07-01,"Canada",1598,1.598e+09,"InMort_fix1_3","Dollars (in millions)"
2018-07-01,"Canada",3.41,0.0341,"InMort_fix1_3","Interest rate (percentage)"
2018-07-01,"Canada",1131,1.131e+09,"InMort_fix3_5","Dollars (in millions)"
2018-07-01,"Canada",3.38,0.0338,"InMort_fix3_5","Interest rate (percentage)"
2018-07-01,"Canada",3190,3.19e+09,"InMort_fix5","Dollars (in millions)"
2018-07-01,"Canada",3.44,0.0344,"InMort_fix5","Interest rate (percentage)"
2018-07-01,"Canada",24846,2.4846e+10,"UnMort_total","Dollars (in millions)"
2018-07-01,"Canada",3.31,0.0331,"UnMort_total","Interest rate (percentage)"
2018-07-01,"Canada",11648,1.1648e+10,"UnMort_var","Dollars (in millions)"
2018-07-01,"Canada",2.96,0.0296,"UnMort_var","Interest rate (percentage)"
2018-07-01,"Canada",1136,1.136e+09,"UnMort_fix0_1","Dollars (in millions)"
2018-07-01,"Canada",5.48,0.0548,"UnMort_fix0_1","Interest rate (percentage)"
2018-07-01,"Canada",4524,4.524e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-07-01,"Canada",3.47,0.0347,"UnMort_fix1_3","Interest rate (percentage)"
2018-07-01,"Canada",2987,2.987e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-07-01,"Canada",3.3,0.033,"UnMort_fix3_5","Interest rate (percentage)"
2018-07-01,"Canada",4551,4.551e+09,"UnMort_fix5","Dollars (in millions)"
2018-07-01,"Canada",3.5,0.035,"UnMort_fix5","Interest rate (percentage)"
2018-07-01,"Canada",21243,2.1243e+10,"Credit_rate","Dollars (in millions)"
2018-07-01,"Canada",5.55,0.0555,"Credit_rate","Interest rate (percentage)"
2018-08-01,"Canada",9942,9.942e+09,"InMort_total","Dollars (in millions)"
2018-08-01,"Canada",3.54,0.0354,"InMort_total","Interest rate (percentage)"
2018-08-01,"Canada",2727,2.727e+09,"InMort_var","Dollars (in millions)"
2018-08-01,"Canada",3.04,0.0304,"InMort_var","Interest rate (percentage)"
2018-08-01,"Canada",868,8.68e+08,"InMort_fix0_1","Dollars (in millions)"
2018-08-01,"Canada",5.98,0.0598,"InMort_fix0_1","Interest rate (percentage)"
2018-08-01,"Canada",1766,1.766e+09,"InMort_fix1_3","Dollars (in millions)"
2018-08-01,"Canada",3.38,0.0338,"InMort_fix1_3","Interest rate (percentage)"
2018-08-01,"Canada",1204,1.204e+09,"InMort_fix3_5","Dollars (in millions)"
2018-08-01,"Canada",3.4,0.034,"InMort_fix3_5","Interest rate (percentage)"
2018-08-01,"Canada",3377,3.377e+09,"InMort_fix5","Dollars (in millions)"
2018-08-01,"Canada",3.46,0.0346,"InMort_fix5","Interest rate (percentage)"
2018-08-01,"Canada",24858,2.4858e+10,"UnMort_total","Dollars (in millions)"
2018-08-01,"Canada",3.38,0.0338,"UnMort_total","Interest rate (percentage)"
2018-08-01,"Canada",10709,1.0709e+10,"UnMort_var","Dollars (in millions)"
2018-08-01,"Canada",3.02,0.0302,"UnMort_var","Interest rate (percentage)"
2018-08-01,"Canada",1189,1.189e+09,"UnMort_fix0_1","Dollars (in millions)"
2018-08-01,"Canada",5.47,0.0547,"UnMort_fix0_1","Interest rate (percentage)"
2018-08-01,"Canada",5181,5.181e+09,"UnMort_fix1_3","Dollars (in millions)"
2018-08-01,"Canada",3.47,0.0347,"UnMort_fix1_3","Interest rate (percentage)"
2018-08-01,"Canada",3157,3.157e+09,"UnMort_fix3_5","Dollars (in millions)"
2018-08-01,"Canada",3.4,0.034,"UnMort_fix3_5","Interest rate (percentage)"
2018-08-01,"Canada",4622,4.622e+09,"UnMort_fix5","Dollars (in millions)"
2018-08-01,"Canada",3.58,0.0358,"UnMort_fix5","Interest rate (percentage)"
2018-08-01,"Canada",21006,2.1006e+10,"Credit_rate","Dollars (in millions)"
2018-08-01,"Canada",5.68,0.0568,"Credit_rate","Interest rate (percentage)"
2018-09-01,"Canada",7687,7.687e+09,"InMort_total","Dollars (in millions)"
2018-09-01,"Canada",3.6,0.036,"InMort_total","Interest rate (percentage)"
2018-09-01,"Canada",1791,1.791e+09,"InMort_var","Dollars (in millions)"
2018-09-01,"Canada",3.12,0.0312,"InMort_var","Interest rate (percentage)"
2018-09-01,"Canada",729,7.29e+08,"InMort_fix0_1","Dollars (in millions)"
2018-09-01,"Canada",5.91,0.0591,"InMort_fix0_1","Interest rate (percentage)"
2018-09-01,"Canada",1583,1.583e+09,"InMort_fix1_3","Dollars (in millions)"
2018-09-01,"Canada",3.38,0.0338,"InMort_fix1_3","Interest rate (percentage)"
2018-09-01,"Canada",1076,1.076e+09,"InMort_fix3_5","Dollars (in millions)"
2018-09-01,"Canada",3.42,0.0342,"InMort_fix3_5","Interest rate (percentage)"
2018-09-01,"Canada",2509,2.509e+09,"InMort_fix5","Dollars (in millions)"
2018-09-01,"Canada",3.49,0.0349,"InMort_fix5","Interest rate (percentage)"
2018-09-01,"Canada",19475,1.9475e+10,"UnMort_total","Dollars (in millions)"
