"Date","GEO","VALUE","val_norm","Components","Unit of measure"
2015-05-01,"Canada",2.47,0.0247,"InMort_fix1_3","Interest rate (percentage)"
2015-05-01,"Canada",1446,1.446e+09,"InMort_fix3_5","Dollars (in millions)"
2015-05-01,"Canada",2.64,0.0264,"InMort_fix3_5","Interest rate (percentage)"
2015-05-01,"Canada",4873,4.873e+09,"InMort_fix5","Dollars (in millions)"
2015-05-01,"Canada",2.75,0.0275,"InMort_fix5","Interest rate (percentage)"
2015-05-01,"Canada",20179,2.0179e+10,"UnMort_total","Dollars (in millions)"
2015-05-01,"Canada",2.67,0.0267,"UnMort_total","Interest rate (percentage)"
2015-05-01,"Canada",6775,6.775e+09,"UnMort_var","Dollars (in millions)"
2015-05-01,"Canada",2.46,0.0246,"UnMort_var","Interest rate (percentage)"
2015-05-01,"Canada",637,6.37e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-05-01,"Canada",4.74,0.0474,"UnMort_fix0_1","Interest rate (percentage)"
2015-05-01,"Canada",4156,4.156e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-05-01,"Canada",2.53,0.0253,"UnMort_fix1_3","Interest rate (percentage)"
2015-05-01,"Canada",2128,2.128e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-05-01,"Canada",2.7,0.027,"UnMort_fix3_5","Interest rate (percentage)"
2015-05-01,"Canada",6481,6.481e+09,"UnMort_fix5","Dollars (in millions)"
2015-05-01,"Canada",2.75,0.0275,"UnMort_fix5","Interest rate (percentage)"
2015-05-01,"Canada",17497,1.7497e+10,"Credit_rate","Dollars (in millions)"
2015-05-01,"Canada",5.2,0.052,"Credit_rate","Interest rate (percentage)"
2015-06-01,"Canada",13050,1.305e+10,"InMort_total","Dollars (in millions)"
2015-06-01,"Canada",2.78,0.0278,"InMort_total","Interest rate (percentage)"
2015-06-01,"Canada",2903,2.903e+09,"InMort_var","Dollars (in millions)"
2015-06-01,"Canada",2.56,0.0256,"InMort_var","Interest rate (percentage)"
2015-06-01,"Canada",761,7.61e+08,"InMort_fix0_1","Dollars (in millions)"
2015-06-01,"Canada",5.03,0.0503,"InMort_fix0_1","Interest rate (percentage)"
2015-06-01,"Canada",1987,1.987e+09,"InMort_fix1_3","Dollars (in millions)"
2015-06-01,"Canada",2.46,0.0246,"InMort_fix1_3","Interest rate (percentage)"
2015-06-01,"Canada",1600,1.6e+09,"InMort_fix3_5","Dollars (in millions)"
2015-06-01,"Canada",2.66,0.0266,"InMort_fix3_5","Interest rate (percentage)"
2015-06-01,"Canada",5798,5.798e+09,"InMort_fix5","Dollars (in millions)"
2015-06-01,"Canada",2.74,0.0274,"InMort_fix5","Interest rate (percentage)"
2015-06-01,"Canada",24252,2.4252e+10,"UnMort_total","Dollars (in millions)"
2015-06-01,"Canada",2.65,0.0265,"UnMort_total","Interest rate (percentage)"
2015-06-01,"Canada",8039,8.039e+09,"UnMort_var","Dollars (in millions)"
2015-06-01,"Canada",2.47,0.0247,"UnMort_var","Interest rate (percentage)"
2015-06-01,"Canada",770,7.7e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-06-01,"Canada",4.58,0.0458,"UnMort_fix0_1","Interest rate (percentage)"
2015-06-01,"Canada",4963,4.963e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-06-01,"Canada",2.5,0.025,"UnMort_fix1_3","Interest rate (percentage)"
2015-06-01,"Canada",2515,2.515e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-06-01,"Canada",2.68,0.0268,"UnMort_fix3_5","Interest rate (percentage)"
2015-06-01,"Canada",7965,7.965e+09,"UnMort_fix5","Dollars (in millions)"
2015-06-01,"Canada",2.75,0.0275,"UnMort_fix5","Interest rate (percentage)"
2015-06-01,"Canada",19987,1.9987e+10,"Credit_rate","Dollars (in millions)"
2015-06-01,"Canada",5.18,0.0518,"Credit_rate","Interest rate (percentage)"
2015-07-01,"Canada",12236,1.2236e+10,"InMort_total","Dollars (in millions)"
2015-07-01,"Canada",2.71,0.0271,"InMort_total","Interest rate (percentage)"
2015-07-01,"Canada",2969,2.969e+09,"InMort_var","Dollars (in millions)"
2015-07-01,"Canada",2.38,0.0238,"InMort_var","Interest rate (percentage)"
2015-07-01,"Canada",674,6.74e+08,"InMort_fix0_1","Dollars (in millions)"
2015-07-01,"Canada",4.93,0.0493,"InMort_fix0_1","Interest rate (percentage)"
2015-07-01,"Canada",1771,1.771e+09,"InMort_fix1_3","Dollars (in millions)"
2015-07-01,"Canada",2.47,0.0247,"InMort_fix1_3","Interest rate (percentage)"
2015-07-01,"Canada",1503,1.503e+09,"InMort_fix3_5","Dollars (in millions)"
2015-07-01,"Canada",2.64,0.0264,"InMort_fix3_5","Interest rate (percentage)"
2015-07-01,"Canada",5318,5.318e+09,"InMort_fix5","Dollars (in millions)"
2015-07-01,"Canada",2.71,0.0271,"InMort_fix5","Interest rate (percentage)"
2015-07-01,"Canada",23114,2.3114e+10,"UnMort_total","Dollars (in millions)"
2015-07-01,"Canada",2.58,0.0258,"UnMort_total","Interest rate (percentage)"
2015-07-01,"Canada",8310,8.31e+09,"UnMort_var","Dollars (in millions)"
2015-07-01,"Canada",2.3,0.023,"UnMort_var","Interest rate (percentage)"
2015-07-01,"Canada",722,7.22e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-07-01,"Canada",4.41,0.0441,"UnMort_fix0_1","Interest rate (percentage)"
2015-07-01,"Canada",4656,4.656e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-07-01,"Canada",2.5,0.025,"UnMort_fix1_3","Interest rate (percentage)"
2015-07-01,"Canada",2368,2.368e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-07-01,"Canada",2.67,0.0267,"UnMort_fix3_5","Interest rate (percentage)"
2015-07-01,"Canada",7059,7.059e+09,"UnMort_fix5","Dollars (in millions)"
2015-07-01,"Canada",2.74,0.0274,"UnMort_fix5","Interest rate (percentage)"
2015-07-01,"Canada",19035,1.9035e+10,"Credit_rate","Dollars (in millions)"
2015-07-01,"Canada",5.09,0.0509,"Credit_rate","Interest rate (percentage)"
2015-08-01,"Canada",10919,1.0919e+10,"InMort_total","Dollars (in millions)"
2015-08-01,"Canada",2.65,0.0265,"InMort_total","Interest rate (percentage)"
2015-08-01,"Canada",3147,3.147e+09,"InMort_var","Dollars (in millions)"
2015-08-01,"Canada",2.28,0.0228,"InMort_var","Interest rate (percentage)"
2015-08-01,"Canada",610,6.1e+08,"InMort_fix0_1","Dollars (in millions)"
2015-08-01,"Canada",4.88,0.0488,"InMort_fix0_1","Interest rate (percentage)"
2015-08-01,"Canada",1426,1.426e+09,"InMort_fix1_3","Dollars (in millions)"
2015-08-01,"Canada",2.41,0.0241,"InMort_fix1_3","Interest rate (percentage)"
2015-08-01,"Canada",1339,1.339e+09,"InMort_fix3_5","Dollars (in millions)"
2015-08-01,"Canada",2.65,0.0265,"InMort_fix3_5","Interest rate (percentage)"
2015-08-01,"Canada",4398,4.398e+09,"InMort_fix5","Dollars (in millions)"
2015-08-01,"Canada",2.69,0.0269,"InMort_fix5","Interest rate (percentage)"
2015-08-01,"Canada",21064,2.1064e+10,"UnMort_total","Dollars (in millions)"
2015-08-01,"Canada",2.55,0.0255,"UnMort_total","Interest rate (percentage)"
2015-08-01,"Canada",8965,8.965e+09,"UnMort_var","Dollars (in millions)"
2015-08-01,"Canada",2.26,0.0226,"UnMort_var","Interest rate (percentage)"
2015-08-01,"Canada",645,6.45e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-08-01,"Canada",4.55,0.0455,"UnMort_fix0_1","Interest rate (percentage)"
2015-08-01,"Canada",3774,3.774e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-08-01,"Canada",2.55,0.0255,"UnMort_fix1_3","Interest rate (percentage)"
2015-08-01,"Canada",2235,2.235e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-08-01,"Canada",2.67,0.0267,"UnMort_fix3_5","Interest rate (percentage)"
2015-08-01,"Canada",5446,5.446e+09,"UnMort_fix5","Dollars (in millions)"
2015-08-01,"Canada",2.76,0.0276,"UnMort_fix5","Interest rate (percentage)"
2015-08-01,"Canada",18110,1.811e+10,"Credit_rate","Dollars (in millions)"
2015-08-01,"Canada",5,0.05,"Credit_rate","Interest rate (percentage)"
2015-09-01,"Canada",10490,1.049e+10,"InMort_total","Dollars (in millions)"
2015-09-01,"Canada",2.64,0.0264,"InMort_total","Interest rate (percentage)"
2015-09-01,"Canada",3082,3.082e+09,"InMort_var","Dollars (in millions)"
2015-09-01,"Canada",2.26,0.0226,"InMort_var","Interest rate (percentage)"
2015-09-01,"Canada",606,6.06e+08,"InMort_fix0_1","Dollars (in millions)"
2015-09-01,"Canada",4.91,0.0491,"InMort_fix0_1","Interest rate (percentage)"
2015-09-01,"Canada",1643,1.643e+09,"InMort_fix1_3","Dollars (in millions)"
2015-09-01,"Canada",2.33,0.0233,"InMort_fix1_3","Interest rate (percentage)"
2015-09-01,"Canada",1196,1.196e+09,"InMort_fix3_5","Dollars (in millions)"
2015-09-01,"Canada",2.66,0.0266,"InMort_fix3_5","Interest rate (percentage)"
2015-09-01,"Canada",3963,3.963e+09,"InMort_fix5","Dollars (in millions)"
2015-09-01,"Canada",2.7,0.027,"InMort_fix5","Interest rate (percentage)"
2015-09-01,"Canada",20992,2.0992e+10,"UnMort_total","Dollars (in millions)"
2015-09-01,"Canada",2.54,0.0254,"UnMort_total","Interest rate (percentage)"
2015-09-01,"Canada",9278,9.278e+09,"UnMort_var","Dollars (in millions)"
2015-09-01,"Canada",2.23,0.0223,"UnMort_var","Interest rate (percentage)"
2015-09-01,"Canada",669,6.69e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-09-01,"Canada",4.68,0.0468,"UnMort_fix0_1","Interest rate (percentage)"
2015-09-01,"Canada",3717,3.717e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-09-01,"Canada",2.5,0.025,"UnMort_fix1_3","Interest rate (percentage)"
2015-09-01,"Canada",2008,2.008e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-09-01,"Canada",2.7,0.027,"UnMort_fix3_5","Interest rate (percentage)"
2015-09-01,"Canada",5321,5.321e+09,"UnMort_fix5","Dollars (in millions)"
2015-09-01,"Canada",2.76,0.0276,"UnMort_fix5","Interest rate (percentage)"
2015-09-01,"Canada",17882,1.7882e+10,"Credit_rate","Dollars (in millions)"
2015-09-01,"Canada",5.06,0.0506,"Credit_rate","Interest rate (percentage)"
2015-10-01,"Canada",11420,1.142e+10,"InMort_total","Dollars (in millions)"
2015-10-01,"Canada",2.66,0.0266,"InMort_total","Interest rate (percentage)"
2015-10-01,"Canada",3139,3.139e+09,"InMort_var","Dollars (in millions)"
2015-10-01,"Canada",2.28,0.0228,"InMort_var","Interest rate (percentage)"
2015-10-01,"Canada",632,6.32e+08,"InMort_fix0_1","Dollars (in millions)"
2015-10-01,"Canada",5.13,0.0513,"InMort_fix0_1","Interest rate (percentage)"
2015-10-01,"Canada",1907,1.907e+09,"InMort_fix1_3","Dollars (in millions)"
2015-10-01,"Canada",2.4,0.024,"InMort_fix1_3","Interest rate (percentage)"
2015-10-01,"Canada",1317,1.317e+09,"InMort_fix3_5","Dollars (in millions)"
2015-10-01,"Canada",2.68,0.0268,"InMort_fix3_5","Interest rate (percentage)"
2015-10-01,"Canada",4425,4.425e+09,"InMort_fix5","Dollars (in millions)"
2015-10-01,"Canada",2.7,0.027,"InMort_fix5","Interest rate (percentage)"
2015-10-01,"Canada",20882,2.0882e+10,"UnMort_total","Dollars (in millions)"
2015-10-01,"Canada",2.54,0.0254,"UnMort_total","Interest rate (percentage)"
2015-10-01,"Canada",8870,8.87e+09,"UnMort_var","Dollars (in millions)"
2015-10-01,"Canada",2.23,0.0223,"UnMort_var","Interest rate (percentage)"
2015-10-01,"Canada",637,6.37e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-10-01,"Canada",4.68,0.0468,"UnMort_fix0_1","Interest rate (percentage)"
2015-10-01,"Canada",3988,3.988e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-10-01,"Canada",2.49,0.0249,"UnMort_fix1_3","Interest rate (percentage)"
2015-10-01,"Canada",1976,1.976e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-10-01,"Canada",2.72,0.0272,"UnMort_fix3_5","Interest rate (percentage)"
2015-10-01,"Canada",5412,5.412e+09,"UnMort_fix5","Dollars (in millions)"
2015-10-01,"Canada",2.76,0.0276,"UnMort_fix5","Interest rate (percentage)"
2015-10-01,"Canada",16663,1.6663e+10,"Credit_rate","Dollars (in millions)"
2015-10-01,"Canada",5.15,0.0515,"Credit_rate","Interest rate (percentage)"
2015-11-01,"Canada",10750,1.075e+10,"InMort_total","Dollars (in millions)"
2015-11-01,"Canada",2.71,0.0271,"InMort_total","Interest rate (percentage)"
2015-11-01,"Canada",2408,2.408e+09,"InMort_var","Dollars (in millions)"
2015-11-01,"Canada",2.37,0.0237,"InMort_var","Interest rate (percentage)"
2015-11-01,"Canada",632,6.32e+08,"InMort_fix0_1","Dollars (in millions)"
2015-11-01,"Canada",5.16,0.0516,"InMort_fix0_1","Interest rate (percentage)"
2015-11-01,"Canada",2125,2.125e+09,"InMort_fix1_3","Dollars (in millions)"
2015-11-01,"Canada",2.4,0.024,"InMort_fix1_3","Interest rate (percentage)"
2015-11-01,"Canada",1574,1.574e+09,"InMort_fix3_5","Dollars (in millions)"
2015-11-01,"Canada",2.61,0.0261,"InMort_fix3_5","Interest rate (percentage)"
2015-11-01,"Canada",4011,4.011e+09,"InMort_fix5","Dollars (in millions)"
2015-11-01,"Canada",2.72,0.0272,"InMort_fix5","Interest rate (percentage)"
2015-11-01,"Canada",20576,2.0576e+10,"UnMort_total","Dollars (in millions)"
2015-11-01,"Canada",2.58,0.0258,"UnMort_total","Interest rate (percentage)"
2015-11-01,"Canada",7697,7.697e+09,"UnMort_var","Dollars (in millions)"
2015-11-01,"Canada",2.31,0.0231,"UnMort_var","Interest rate (percentage)"
2015-11-01,"Canada",600,6e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-11-01,"Canada",4.81,0.0481,"UnMort_fix0_1","Interest rate (percentage)"
2015-11-01,"Canada",4564,4.564e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-11-01,"Canada",2.45,0.0245,"UnMort_fix1_3","Interest rate (percentage)"
2015-11-01,"Canada",2318,2.318e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-11-01,"Canada",2.72,0.0272,"UnMort_fix3_5","Interest rate (percentage)"
2015-11-01,"Canada",5397,5.397e+09,"UnMort_fix5","Dollars (in millions)"
2015-11-01,"Canada",2.77,0.0277,"UnMort_fix5","Interest rate (percentage)"
2015-11-01,"Canada",16327,1.6327e+10,"Credit_rate","Dollars (in millions)"
2015-11-01,"Canada",5.16,0.0516,"Credit_rate","Interest rate (percentage)"
2015-12-01,"Canada",11505,1.1505e+10,"InMort_total","Dollars (in millions)"
2015-12-01,"Canada",2.69,0.0269,"InMort_total","Interest rate (percentage)"
2015-12-01,"Canada",2244,2.244e+09,"InMort_var","Dollars (in millions)"
2015-12-01,"Canada",2.46,0.0246,"InMort_var","Interest rate (percentage)"
2015-12-01,"Canada",596,5.96e+08,"InMort_fix0_1","Dollars (in millions)"
2015-12-01,"Canada",5.1,0.051,"InMort_fix0_1","Interest rate (percentage)"
2015-12-01,"Canada",2415,2.415e+09,"InMort_fix1_3","Dollars (in millions)"
2015-12-01,"Canada",2.39,0.0239,"InMort_fix1_3","Interest rate (percentage)"
2015-12-01,"Canada",2118,2.118e+09,"InMort_fix3_5","Dollars (in millions)"
2015-12-01,"Canada",2.47,0.0247,"InMort_fix3_5","Interest rate (percentage)"
2015-12-01,"Canada",4131,4.131e+09,"InMort_fix5","Dollars (in millions)"
2015-12-01,"Canada",2.76,0.0276,"InMort_fix5","Interest rate (percentage)"
2015-12-01,"Canada",20328,2.0328e+10,"UnMort_total","Dollars (in millions)"
2015-12-01,"Canada",2.64,0.0264,"UnMort_total","Interest rate (percentage)"
2015-12-01,"Canada",6238,6.238e+09,"UnMort_var","Dollars (in millions)"
2015-12-01,"Canada",2.4,0.024,"UnMort_var","Interest rate (percentage)"
2015-12-01,"Canada",610,6.1e+08,"UnMort_fix0_1","Dollars (in millions)"
2015-12-01,"Canada",4.72,0.0472,"UnMort_fix0_1","Interest rate (percentage)"
2015-12-01,"Canada",5029,5.029e+09,"UnMort_fix1_3","Dollars (in millions)"
2015-12-01,"Canada",2.45,0.0245,"UnMort_fix1_3","Interest rate (percentage)"
2015-12-01,"Canada",2906,2.906e+09,"UnMort_fix3_5","Dollars (in millions)"
2015-12-01,"Canada",2.71,0.0271,"UnMort_fix3_5","Interest rate (percentage)"
2015-12-01,"Canada",5545,5.545e+09,"UnMort_fix5","Dollars (in millions)"
2015-12-01,"Canada",2.82,0.0282,"UnMort_fix5","Interest rate (percentage)"
2015-12-01,"Canada",16423,1.6423e+10,"Credit_rate","Dollars (in millions)"
2015-12-01,"Canada",5.24,0.0524,"Credit_rate","Interest rate (percentage)"
2016-01-01,"Canada",8430,8.43e+09,"InMort_total","Dollars (in millions)"
2016-01-01,"Canada",2.82,0.0282,"InMort_total","Interest rate (percentage)"
2016-01-01,"Canada",1551,1.551e+09,"InMort_var","Dollars (in millions)"
2016-01-01,"Canada",2.69,0.0269,"InMort_var","Interest rate (percentage)"
2016-01-01,"Canada",528,5.28e+08,"InMort_fix0_1","Dollars (in millions)"
2016-01-01,"Canada",5.1,0.051,"InMort_fix0_1","Interest rate (percentage)"
2016-01-01,"Canada",1530,1.53e+09,"InMort_fix1_3","Dollars (in millions)"
2016-01-01,"Canada",2.43,0.0243,"InMort_fix1_3","Interest rate (percentage)"
2016-01-01,"Canada",1469,1.469e+09,"InMort_fix3_5","Dollars (in millions)"
2016-01-01,"Canada",2.66,0.0266,"InMort_fix3_5","Interest rate (percentage)"
2016-01-01,"Canada",3353,3.353e+09,"InMort_fix5","Dollars (in millions)"
2016-01-01,"Canada",2.78,0.0278,"InMort_fix5","Interest rate (percentage)"
2016-01-01,"Canada",17185,1.7185e+10,"UnMort_total","Dollars (in millions)"
2016-01-01,"Canada",2.68,0.0268,"UnMort_total","Interest rate (percentage)"
2016-01-01,"Canada",4900,4.9e+09,"UnMort_var","Dollars (in millions)"
2016-01-01,"Canada",2.51,0.0251,"UnMort_var","Interest rate (percentage)"
2016-01-01,"Canada",562,5.62e+08,"UnMort_fix0_1","Dollars (in millions)"
2016-01-01,"Canada",4.68,0.0468,"UnMort_fix0_1","Interest rate (percentage)"
2016-01-01,"Canada",4819,4.819e+09,"UnMort_fix1_3","Dollars (in millions)"
2016-01-01,"Canada",2.45,0.0245,"UnMort_fix1_3","Interest rate (percentage)"
2016-01-01,"Canada",2571,2.571e+09,"UnMort_fix3_5","Dollars (in millions)"
2016-01-01,"Canada",2.72,0.0272,"UnMort_fix3_5","Interest rate (percentage)"
2016-01-01,"Canada",4334,4.334e+09,"UnMort_fix5","Dollars (in millions)"
2016-01-01,"Canada",2.86,0.0286,"UnMort_fix5","Interest rate (percentage)"
2016-01-01,"Canada",14279,1.4279e+10,"Credit_rate","Dollars (in millions)"
2016-01-01,"Canada",5.22,0.0522,"Credit_rate","Interest rate (percentage)"
2016-02-01,"Canada",8840,8.84e+09,"InMort_total","Dollars (in millions)"
2016-02-01,"Canada",2.88,0.0288,"InMort_total","Interest rate (percentage)"
2016-02-01,"Canada",1492,1.492e+09,"InMort_var","Dollars (in millions)"
2016-02-01,"Canada",2.8,0.028,"InMort_var","Interest rate (percentage)"
2016-02-01,"Canada",643,6.43e+08,"InMort_fix0_1","Dollars (in millions)"
2016-02-01,"Canada",5.15,0.0515,"InMort_fix0_1","Interest rate (percentage)"
2016-02-01,"Canada",1624,1.624e+09,"InMort_fix1_3","Dollars (in millions)"
2016-02-01,"Canada",2.46,0.0246,"InMort_fix1_3","Interest rate (percentage)"
2016-02-01,"Canada",1526,1.526e+09,"InMort_fix3_5","Dollars (in millions)"
2016-02-01,"Canada",2.68,0.0268,"InMort_fix3_5","Interest rate (percentage)"
2016-02-01,"Canada",3556,3.556e+09,"InMort_fix5","Dollars (in millions)"
2016-02-01,"Canada",2.79,0.0279,"InMort_fix5","Interest rate (percentage)"
2016-02-01,"Canada",16667,1.6667e+10,"UnMort_total","Dollars (in millions)"
2016-02-01,"Canada",2.77,0.0277,"UnMort_total","Interest rate (percentage)"
2016-02-01,"Canada",4378,4.378e+09,"UnMort_var","Dollars (in millions)"
2016-02-01,"Canada",2.64,0.0264,"UnMort_var","Interest rate (percentage)"
2016-02-01,"Canada",660,6.6e+08,"UnMort_fix0_1","Dollars (in millions)"
2016-02-01,"Canada",4.91,0.0491,"UnMort_fix0_1","Interest rate (percentage)"
2016-02-01,"Canada",4935,4.935e+09,"UnMort_fix1_3","Dollars (in millions)"
2016-02-01,"Canada",2.5,0.025,"UnMort_fix1_3","Interest rate (percentage)"
2016-02-01,"Canada",2699,2.699e+09,"UnMort_fix3_5","Dollars (in millions)"
2016-02-01,"Canada",2.75,0.0275,"UnMort_fix3_5","Interest rate (percentage)"
2016-02-01,"Canada",3995,3.995e+09,"UnMort_fix5","Dollars (in millions)"
2016-02-01,"Canada",2.93,0.0293,"UnMort_fix5","Interest rate (percentage)"
2016-02-01,"Canada",16169,1.6169e+10,"Credit_rate","Dollars (in millions)"
2016-02-01,"Canada",5.19,0.0519,"Credit_rate","Interest rate (percentage)"
2016-03-01,"Canada",9748,9.748e+09,"InMort_total","Dollars (in millions)"
2016-03-01,"Canada",2.93,0.0293,"InMort_total","Interest rate (percentage)"
2016-03-01,"Canada",1528,1.528e+09,"InMort_var","Dollars (in millions)"
2016-03-01,"Canada",2.98,0.0298,"InMort_var","Interest rate (percentage)"
2016-03-01,"Canada",825,8.25e+08,"InMort_fix0_1","Dollars (in millions)"
2016-03-01,"Canada",5.18,0.0518,"InMort_fix0_1","Interest rate (percentage)"
2016-03-01,"Canada",1913,1.913e+09,"InMort_fix1_3","Dollars (in millions)"
2016-03-01,"Canada",2.45,0.0245,"InMort_fix1_3","Interest rate (percentage)"
2016-03-01,"Canada",1732,1.732e+09,"InMort_fix3_5","Dollars (in millions)"
2016-03-01,"Canada",2.69,0.0269,"InMort_fix3_5","Interest rate (percentage)"
2016-03-01,"Canada",3749,3.749e+09,"InMort_fix5","Dollars (in millions)"
2016-03-01,"Canada",2.78,0.0278,"InMort_fix5","Interest rate (percentage)"
2016-03-01,"Canada",17878,1.7878e+10,"UnMort_total","Dollars (in millions)"
2016-03-01,"Canada",2.8,0.028,"UnMort_total","Interest rate (percentage)"
2016-03-01,"Canada",4010,4.01e+09,"UnMort_var","Dollars (in millions)"
2016-03-01,"Canada",2.81,0.0281,"UnMort_var","Interest rate (percentage)"
2016-03-01,"Canada",843,8.43e+08,"UnMort_fix0_1","Dollars (in millions)"
2016-03-01,"Canada",4.77,0.0477,"UnMort_fix0_1","Interest rate (percentage)"
2016-03-01,"Canada",5973,5.973e+09,"UnMort_fix1_3","Dollars (in millions)"
2016-03-01,"Canada",2.48,0.0248,"UnMort_fix1_3","Interest rate (percentage)"
2016-03-01,"Canada",3120,3.12e+09,"UnMort_fix3_5","Dollars (in millions)"
2016-03-01,"Canada",2.74,0.0274,"UnMort_fix3_5","Interest rate (percentage)"
2016-03-01,"Canada",3933,3.933e+09,"UnMort_fix5","Dollars (in millions)"
2016-03-01,"Canada",2.9,0.029,"UnMort_fix5","Interest rate (percentage)"
2016-03-01,"Canada",16451,1.6451e+10,"Credit_rate","Dollars (in millions)"
2016-03-01,"Canada",5.2,0.052,"Credit_rate","Interest rate (percentage)"
2016-04-01,"Canada",11162,1.1162e+10,"InMort_total","Dollars (in millions)"
2016-04-01,"Canada",2.83,0.0283,"InMort_total","Interest rate (percentage)"
2016-04-01,"Canada",1630,1.63e+09,"InMort_var","Dollars (in millions)"
2016-04-01,"Canada",3.01,0.0301,"InMort_var","Interest rate (percentage)"
2016-04-01,"Canada",828,8.28e+08,"InMort_fix0_1","Dollars (in millions)"
2016-04-01,"Canada",5.06,0.0506,"InMort_fix0_1","Interest rate (percentage)"
2016-04-01,"Canada",3100,3.1e+09,"InMort_fix1_3","Dollars (in millions)"
2016-04-01,"Canada",2.37,0.0237,"InMort_fix1_3","Interest rate (percentage)"
2016-04-01,"Canada",2005,2.005e+09,"InMort_fix3_5","Dollars (in millions)"
2016-04-01,"Canada",2.63,0.0263,"InMort_fix3_5","Interest rate (percentage)"
2016-04-01,"Canada",3597,3.597e+09,"InMort_fix5","Dollars (in millions)"
2016-04-01,"Canada",2.76,0.0276,"InMort_fix5","Interest rate (percentage)"
2016-04-01,"Canada",20227,2.0227e+10,"UnMort_total","Dollars (in millions)"
2016-04-01,"Canada",2.72,0.0272,"UnMort_total","Interest rate (percentage)"
2016-04-01,"Canada",3829,3.829e+09,"UnMort_var","Dollars (in millions)"
2016-04-01,"Canada",2.82,0.0282,"UnMort_var","Interest rate (percentage)"
2016-04-01,"Canada",779,7.79e+08,"UnMort_fix0_1","Dollars (in millions)"
2016-04-01,"Canada",4.73,0.0473,"UnMort_fix0_1","Interest rate (percentage)"
2016-04-01,"Canada",7484,7.484e+09,"UnMort_fix1_3","Dollars (in millions)"
2016-04-01,"Canada",2.44,0.0244,"UnMort_fix1_3","Interest rate (percentage)"
2016-04-01,"Canada",3373,3.373e+09,"UnMort_fix3_5","Dollars (in millions)"
2016-04-01,"Canada",2.66,0.0266,"UnMort_fix3_5","Interest rate (percentage)"
2016-04-01,"Canada",4761,4.761e+09,"UnMort_fix5","Dollars (in millions)"
2016-04-01,"Canada",2.8,0.028,"UnMort_fix5","Interest rate (percentage)"
2016-04-01,"Canada",17767,1.7767e+10,"Credit_rate","Dollars (in millions)"
2016-04-01,"Canada",5,0.05,"Credit_rate","Interest rate (percentage)"
2016-05-01,"Canada",11595,1.1595e+10,"InMort_total","Dollars (in millions)"
2016-05-01,"Canada",2.77,0.0277,"InMort_total","Interest rate (percentage)"
2016-05-01,"Canada",1532,1.532e+09,"InMort_var","Dollars (in millions)"
2016-05-01,"Canada",3.01,0.0301,"InMort_var","Interest rate (percentage)"
2016-05-01,"Canada",767,7.67e+08,"InMort_fix0_1","Dollars (in millions)"
2016-05-01,"Canada",4.96,0.0496,"InMort_fix0_1","Interest rate (percentage)"
2016-05-01,"Canada",2871,2.871e+09,"InMort_fix1_3","Dollars (in millions)"
2016-05-01,"Canada",2.35,0.0235,"InMort_fix1_3","Interest rate (percentage)"
2016-05-01,"Canada",2035,2.035e+09,"InMort_fix3_5","Dollars (in millions)"
2016-05-01,"Canada",2.55,0.0255,"InMort_fix3_5","Interest rate (percentage)"
2016-05-01,"Canada",4389,4.389e+09,"InMort_fix5","Dollars (in millions)"
2016-05-01,"Canada",2.67,0.0267,"InMort_fix5","Interest rate (percentage)"
2016-05-01,"Canada",22884,2.2884e+10,"UnMort_total","Dollars (in millions)"
2016-05-01,"Canada",2.67,0.0267,"UnMort_total","Interest rate (percentage)"
2016-05-01,"Canada",4128,4.128e+09,"UnMort_var","Dollars (in millions)"
2016-05-01,"Canada",2.85,0.0285,"UnMort_var","Interest rate (percentage)"
2016-05-01,"Canada",764,7.64e+08,"UnMort_fix0_1","Dollars (in millions)"
2016-05-01,"Canada",4.69,0.0469,"UnMort_fix0_1","Interest rate (percentage)"
2016-05-01,"Canada",8062,8.062e+09,"UnMort_fix1_3","Dollars (in millions)"
2016-05-01,"Canada",2.42,0.0242,"UnMort_fix1_3","Interest rate (percentage)"
2016-05-01,"Canada",3683,3.683e+09,"UnMort_fix3_5","Dollars (in millions)"
2016-05-01,"Canada",2.59,0.0259,"UnMort_fix3_5","Interest rate (percentage)"
