"GEO","Date","Age0_17","Age18_64","Age65_over"
"Guelph",2018-04-01,32924,97689,25164
"Guelph",2018-05-01,32948,97869,25235
"Guelph",2018-06-01,32973,98050,25308
"Guelph",2018-07-01,33000,98230,25380
"Guelph",2018-08-01,33028,98407,25453
"Guelph",2018-09-01,33057,98582,25525
"Guelph",2018-10-01,33087,98753,25598
"Guelph",2018-11-01,33119,98919,25671
"Guelph",2018-12-01,33151,99081,25744
"Guelph",2019-01-01,33185,99237,25816
"Guelph",2019-02-01,33221,99388,25889
"Guelph",2019-03-01,33258,99531,25962
"Guelph",2019-04-01,33296,99668,26034
"Guelph",2019-05-01,33336,99797,26106
"Guelph",2019-06-01,33377,99918,26178
"Guelph",2019-07-01,33420,100030,26250
"Guelph",2019-08-01,33465,100133,26322
"Guelph",2019-09-01,33511,100225,26393
"Guelph",2019-10-01,33559,100307,26464
"Guelph",2019-11-01,33609,100378,26534
"Guelph",2019-12-01,33660,100437,26604
"Guelph",2020-01-01,33714,100483,26674
"Guelph",2020-02-01,33770,100517,26743
"Guelph",2020-03-01,33827,100537,26811
"Guelph",2020-04-01,33886,100544,26879
"Guelph",2020-05-01,33948,100535,26947
"Guelph",2020-06-01,34012,100512,27013
"Guelph",2020-07-01,34077,100472,27080
"Guelph",2020-08-01,34145,100416,27145
"Guelph",2020-09-01,34216,100344,27210
"Guelph",2020-10-01,34288,100253,27274
"Guelph",2020-11-01,34363,100145,27337
"Guelph",2020-12-01,34440,100018,27399
"Guelph",2021-01-01,34520,99872,27460
"Guelph",2021-02-01,34602,99705,27521
"Guelph",2021-03-01,34687,99519,27580
"Guelph",2021-04-01,34775,99311,27639
"Guelph",2021-05-01,34864,99082,27697
"Guelph",2021-06-01,34957,98831,27753
"Guelph",2021-07-01,35052,98557,27809
"Guelph",2021-08-01,35150,98259,27863
"Guelph",2021-09-01,35251,97938,27916
"Guelph",2021-10-01,35355,97592,27968
"Guelph",2021-11-01,35462,97221,28019
"Guelph",2021-12-01,35571,96825,28068
"Hamilton",2013-01-01,152035,433666,117504
"Hamilton",2013-02-01,151767,434390,118066
"Hamilton",2013-03-01,151526,435054,118595
"Hamilton",2013-04-01,151310,435662,119093
"Hamilton",2013-05-01,151120,436215,119560
"Hamilton",2013-06-01,150953,436717,119999
"Hamilton",2013-07-01,150810,437170,120410
"Hamilton",2013-08-01,150689,437576,120795
"Hamilton",2013-09-01,150589,437939,121156
"Hamilton",2013-10-01,150509,438260,121494
"Hamilton",2013-11-01,150448,438542,121810
"Hamilton",2013-12-01,150406,438788,122106
"Hamilton",2014-01-01,150382,439000,122382
"Hamilton",2014-02-01,150374,439181,122641
"Hamilton",2014-03-01,150381,439334,122884
"Hamilton",2014-04-01,150404,439460,123112
"Hamilton",2014-05-01,150440,439564,123326
"Hamilton",2014-06-01,150489,439646,123528
"Hamilton",2014-07-01,150550,439710,123720
"Hamilton",2014-08-01,150622,439759,123902
"Hamilton",2014-09-01,150704,439796,124078
"Hamilton",2014-10-01,150795,439826,124248
"Hamilton",2014-11-01,150893,439854,124415
"Hamilton",2014-12-01,150998,439883,124582
"Hamilton",2015-01-01,151109,439918,124750
"Hamilton",2015-02-01,151224,439964,124922
"Hamilton",2015-03-01,151343,440024,125099
"Hamilton",2015-04-01,151464,440103,125284
"Hamilton",2015-05-01,151586,440206,125480
"Hamilton",2015-06-01,151708,440337,125688
"Hamilton",2015-07-01,151830,440500,125910
"Hamilton",2015-08-01,151950,440698,126148
"Hamilton",2015-09-01,152067,440928,126401
"Hamilton",2015-10-01,152182,441185,126667
"Hamilton",2015-11-01,152294,441465,126945
"Hamilton",2015-12-01,152402,441763,127232
"Hamilton",2016-01-01,152508,442074,127527
"Hamilton",2016-02-01,152609,442395,127829
"Hamilton",2016-03-01,152707,442719,128135
"Hamilton",2016-04-01,152800,443044,128444
"Hamilton",2016-05-01,152888,443364,128754
"Hamilton",2016-06-01,152972,443674,129063
"Hamilton",2016-07-01,153050,443970,129370
"Hamilton",2016-08-01,153123,444249,129673
"Hamilton",2016-09-01,153191,444514,129973
"Hamilton",2016-10-01,153253,444770,130270
"Hamilton",2016-11-01,153311,445022,130563
"Hamilton",2016-12-01,153365,445274,130854
"Hamilton",2017-01-01,153414,445530,131144
"Hamilton",2017-02-01,153460,445797,131431
"Hamilton",2017-03-01,153502,446078,131718
"Hamilton",2017-04-01,153541,446378,132003
"Hamilton",2017-05-01,153576,446702,132289
"Hamilton",2017-06-01,153609,447054,132574
"Hamilton",2017-07-01,153640,447440,132860
"Hamilton",2017-08-01,153668,447863,133147
"Hamilton",2017-09-01,153695,448320,133433
"Hamilton",2017-10-01,153721,448809,133720
"Hamilton",2017-11-01,153746,449327,134006
"Hamilton",2017-12-01,153771,449870,134291
"Hamilton",2018-01-01,153797,450435,134574
"Hamilton",2018-02-01,153823,451019,134855
"Hamilton",2018-03-01,153851,451618,135134
"Hamilton",2018-04-01,153882,452230,135409
"Hamilton",2018-05-01,153914,452852,135680
"Hamilton",2018-06-01,153950,453479,135947
"Hamilton",2018-07-01,153990,454110,136210
"Hamilton",2018-08-01,154034,454741,136467
"Hamilton",2018-09-01,154082,455369,136719
"Hamilton",2018-10-01,154136,455994,136965
"Hamilton",2018-11-01,154195,456615,137205
"Hamilton",2018-12-01,154261,457228,137438
"Hamilton",2019-01-01,154333,457833,137664
"Hamilton",2019-02-01,154412,458429,137883
"Hamilton",2019-03-01,154498,459012,138095
"Hamilton",2019-04-01,154593,459583,138299
"Hamilton",2019-05-01,154696,460139,138494
"Hamilton",2019-06-01,154808,460678,138682
"Hamilton",2019-07-01,154930,461200,138860
"Hamilton",2019-08-01,155062,461702,139029
"Hamilton",2019-09-01,155204,462183,139189
"Hamilton",2019-10-01,155357,462641,139339
"Hamilton",2019-11-01,155521,463075,139479
"Hamilton",2019-12-01,155697,463483,139609
"Hamilton",2020-01-01,155886,463863,139728
"Hamilton",2020-02-01,156088,464214,139836
"Hamilton",2020-03-01,156302,464534,139932
"Hamilton",2020-04-01,156531,464822,140017
"Hamilton",2020-05-01,156774,465075,140089
"Hamilton",2020-06-01,157032,465293,140150
"Hamilton",2020-07-01,157304,465474,140197
"Hamilton",2020-08-01,157593,465616,140232
"Hamilton",2020-09-01,157898,465717,140253
"Hamilton",2020-10-01,158219,465777,140261
"Hamilton",2020-11-01,158558,465792,140254
"Hamilton",2020-12-01,158915,465763,140234
"Hamilton",2021-01-01,159289,465686,140199
"Hamilton",2021-02-01,159682,465561,140148
"Hamilton",2021-03-01,160094,465386,140083
"Hamilton",2021-04-01,160526,465159,140002
"Hamilton",2021-05-01,160978,464879,139905
"Hamilton",2021-06-01,161450,464544,139792
"Hamilton",2021-07-01,161943,464152,139662
"Hamilton",2021-08-01,162458,463702,139515
"Hamilton",2021-09-01,162995,463192,139351
"Hamilton",2021-10-01,163554,462621,139170
"Hamilton",2021-11-01,164136,461987,138970
"Hamilton",2021-12-01,164742,461289,138753
"Kelowna",2013-01-01,33263,108417,35683
"Kelowna",2013-02-01,33198,108741,35832
"Kelowna",2013-03-01,33144,109060,35981
"Kelowna",2013-04-01,33099,109374,36129
"Kelowna",2013-05-01,33064,109684,36277
"Kelowna",2013-06-01,33037,109989,36424
"Kelowna",2013-07-01,33020,110290,36570
"Kelowna",2013-08-01,33011,110586,36716
"Kelowna",2013-09-01,33010,110878,36861
"Kelowna",2013-10-01,33016,111165,37006
"Kelowna",2013-11-01,33029,111448,37150
"Kelowna",2013-12-01,33050,111727,37293
"Kelowna",2014-01-01,33076,112001,37436
"Kelowna",2014-02-01,33109,112272,37579
"Kelowna",2014-03-01,33147,112538,37720
"Kelowna",2014-04-01,33191,112799,37861
"Kelowna",2014-05-01,33240,113057,38001
"Kelowna",2014-06-01,33293,113310,38141
"Kelowna",2014-07-01,33350,113560,38280
"Kelowna",2014-08-01,33411,113805,38418
"Kelowna",2014-09-01,33475,114047,38556
"Kelowna",2014-10-01,33543,114283,38693
"Kelowna",2014-11-01,33612,114514,38829
"Kelowna",2014-12-01,33683,114740,38965
"Kelowna",2015-01-01,33756,114960,39100
"Kelowna",2015-02-01,33829,115174,39234
"Kelowna",2015-03-01,33903,115382,39368
"Kelowna",2015-04-01,33976,115582,39502
"Kelowna",2015-05-01,34049,115776,39635
"Kelowna",2015-06-01,34120,115962,39768
"Kelowna",2015-07-01,34190,116140,39900
"Kelowna",2015-08-01,34258,116310,40032
"Kelowna",2015-09-01,34323,116474,40163
"Kelowna",2015-10-01,34387,116632,40294
"Kelowna",2015-11-01,34449,116787,40423
"Kelowna",2015-12-01,34509,116941,40552
"Kelowna",2016-01-01,34567,117094,40680
"Kelowna",2016-02-01,34624,117248,40806
"Kelowna",2016-03-01,34680,117406,40930
"Kelowna",2016-04-01,34734,117569,41053
"Kelowna",2016-05-01,34787,117737,41174
"Kelowna",2016-06-01,34839,117914,41293
"Kelowna",2016-07-01,34890,118100,41410
"Kelowna",2016-08-01,34940,118297,41524
"Kelowna",2016-09-01,34989,118503,41637
"Kelowna",2016-10-01,35037,118716,41747
"Kelowna",2016-11-01,35084,118935,41856
"Kelowna",2016-12-01,35129,119157,41963
"Kelowna",2017-01-01,35173,119381,42069
"Kelowna",2017-02-01,35215,119604,42174
"Kelowna",2017-03-01,35254,119826,42278
"Kelowna",2017-04-01,35292,120043,42381
"Kelowna",2017-05-01,35327,120254,42484
"Kelowna",2017-06-01,35360,120457,42587
"Kelowna",2017-07-01,35390,120650,42690
"Kelowna",2017-08-01,35417,120832,42793
"Kelowna",2017-09-01,35442,121004,42896
"Kelowna",2017-10-01,35465,121168,43000
"Kelowna",2017-11-01,35487,121326,43105
"Kelowna",2017-12-01,35507,121480,43209
"Kelowna",2018-01-01,35527,121632,43315
"Kelowna",2018-02-01,35547,121783,43422
"Kelowna",2018-03-01,35567,121936,43529
"Kelowna",2018-04-01,35588,122092,43638
"Kelowna",2018-05-01,35610,122253,43747
"Kelowna",2018-06-01,35634,122422,43858
"Kelowna",2018-07-01,35660,122600,43970
"Kelowna",2018-08-01,35689,122789,44084
"Kelowna",2018-09-01,35720,122990,44199
"Kelowna",2018-10-01,35755,123204,44315
"Kelowna",2018-11-01,35793,123433,44434
"Kelowna",2018-12-01,35836,123677,44554
"Kelowna",2019-01-01,35882,123938,44676
"Kelowna",2019-02-01,35934,124217,44801
"Kelowna",2019-03-01,35990,124515,44928
"Kelowna",2019-04-01,36051,124833,45057
"Kelowna",2019-05-01,36118,125173,45189
"Kelowna",2019-06-01,36191,125535,45323
"Kelowna",2019-07-01,36270,125920,45460
"Kelowna",2019-08-01,36356,126330,45600
"Kelowna",2019-09-01,36448,126766,45743
"Kelowna",2019-10-01,36548,127229,45889
"Kelowna",2019-11-01,36655,127720,46038
"Kelowna",2019-12-01,36771,128241,46191
"Kelowna",2020-01-01,36894,128792,46347
"Kelowna",2020-02-01,37026,129374,46506
"Kelowna",2020-03-01,37167,129989,46670
"Kelowna",2020-04-01,37317,130638,46837
"Kelowna",2020-05-01,37477,131322,47008
"Kelowna",2020-06-01,37646,132042,47184
"Kelowna",2020-07-01,37826,132800,47363
"Kelowna",2020-08-01,38016,133596,47547
"Kelowna",2020-09-01,38217,134431,47735
"Kelowna",2020-10-01,38429,135307,47928
"Kelowna",2020-11-01,38653,136225,48126
"Kelowna",2020-12-01,38889,137185,48328
"Kelowna",2021-01-01,39137,138190,48535
"Kelowna",2021-02-01,39397,139240,48748
"Kelowna",2021-03-01,39670,140337,48965
"Kelowna",2021-04-01,39956,141481,49188
"Kelowna",2021-05-01,40256,142674,49416
"Kelowna",2021-06-01,40570,143916,49650
"Kelowna",2021-07-01,40898,145209,49889
"Kelowna",2021-08-01,41240,146555,50135
"Kelowna",2021-09-01,41597,147954,50386
"Kelowna",2021-10-01,41969,149407,50643
"Kelowna",2021-11-01,42357,150915,50906
"Kelowna",2021-12-01,42760,152481,51176
"Kitchener",2013-01-01,106562,296932,61653
"Kitchener",2013-02-01,106633,298400,62282
"Kitchener",2013-03-01,106691,299716,62862
"Kitchener",2013-04-01,106738,300888,63394
"Kitchener",2013-05-01,106774,301925,63881
"Kitchener",2013-06-01,106801,302833,64326
"Kitchener",2013-07-01,106820,303620,64730
"Kitchener",2013-08-01,106833,304295,65097
"Kitchener",2013-09-01,106840,304865,65428
"Kitchener",2013-10-01,106844,305337,65727
"Kitchener",2013-11-01,106845,305720,65996
"Kitchener",2013-12-01,106844,306022,66237
"Kitchener",2014-01-01,106844,306250,66452
"Kitchener",2014-02-01,106844,306411,66645
"Kitchener",2014-03-01,106848,306515,66817
"Kitchener",2014-04-01,106854,306567,66971
"Kitchener",2014-05-01,106866,306577,67109
"Kitchener",2014-06-01,106884,306552,67235
"Kitchener",2014-07-01,106910,306500,67350
"Kitchener",2014-08-01,106945,306430,67457
"Kitchener",2014-09-01,106993,306357,67562
"Kitchener",2014-10-01,107057,306298,67669
"Kitchener",2014-11-01,107143,306270,67784
"Kitchener",2014-12-01,107253,306290,67912
"Kitchener",2015-01-01,107392,306375,68059
"Kitchener",2015-02-01,107563,306541,68230
"Kitchener",2015-03-01,107771,306805,68430
"Kitchener",2015-04-01,108020,307184,68665
"Kitchener",2015-05-01,108314,307695,68939
"Kitchener",2015-06-01,108656,308355,69259
"Kitchener",2015-07-01,109050,309180,69630
"Kitchener",2015-08-01,109499,310180,70054
"Kitchener",2015-09-01,109994,311333,70526
"Kitchener",2015-10-01,110528,312613,71035
"Kitchener",2015-11-01,111089,313989,71573
"Kitchener",2015-12-01,111669,315434,72130
"Kitchener",2016-01-01,112258,316919,72698
"Kitchener",2016-02-01,112846,318416,73268
"Kitchener",2016-03-01,113425,319897,73830
"Kitchener",2016-04-01,113984,321334,74375
"Kitchener",2016-05-01,114514,322697,74895
"Kitchener",2016-06-01,115006,323958,75379
"Kitchener",2016-07-01,115450,325090,75820
"Kitchener",2016-08-01,115839,326072,76210
"Kitchener",2016-09-01,116176,326915,76553
"Kitchener",2016-10-01,116466,327640,76854
"Kitchener",2016-11-01,116714,328268,77118
"Kitchener",2016-12-01,116925,328818,77352
"Kitchener",2017-01-01,117105,329310,77561
"Kitchener",2017-02-01,117258,329765,77750
"Kitchener",2017-03-01,117390,330202,77926
"Kitchener",2017-04-01,117506,330642,78093
"Kitchener",2017-05-01,117611,331105,78257
"Kitchener",2017-06-01,117711,331611,78424
"Kitchener",2017-07-01,117810,332180,78600
"Kitchener",2017-08-01,117913,332828,78789
"Kitchener",2017-09-01,118019,333550,78990
"Kitchener",2017-10-01,118129,334338,79201
"Kitchener",2017-11-01,118242,335184,79422
"Kitchener",2017-12-01,118357,336078,79650
"Kitchener",2018-01-01,118474,337013,79885
"Kitchener",2018-02-01,118591,337979,80123
"Kitchener",2018-03-01,118709,338968,80364
"Kitchener",2018-04-01,118826,339971,80606
"Kitchener",2018-05-01,118942,340980,80847
"Kitchener",2018-06-01,119057,341986,81085
"Kitchener",2018-07-01,119170,342980,81320
"Kitchener",2018-08-01,119280,343955,81549
"Kitchener",2018-09-01,119388,344907,81773
"Kitchener",2018-10-01,119494,345833,81990
"Kitchener",2018-11-01,119599,346729,82201
"Kitchener",2018-12-01,119703,347595,82405
"Kitchener",2019-01-01,119807,348425,82603
"Kitchener",2019-02-01,119912,349218,82794
"Kitchener",2019-03-01,120017,349971,82978
"Kitchener",2019-04-01,120124,350680,83155
"Kitchener",2019-05-01,120234,351343,83324
"Kitchener",2019-06-01,120345,351958,83486
"Kitchener",2019-07-01,120460,352520,83640
"Kitchener",2019-08-01,120578,353028,83786
"Kitchener",2019-09-01,120701,353478,83923
"Kitchener",2019-10-01,120828,353867,84053
"Kitchener",2019-11-01,120961,354193,84173
"Kitchener",2019-12-01,121100,354453,84285
"Kitchener",2020-01-01,121244,354643,84387
"Kitchener",2020-02-01,121396,354762,84481
"Kitchener",2020-03-01,121555,354806,84565
"Kitchener",2020-04-01,121722,354771,84639
"Kitchener",2020-05-01,121898,354657,84704
"Kitchener",2020-06-01,122083,354458,84759
"Kitchener",2020-07-01,122277,354174,84803
"Kitchener",2020-08-01,122481,353800,84837
"Kitchener",2020-09-01,122696,353334,84861
"Kitchener",2020-10-01,122922,352773,84874
"Kitchener",2020-11-01,123160,352114,84875
"Kitchener",2020-12-01,123410,351354,84866
"Kitchener",2021-01-01,123673,350490,84845
"Kitchener",2021-02-01,123950,349520,84812
"Kitchener",2021-03-01,124240,348441,84768
"Kitchener",2021-04-01,124545,347249,84712
"Kitchener",2021-05-01,124864,345942,84644
"Kitchener",2021-06-01,125199,344517,84563
"Kitchener",2021-07-01,125550,342971,84470
"Kitchener",2021-08-01,125918,341302,84364
"Kitchener",2021-09-01,126303,339505,84245
"Kitchener",2021-10-01,126705,337579,84113
"Kitchener",2021-11-01,127126,335521,83967
"Kitchener",2021-12-01,127566,333328,83808
"London",2013-01-01,100616,290042,75300
"London",2013-02-01,100329,290122,75463
"London",2013-03-01,100075,290200,75632
"London",2013-04-01,99852,290278,75806
"London",2013-05-01,99659,290355,75986
"London",2013-06-01,99496,290432,76171
"London",2013-07-01,99360,290510,76360
"London",2013-08-01,99251,290588,76554
"London",2013-09-01,99168,290668,76752
"London",2013-10-01,99109,290749,76955
"London",2013-11-01,99073,290833,77162
"London",2013-12-01,99060,290919,77372
"London",2014-01-01,99067,291008,77586
"London",2014-02-01,99095,291100,77803
"London",2014-03-01,99141,291197,78023
"London",2014-04-01,99205,291297,78246
"London",2014-05-01,99285,291403,78471
"London",2014-06-01,99380,291514,78700
"London",2014-07-01,99490,291630,78930
"London",2014-08-01,99613,291752,79162
"London",2014-09-01,99746,291880,79396
"London",2014-10-01,99887,292013,79630
"London",2014-11-01,100035,292150,79864
"London",2014-12-01,100187,292291,80097
"London",2015-01-01,100341,292434,80328
"London",2015-02-01,100494,292581,80557
"London",2015-03-01,100644,292729,80783
"London",2015-04-01,100789,292879,81005
"London",2015-05-01,100926,293029,81222
"London",2015-06-01,101054,293180,81434
"London",2015-07-01,101170,293330,81640
"London",2015-08-01,101273,293480,81839
"London",2015-09-01,101364,293634,82034
"London",2015-10-01,101449,293795,82225
"London",2015-11-01,101529,293969,82416
"London",2015-12-01,101608,294161,82607
"London",2016-01-01,101690,294375,82800
"London",2016-02-01,101777,294614,82998
"London",2016-03-01,101874,294885,83202
"London",2016-04-01,101983,295192,83415
"London",2016-05-01,102109,295538,83637
"London",2016-06-01,102253,295929,83872
"London",2016-07-01,102420,296370,84120
"London",2016-08-01,102612,296862,84383
"London",2016-09-01,102824,297402,84660
"London",2016-10-01,103054,297980,84948
"London",2016-11-01,103296,298591,85245
"London",2016-12-01,103547,299226,85548
"London",2017-01-01,103800,299880,85855
"London",2017-02-01,104052,300544,86164
"London",2017-03-01,104299,301211,86473
"London",2017-04-01,104536,301875,86780
"London",2017-05-01,104758,302527,87081
"London",2017-06-01,104961,303161,87375
"London",2017-07-01,105140,303770,87660
"London",2017-08-01,105292,304348,87933
"London",2017-09-01,105420,304896,88195
"London",2017-10-01,105525,305417,88447
"London",2017-11-01,105611,305916,88689
"London",2017-12-01,105681,306395,88922
"London",2018-01-01,105737,306857,89146
"London",2018-02-01,105784,307306,89362
"London",2018-03-01,105823,307744,89571
"London",2018-04-01,105859,308176,89774
"London",2018-05-01,105893,308603,89971
"London",2018-06-01,105929,309030,90163
"London",2018-07-01,105970,309460,90350
"London",2018-08-01,106019,309895,90533
"London",2018-09-01,106076,310337,90713
"London",2018-10-01,106145,310788,90889
"London",2018-11-01,106226,311247,91061
"London",2018-12-01,106321,311717,91230
"London",2019-01-01,106432,312198,91396
"London",2019-02-01,106559,312692,91558
"London",2019-03-01,106704,313200,91716
"London",2019-04-01,106870,313722,91872
"London",2019-05-01,107056,314261,92024
"London",2019-06-01,107266,314816,92174
"London",2019-07-01,107500,315390,92320
"London",2019-08-01,107760,315983,92463
"London",2019-09-01,108047,316597,92604
"London",2019-10-01,108363,317232,92742
"London",2019-11-01,108709,317891,92877
"London",2019-12-01,109087,318573,93010
"London",2020-01-01,109499,319280,93140
"London",2020-02-01,109945,320013,93267
"London",2020-03-01,110428,320773,93392
"London",2020-04-01,110948,321562,93515
"London",2020-05-01,111508,322381,93636
"London",2020-06-01,112109,323230,93754
"London",2020-07-01,112752,324111,93871
"London",2020-08-01,113439,325025,93985
"London",2020-09-01,114171,325973,94097
"London",2020-10-01,114950,326956,94208
"London",2020-11-01,115778,327975,94317
"London",2020-12-01,116655,329032,94424
"London",2021-01-01,117583,330127,94529
"London",2021-02-01,118565,331262,94633
"London",2021-03-01,119600,332438,94736
"London",2021-04-01,120692,333656,94837
"London",2021-05-01,121841,334917,94936
"London",2021-06-01,123048,336222,95035
"London",2021-07-01,124316,337572,95132
"London",2021-08-01,125646,338969,95228
"London",2021-09-01,127039,340414,95323
"London",2021-10-01,128497,341907,95417
"London",2021-11-01,130021,343450,95510
"London",2021-12-01,131613,345044,95603
"Montreal",2013-01-01,775255,2399489,580378
"Montreal",2013-02-01,777290,2409160,583894
"Montreal",2013-03-01,779097,2417804,587166
"Montreal",2013-04-01,780687,2425470,590208
"Montreal",2013-05-01,782075,2432208,593031
"Montreal",2013-06-01,783271,2438068,595647
"Montreal",2013-07-01,784290,2443100,598070
"Montreal",2013-08-01,785144,2447353,600311
"Montreal",2013-09-01,785845,2450878,602382
"Montreal",2013-10-01,786406,2453724,604296
"Montreal",2013-11-01,786841,2455941,606066
"Montreal",2013-12-01,787162,2457579,607702
"Montreal",2014-01-01,787381,2458687,609219
"Montreal",2014-02-01,787511,2459316,610627
"Montreal",2014-03-01,787566,2459515,611940
"Montreal",2014-04-01,787557,2459334,613170
"Montreal",2014-05-01,787498,2458823,614328
"Montreal",2014-06-01,787402,2458032,615427
"Montreal",2014-07-01,787280,2457010,616480
"Montreal",2014-08-01,787149,2455816,617501
"Montreal",2014-09-01,787038,2454542,618516
"Montreal",2014-10-01,786977,2453288,619551
"Montreal",2014-11-01,786999,2452156,620635
"Montreal",2014-12-01,787135,2451246,621795
"Montreal",2015-01-01,787416,2450659,623058
"Montreal",2015-02-01,787874,2450496,624453
"Montreal",2015-03-01,788540,2450857,626007
"Montreal",2015-04-01,789446,2451843,627746
"Montreal",2015-05-01,790624,2453556,629700
"Montreal",2015-06-01,792105,2456094,631896
"Montreal",2015-07-01,793920,2459560,634360
"Montreal",2015-08-01,796086,2464011,637108
"Montreal",2015-09-01,798555,2469337,640104
"Montreal",2015-10-01,801266,2475383,643300
"Montreal",2015-11-01,804155,2481995,646645
"Montreal",2015-12-01,807161,2489020,650091
"Montreal",2016-01-01,810222,2496304,653590
"Montreal",2016-02-01,813274,2503692,657093
"Montreal",2016-03-01,816255,2511031,660550
"Montreal",2016-04-01,819104,2518167,663913
"Montreal",2016-05-01,821758,2524947,667134
"Montreal",2016-06-01,824154,2531216,670162
"Montreal",2016-07-01,826230,2536820,672950
"Montreal",2016-08-01,827942,2541647,675462
"Montreal",2016-09-01,829316,2545750,677717
"Montreal",2016-10-01,830397,2549222,679748
"Montreal",2016-11-01,831230,2552158,681587
"Montreal",2016-12-01,831860,2554652,683266
"Montreal",2017-01-01,832332,2556797,684818
"Montreal",2017-02-01,832690,2558689,686277
"Montreal",2017-03-01,832978,2560419,687673
"Montreal",2017-04-01,833243,2562084,689040
"Montreal",2017-05-01,833529,2563776,690410
"Montreal",2017-06-01,833879,2565590,691816
"Montreal",2017-07-01,834340,2567620,693290
"Montreal",2017-08-01,834945,2569937,694857
"Montreal",2017-09-01,835688,2572522,696513
"Montreal",2017-10-01,836552,2575332,698243
"Montreal",2017-11-01,837519,2578326,700036
"Montreal",2017-12-01,838573,2581462,701878
"Montreal",2018-01-01,839695,2584697,703758
"Montreal",2018-02-01,840870,2587989,705661
"Montreal",2018-03-01,842079,2591297,707575
"Montreal",2018-04-01,843305,2594578,709488
"Montreal",2018-05-01,844533,2597790,711387
"Montreal",2018-06-01,845743,2600892,713258
"Montreal",2018-07-01,846920,2603840,715090
"Montreal",2018-08-01,848048,2606598,716870
"Montreal",2018-09-01,849120,2609146,718594
"Montreal",2018-10-01,850131,2611470,720258
"Montreal",2018-11-01,851077,2613554,721858
"Montreal",2018-12-01,851953,2615383,723390
"Montreal",2019-01-01,852754,2616944,724851
"Montreal",2019-02-01,853475,2618220,726237
"Montreal",2019-03-01,854112,2619197,727544
"Montreal",2019-04-01,854660,2619861,728769
"Montreal",2019-05-01,855114,2620196,729907
"Montreal",2019-06-01,855469,2620187,730955
"Montreal",2019-07-01,855720,2619820,731910
"Montreal",2019-08-01,855863,2619080,732767
"Montreal",2019-09-01,855893,2617952,733523
"Montreal",2019-10-01,855805,2616421,734174
"Montreal",2019-11-01,855595,2614472,734717
"Montreal",2019-12-01,855257,2612091,735147
"Montreal",2020-01-01,854787,2609262,735461
"Montreal",2020-02-01,854180,2605971,735656
"Montreal",2020-03-01,853431,2602203,735727
"Montreal",2020-04-01,852536,2597942,735670
"Montreal",2020-05-01,851489,2593175,735483
"Montreal",2020-06-01,850286,2587887,735161
"Montreal",2020-07-01,848923,2582061,734700
"Montreal",2020-08-01,847394,2575685,734098
"Montreal",2020-09-01,845694,2568742,733349
"Montreal",2020-10-01,843820,2561218,732451
"Montreal",2020-11-01,841765,2553098,731400
"Montreal",2020-12-01,839526,2544368,730191
"Montreal",2021-01-01,837097,2535012,728822
"Montreal",2021-02-01,834475,2525015,727288
"Montreal",2021-03-01,831653,2514363,725586
"Montreal",2021-04-01,828627,2503041,723712
"Montreal",2021-05-01,825392,2491033,721663
"Montreal",2021-06-01,821945,2478326,719434
"Montreal",2021-07-01,818279,2464904,717021
"Montreal",2021-08-01,814390,2450753,714422
"Montreal",2021-09-01,810274,2435857,711633
"Montreal",2021-10-01,805925,2420202,708649
"Montreal",2021-11-01,801339,2403773,705466
"Montreal",2021-12-01,796511,2386555,702083
"Ontario",2013-01-01,2785713,8083497,1972645
"Ontario",2013-02-01,2780175,8092973,1981090
"Ontario",2013-03-01,2775209,8101880,1989300
"Ontario",2013-04-01,2770792,8110245,1997284
"Ontario",2013-05-01,2766904,8118093,2005051
"Ontario",2013-06-01,2763524,8125449,2012610
"Ontario",2013-07-01,2760630,8132340,2019970
"Ontario",2013-08-01,2758202,8138791,2027140
"Ontario",2013-09-01,2756217,8144828,2034129
"Ontario",2013-10-01,2754656,8150476,2040946
"Ontario",2013-11-01,2753497,8155762,2047600
"Ontario",2013-12-01,2752719,8160711,2054100
"Ontario",2014-01-01,2752300,8165349,2060454
"Ontario",2014-02-01,2752220,8169701,2066673
"Ontario",2014-03-01,2752458,8173793,2072765
"Ontario",2014-04-01,2752992,8177652,2078738
"Ontario",2014-05-01,2753801,8181302,2084603
"Ontario",2014-06-01,2754864,8184769,2090367
"Ontario",2014-07-01,2756160,8188080,2096040
"Ontario",2014-08-01,2757666,8191262,2101632
"Ontario",2014-09-01,2759353,8194355,2107154
"Ontario",2014-10-01,2761189,8197398,2112619
"Ontario",2014-11-01,2763142,8200434,2118041
"Ontario",2014-12-01,2765182,8203504,2123432
"Ontario",2015-01-01,2767278,8206649,2128804
"Ontario",2015-02-01,2769396,8209910,2134171
"Ontario",2015-03-01,2771508,8213329,2139545
"Ontario",2015-04-01,2773580,8216946,2144939
"Ontario",2015-05-01,2775582,8220802,2150366
"Ontario",2015-06-01,2777483,8224940,2155839
"Ontario",2015-07-01,2779250,8229400,2161370
"Ontario",2015-08-01,2780862,8234210,2166969
"Ontario",2015-09-01,2782329,8239348,2172633
"Ontario",2015-10-01,2783671,8244777,2178356
"Ontario",2015-11-01,2784908,8250461,2184131
"Ontario",2015-12-01,2786060,8256363,2189953
"Ontario",2016-01-01,2787146,8262447,2195815
"Ontario",2016-02-01,2788186,8268678,2201711
"Ontario",2016-03-01,2789200,8275019,2207636
