"GEO","Date","Age0_17","Age18_64","Age65_over"
"Ontario",2016-04-01,2790208,8281434,2213582
"Ontario",2016-05-01,2791229,8287887,2219544
"Ontario",2016-06-01,2792283,8294341,2225515
"Ontario",2016-07-01,2793390,8300760,2231490
"Ontario",2016-08-01,2794565,8307129,2237465
"Ontario",2016-09-01,2795802,8313518,2243446
"Ontario",2016-10-01,2797091,8320017,2249443
"Ontario",2016-11-01,2798423,8326716,2255465
"Ontario",2016-12-01,2799787,8333705,2261522
"Ontario",2017-01-01,2801174,8341075,2267623
"Ontario",2017-02-01,2802573,8348916,2273778
"Ontario",2017-03-01,2803974,8357318,2279995
"Ontario",2017-04-01,2805367,8366373,2286285
"Ontario",2017-05-01,2806743,8376169,2292656
"Ontario",2017-06-01,2808090,8386798,2299118
"Ontario",2017-07-01,2809400,8398350,2305680
"Ontario",2017-08-01,2810664,8410881,2312347
"Ontario",2017-09-01,2811883,8424310,2319100
"Ontario",2017-10-01,2813062,8438523,2325919
"Ontario",2017-11-01,2814204,8453405,2332779
"Ontario",2017-12-01,2815312,8468841,2339659
"Ontario",2018-01-01,2816390,8484717,2346535
"Ontario",2018-02-01,2817441,8500918,2353387
"Ontario",2018-03-01,2818470,8517329,2360190
"Ontario",2018-04-01,2819480,8533835,2366922
"Ontario",2018-05-01,2820474,8550322,2373561
"Ontario",2018-06-01,2821456,8566676,2380085
"Ontario",2018-07-01,2822430,8582780,2386470
"Ontario",2018-08-01,2823399,8598528,2392695
"Ontario",2018-09-01,2824363,8613839,2398744
"Ontario",2018-10-01,2825325,8628639,2404599
"Ontario",2018-11-01,2826285,8642854,2410245
"Ontario",2018-12-01,2827243,8656411,2415666
"Ontario",2019-01-01,2828201,8669236,2420845
"Ontario",2019-02-01,2829160,8681256,2425766
"Ontario",2019-03-01,2830119,8692396,2430413
"Ontario",2019-04-01,2831082,8702584,2434770
"Ontario",2019-05-01,2832047,8711744,2438821
"Ontario",2019-06-01,2833016,8719804,2442550
"Ontario",2019-07-01,2833990,8726690,2445940
"Ontario",2019-08-01,2834970,8732328,2448975
"Ontario",2019-09-01,2835956,8736645,2451640
"Ontario",2019-10-01,2836950,8739566,2453917
"Ontario",2019-11-01,2837952,8741018,2455791
"Ontario",2019-12-01,2838964,8740928,2457246
"Ontario",2020-01-01,2839985,8739221,2458266
"Ontario",2020-02-01,2841018,8735824,2458833
"Ontario",2020-03-01,2842062,8730663,2458933
"Ontario",2020-04-01,2843120,8723665,2458549
"Ontario",2020-05-01,2844190,8714756,2457665
"Ontario",2020-06-01,2845276,8703862,2456265
"Ontario",2020-07-01,2846376,8690909,2454332
"Ontario",2020-08-01,2847493,8675824,2451850
"Ontario",2020-09-01,2848627,8658533,2448804
"Ontario",2020-10-01,2849779,8638962,2445177
"Ontario",2020-11-01,2850950,8617038,2440953
"Ontario",2020-12-01,2852140,8592686,2436115
"Ontario",2021-01-01,2853351,8565834,2430649
"Ontario",2021-02-01,2854584,8536407,2424536
"Ontario",2021-03-01,2855838,8504332,2417762
"Ontario",2021-04-01,2857116,8469536,2410310
"Ontario",2021-05-01,2858419,8431943,2402164
"Ontario",2021-06-01,2859746,8391481,2393308
"Ontario",2021-07-01,2861099,8348077,2383726
"Ontario",2021-08-01,2862478,8301655,2373401
"Ontario",2021-09-01,2863886,8252143,2362317
"Ontario",2021-10-01,2865321,8199467,2350459
"Ontario",2021-11-01,2866786,8143553,2337810
"Ontario",2021-12-01,2868282,8084327,2324353
"Oshawa",2013-01-01,85197,222562,48354
"Oshawa",2013-02-01,84929,222774,48527
"Oshawa",2013-03-01,84692,222986,48701
"Oshawa",2013-04-01,84486,223197,48875
"Oshawa",2013-05-01,84309,223408,49049
"Oshawa",2013-06-01,84161,223619,49225
"Oshawa",2013-07-01,84040,223830,49400
"Oshawa",2013-08-01,83945,224040,49576
"Oshawa",2013-09-01,83875,224250,49752
"Oshawa",2013-10-01,83828,224460,49928
"Oshawa",2013-11-01,83804,224670,50104
"Oshawa",2013-12-01,83801,224879,50280
"Oshawa",2014-01-01,83819,225087,50455
"Oshawa",2014-02-01,83855,225295,50631
"Oshawa",2014-03-01,83909,225503,50806
"Oshawa",2014-04-01,83980,225711,50980
"Oshawa",2014-05-01,84066,225918,51154
"Oshawa",2014-06-01,84167,226124,51327
"Oshawa",2014-07-01,84280,226330,51500
"Oshawa",2014-08-01,84405,226535,51672
"Oshawa",2014-09-01,84541,226740,51842
"Oshawa",2014-10-01,84684,226945,52011
"Oshawa",2014-11-01,84834,227149,52179
"Oshawa",2014-12-01,84989,227353,52344
"Oshawa",2015-01-01,85147,227556,52507
"Oshawa",2015-02-01,85305,227759,52667
"Oshawa",2015-03-01,85463,227962,52825
"Oshawa",2015-04-01,85618,228164,52979
"Oshawa",2015-05-01,85769,228366,53130
"Oshawa",2015-06-01,85914,228568,53277
"Oshawa",2015-07-01,86050,228770,53420
"Oshawa",2015-08-01,86177,228971,53559
"Oshawa",2015-09-01,86296,229172,53694
"Oshawa",2015-10-01,86407,229373,53826
"Oshawa",2015-11-01,86513,229573,53956
"Oshawa",2015-12-01,86615,229771,54084
"Oshawa",2016-01-01,86713,229969,54212
"Oshawa",2016-02-01,86810,230165,54339
"Oshawa",2016-03-01,86907,230360,54467
"Oshawa",2016-04-01,87005,230553,54597
"Oshawa",2016-05-01,87106,230744,54728
"Oshawa",2016-06-01,87210,230933,54862
"Oshawa",2016-07-01,87320,231120,55000
"Oshawa",2016-08-01,87436,231305,55142
"Oshawa",2016-09-01,87558,231488,55287
"Oshawa",2016-10-01,87683,231671,55436
"Oshawa",2016-11-01,87811,231856,55588
"Oshawa",2016-12-01,87939,232044,55742
"Oshawa",2017-01-01,88068,232235,55899
"Oshawa",2017-02-01,88194,232432,56058
"Oshawa",2017-03-01,88318,232635,56219
"Oshawa",2017-04-01,88436,232846,56381
"Oshawa",2017-05-01,88549,233067,56543
"Oshawa",2017-06-01,88654,233297,56707
"Oshawa",2017-07-01,88750,233540,56870
"Oshawa",2017-08-01,88836,233795,57033
"Oshawa",2017-09-01,88914,234063,57196
"Oshawa",2017-10-01,88985,234343,57359
"Oshawa",2017-11-01,89051,234636,57521
"Oshawa",2017-12-01,89114,234939,57682
"Oshawa",2018-01-01,89176,235254,57842
"Oshawa",2018-02-01,89238,235580,58002
"Oshawa",2018-03-01,89303,235917,58160
"Oshawa",2018-04-01,89371,236263,58317
"Oshawa",2018-05-01,89446,236619,58473
"Oshawa",2018-06-01,89528,236985,58627
"Oshawa",2018-07-01,89620,237360,58780
"Oshawa",2018-08-01,89723,237744,58931
"Oshawa",2018-09-01,89839,238136,59080
"Oshawa",2018-10-01,89968,238537,59227
"Oshawa",2018-11-01,90112,238946,59372
"Oshawa",2018-12-01,90272,239365,59515
"Oshawa",2019-01-01,90450,239791,59655
"Oshawa",2019-02-01,90646,240227,59792
"Oshawa",2019-03-01,90861,240670,59926
"Oshawa",2019-04-01,91097,241123,60057
"Oshawa",2019-05-01,91354,241583,60185
"Oshawa",2019-06-01,91635,242052,60309
"Oshawa",2019-07-01,91940,242530,60430
"Oshawa",2019-08-01,92270,243016,60547
"Oshawa",2019-09-01,92627,243510,60660
"Oshawa",2019-10-01,93011,244013,60769
"Oshawa",2019-11-01,93424,244524,60873
"Oshawa",2019-12-01,93867,245043,60973
"Oshawa",2020-01-01,94342,245570,61069
"Oshawa",2020-02-01,94848,246105,61159
"Oshawa",2020-03-01,95388,246649,61245
"Oshawa",2020-04-01,95963,247201,61325
"Oshawa",2020-05-01,96573,247761,61400
"Oshawa",2020-06-01,97221,248329,61470
"Oshawa",2020-07-01,97906,248905,61534
"Oshawa",2020-08-01,98631,249489,61592
"Oshawa",2020-09-01,99396,250081,61643
"Oshawa",2020-10-01,100203,250681,61689
"Oshawa",2020-11-01,101053,251289,61728
"Oshawa",2020-12-01,101946,251905,61761
"Oshawa",2021-01-01,102885,252529,61787
"Oshawa",2021-02-01,103870,253160,61806
"Oshawa",2021-03-01,104902,253800,61818
"Oshawa",2021-04-01,105983,254447,61822
"Oshawa",2021-05-01,107113,255102,61820
"Oshawa",2021-06-01,108295,255764,61809
"Oshawa",2021-07-01,109529,256435,61791
"Oshawa",2021-08-01,110815,257113,61765
"Oshawa",2021-09-01,112157,257798,61730
"Oshawa",2021-10-01,113554,258492,61688
"Oshawa",2021-11-01,115007,259193,61637
"Oshawa",2021-12-01,116519,259901,61577
"Ottawa",2013-01-01,194840,570597,128183
"Ottawa",2013-02-01,194884,572095,128913
"Ottawa",2013-03-01,194931,573454,129610
"Ottawa",2013-04-01,194981,574683,130277
"Ottawa",2013-05-01,195036,575789,130915
"Ottawa",2013-06-01,195095,576779,131525
"Ottawa",2013-07-01,195160,577660,132110
"Ottawa",2013-08-01,195230,578439,132670
"Ottawa",2013-09-01,195307,579124,133209
"Ottawa",2013-10-01,195391,579722,133726
"Ottawa",2013-11-01,195482,580239,134224
"Ottawa",2013-12-01,195582,580684,134705
"Ottawa",2014-01-01,195690,581063,135170
"Ottawa",2014-02-01,195807,581383,135620
"Ottawa",2014-03-01,195934,581652,136059
"Ottawa",2014-04-01,196071,581877,136486
"Ottawa",2014-05-01,196219,582065,136904
"Ottawa",2014-06-01,196379,582224,137315
"Ottawa",2014-07-01,196550,582360,137720
"Ottawa",2014-08-01,196734,582482,138121
"Ottawa",2014-09-01,196934,582603,138522
"Ottawa",2014-10-01,197151,582739,138925
"Ottawa",2014-11-01,197388,582903,139336
"Ottawa",2014-12-01,197648,583111,139757
"Ottawa",2015-01-01,197932,583376,140192
"Ottawa",2015-02-01,198245,583714,140644
"Ottawa",2015-03-01,198587,584140,141118
"Ottawa",2015-04-01,198963,584668,141617
"Ottawa",2015-05-01,199373,585312,142145
"Ottawa",2015-06-01,199822,586088,142704
"Ottawa",2015-07-01,200310,587010,143300
"Ottawa",2015-08-01,200840,588086,143934
"Ottawa",2015-09-01,201405,589301,144600
"Ottawa",2015-10-01,201998,590631,145294
"Ottawa",2015-11-01,202612,592053,146009
"Ottawa",2015-12-01,203240,593546,146738
"Ottawa",2016-01-01,203874,595085,147475
"Ottawa",2016-02-01,204508,596650,148215
"Ottawa",2016-03-01,205134,598217,148949
"Ottawa",2016-04-01,205744,599763,149674
"Ottawa",2016-05-01,206331,601265,150381
"Ottawa",2016-06-01,206889,602702,151065
"Ottawa",2016-07-01,207410,604050,151720
"Ottawa",2016-08-01,207888,605293,152341
"Ottawa",2016-09-01,208325,606438,152929
"Ottawa",2016-10-01,208722,607498,153489
"Ottawa",2016-11-01,209084,608488,154025
"Ottawa",2016-12-01,209413,609421,154538
"Ottawa",2017-01-01,209712,610310,155035
"Ottawa",2017-02-01,209984,611168,155517
"Ottawa",2017-03-01,210231,612010,155988
"Ottawa",2017-04-01,210456,612849,156452
"Ottawa",2017-05-01,210662,613697,156914
"Ottawa",2017-06-01,210853,614570,157375
"Ottawa",2017-07-01,211030,615480,157840
"Ottawa",2017-08-01,211197,616438,158312
"Ottawa",2017-09-01,211355,617442,158789
"Ottawa",2017-10-01,211506,618489,159272
"Ottawa",2017-11-01,211653,619574,159757
"Ottawa",2017-12-01,211796,620694,160244
"Ottawa",2018-01-01,211938,621843,160731
"Ottawa",2018-02-01,212080,623019,161217
"Ottawa",2018-03-01,212225,624216,161701
"Ottawa",2018-04-01,212373,625431,162180
"Ottawa",2018-05-01,212527,626659,162654
"Ottawa",2018-06-01,212689,627897,163121
"Ottawa",2018-07-01,212860,629140,163580
"Ottawa",2018-08-01,213042,630385,164029
"Ottawa",2018-09-01,213237,631630,164468
"Ottawa",2018-10-01,213448,632875,164896
"Ottawa",2018-11-01,213675,634119,165313
"Ottawa",2018-12-01,213922,635361,165719
"Ottawa",2019-01-01,214189,636602,166112
"Ottawa",2019-02-01,214480,637840,166494
"Ottawa",2019-03-01,214796,639075,166862
"Ottawa",2019-04-01,215139,640306,167218
"Ottawa",2019-05-01,215511,641533,167559
"Ottawa",2019-06-01,215914,642754,167887
"Ottawa",2019-07-01,216350,643970,168200
"Ottawa",2019-08-01,216821,645180,168498
"Ottawa",2019-09-01,217329,646382,168781
"Ottawa",2019-10-01,217877,647577,169048
"Ottawa",2019-11-01,218465,648764,169299
"Ottawa",2019-12-01,219097,649942,169533
"Ottawa",2020-01-01,219773,651111,169750
"Ottawa",2020-02-01,220497,652270,169950
"Ottawa",2020-03-01,221269,653418,170132
"Ottawa",2020-04-01,222093,654555,170295
"Ottawa",2020-05-01,222969,655681,170439
"Ottawa",2020-06-01,223901,656793,170565
"Ottawa",2020-07-01,224890,657893,170670
"Ottawa",2020-08-01,225937,658979,170756
"Ottawa",2020-09-01,227046,660051,170821
"Ottawa",2020-10-01,228218,661108,170866
"Ottawa",2020-11-01,229455,662150,170888
"Ottawa",2020-12-01,230758,663175,170890
"Ottawa",2021-01-01,232131,664184,170868
"Ottawa",2021-02-01,233575,665175,170825
"Ottawa",2021-03-01,235092,666148,170758
"Ottawa",2021-04-01,236684,667103,170668
"Ottawa",2021-05-01,238352,668038,170553
"Ottawa",2021-06-01,240100,668954,170415
"Ottawa",2021-07-01,241929,669850,170251
"Ottawa",2021-08-01,243841,670724,170063
"Ottawa",2021-09-01,245837,671577,169849
"Ottawa",2021-10-01,247921,672407,169608
"Ottawa",2021-11-01,250094,673215,169342
"Ottawa",2021-12-01,252357,673999,169048
"Quebec",2013-01-01,1564474,4982080,1319958
"Quebec",2013-02-01,1564165,4985394,1324007
"Quebec",2013-03-01,1563921,4988378,1328041
"Quebec",2013-04-01,1563741,4991046,1332059
"Quebec",2013-05-01,1563624,4993410,1336062
"Quebec",2013-06-01,1563567,4995484,1340053
"Quebec",2013-07-01,1563570,4997280,1344030
"Quebec",2013-08-01,1563632,4998812,1347996
"Quebec",2013-09-01,1563750,5000093,1351951
"Quebec",2013-10-01,1563925,5001136,1355896
"Quebec",2013-11-01,1564155,5001954,1359831
"Quebec",2013-12-01,1564437,5002560,1363759
"Quebec",2014-01-01,1564772,5002968,1367680
"Quebec",2014-02-01,1565157,5003189,1371594
"Quebec",2014-03-01,1565592,5003238,1375502
"Quebec",2014-04-01,1566075,5003128,1379406
"Quebec",2014-05-01,1566605,5002871,1383307
"Quebec",2014-06-01,1567180,5002481,1387204
"Quebec",2014-07-01,1567800,5001970,1391100
"Quebec",2014-08-01,1568463,5001351,1394995
"Quebec",2014-09-01,1569167,5000630,1398890
"Quebec",2014-10-01,1569913,4999813,1402787
"Quebec",2014-11-01,1570699,4998904,1406687
"Quebec",2014-12-01,1571524,4997910,1410592
"Quebec",2015-01-01,1572387,4996835,1414503
"Quebec",2015-02-01,1573288,4995684,1418421
"Quebec",2015-03-01,1574225,4994464,1422348
"Quebec",2015-04-01,1575198,4993179,1426285
"Quebec",2015-05-01,1576205,4991835,1430233
"Quebec",2015-06-01,1577246,4990437,1434194
"Quebec",2015-07-01,1578320,4988990,1438170
"Quebec",2015-08-01,1579425,4987506,1442161
"Quebec",2015-09-01,1580559,4986023,1446166
"Quebec",2015-10-01,1581720,4984585,1450185
"Quebec",2015-11-01,1582904,4983237,1454217
"Quebec",2015-12-01,1584109,4982021,1458260
"Quebec",2016-01-01,1585331,4980983,1462313
"Quebec",2016-02-01,1586569,4980167,1466376
"Quebec",2016-03-01,1587820,4979617,1470446
"Quebec",2016-04-01,1589080,4979377,1474524
"Quebec",2016-05-01,1590346,4979492,1478608
"Quebec",2016-06-01,1591618,4980004,1482697
"Quebec",2016-07-01,1592890,4980960,1486790
"Quebec",2016-08-01,1594162,4982386,1490886
"Quebec",2016-09-01,1595436,4984243,1494989
"Quebec",2016-10-01,1596716,4986477,1499100
"Quebec",2016-11-01,1598005,4989032,1503222
"Quebec",2016-12-01,1599306,4991852,1507360
"Quebec",2017-01-01,1600624,4994883,1511515
"Quebec",2017-02-01,1601961,4998069,1515690
"Quebec",2017-03-01,1603321,5001355,1519889
"Quebec",2017-04-01,1604707,5004685,1524115
"Quebec",2017-05-01,1606123,5008005,1528370
"Quebec",2017-06-01,1607573,5011258,1532657
"Quebec",2017-07-01,1609060,5014390,1536980
"Quebec",2017-08-01,1610586,5017355,1541339
"Quebec",2017-09-01,1612148,5020146,1545730
"Quebec",2017-10-01,1613741,5022767,1550146
"Quebec",2017-11-01,1615361,5025221,1554580
"Quebec",2017-12-01,1617003,5027510,1559025
"Quebec",2018-01-01,1618663,5029639,1563475
"Quebec",2018-02-01,1620336,5031609,1567922
"Quebec",2018-03-01,1622017,5033424,1572361
"Quebec",2018-04-01,1623703,5035088,1576783
"Quebec",2018-05-01,1625389,5036603,1581184
"Quebec",2018-06-01,1627069,5037973,1585555
"Quebec",2018-07-01,1628740,5039200,1589890
"Quebec",2018-08-01,1630397,5040286,1594183
"Quebec",2018-09-01,1632037,5041224,1598428
"Quebec",2018-10-01,1633658,5042006,1602621
"Quebec",2018-11-01,1635255,5042623,1606757
"Quebec",2018-12-01,1636827,5043066,1610831
"Quebec",2019-01-01,1638370,5043327,1614838
"Quebec",2019-02-01,1639881,5043397,1618774
"Quebec",2019-03-01,1641358,5043269,1622633
"Quebec",2019-04-01,1642797,5042932,1626411
"Quebec",2019-05-01,1644196,5042379,1630103
"Quebec",2019-06-01,1645551,5041601,1633704
"Quebec",2019-07-01,1646860,5040590,1637210
"Quebec",2019-08-01,1648120,5039337,1640615
"Quebec",2019-09-01,1649327,5037833,1643915
"Quebec",2019-10-01,1650480,5036070,1647105
"Quebec",2019-11-01,1651574,5034039,1650181
"Quebec",2019-12-01,1652608,5031731,1653136
"Quebec",2020-01-01,1653577,5029139,1655967
"Quebec",2020-02-01,1654480,5026254,1658669
"Quebec",2020-03-01,1655313,5023066,1661237
"Quebec",2020-04-01,1656073,5019568,1663666
"Quebec",2020-05-01,1656758,5015751,1665951
"Quebec",2020-06-01,1657364,5011606,1668088
"Quebec",2020-07-01,1657888,5007125,1670071
"Quebec",2020-08-01,1658328,5002299,1671896
"Quebec",2020-09-01,1658680,4997119,1673559
"Quebec",2020-10-01,1658943,4991578,1675053
"Quebec",2020-11-01,1659112,4985666,1676376
"Quebec",2020-12-01,1659184,4979375,1677520
"Quebec",2021-01-01,1659158,4972697,1678483
"Quebec",2021-02-01,1659030,4965622,1679258
"Quebec",2021-03-01,1658796,4958142,1679842
"Quebec",2021-04-01,1658455,4950249,1680229
"Quebec",2021-05-01,1658002,4941934,1680415
"Quebec",2021-06-01,1657436,4933189,1680395
"Quebec",2021-07-01,1656754,4924005,1680163
"Quebec",2021-08-01,1655951,4914373,1679716
"Quebec",2021-09-01,1655026,4904284,1679048
"Quebec",2021-10-01,1653976,4893732,1678155
"Quebec",2021-11-01,1652797,4882705,1677032
"Quebec",2021-12-01,1651486,4871197,1675673
"Niagara",2013-01-01,75914,234086,77692
"Niagara",2013-02-01,75738,233969,77861
"Niagara",2013-03-01,75578,233874,78037
"Niagara",2013-04-01,75434,233800,78217
"Niagara",2013-05-01,75305,233745,78403
"Niagara",2013-06-01,75191,233708,78594
"Niagara",2013-07-01,75090,233690,78790
"Niagara",2013-08-01,75003,233688,78990
"Niagara",2013-09-01,74928,233703,79194
"Niagara",2013-10-01,74865,233732,79402
"Niagara",2013-11-01,74814,233776,79613
"Niagara",2013-12-01,74773,233833,79828
"Niagara",2014-01-01,74743,233903,80046
"Niagara",2014-02-01,74722,233984,80266
"Niagara",2014-03-01,74710,234075,80489
"Niagara",2014-04-01,74707,234177,80714
"Niagara",2014-05-01,74711,234287,80941
"Niagara",2014-06-01,74722,234405,81170
"Niagara",2014-07-01,74740,234530,81400
"Niagara",2014-08-01,74764,234661,81631
"Niagara",2014-09-01,74792,234797,81863
"Niagara",2014-10-01,74825,234935,82094
"Niagara",2014-11-01,74861,235074,82326
"Niagara",2014-12-01,74900,235211,82556
"Niagara",2015-01-01,74940,235347,82784
"Niagara",2015-02-01,74982,235477,83010
"Niagara",2015-03-01,75023,235602,83234
"Niagara",2015-04-01,75063,235718,83454
"Niagara",2015-05-01,75101,235824,83671
"Niagara",2015-06-01,75137,235919,83883
"Niagara",2015-07-01,75170,236000,84090
"Niagara",2015-08-01,75199,236067,84292
"Niagara",2015-09-01,75223,236121,84489
"Niagara",2015-10-01,75244,236165,84683
"Niagara",2015-11-01,75262,236202,84873
"Niagara",2015-12-01,75276,236234,85062
"Niagara",2016-01-01,75288,236265,85249
"Niagara",2016-02-01,75298,236295,85436
"Niagara",2016-03-01,75305,236329,85623
"Niagara",2016-04-01,75311,236369,85811
"Niagara",2016-05-01,75315,236417,86001
"Niagara",2016-06-01,75318,236477,86194
"Niagara",2016-07-01,75320,236550,86390
"Niagara",2016-08-01,75322,236639,86591
"Niagara",2016-09-01,75323,236743,86796
"Niagara",2016-10-01,75323,236861,87005
"Niagara",2016-11-01,75323,236993,87218
"Niagara",2016-12-01,75323,237136,87434
"Niagara",2017-01-01,75322,237290,87654
"Niagara",2017-02-01,75321,237454,87877
"Niagara",2017-03-01,75319,237626,88102
"Niagara",2017-04-01,75318,237806,88331
"Niagara",2017-05-01,75315,237993,88562
"Niagara",2017-06-01,75313,238184,88795
"Niagara",2017-07-01,75310,238380,89030
"Niagara",2017-08-01,75307,238579,89267
"Niagara",2017-09-01,75304,238781,89505
"Niagara",2017-10-01,75301,238987,89744
"Niagara",2017-11-01,75299,239196,89983
"Niagara",2017-12-01,75298,239409,90221
"Niagara",2018-01-01,75298,239625,90458
"Niagara",2018-02-01,75300,239846,90693
"Niagara",2018-03-01,75303,240070,90925
"Niagara",2018-04-01,75308,240298,91155
"Niagara",2018-05-01,75316,240531,91381
"Niagara",2018-06-01,75327,240768,91603
"Niagara",2018-07-01,75340,241010,91820
"Niagara",2018-08-01,75357,241256,92032
"Niagara",2018-09-01,75377,241507,92237
"Niagara",2018-10-01,75400,241762,92436
"Niagara",2018-11-01,75428,242022,92628
"Niagara",2018-12-01,75460,242286,92813
"Niagara",2019-01-01,75496,242554,92990
"Niagara",2019-02-01,75537,242825,93158
"Niagara",2019-03-01,75583,243101,93316
"Niagara",2019-04-01,75634,243380,93466
"Niagara",2019-05-01,75690,243664,93605
"Niagara",2019-06-01,75752,243950,93733
"Niagara",2019-07-01,75820,244240,93850
"Niagara",2019-08-01,75894,244533,93955
"Niagara",2019-09-01,75974,244830,94048
"Niagara",2019-10-01,76061,245129,94129
"Niagara",2019-11-01,76154,245431,94196
"Niagara",2019-12-01,76255,245736,94249
"Niagara",2020-01-01,76363,246044,94287
"Niagara",2020-02-01,76478,246355,94311
"Niagara",2020-03-01,76601,246668,94319
"Niagara",2020-04-01,76732,246983,94312
"Niagara",2020-05-01,76871,247300,94288
"Niagara",2020-06-01,77019,247620,94247
"Niagara",2020-07-01,77175,247941,94188
"Niagara",2020-08-01,77341,248265,94111
"Niagara",2020-09-01,77515,248590,94016
"Niagara",2020-10-01,77699,248917,93901
"Niagara",2020-11-01,77893,249245,93767
"Niagara",2020-12-01,78096,249575,93613
"Niagara",2021-01-01,78309,249906,93438
"Niagara",2021-02-01,78533,250239,93242
"Niagara",2021-03-01,78768,250572,93024
"Niagara",2021-04-01,79013,250907,92784
"Niagara",2021-05-01,79269,251242,92521
"Niagara",2021-06-01,79537,251578,92234
"Niagara",2021-07-01,79816,251914,91924
"Niagara",2021-08-01,80107,252251,91589
"Niagara",2021-09-01,80410,252589,91230
"Niagara",2021-10-01,80725,252926,90845
"Niagara",2021-11-01,81053,253264,90434
"Niagara",2021-12-01,81393,253602,89996
"Toronto",2013-01-01,1260946,3671330,750570
"Toronto",2013-02-01,1258113,3677526,754793
"Toronto",2013-03-01,1255584,3683432,758866
"Toronto",2013-04-01,1253347,3689060,762792
"Toronto",2013-05-01,1251389,3694422,766578
"Toronto",2013-06-01,1249698,3699528,770229
"Toronto",2013-07-01,1248260,3704390,773750
"Toronto",2013-08-01,1247064,3709018,777147
"Toronto",2013-09-01,1246097,3713424,780424
"Toronto",2013-10-01,1245347,3717619,783588
"Toronto",2013-11-01,1244800,3721614,786644
"Toronto",2013-12-01,1244445,3725421,789597
"Toronto",2014-01-01,1244269,3729049,792453
"Toronto",2014-02-01,1244260,3732511,795216
"Toronto",2014-03-01,1244404,3735817,797893
"Toronto",2014-04-01,1244690,3738979,800488
"Toronto",2014-05-01,1245104,3742008,803007
"Toronto",2014-06-01,1245635,3744914,805456
"Toronto",2014-07-01,1246270,3747710,807840
"Toronto",2014-08-01,1246995,3750407,810164
"Toronto",2014-09-01,1247791,3753020,812435
"Toronto",2014-10-01,1248639,3755567,814660
"Toronto",2014-11-01,1249519,3758063,816846
"Toronto",2014-12-01,1250410,3760527,819000
"Toronto",2015-01-01,1251294,3762973,821129
"Toronto",2015-02-01,1252149,3765419,823238
"Toronto",2015-03-01,1252956,3767882,825336
"Toronto",2015-04-01,1253696,3770378,827430
"Toronto",2015-05-01,1254348,3772924,829525
"Toronto",2015-06-01,1254893,3775535,831630
"Toronto",2015-07-01,1255310,3778230,833750
"Toronto",2015-08-01,1255586,3781020,835892
"Toronto",2015-09-01,1255732,3783898,838056
"Toronto",2015-10-01,1255764,3786854,840241
"Toronto",2015-11-01,1255700,3789877,842448
"Toronto",2015-12-01,1255557,3792956,844674
"Toronto",2016-01-01,1255350,3796081,846921
"Toronto",2016-02-01,1255099,3799240,849186
"Toronto",2016-03-01,1254819,3802422,851471
"Toronto",2016-04-01,1254527,3805617,853773
"Toronto",2016-05-01,1254240,3808814,856092
"Toronto",2016-06-01,1253975,3812002,858428
"Toronto",2016-07-01,1253750,3815170,860780
"Toronto",2016-08-01,1253578,3818320,863148
"Toronto",2016-09-01,1253461,3821507,865536
"Toronto",2016-10-01,1253400,3824796,867947
"Toronto",2016-11-01,1253393,3828255,870385
"Toronto",2016-12-01,1253441,3831950,872854
"Toronto",2017-01-01,1253542,3835949,875358
"Toronto",2017-02-01,1253697,3840317,877901
"Toronto",2017-03-01,1253904,3845123,880486
"Toronto",2017-04-01,1254163,3850432,883118
"Toronto",2017-05-01,1254474,3856312,885800
"Toronto",2017-06-01,1254837,3862829,888536
"Toronto",2017-07-01,1255250,3870050,891330
"Toronto",2017-08-01,1255712,3878016,894183
"Toronto",2017-09-01,1256214,3886667,897086
"Toronto",2017-10-01,1256747,3895917,900024
"Toronto",2017-11-01,1257301,3905678,902985
"Toronto",2017-12-01,1257865,3915865,905957
"Toronto",2018-01-01,1258430,3926391,908925
"Toronto",2018-02-01,1258986,3937170,911878
"Toronto",2018-03-01,1259522,3948116,914802
"Toronto",2018-04-01,1260030,3959142,917684
"Toronto",2018-05-01,1260499,3970162,920511
"Toronto",2018-06-01,1260919,3981090,923271
"Toronto",2018-07-01,1261280,3991840,925950
"Toronto",2018-08-01,1261573,4002330,928536
"Toronto",2018-09-01,1261789,4012499,931019
"Toronto",2018-10-01,1261921,4022292,933389
"Toronto",2018-11-01,1261960,4031653,935636
"Toronto",2018-12-01,1261898,4040527,937752
"Toronto",2019-01-01,1261727,4048857,939726
"Toronto",2019-02-01,1261440,4056588,941549
"Toronto",2019-03-01,1261028,4063664,943211
"Toronto",2019-04-01,1260483,4070031,944703
"Toronto",2019-05-01,1259797,4075631,946015
"Toronto",2019-06-01,1258962,4080409,947137
"Toronto",2019-07-01,1257970,4084310,948060
"Toronto",2019-08-01,1256813,4087278,948774
"Toronto",2019-09-01,1255484,4089257,949270
"Toronto",2019-10-01,1253973,4090191,949538
"Toronto",2019-11-01,1252273,4090026,949569
"Toronto",2019-12-01,1250376,4088704,949352
"Toronto",2020-01-01,1248274,4086171,948879
"Toronto",2020-02-01,1245959,4082371,948139
"Toronto",2020-03-01,1243423,4077247,947124
"Toronto",2020-04-01,1240658,4070745,945823
"Toronto",2020-05-01,1237656,4062809,944227
"Toronto",2020-06-01,1234408,4053383,942326
"Toronto",2020-07-01,1230907,4042411,940111
