"Date","GEO","Compl_total","Compl_single","Compl_semi","Compl_row","Starts_total","Starts_single","Starts_semi","Starts_row","UC_total","UC_single","UC_semi","UC_row"
2016-09-01,"Toronto",943,673,66,204,1652,1001,104,547,17514,10540,1144,5830
2016-09-01,"Vancouver",652,362,22,268,852,512,54,286,8397,5116,414,2867
2016-09-01,"Victoria",87,69,18,0,131,89,12,30,929,693,90,146
2016-09-01,"Windsor",104,71,14,19,116,81,18,17,695,420,110,165
2016-10-01,"Calgary",466,198,94,174,551,334,108,109,4065,2290,702,1073
2016-10-01,"Edmonton",615,327,172,116,735,413,202,120,4929,2644,1234,1051
2016-10-01,"Sudbury",15,13,2,0,20,16,0,4,227,120,24,83
2016-10-01,"Guelph",56,17,0,39,100,32,6,62,455,151,16,288
2016-10-01,"Hamilton",156,73,4,79,266,73,0,193,1575,516,66,993
2016-10-01,"Kelowna",99,68,18,13,110,89,16,5,918,568,126,224
2016-10-01,"Kitchener",148,117,8,23,262,159,8,95,1222,835,50,337
2016-10-01,"London",185,159,2,24,157,117,12,28,904,580,24,300
2016-10-01,"Montreal",407,222,76,109,404,248,72,84,2160,999,332,829
2016-10-01,"Oshawa",151,126,0,25,183,75,4,104,1551,860,52,639
2016-10-01,"Ottawa",264,179,22,63,523,249,66,208,3270,1460,264,1546
2016-10-01,"Niagara",68,46,2,20,162,123,16,23,1837,1191,118,528
2016-10-01,"Toronto",1259,807,140,312,1818,1215,126,477,18071,10946,1130,5995
2016-10-01,"Vancouver",660,433,28,199,716,415,18,283,8429,5078,400,2951
2016-10-01,"Victoria",101,76,4,21,103,77,8,18,931,694,94,143
2016-10-01,"Windsor",97,59,12,26,76,63,10,3,674,424,108,142
2016-11-01,"Calgary",698,475,128,95,528,346,104,78,3895,2161,678,1056
2016-11-01,"Edmonton",698,408,152,138,690,436,186,68,4921,2672,1268,981
2016-11-01,"Sudbury",31,31,0,0,14,12,2,0,211,100,28,83
2016-11-01,"Guelph",69,29,0,40,46,16,8,22,425,138,24,263
2016-11-01,"Hamilton",194,38,30,126,172,91,0,81,1524,569,36,919
2016-11-01,"Kelowna",131,60,20,51,131,93,16,22,918,601,122,195
2016-11-01,"Kitchener",106,94,6,6,127,97,2,28,1241,838,44,359
2016-11-01,"London",176,142,0,34,193,141,6,46,889,579,30,280
2016-11-01,"Montreal",429,211,68,150,403,209,82,112,2144,992,344,808
2016-11-01,"Oshawa",112,93,0,19,121,43,0,78,1559,809,52,698
2016-11-01,"Ottawa",419,232,24,163,376,201,34,141,3231,1429,274,1528
2016-11-01,"Niagara",146,123,4,19,150,122,0,28,1842,1190,114,538
2016-11-01,"Toronto",1129,777,74,278,1876,1308,38,530,18820,11476,1100,6244
2016-11-01,"Vancouver",735,388,38,309,667,379,32,256,8349,5069,394,2886
2016-11-01,"Victoria",102,88,4,10,90,69,12,9,919,675,102,142
2016-11-01,"Windsor",118,74,26,18,126,77,14,35,682,427,96,159
2016-12-01,"Calgary",465,248,104,113,449,294,96,59,3880,2209,674,997
2016-12-01,"Edmonton",525,272,128,125,671,409,156,106,5070,2812,1296,962
2016-12-01,"Sudbury",52,24,6,22,14,14,0,0,173,90,22,61
2016-12-01,"Guelph",25,11,0,14,34,17,6,11,441,144,30,267
2016-12-01,"Hamilton",115,60,6,49,183,111,0,72,1592,620,30,942
2016-12-01,"Kelowna",78,45,14,19,110,81,14,15,951,638,122,191
2016-12-01,"Kitchener",126,89,4,33,158,120,2,36,1274,870,42,362
2016-12-01,"London",176,141,4,31,153,112,2,39,865,550,28,287
2016-12-01,"Montreal",380,241,66,73,412,206,64,142,2181,952,346,883
2016-12-01,"Oshawa",149,108,6,35,106,39,0,67,1516,740,46,730
2016-12-01,"Ottawa",502,296,74,132,466,281,18,167,3198,1414,218,1566
2016-12-01,"Niagara",116,103,10,3,133,114,2,17,1861,1200,106,555
2016-12-01,"Toronto",1275,977,72,226,1790,1350,48,392,19326,11846,1076,6404
2016-12-01,"Vancouver",504,246,18,240,596,284,36,276,8440,5107,412,2921
2016-12-01,"Victoria",105,81,12,12,92,67,8,17,905,660,98,147
2016-12-01,"Windsor",77,57,10,10,91,52,18,21,696,422,104,170
2017-01-01,"Calgary",256,174,46,36,326,221,72,33,3950,2256,700,994
2017-01-01,"Edmonton",489,291,132,66,413,244,138,31,4991,2763,1304,924
2017-01-01,"Sudbury",21,14,4,3,2,2,0,0,154,78,18,58
2017-01-01,"Guelph",36,26,0,10,22,13,4,5,427,131,34,262
2017-01-01,"Hamilton",141,68,4,69,95,67,2,26,1463,619,28,816
2017-01-01,"Kelowna",66,37,20,9,44,40,4,0,929,641,106,182
2017-01-01,"Kitchener",81,62,0,19,105,87,0,18,1337,932,44,361
2017-01-01,"London",130,78,0,52,116,61,0,55,884,533,28,323
2017-01-01,"Montreal",266,158,36,72,122,65,24,33,2123,922,340,861
2017-01-01,"Oshawa",271,116,6,149,173,106,0,67,1417,729,40,648
2017-01-01,"Ottawa",387,131,46,210,205,98,26,81,3111,1431,224,1456
2017-01-01,"Niagara",86,64,2,20,81,72,2,7,1856,1208,106,542
2017-01-01,"Toronto",1674,1066,156,452,1410,871,60,479,19061,11650,980,6431
2017-01-01,"Vancouver",473,253,14,206,416,172,28,216,8368,5026,426,2916
2017-01-01,"Victoria",83,56,8,19,74,64,2,8,900,668,88,144
2017-01-01,"Windsor",72,49,8,15,55,39,4,12,679,412,100,167
2017-02-01,"Calgary",546,323,132,91,490,296,82,112,3897,2228,650,1019
2017-02-01,"Edmonton",572,303,170,99,622,348,176,98,5038,2809,1306,923
2017-02-01,"Sudbury",3,3,0,0,0,0,0,0,151,75,18,58
2017-02-01,"Guelph",50,16,0,34,28,16,4,8,405,131,38,236
2017-02-01,"Hamilton",98,69,2,27,110,70,18,22,1475,620,44,811
2017-02-01,"Kelowna",62,40,8,14,108,68,10,30,969,668,108,193
2017-02-01,"Kitchener",146,113,12,21,116,95,0,21,1301,914,30,357
2017-02-01,"London",71,59,6,6,182,120,4,58,995,594,26,375
2017-02-01,"Montreal",300,176,52,72,212,123,52,37,2033,867,340,826
2017-02-01,"Oshawa",119,92,8,19,134,115,0,19,1432,752,32,648
2017-02-01,"Ottawa",239,135,20,84,307,141,24,142,3176,1434,232,1510
2017-02-01,"Niagara",125,123,2,0,140,86,8,46,1871,1171,112,588
2017-02-01,"Toronto",1619,1012,122,485,1247,790,80,377,18700,11430,938,6332
2017-02-01,"Vancouver",523,299,42,182,465,280,20,165,8309,5006,404,2899
2017-02-01,"Victoria",79,65,14,0,110,83,4,23,931,686,78,167
2017-02-01,"Windsor",78,51,8,19,35,22,4,9,636,383,96,157
2017-03-01,"Calgary",551,346,54,151,483,283,70,130,3828,2164,666,998
2017-03-01,"Edmonton",466,280,140,46,530,280,124,126,5099,2808,1290,1001
2017-03-01,"Sudbury",6,2,0,4,1,1,0,0,146,74,18,54
2017-03-01,"Guelph",44,17,0,27,36,15,8,13,402,129,46,227
2017-03-01,"Hamilton",128,47,4,77,87,25,24,38,1434,598,64,772
2017-03-01,"Kelowna",59,44,10,5,92,61,12,19,1002,685,110,207
2017-03-01,"Kitchener",152,120,0,32,179,132,6,41,1329,925,38,366
2017-03-01,"London",127,102,8,17,174,114,4,56,1038,607,16,415
2017-03-01,"Montreal",268,178,36,54,362,163,90,109,2125,847,400,878
2017-03-01,"Oshawa",123,83,6,34,140,130,4,6,1448,798,30,620
2017-03-01,"Ottawa",393,187,28,178,206,127,24,55,2962,1376,220,1366
2017-03-01,"Niagara",114,89,12,13,125,75,6,44,1886,1156,108,622
2017-03-01,"Toronto",1577,1022,88,467,1588,654,118,816,18660,11030,968,6662
2017-03-01,"Vancouver",541,368,28,145,673,442,16,215,8440,5079,392,2969
2017-03-01,"Victoria",89,65,14,10,117,81,10,26,959,702,74,183
2017-03-01,"Windsor",84,60,6,18,92,58,22,12,640,381,112,147
2017-04-01,"Calgary",502,308,80,114,668,402,114,152,3971,2251,700,1020
2017-04-01,"Edmonton",675,393,170,112,599,357,160,82,5011,2770,1282,959
2017-04-01,"Sudbury",28,8,4,16,5,1,0,4,122,66,14,42
2017-04-01,"Guelph",31,13,2,16,29,20,2,7,400,136,46,218
2017-04-01,"Hamilton",87,36,0,51,87,17,4,66,1434,579,68,787
2017-04-01,"Kelowna",48,31,4,13,142,110,6,26,1096,762,114,220
2017-04-01,"Kitchener",166,119,10,37,162,109,0,53,1326,915,28,383
2017-04-01,"London",103,86,0,17,174,136,2,36,1109,657,18,434
2017-04-01,"Montreal",339,172,64,103,518,320,94,104,2304,999,424,881
2017-04-01,"Oshawa",174,85,6,83,70,63,0,7,1342,778,20,544
2017-04-01,"Ottawa",303,202,24,77,278,127,45,106,2937,1301,241,1395
2017-04-01,"Niagara",205,129,14,62,187,114,0,73,1869,1141,94,634
2017-04-01,"Toronto",1519,984,62,473,1583,915,144,524,18706,10960,1050,6696
2017-04-01,"Vancouver",683,372,36,275,800,409,36,355,8557,5114,392,3051
2017-04-01,"Victoria",92,64,6,22,113,85,2,26,983,723,70,190
2017-04-01,"Windsor",75,52,6,17,117,97,6,14,682,426,112,144
2017-05-01,"Calgary",424,252,74,98,672,369,76,227,4220,2368,702,1150
2017-05-01,"Edmonton",782,485,188,109,771,487,146,138,4998,2772,1240,986
2017-05-01,"Sudbury",24,15,0,9,18,18,0,0,116,69,14,33
2017-05-01,"Guelph",57,18,16,23,50,29,12,9,393,147,42,204
2017-05-01,"Hamilton",244,104,16,124,139,34,16,89,1329,509,68,752
2017-05-01,"Kelowna",76,49,8,19,132,91,10,31,1152,804,116,232
2017-05-01,"Kitchener",191,120,2,69,179,111,2,66,1314,906,28,380
2017-05-01,"London",120,89,6,25,235,140,0,95,1224,707,12,505
2017-05-01,"Montreal",348,183,70,95,588,294,94,200,2571,1109,446,1016
2017-05-01,"Oshawa",141,74,4,63,89,69,2,18,1290,773,18,499
2017-05-01,"Ottawa",319,177,28,114,424,220,50,154,3054,1344,275,1435
2017-05-01,"Niagara",212,132,20,60,180,116,10,54,1837,1125,84,628
2017-05-01,"Toronto",1251,853,38,360,1056,651,112,293,18516,10756,1124,6636
2017-05-01,"Vancouver",606,295,30,281,777,461,28,288,8728,5280,390,3058
2017-05-01,"Victoria",90,80,10,0,114,74,10,30,1007,717,70,220
2017-05-01,"Windsor",106,70,16,20,96,75,8,13,672,431,104,137
2017-06-01,"Calgary",614,339,128,147,750,445,154,151,4359,2477,728,1154
2017-06-01,"Edmonton",808,500,182,126,826,570,182,74,5023,2846,1244,933
2017-06-01,"Sudbury",19,11,4,4,25,17,0,8,122,75,10,37
2017-06-01,"Guelph",28,22,6,0,58,31,4,23,423,156,40,227
2017-06-01,"Hamilton",170,109,16,45,202,101,4,97,1325,501,56,768
2017-06-01,"Kelowna",101,64,12,25,117,77,4,36,1167,816,108,243
2017-06-01,"Kitchener",241,172,8,61,154,93,8,53,1226,826,28,372
2017-06-01,"London",150,119,4,27,330,229,2,99,1402,815,10,577
2017-06-01,"Montreal",465,235,98,132,502,314,90,98,2626,1189,440,997
2017-06-01,"Oshawa",109,88,4,17,290,160,14,116,1471,845,28,598
2017-06-01,"Ottawa",506,213,54,239,568,319,28,221,3116,1450,249,1417
2017-06-01,"Niagara",166,147,6,13,206,124,12,70,1877,1102,90,685
2017-06-01,"Toronto",1809,1201,50,558,1628,1059,132,437,18332,10611,1206,6515
2017-06-01,"Vancouver",781,372,20,389,810,457,36,317,8755,5363,406,2986
2017-06-01,"Victoria",129,75,10,44,130,85,18,27,1009,725,80,204
2017-06-01,"Windsor",107,84,12,11,146,108,32,6,710,454,124,132
2017-07-01,"Calgary",567,381,94,92,731,430,166,135,4522,2526,800,1196
2017-07-01,"Edmonton",798,470,226,102,781,498,178,105,5002,2870,1196,936
2017-07-01,"Sudbury",17,17,0,0,30,28,2,0,135,86,12,37
2017-07-01,"Guelph",74,26,6,42,26,18,8,0,377,148,42,187
2017-07-01,"Hamilton",202,130,8,64,107,52,2,53,1218,423,50,745
2017-07-01,"Kelowna",108,61,12,35,112,87,14,11,1171,842,110,219
2017-07-01,"Kitchener",273,183,6,84,137,69,8,60,1091,711,30,350
2017-07-01,"London",124,118,2,4,235,197,2,36,1514,894,10,610
2017-07-01,"Montreal",666,299,120,247,480,275,78,127,2449,1165,400,884
2017-07-01,"Oshawa",59,49,0,10,109,100,0,9,1519,896,26,597
2017-07-01,"Ottawa",492,231,65,196,476,276,58,142,3110,1492,241,1377
2017-07-01,"Niagara",227,125,14,88,242,155,10,77,1890,1130,86,674
2017-07-01,"Toronto",1916,1068,130,718,2118,928,180,1010,18472,10467,1256,6749
2017-07-01,"Vancouver",653,471,38,144,882,492,31,359,8983,5384,399,3200
2017-07-01,"Victoria",98,59,6,33,152,84,32,36,1067,746,114,207
2017-07-01,"Windsor",86,47,14,25,120,81,16,23,743,488,122,133
2017-08-01,"Calgary",538,341,86,111,661,388,138,135,4645,2573,852,1220
2017-08-01,"Edmonton",632,343,180,109,933,566,184,183,5303,3093,1200,1010
2017-08-01,"Sudbury",15,15,0,0,28,13,0,15,148,84,12,52
2017-08-01,"Guelph",125,55,0,70,26,16,10,0,278,109,52,117
2017-08-01,"Hamilton",183,77,22,84,237,99,2,136,1268,445,30,793
2017-08-01,"Kelowna",110,87,16,7,101,56,12,33,1161,810,106,245
2017-08-01,"Kitchener",158,138,2,18,172,73,0,99,1105,646,28,431
2017-08-01,"London",255,162,6,87,329,211,0,118,1582,942,4,636
2017-08-01,"Montreal",479,256,62,161,371,189,28,154,2351,1093,370,888
2017-08-01,"Oshawa",72,53,2,17,212,86,20,106,1658,928,44,686
2017-08-01,"Ottawa",539,193,42,304,515,219,30,266,3087,1517,231,1339
2017-08-01,"Niagara",258,159,6,93,158,99,10,49,1792,1069,90,633
2017-08-01,"Toronto",1542,972,60,510,1634,887,68,679,18557,10382,1262,6913
2017-08-01,"Vancouver",644,479,20,145,749,430,34,285,9087,5334,413,3340
2017-08-01,"Victoria",81,61,4,16,112,63,14,35,1095,751,118,226
2017-08-01,"Windsor",182,92,26,64,133,82,18,33,693,478,114,101
2017-09-01,"Calgary",604,388,128,88,764,465,144,155,4804,2649,868,1287
2017-09-01,"Edmonton",563,326,154,83,726,453,174,99,5463,3217,1220,1026
2017-09-01,"Sudbury",17,17,0,0,23,17,6,0,154,84,18,52
2017-09-01,"Guelph",52,23,10,19,57,19,6,32,283,105,48,130
2017-09-01,"Hamilton",88,38,14,36,108,70,2,36,1235,478,18,739
2017-09-01,"Kelowna",145,91,28,26,119,91,10,18,1135,810,88,237
2017-09-01,"Kitchener",234,169,10,55,221,101,16,104,1088,578,34,476
2017-09-01,"London",204,162,0,42,215,175,0,40,1593,955,4,634
2017-09-01,"Montreal",448,278,68,102,486,310,76,100,2386,1120,380,886
2017-09-01,"Oshawa",133,103,2,28,259,90,12,157,1784,915,54,815
2017-09-01,"Ottawa",250,105,20,125,570,318,36,216,3409,1730,249,1430
2017-09-01,"Niagara",142,101,8,33,171,86,18,67,1821,1054,100,667
2017-09-01,"Toronto",1727,1200,192,335,1979,1080,256,643,18802,10255,1326,7221
2017-09-01,"Vancouver",787,395,46,346,730,501,38,191,9031,5439,405,3187
2017-09-01,"Victoria",135,105,14,16,97,62,14,21,1057,708,118,231
2017-09-01,"Windsor",94,66,18,10,90,66,24,0,689,478,120,91
2017-10-01,"Calgary",351,144,72,135,581,385,104,92,5040,2889,902,1249
2017-10-01,"Edmonton",628,326,154,148,755,413,188,154,5587,3303,1252,1032
2017-10-01,"Sudbury",50,15,6,29,13,9,4,0,117,78,16,23
2017-10-01,"Guelph",41,23,12,6,41,17,8,16,283,99,44,140
2017-10-01,"Hamilton",146,81,6,59,141,51,4,86,1230,448,16,766
2017-10-01,"Kelowna",124,78,24,22,117,70,4,43,1126,803,66,257
2017-10-01,"Kitchener",210,140,12,58,138,80,8,50,1016,518,30,468
2017-10-01,"London",174,164,2,8,186,144,6,36,1604,934,8,662
2017-10-01,"Montreal",440,222,80,138,433,248,76,109,2379,1144,384,851
2017-10-01,"Oshawa",106,83,2,21,217,61,6,150,1895,893,58,944
2017-10-01,"Ottawa",480,243,71,166,600,308,56,236,3527,1795,232,1500
2017-10-01,"Niagara",140,91,12,37,119,77,12,30,1800,1040,100,660
2017-10-01,"Toronto",1436,967,146,323,1283,684,106,493,18666,9972,1286,7408
2017-10-01,"Vancouver",766,429,42,295,750,368,42,340,9017,5376,409,3232
2017-10-01,"Victoria",107,92,8,7,104,76,18,10,1055,693,128,234
2017-10-01,"Windsor",84,62,10,12,100,52,22,26,705,468,132,105
2017-11-01,"Calgary",917,616,176,125,618,390,106,122,4708,2651,832,1225
2017-11-01,"Edmonton",641,434,136,71,654,400,148,106,5600,3269,1264,1067
2017-11-01,"Sudbury",28,21,0,7,22,18,4,0,111,75,20,16
2017-11-01,"Guelph",42,25,4,13,31,19,4,8,272,93,44,135
2017-11-01,"Hamilton",74,18,2,54,236,59,0,177,1398,489,14,895
2017-11-01,"Kelowna",102,93,6,3,138,88,12,38,1162,798,72,292
2017-11-01,"Kitchener",129,106,8,15,142,88,8,46,1028,499,30,499
2017-11-01,"London",241,169,0,72,249,163,2,84,1612,928,10,674
2017-11-01,"Montreal",403,259,62,82,405,238,54,113,2384,1116,378,890
2017-11-01,"Oshawa",154,103,0,51,264,111,2,151,2005,901,60,1044
2017-11-01,"Ottawa",314,216,38,60,489,242,32,215,3713,1820,226,1667
2017-11-01,"Niagara",207,118,6,83,197,110,10,77,1786,1031,104,651
2017-11-01,"Toronto",1385,970,76,339,1808,886,102,820,19088,9887,1312,7889
2017-11-01,"Vancouver",1192,580,90,522,912,497,72,343,8730,5289,391,3050
2017-11-01,"Victoria",142,82,12,48,146,69,22,55,1057,678,138,241
2017-11-01,"Windsor",109,63,12,34,105,45,20,40,701,450,140,111
2017-12-01,"Calgary",631,402,90,139,564,349,92,123,4618,2585,824,1209
2017-12-01,"Edmonton",715,451,158,106,691,412,112,167,5571,3229,1214,1128
2017-12-01,"Sudbury",25,15,2,8,8,6,2,0,94,66,20,8
2017-12-01,"Guelph",35,14,14,7,43,30,0,13,280,109,30,141
2017-12-01,"Hamilton",84,26,0,58,176,59,14,103,1490,522,28,940
2017-12-01,"Kelowna",75,45,2,28,128,84,18,26,1215,837,88,290
2017-12-01,"Kitchener",115,75,0,40,175,57,14,104,1088,481,44,563
2017-12-01,"London",210,152,2,56,200,150,4,46,1601,925,12,664
2017-12-01,"Montreal",437,265,82,90,422,232,56,134,2371,1081,350,940
2017-12-01,"Oshawa",100,64,4,32,135,117,0,18,2040,954,56,1030
2017-12-01,"Ottawa",495,245,44,206,573,308,52,213,3789,1881,234,1674
2017-12-01,"Niagara",123,94,2,27,178,152,6,20,1841,1089,108,644
2017-12-01,"Toronto",1445,978,48,419,1230,767,52,411,18879,9672,1316,7891
2017-12-01,"Vancouver",556,332,50,174,742,402,28,312,8916,5359,369,3188
2017-12-01,"Victoria",117,101,2,14,101,70,14,17,1037,651,142,244
2017-12-01,"Windsor",88,72,10,6,37,35,2,0,650,413,132,105
2018-01-01,"Calgary",508,333,134,41,454,325,78,51,4566,2578,768,1220
2018-01-01,"Edmonton",718,456,158,104,602,298,136,168,5401,3069,1164,1168
2018-01-01,"Sudbury",4,2,2,0,2,2,0,0,92,66,18,8
2018-01-01,"Guelph",20,6,0,14,3,3,0,0,263,106,30,127
2018-01-01,"Hamilton",70,31,2,37,126,42,4,80,1545,532,30,983
2018-01-01,"Kelowna",65,59,6,0,58,36,6,16,1208,814,88,306
2018-01-01,"Kitchener",72,54,4,14,142,132,10,0,1155,558,48,549
2018-01-01,"London",158,105,2,51,67,59,2,6,1514,879,12,623
2018-01-01,"Montreal",347,201,52,94,145,72,26,47,2165,952,324,889
2018-01-01,"Oshawa",119,106,0,13,56,56,0,0,1977,904,56,1017
2018-01-01,"Ottawa",410,278,26,106,232,138,38,56,3607,1740,246,1621
2018-01-01,"Niagara",104,70,2,32,89,47,8,34,1825,1065,114,646
2018-01-01,"Toronto",1477,714,136,627,973,543,198,232,18426,9500,1378,7548
2018-01-01,"Vancouver",824,555,28,241,801,428,32,341,8893,5232,373,3288
2018-01-01,"Victoria",108,74,10,24,86,55,8,23,1014,633,138,243
2018-01-01,"Windsor",88,61,18,9,26,19,0,7,588,371,114,103
2018-02-01,"Calgary",522,302,102,118,497,296,92,109,4540,2571,758,1211
2018-02-01,"Edmonton",779,441,138,200,689,346,154,189,5301,2965,1182,1154
2018-02-01,"Sudbury",6,4,2,0,0,0,0,0,86,62,16,8
2018-02-01,"Guelph",57,23,6,28,44,8,6,30,249,90,30,129
2018-02-01,"Hamilton",99,46,2,51,103,61,0,42,1549,547,28,974
2018-02-01,"Kelowna",86,51,0,35,32,22,6,4,1152,785,94,273
2018-02-01,"Kitchener",118,67,2,49,121,114,2,5,1152,601,46,505
2018-02-01,"London",139,112,0,27,127,111,0,16,1502,878,12,612
2018-02-01,"Montreal",268,175,44,49,224,114,58,52,2138,888,340,910
2018-02-01,"Oshawa",83,65,0,18,110,104,0,6,2003,942,56,1005
2018-02-01,"Ottawa",274,155,30,89,140,75,26,39,3458,1657,242,1559
2018-02-01,"Niagara",178,116,8,54,95,70,6,19,1740,1017,112,611
2018-02-01,"Toronto",1677,744,102,831,634,394,36,204,17379,9146,1312,6921
2018-02-01,"Vancouver",762,448,32,282,438,273,14,151,8567,5055,355,3157
2018-02-01,"Victoria",83,60,12,11,66,50,12,4,996,621,142,233
2018-02-01,"Windsor",71,43,6,22,71,28,10,33,586,354,118,114
2018-03-01,"Calgary",663,364,102,197,539,306,74,159,4416,2513,730,1173
2018-03-01,"Edmonton",546,338,110,98,571,368,98,105,5310,2987,1162,1161
2018-03-01,"Sudbury",11,9,2,0,0,0,0,0,75,53,14,8
2018-03-01,"Guelph",25,19,6,0,10,10,0,0,234,81,24,129
2018-03-01,"Hamilton",103,70,0,33,77,19,0,58,1523,496,28,999
2018-03-01,"Kelowna",95,73,14,8,92,53,10,29,1149,765,90,294
2018-03-01,"Kitchener",162,83,4,75,157,102,0,55,1147,620,42,485
2018-03-01,"London",131,101,2,28,145,122,6,17,1516,899,16,601
2018-03-01,"Montreal",266,152,34,80,408,154,84,170,2279,889,390,1000
2018-03-01,"Oshawa",75,48,0,27,110,105,0,5,2037,998,56,983
2018-03-01,"Ottawa",288,128,18,142,375,201,40,134,3546,1730,264,1552
2018-03-01,"Niagara",190,89,12,89,121,45,2,74,1671,973,102,596
2018-03-01,"Toronto",1167,785,124,258,804,501,70,233,16982,8858,1260,6864
2018-03-01,"Vancouver",716,324,22,370,487,326,16,145,8335,5055,349,2931
2018-03-01,"Victoria",82,47,14,21,70,50,10,10,984,624,138,222
2018-03-01,"Windsor",43,32,8,3,30,22,4,4,572,343,114,115
2018-04-01,"Calgary",557,415,68,74,515,341,108,66,4371,2436,770,1165
2018-04-01,"Edmonton",579,369,154,56,708,453,184,71,5423,3061,1186,1176
2018-04-01,"Sudbury",22,13,5,4,11,7,4,0,64,46,14,4
2018-04-01,"Guelph",42,16,6,20,18,6,0,12,210,71,18,121
2018-04-01,"Hamilton",177,43,2,132,166,66,0,100,1512,519,26,967
2018-04-01,"Kelowna",111,76,12,23,80,67,2,11,1116,754,80,282
2018-04-01,"Kitchener",98,65,2,31,64,50,4,10,1093,605,44,444
2018-04-01,"London",149,109,0,40,220,154,2,64,1587,944,18,625
2018-04-01,"Montreal",306,165,56,85,583,263,124,196,2552,983,458,1111
2018-04-01,"Oshawa",124,65,8,51,121,121,0,0,2034,1054,48,932
2018-04-01,"Ottawa",575,263,36,276,389,187,40,162,3361,1653,270,1438
2018-04-01,"Niagara",144,122,10,12,150,64,16,70,1677,915,108,654
2018-04-01,"Toronto",1929,927,94,908,799,520,26,253,15843,8450,1190,6203
2018-04-01,"Vancouver",648,374,22,252,550,402,26,122,8237,5083,353,2801
2018-04-01,"Victoria",76,38,14,24,106,82,8,16,1014,668,132,214
2018-04-01,"Windsor",64,53,4,7,68,54,6,8,576,344,116,116
2018-05-01,"Calgary",663,399,100,164,707,384,114,209,4434,2422,784,1228
2018-05-01,"Edmonton",568,342,136,90,783,511,172,100,5596,3225,1218,1153
2018-05-01,"Sudbury",8,6,2,0,12,4,8,0,68,44,20,4
2018-05-01,"Guelph",30,16,2,12,19,11,0,8,199,66,16,117
2018-05-01,"Hamilton",182,68,0,114,239,57,32,150,1569,508,58,1003
2018-05-01,"Kelowna",110,83,6,21,130,72,18,40,1136,743,92,301
2018-05-01,"Kitchener",195,107,8,80,127,89,8,30,1020,586,40,394
2018-05-01,"London",223,176,4,43,168,142,4,22,1529,908,20,601
2018-05-01,"Montreal",480,209,82,189,539,332,94,113,2607,1102,470,1035
2018-05-01,"Oshawa",108,79,6,23,153,153,0,0,2079,1128,42,909
2018-05-01,"Ottawa",442,243,26,173,564,289,42,233,3480,1698,284,1498
2018-05-01,"Niagara",140,91,12,37,113,58,18,37,1649,881,114,654
2018-05-01,"Toronto",1910,885,94,931,1185,833,32,320,15108,8390,1126,5592
2018-05-01,"Vancouver",749,374,42,333,572,406,32,134,8059,5114,343,2602
2018-05-01,"Victoria",73,33,12,28,152,93,16,43,1093,728,136,229
2018-05-01,"Windsor",98,59,22,17,92,59,10,23,570,344,104,122
2018-06-01,"Calgary",541,341,84,116,568,360,136,72,4456,2441,836,1179
2018-06-01,"Edmonton",550,352,136,62,722,475,162,85,5764,3348,1240,1176
2018-06-01,"Sudbury",7,7,0,0,34,26,4,4,95,63,24,8
2018-06-01,"Guelph",94,15,2,77,107,29,6,72,210,78,20,112
2018-06-01,"Hamilton",206,48,6,152,138,48,28,62,1501,508,80,913
2018-06-01,"Kelowna",87,52,6,29,120,91,6,23,1169,782,92,295
2018-06-01,"Kitchener",274,191,6,77,140,94,10,36,884,487,44,353
2018-06-01,"London",156,111,4,41,217,130,8,79,1590,927,24,639
2018-06-01,"Montreal",516,228,96,192,527,328,74,125,2627,1202,448,977
2018-06-01,"Oshawa",101,75,4,22,220,214,0,6,2198,1267,38,893
2018-06-01,"Ottawa",746,407,62,277,791,367,50,374,3529,1658,274,1597
2018-06-01,"Niagara",135,113,10,12,137,60,20,57,1651,828,124,699
2018-06-01,"Toronto",1476,802,54,620,1077,600,60,417,14770,8187,1132,5451
2018-06-01,"Vancouver",569,365,20,184,694,422,44,228,8183,5170,367,2646
2018-06-01,"Victoria",80,40,12,28,128,94,10,24,1141,782,134,225
2018-06-01,"Windsor",76,55,14,7,92,73,10,9,586,362,100,124
2018-07-01,"Calgary",446,257,116,73,574,301,130,143,4580,2481,850,1249
2018-07-01,"Edmonton",687,420,136,131,870,563,128,179,5945,3491,1230,1224
2018-07-01,"Sudbury",12,10,2,0,28,22,6,0,111,75,28,8
2018-07-01,"Guelph",17,11,6,0,39,10,0,29,232,77,14,141
2018-07-01,"Hamilton",140,81,0,59,206,76,26,104,1564,503,106,955
2018-07-01,"Kelowna",109,71,14,24,104,46,14,44,1164,757,92,315
2018-07-01,"Kitchener",155,70,6,79,99,49,4,46,830,466,40,324
2018-07-01,"London",211,186,0,25,246,156,2,88,1625,897,26,702
2018-07-01,"Montreal",568,287,120,161,389,253,54,82,2430,1166,386,878
2018-07-01,"Oshawa",183,96,6,81,119,51,18,50,2148,1222,50,876
2018-07-01,"Ottawa",391,172,56,163,578,339,60,179,3711,1826,276,1609
2018-07-01,"Niagara",214,99,14,101,65,53,4,8,1493,780,106,607
2018-07-01,"Toronto",1573,648,126,799,721,491,38,192,13929,8030,1040,4859
2018-07-01,"Vancouver",521,364,34,123,615,411,34,170,8274,5214,367,2693
2018-07-01,"Victoria",140,83,16,41,108,97,8,3,1108,795,126,187
2018-07-01,"Windsor",93,67,16,10,83,59,18,6,576,354,102,120
