"Date","GEO","VALUE","val_norm","SCALAR_FACTOR","UOM","Census_type","Family_type","Statistics"
2018-07-01,"Windsor",156880,156880,"units","Number","All family units","Family types with or without children","Number of families"
2018-07-01,"Windsor",340340,340340,"units","Number","All family units","Family types with or without children","Number of persons"
2018-07-01,"Windsor",71700,71700,"units","Number","All family units","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",208950,208950,"units","Number","All family units","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",59680,59680,"units","Number","All family units","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",56980,56980,"units","Dollars","All family units","Family types with or without children","Median before-tax family income"
2018-07-01,"Windsor",51720,51720,"units","Dollars","All family units","Family types with or without children","Median after-tax family income"
2018-07-01,"Windsor",99660,99660,"units","Number","All family units","Family types without children","Number of families"
2018-07-01,"Windsor",137270,137270,"units","Number","All family units","Family types without children","Number of persons"
2018-07-01,"Windsor",550,550,"units","Number","All family units","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",84740,84740,"units","Number","All family units","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",51980,51980,"units","Number","All family units","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",43270,43270,"units","Dollars","All family units","Family types without children","Median before-tax family income"
2018-07-01,"Windsor",39430,39430,"units","Dollars","All family units","Family types without children","Median after-tax family income"
2018-07-01,"Windsor",25010,25010,"units","Number","All family units","Family types with 1 child","Number of families"
2018-07-01,"Windsor",65220,65220,"units","Number","All family units","Family types with 1 child","Number of persons"
2018-07-01,"Windsor",12320,12320,"units","Number","All family units","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",46410,46410,"units","Number","All family units","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",6490,6490,"units","Number","All family units","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Windsor",81940,81940,"units","Dollars","All family units","Family types with 1 child","Median before-tax family income"
2018-07-01,"Windsor",72170,72170,"units","Dollars","All family units","Family types with 1 child","Median after-tax family income"
2018-07-01,"Windsor",21120,21120,"units","Number","All family units","Family types with 2 children","Number of families"
2018-07-01,"Windsor",79850,79850,"units","Number","All family units","Family types with 2 children","Number of persons"
2018-07-01,"Windsor",29390,29390,"units","Number","All family units","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",49460,49460,"units","Number","All family units","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",1000,1000,"units","Number","All family units","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",113880,113880,"units","Dollars","All family units","Family types with 2 children","Median before-tax family income"
2018-07-01,"Windsor",97770,97770,"units","Dollars","All family units","Family types with 2 children","Median after-tax family income"
2018-07-01,"Windsor",11080,11080,"units","Number","All family units","Family types with 3 or more children","Number of families"
2018-07-01,"Windsor",58010,58010,"units","Number","All family units","Family types with 3 or more children","Number of persons"
2018-07-01,"Windsor",29450,29450,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",28350,28350,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",210,210,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",94480,94480,"units","Dollars","All family units","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Windsor",85810,85810,"units","Dollars","All family units","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Windsor",94820,94820,"units","Number","All census families","Family types with or without children","Number of families"
2018-07-01,"Windsor",278280,278280,"units","Number","All census families","Family types with or without children","Number of persons"
2018-07-01,"Windsor",71240,71240,"units","Number","All census families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",167910,167910,"units","Number","All census families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",39130,39130,"units","Number","All census families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",85320,85320,"units","Dollars","All census families","Family types with or without children","Median before-tax family income"
2018-07-01,"Windsor",75540,75540,"units","Dollars","All census families","Family types with or without children","Median after-tax family income"
2018-07-01,"Windsor",37600,37600,"units","Number","All census families","Family types without children","Number of families"
2018-07-01,"Windsor",75210,75210,"units","Number","All census families","Family types without children","Number of persons"
2018-07-01,"Windsor",90,90,"units","Number","All census families","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",43690,43690,"units","Number","All census families","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",31430,31430,"units","Number","All census families","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",75790,75790,"units","Dollars","All census families","Family types without children","Median before-tax family income"
2018-07-01,"Windsor",67590,67590,"units","Dollars","All census families","Family types without children","Median after-tax family income"
2018-07-01,"Windsor",25010,25010,"units","Number","All census families","Family types with 1 child","Number of families"
2018-07-01,"Windsor",65220,65220,"units","Number","All census families","Family types with 1 child","Number of persons"
2018-07-01,"Windsor",12320,12320,"units","Number","All census families","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",46410,46410,"units","Number","All census families","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",6490,6490,"units","Number","All census families","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Windsor",81940,81940,"units","Dollars","All census families","Family types with 1 child","Median before-tax family income"
2018-07-01,"Windsor",72170,72170,"units","Dollars","All census families","Family types with 1 child","Median after-tax family income"
2018-07-01,"Windsor",21120,21120,"units","Number","All census families","Family types with 2 children","Number of families"
2018-07-01,"Windsor",79850,79850,"units","Number","All census families","Family types with 2 children","Number of persons"
2018-07-01,"Windsor",29390,29390,"units","Number","All census families","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",49460,49460,"units","Number","All census families","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",1000,1000,"units","Number","All census families","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",113880,113880,"units","Dollars","All census families","Family types with 2 children","Median before-tax family income"
2018-07-01,"Windsor",97770,97770,"units","Dollars","All census families","Family types with 2 children","Median after-tax family income"
2018-07-01,"Windsor",11080,11080,"units","Number","All census families","Family types with 3 or more children","Number of families"
2018-07-01,"Windsor",58010,58010,"units","Number","All census families","Family types with 3 or more children","Number of persons"
2018-07-01,"Windsor",29450,29450,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",28350,28350,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",210,210,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",94480,94480,"units","Dollars","All census families","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Windsor",85810,85810,"units","Dollars","All census families","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Windsor",78170,78170,"units","Number","Couple families","Family types with or without children","Number of families"
2018-07-01,"Windsor",234960,234960,"units","Number","Couple families","Family types with or without children","Number of persons"
2018-07-01,"Windsor",53310,53310,"units","Number","Couple families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",144960,144960,"units","Number","Couple families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",36690,36690,"units","Number","Couple families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",94940,94940,"units","Dollars","Couple families","Family types with or without children","Median before-tax family income"
2018-07-01,"Windsor",82950,82950,"units","Dollars","Couple families","Family types with or without children","Median after-tax family income"
2018-07-01,"Windsor",37600,37600,"units","Number","Couple families","Family types without children","Number of families"
2018-07-01,"Windsor",75210,75210,"units","Number","Couple families","Family types without children","Number of persons"
2018-07-01,"Windsor",90,90,"units","Number","Couple families","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",43690,43690,"units","Number","Couple families","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",31430,31430,"units","Number","Couple families","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",75790,75790,"units","Dollars","Couple families","Family types without children","Median before-tax family income"
2018-07-01,"Windsor",67590,67590,"units","Dollars","Couple families","Family types without children","Median after-tax family income"
2018-07-01,"Windsor",15190,15190,"units","Number","Couple families","Family types with 1 child","Number of families"
2018-07-01,"Windsor",45580,45580,"units","Number","Couple families","Family types with 1 child","Number of persons"
2018-07-01,"Windsor",7390,7390,"units","Number","Couple families","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",33860,33860,"units","Number","Couple families","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",4320,4320,"units","Number","Couple families","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Windsor",109120,109120,"units","Dollars","Couple families","Family types with 1 child","Median before-tax family income"
2018-07-01,"Windsor",94410,94410,"units","Dollars","Couple families","Family types with 1 child","Median after-tax family income"
2018-07-01,"Windsor",16480,16480,"units","Number","Couple families","Family types with 2 children","Number of families"
2018-07-01,"Windsor",65910,65910,"units","Number","Couple families","Family types with 2 children","Number of persons"
2018-07-01,"Windsor",22670,22670,"units","Number","Couple families","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",42490,42490,"units","Number","Couple families","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",760,760,"units","Number","Couple families","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",132610,132610,"units","Dollars","Couple families","Family types with 2 children","Median before-tax family income"
2018-07-01,"Windsor",112550,112550,"units","Dollars","Couple families","Family types with 2 children","Median after-tax family income"
2018-07-01,"Windsor",8890,8890,"units","Number","Couple families","Family types with 3 or more children","Number of families"
2018-07-01,"Windsor",48260,48260,"units","Number","Couple families","Family types with 3 or more children","Number of persons"
2018-07-01,"Windsor",23160,23160,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",24920,24920,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",180,180,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",115130,115130,"units","Dollars","Couple families","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Windsor",100460,100460,"units","Dollars","Couple families","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Windsor",16650,16650,"units","Number","Lone-parent families","Family types with or without children","Number of families"
2018-07-01,"Windsor",43320,43320,"units","Number","Lone-parent families","Family types with or without children","Number of persons"
2018-07-01,"Windsor",17930,17930,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",22950,22950,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",2440,2440,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",47450,47450,"units","Dollars","Lone-parent families","Family types with or without children","Median before-tax family income"
2018-07-01,"Windsor",45310,45310,"units","Dollars","Lone-parent families","Family types with or without children","Median after-tax family income"
2018-07-01,"Windsor",9820,9820,"units","Number","Lone-parent families","Family types with 1 child","Number of families"
2018-07-01,"Windsor",19640,19640,"units","Number","Lone-parent families","Family types with 1 child","Number of persons"
2018-07-01,"Windsor",4920,4920,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",12550,12550,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",2170,2170,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Windsor",45920,45920,"units","Dollars","Lone-parent families","Family types with 1 child","Median before-tax family income"
2018-07-01,"Windsor",43300,43300,"units","Dollars","Lone-parent families","Family types with 1 child","Median after-tax family income"
2018-07-01,"Windsor",4650,4650,"units","Number","Lone-parent families","Family types with 2 children","Number of families"
2018-07-01,"Windsor",13940,13940,"units","Number","Lone-parent families","Family types with 2 children","Number of persons"
2018-07-01,"Windsor",6730,6730,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",6970,6970,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",240,240,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",49260,49260,"units","Dollars","Lone-parent families","Family types with 2 children","Median before-tax family income"
2018-07-01,"Windsor",47460,47460,"units","Dollars","Lone-parent families","Family types with 2 children","Median after-tax family income"
2018-07-01,"Windsor",2190,2190,"units","Number","Lone-parent families","Family types with 3 or more children","Number of families"
2018-07-01,"Windsor",9740,9740,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons"
2018-07-01,"Windsor",6290,6290,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",3430,3430,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",30,30,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",49140,49140,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Windsor",48830,48830,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Windsor",62060,62060,"units","Number","Persons not in census families","Family types with or without children","Number of families"
2018-07-01,"Windsor",62060,62060,"units","Number","Persons not in census families","Family types with or without children","Number of persons"
2018-07-01,"Windsor",460,460,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",41050,41050,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",20550,20550,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",29200,29200,"units","Dollars","Persons not in census families","Family types with or without children","Median before-tax family income"
2018-07-01,"Windsor",27420,27420,"units","Dollars","Persons not in census families","Family types with or without children","Median after-tax family income"
2018-07-01,"Windsor",62060,62060,"units","Number","Persons not in census families","Family types without children","Number of families"
2018-07-01,"Windsor",62060,62060,"units","Number","Persons not in census families","Family types without children","Number of persons"
2018-07-01,"Windsor",460,460,"units","Number","Persons not in census families","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Windsor",41050,41050,"units","Number","Persons not in census families","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Windsor",20550,20550,"units","Number","Persons not in census families","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Windsor",29200,29200,"units","Dollars","Persons not in census families","Family types without children","Median before-tax family income"
2018-07-01,"Windsor",27420,27420,"units","Dollars","Persons not in census families","Family types without children","Median after-tax family income"
2018-07-01,"Sudbury",77740,77740,"units","Number","All family units","Family types with or without children","Number of families"
2018-07-01,"Sudbury",161200,161200,"units","Number","All family units","Family types with or without children","Number of persons"
2018-07-01,"Sudbury",31430,31430,"units","Number","All family units","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",98810,98810,"units","Number","All family units","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",30970,30970,"units","Number","All family units","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",64770,64770,"units","Dollars","All family units","Family types with or without children","Median before-tax family income"
2018-07-01,"Sudbury",57560,57560,"units","Dollars","All family units","Family types with or without children","Median after-tax family income"
2018-07-01,"Sudbury",51440,51440,"units","Number","All family units","Family types without children","Number of families"
2018-07-01,"Sudbury",71840,71840,"units","Number","All family units","Family types without children","Number of persons"
2018-07-01,"Sudbury",300,300,"units","Number","All family units","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",43990,43990,"units","Number","All family units","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",27550,27550,"units","Number","All family units","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",50340,50340,"units","Dollars","All family units","Family types without children","Median before-tax family income"
2018-07-01,"Sudbury",45460,45460,"units","Dollars","All family units","Family types without children","Median after-tax family income"
2018-07-01,"Sudbury",12810,12810,"units","Number","All family units","Family types with 1 child","Number of families"
2018-07-01,"Sudbury",33570,33570,"units","Number","All family units","Family types with 1 child","Number of persons"
2018-07-01,"Sudbury",6530,6530,"units","Number","All family units","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",24020,24020,"units","Number","All family units","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",3030,3030,"units","Number","All family units","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",95780,95780,"units","Dollars","All family units","Family types with 1 child","Median before-tax family income"
2018-07-01,"Sudbury",82970,82970,"units","Dollars","All family units","Family types with 1 child","Median after-tax family income"
2018-07-01,"Sudbury",9800,9800,"units","Number","All family units","Family types with 2 children","Number of families"
2018-07-01,"Sudbury",37040,37040,"units","Number","All family units","Family types with 2 children","Number of persons"
2018-07-01,"Sudbury",14500,14500,"units","Number","All family units","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",22210,22210,"units","Number","All family units","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",340,340,"units","Number","All family units","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",132260,132260,"units","Dollars","All family units","Family types with 2 children","Median before-tax family income"
2018-07-01,"Sudbury",110450,110450,"units","Dollars","All family units","Family types with 2 children","Median after-tax family income"
2018-07-01,"Sudbury",3690,3690,"units","Number","All family units","Family types with 3 or more children","Number of families"
2018-07-01,"Sudbury",18750,18750,"units","Number","All family units","Family types with 3 or more children","Number of persons"
2018-07-01,"Sudbury",10100,10100,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",8590,8590,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",50,50,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",116360,116360,"units","Dollars","All family units","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Sudbury",99680,99680,"units","Dollars","All family units","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Sudbury",46700,46700,"units","Number","All census families","Family types with or without children","Number of families"
2018-07-01,"Sudbury",130160,130160,"units","Number","All census families","Family types with or without children","Number of persons"
2018-07-01,"Sudbury",31190,31190,"units","Number","All census families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",78860,78860,"units","Number","All census families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",20110,20110,"units","Number","All census families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",97660,97660,"units","Dollars","All census families","Family types with or without children","Median before-tax family income"
2018-07-01,"Sudbury",84180,84180,"units","Dollars","All census families","Family types with or without children","Median after-tax family income"
2018-07-01,"Sudbury",20400,20400,"units","Number","All census families","Family types without children","Number of families"
2018-07-01,"Sudbury",40800,40800,"units","Number","All census families","Family types without children","Number of persons"
2018-07-01,"Sudbury",60,60,"units","Number","All census families","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",24040,24040,"units","Number","All census families","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",16700,16700,"units","Number","All census families","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",85560,85560,"units","Dollars","All census families","Family types without children","Median before-tax family income"
2018-07-01,"Sudbury",74770,74770,"units","Dollars","All census families","Family types without children","Median after-tax family income"
2018-07-01,"Sudbury",12810,12810,"units","Number","All census families","Family types with 1 child","Number of families"
2018-07-01,"Sudbury",33570,33570,"units","Number","All census families","Family types with 1 child","Number of persons"
2018-07-01,"Sudbury",6530,6530,"units","Number","All census families","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",24020,24020,"units","Number","All census families","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",3030,3030,"units","Number","All census families","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",95780,95780,"units","Dollars","All census families","Family types with 1 child","Median before-tax family income"
2018-07-01,"Sudbury",82970,82970,"units","Dollars","All census families","Family types with 1 child","Median after-tax family income"
2018-07-01,"Sudbury",9800,9800,"units","Number","All census families","Family types with 2 children","Number of families"
2018-07-01,"Sudbury",37040,37040,"units","Number","All census families","Family types with 2 children","Number of persons"
2018-07-01,"Sudbury",14500,14500,"units","Number","All census families","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",22210,22210,"units","Number","All census families","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",340,340,"units","Number","All census families","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",132260,132260,"units","Dollars","All census families","Family types with 2 children","Median before-tax family income"
2018-07-01,"Sudbury",110450,110450,"units","Dollars","All census families","Family types with 2 children","Median after-tax family income"
2018-07-01,"Sudbury",3690,3690,"units","Number","All census families","Family types with 3 or more children","Number of families"
2018-07-01,"Sudbury",18750,18750,"units","Number","All census families","Family types with 3 or more children","Number of persons"
2018-07-01,"Sudbury",10100,10100,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",8590,8590,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",50,50,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",116360,116360,"units","Dollars","All census families","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Sudbury",99680,99680,"units","Dollars","All census families","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Sudbury",38780,38780,"units","Number","Couple families","Family types with or without children","Number of families"
2018-07-01,"Sudbury",110080,110080,"units","Number","Couple families","Family types with or without children","Number of persons"
2018-07-01,"Sudbury",22850,22850,"units","Number","Couple families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",68290,68290,"units","Number","Couple families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",18940,18940,"units","Number","Couple families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",109470,109470,"units","Dollars","Couple families","Family types with or without children","Median before-tax family income"
2018-07-01,"Sudbury",92990,92990,"units","Dollars","Couple families","Family types with or without children","Median after-tax family income"
2018-07-01,"Sudbury",20400,20400,"units","Number","Couple families","Family types without children","Number of families"
2018-07-01,"Sudbury",40800,40800,"units","Number","Couple families","Family types without children","Number of persons"
2018-07-01,"Sudbury",60,60,"units","Number","Couple families","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",24040,24040,"units","Number","Couple families","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",16700,16700,"units","Number","Couple families","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",85560,85560,"units","Dollars","Couple families","Family types without children","Median before-tax family income"
2018-07-01,"Sudbury",74770,74770,"units","Dollars","Couple families","Family types without children","Median after-tax family income"
2018-07-01,"Sudbury",7950,7950,"units","Number","Couple families","Family types with 1 child","Number of families"
2018-07-01,"Sudbury",23850,23850,"units","Number","Couple families","Family types with 1 child","Number of persons"
2018-07-01,"Sudbury",4020,4020,"units","Number","Couple families","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",17850,17850,"units","Number","Couple families","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",1970,1970,"units","Number","Couple families","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",126130,126130,"units","Dollars","Couple families","Family types with 1 child","Median before-tax family income"
2018-07-01,"Sudbury",106220,106220,"units","Dollars","Couple families","Family types with 1 child","Median after-tax family income"
2018-07-01,"Sudbury",7640,7640,"units","Number","Couple families","Family types with 2 children","Number of families"
2018-07-01,"Sudbury",30560,30560,"units","Number","Couple families","Family types with 2 children","Number of persons"
2018-07-01,"Sudbury",11260,11260,"units","Number","Couple families","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",19070,19070,"units","Number","Couple families","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",230,230,"units","Number","Couple families","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",152910,152910,"units","Dollars","Couple families","Family types with 2 children","Median before-tax family income"
2018-07-01,"Sudbury",126000,126000,"units","Dollars","Couple families","Family types with 2 children","Median after-tax family income"
2018-07-01,"Sudbury",2790,2790,"units","Number","Couple families","Family types with 3 or more children","Number of families"
2018-07-01,"Sudbury",14880,14880,"units","Number","Couple families","Family types with 3 or more children","Number of persons"
2018-07-01,"Sudbury",7500,7500,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",7330,7330,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",40,40,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",146590,146590,"units","Dollars","Couple families","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Sudbury",122060,122060,"units","Dollars","Couple families","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Sudbury",7920,7920,"units","Number","Lone-parent families","Family types with or without children","Number of families"
2018-07-01,"Sudbury",20080,20080,"units","Number","Lone-parent families","Family types with or without children","Number of persons"
2018-07-01,"Sudbury",8340,8340,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",10570,10570,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",1170,1170,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",50490,50490,"units","Dollars","Lone-parent families","Family types with or without children","Median before-tax family income"
2018-07-01,"Sudbury",47450,47450,"units","Dollars","Lone-parent families","Family types with or without children","Median after-tax family income"
2018-07-01,"Sudbury",4860,4860,"units","Number","Lone-parent families","Family types with 1 child","Number of families"
2018-07-01,"Sudbury",9730,9730,"units","Number","Lone-parent families","Family types with 1 child","Number of persons"
2018-07-01,"Sudbury",2510,2510,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",6170,6170,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",1050,1050,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",49880,49880,"units","Dollars","Lone-parent families","Family types with 1 child","Median before-tax family income"
2018-07-01,"Sudbury",46210,46210,"units","Dollars","Lone-parent families","Family types with 1 child","Median after-tax family income"
2018-07-01,"Sudbury",2160,2160,"units","Number","Lone-parent families","Family types with 2 children","Number of families"
2018-07-01,"Sudbury",6490,6490,"units","Number","Lone-parent families","Family types with 2 children","Number of persons"
2018-07-01,"Sudbury",3230,3230,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",3140,3140,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",110,110,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 65 years and over"
