"GEO","Date","Inc_allcpl","Inc_cpl_nk","Inc_cpl_1k","Inc_cpl_kids"
"Alberta",2013-01-01,87710,73900,96560,101382
"Alberta",2013-02-01,88175,74093,97239,102117
"Alberta",2013-03-01,88618,74285,97878,102813
"Alberta",2013-04-01,89040,74477,98478,103470
"Alberta",2013-05-01,89441,74666,99039,104090
"Alberta",2013-06-01,89820,74854,99563,104673
"Alberta",2013-07-01,90180,75040,100050,105220
"Alberta",2013-08-01,90519,75223,100502,105732
"Alberta",2013-09-01,90839,75403,100918,106209
"Alberta",2013-10-01,91139,75580,101301,106653
"Alberta",2013-11-01,91420,75753,101650,107065
"Alberta",2013-12-01,91682,75922,101968,107444
"Alberta",2014-01-01,91925,76087,102254,107792
"Alberta",2014-02-01,92150,76247,102509,108110
"Alberta",2014-03-01,92357,76401,102735,108398
"Alberta",2014-04-01,92546,76550,102932,108657
"Alberta",2014-05-01,92718,76693,103102,108888
"Alberta",2014-06-01,92872,76830,103244,109092
"Alberta",2014-07-01,93010,76960,103360,109270
"Alberta",2014-08-01,93131,77083,103450,109422
"Alberta",2014-09-01,93233,77196,103514,109545
"Alberta",2014-10-01,93314,77298,103548,109637
"Alberta",2014-11-01,93372,77386,103552,109697
"Alberta",2014-12-01,93405,77458,103522,109719
"Alberta",2015-01-01,93410,77511,103458,109704
"Alberta",2015-02-01,93386,77544,103358,109647
"Alberta",2015-03-01,93329,77554,103219,109546
"Alberta",2015-04-01,93239,77539,103039,109398
"Alberta",2015-05-01,93112,77497,102817,109202
"Alberta",2015-06-01,92946,77424,102552,108953
"Alberta",2015-07-01,92740,77320,102240,108650
"Alberta",2015-08-01,92493,77183,101883,108293
"Alberta",2015-09-01,92213,77019,101489,107893
"Alberta",2015-10-01,91911,76835,101072,107465
"Alberta",2015-11-01,91597,76639,100643,107024
"Alberta",2015-12-01,91281,76437,100213,106583
"Alberta",2016-01-01,90974,76237,99795,106158
"Alberta",2016-02-01,90686,76046,99400,105763
"Alberta",2016-03-01,90427,75872,99042,105412
"Alberta",2016-04-01,90207,75721,98730,105119
"Alberta",2016-05-01,90038,75600,98478,104900
"Alberta",2016-06-01,89929,75517,98297,104769
"Alberta",2016-07-01,89890,75480,98200,104740
"Alberta",2016-08-01,89929,75493,98194,104823
"Alberta",2016-09-01,90039,75551,98272,105008
"Alberta",2016-10-01,90211,75650,98425,105282
"Alberta",2016-11-01,90436,75782,98640,105631
"Alberta",2016-12-01,90703,75942,98909,106039
"Alberta",2017-01-01,91004,76123,99219,106494
"Alberta",2017-02-01,91329,76319,99561,106981
"Alberta",2017-03-01,91668,76524,99923,107485
"Alberta",2017-04-01,92012,76732,100296,107994
"Alberta",2017-05-01,92352,76937,100669,108492
"Alberta",2017-06-01,92678,77131,101030,108965
"Alberta",2017-07-01,92980,77310,101370,109400
"Alberta",2017-08-01,93251,77468,101680,109785
"Alberta",2017-09-01,93493,77606,101961,110123
"Alberta",2017-10-01,93708,77727,102216,110419
"Alberta",2017-11-01,93901,77833,102449,110679
"Alberta",2017-12-01,94073,77925,102662,110908
"Alberta",2018-01-01,94229,78008,102860,111110
"Alberta",2018-02-01,94371,78082,103044,111293
"Alberta",2018-03-01,94504,78150,103219,111460
"Alberta",2018-04-01,94630,78214,103388,111618
"Alberta",2018-05-01,94752,78278,103554,111772
"Alberta",2018-06-01,94875,78342,103720,111928
"Alberta",2018-07-01,95000,78410,103890,112090
"Alberta",2018-08-01,95131,78483,104066,112264
"Alberta",2018-09-01,95270,78563,104249,112451
"Alberta",2018-10-01,95417,78649,104440,112653
"Alberta",2018-11-01,95572,78743,104639,112872
"Alberta",2018-12-01,95736,78845,104846,113110
"Alberta",2019-01-01,95911,78956,105063,113367
"Alberta",2019-02-01,96096,79076,105289,113645
"Alberta",2019-03-01,96293,79207,105525,113945
"Alberta",2019-04-01,96502,79348,105772,114270
"Alberta",2019-05-01,96724,79500,106030,114621
"Alberta",2019-06-01,96960,79664,106299,114999
"Alberta",2019-07-01,97210,79840,106580,115405
"Alberta",2019-08-01,97475,80029,106874,115842
"Alberta",2019-09-01,97757,80233,107180,116310
"Alberta",2019-10-01,98055,80450,107500,116811
"Alberta",2019-11-01,98370,80682,107834,117347
"Alberta",2019-12-01,98704,80930,108182,117920
"Alberta",2020-01-01,99056,81194,108544,118530
"Alberta",2020-02-01,99428,81475,108922,119179
"Alberta",2020-03-01,99820,81773,109316,119869
"Alberta",2020-04-01,100233,82089,109726,120601
"Alberta",2020-05-01,100668,82423,110153,121376
"Alberta",2020-06-01,101125,82777,110597,122197
"Alberta",2020-07-01,101605,83151,111058,123065
"Alberta",2020-08-01,102110,83545,111538,123981
"Alberta",2020-09-01,102639,83960,112036,124946
"Alberta",2020-10-01,103193,84396,112554,125963
"Alberta",2020-11-01,103774,84855,113090,127032
"Alberta",2020-12-01,104381,85337,113647,128156
"Alberta",2021-01-01,105016,85843,114224,129335
"Alberta",2021-02-01,105680,86372,114823,130572
"Alberta",2021-03-01,106372,86926,115442,131867
"Alberta",2021-04-01,107094,87506,116084,133222
"Alberta",2021-05-01,107847,88111,116748,134639
"Alberta",2021-06-01,108631,88743,117435,136120
"Alberta",2021-07-01,109446,89402,118145,137665
"Alberta",2021-08-01,110295,90089,118879,139276
"Alberta",2021-09-01,111177,90804,119637,140955
"Alberta",2021-10-01,112093,91549,120421,142703
"Alberta",2021-11-01,113043,92323,121229,144522
"Alberta",2021-12-01,114030,93127,122063,146413
"British Columbia",2013-01-01,71213,61130,78275,86162
"British Columbia",2013-02-01,71282,61120,78463,86341
"British Columbia",2013-03-01,71364,61123,78658,86539
"British Columbia",2013-04-01,71460,61141,78859,86755
"British Columbia",2013-05-01,71568,61171,79067,86989
"British Columbia",2013-06-01,71689,61215,79281,87239
"British Columbia",2013-07-01,71820,61270,79500,87505
"British Columbia",2013-08-01,71962,61337,79724,87785
"British Columbia",2013-09-01,72114,61414,79954,88079
"British Columbia",2013-10-01,72275,61501,80187,88385
"British Columbia",2013-11-01,72445,61597,80425,88703
"British Columbia",2013-12-01,72623,61702,80666,89032
"British Columbia",2014-01-01,72809,61814,80910,89371
"British Columbia",2014-02-01,73001,61934,81157,89718
"British Columbia",2014-03-01,73199,62061,81406,90073
"British Columbia",2014-04-01,73403,62194,81658,90436
"British Columbia",2014-05-01,73611,62331,81911,90804
"British Columbia",2014-06-01,73824,62474,82165,91177
"British Columbia",2014-07-01,74040,62620,82420,91555
"British Columbia",2014-08-01,74259,62769,82675,91936
"British Columbia",2014-09-01,74479,62921,82929,92316
"British Columbia",2014-10-01,74698,63072,83180,92695
"British Columbia",2014-11-01,74915,63222,83426,93068
"British Columbia",2014-12-01,75127,63368,83665,93433
"British Columbia",2015-01-01,75333,63511,83896,93787
"British Columbia",2015-02-01,75532,63647,84117,94127
"British Columbia",2015-03-01,75720,63775,84327,94450
"British Columbia",2015-04-01,75897,63894,84522,94754
"British Columbia",2015-05-01,76060,64002,84702,95036
"British Columbia",2015-06-01,76209,64098,84866,95292
"British Columbia",2015-07-01,76340,64180,85010,95520
"British Columbia",2015-08-01,76453,64247,85135,95719
"British Columbia",2015-09-01,76552,64302,85244,95894
"British Columbia",2015-10-01,76640,64346,85343,96051
"British Columbia",2015-11-01,76721,64384,85436,96197
"British Columbia",2015-12-01,76799,64419,85529,96339
"British Columbia",2016-01-01,76879,64452,85627,96483
"British Columbia",2016-02-01,76964,64488,85734,96637
"British Columbia",2016-03-01,77058,64528,85856,96806
"British Columbia",2016-04-01,77166,64577,85997,96998
"British Columbia",2016-05-01,77291,64637,86163,97219
"British Columbia",2016-06-01,77438,64710,86359,97476
"British Columbia",2016-07-01,77610,64800,86590,97775
"British Columbia",2016-08-01,77810,64909,86859,98121
"British Columbia",2016-09-01,78036,65035,87162,98510
"British Columbia",2016-10-01,78283,65176,87494,98933
"British Columbia",2016-11-01,78548,65329,87850,99385
"British Columbia",2016-12-01,78826,65491,88225,99858
"British Columbia",2017-01-01,79113,65660,88612,100346
"British Columbia",2017-02-01,79406,65834,89006,100840
"British Columbia",2017-03-01,79700,66010,89402,101335
"British Columbia",2017-04-01,79992,66185,89795,101824
"British Columbia",2017-05-01,80276,66357,90180,102299
"British Columbia",2017-06-01,80551,66522,90550,102753
"British Columbia",2017-07-01,80810,66680,90900,103180
"British Columbia",2017-08-01,81052,66827,91227,103574
"British Columbia",2017-09-01,81276,66965,91531,103937
"British Columbia",2017-10-01,81486,67094,91815,104272
"British Columbia",2017-11-01,81682,67216,92081,104583
"British Columbia",2017-12-01,81867,67331,92332,104874
"British Columbia",2018-01-01,82042,67442,92569,105147
"British Columbia",2018-02-01,82209,67549,92797,105406
"British Columbia",2018-03-01,82370,67654,93016,105655
"British Columbia",2018-04-01,82527,67757,93230,105897
"British Columbia",2018-05-01,82681,67860,93440,106135
"British Columbia",2018-06-01,82835,67964,93649,106373
"British Columbia",2018-07-01,82990,68070,93860,106615
"British Columbia",2018-08-01,83148,68180,94075,106863
"British Columbia",2018-09-01,83309,68293,94294,107119
"British Columbia",2018-10-01,83474,68411,94519,107385
"British Columbia",2018-11-01,83645,68534,94751,107662
"British Columbia",2018-12-01,83820,68661,94990,107951
"British Columbia",2019-01-01,84002,68795,95237,108253
"British Columbia",2019-02-01,84191,68935,95493,108571
"British Columbia",2019-03-01,84388,69081,95759,108904
"British Columbia",2019-04-01,84592,69234,96036,109256
"British Columbia",2019-05-01,84805,69395,96325,109626
"British Columbia",2019-06-01,85027,69563,96626,110017
"British Columbia",2019-07-01,85260,69740,96940,110430
"British Columbia",2019-08-01,85503,69926,97268,110866
"British Columbia",2019-09-01,85758,70121,97612,111326
"British Columbia",2019-10-01,86024,70325,97971,111812
"British Columbia",2019-11-01,86303,70540,98347,112326
"British Columbia",2019-12-01,86595,70765,98741,112868
"British Columbia",2020-01-01,86901,71002,99153,113439
"British Columbia",2020-02-01,87222,71249,99585,114043
"British Columbia",2020-03-01,87558,71509,100036,114678
"British Columbia",2020-04-01,87910,71781,100509,115348
"British Columbia",2020-05-01,88278,72066,101003,116053
"British Columbia",2020-06-01,88663,72364,101520,116795
"British Columbia",2020-07-01,89066,72676,102060,117575
"British Columbia",2020-08-01,89487,73002,102625,118394
"British Columbia",2020-09-01,89927,73342,103215,119255
"British Columbia",2020-10-01,90387,73698,103831,120157
"British Columbia",2020-11-01,90867,74069,104475,121103
"British Columbia",2020-12-01,91368,74456,105145,122094
"British Columbia",2021-01-01,91891,74859,105845,123131
"British Columbia",2021-02-01,92436,75279,106574,124215
"British Columbia",2021-03-01,93004,75717,107333,125349
"British Columbia",2021-04-01,93595,76172,108124,126533
"British Columbia",2021-05-01,94211,76645,108946,127768
"British Columbia",2021-06-01,94851,77137,109802,129057
"British Columbia",2021-07-01,95517,77648,110691,130400
"British Columbia",2021-08-01,96209,78178,111615,131799
"British Columbia",2021-09-01,96927,78728,112574,133255
"British Columbia",2021-10-01,97673,79299,113569,134769
"British Columbia",2021-11-01,98447,79890,114602,136343
"British Columbia",2021-12-01,99250,80503,115673,137979
"Calgary",2013-01-01,90500,76584,96835,105259
"Calgary",2013-02-01,90829,76711,97354,105685
"Calgary",2013-03-01,91152,76844,97849,106102
"Calgary",2013-04-01,91468,76982,98321,106510
"Calgary",2013-05-01,91776,77125,98770,106909
"Calgary",2013-06-01,92077,77271,99197,107297
"Calgary",2013-07-01,92370,77420,99600,107675
"Calgary",2013-08-01,92654,77572,99981,108042
"Calgary",2013-09-01,92930,77725,100339,108397
"Calgary",2013-10-01,93196,77879,100675,108741
"Calgary",2013-11-01,93452,78033,100990,109072
"Calgary",2013-12-01,93699,78187,101282,109390
"Calgary",2014-01-01,93935,78340,101553,109694
"Calgary",2014-02-01,94160,78490,101802,109985
"Calgary",2014-03-01,94374,78638,102029,110261
"Calgary",2014-04-01,94576,78783,102236,110522
"Calgary",2014-05-01,94767,78924,102421,110767
"Calgary",2014-06-01,94945,79060,102586,110997
"Calgary",2014-07-01,95110,79190,102730,111210
"Calgary",2014-08-01,95262,79314,102853,111406
"Calgary",2014-09-01,95397,79429,102953,111580
"Calgary",2014-10-01,95513,79533,103027,111728
"Calgary",2014-11-01,95607,79622,103073,111847
"Calgary",2014-12-01,95675,79695,103088,111930
"Calgary",2015-01-01,95714,79748,103069,111975
"Calgary",2015-02-01,95721,79780,103013,111976
"Calgary",2015-03-01,95693,79786,102919,111929
"Calgary",2015-04-01,95627,79765,102783,111830
"Calgary",2015-05-01,95520,79714,102603,111675
"Calgary",2015-06-01,95369,79630,102376,111458
"Calgary",2015-07-01,95170,79510,102100,111175
"Calgary",2015-08-01,94923,79354,101774,110826
"Calgary",2015-09-01,94636,79167,101407,110422
"Calgary",2015-10-01,94319,78956,101010,109978
"Calgary",2015-11-01,93983,78728,100596,109510
"Calgary",2015-12-01,93639,78491,100176,109033
"Calgary",2016-01-01,93297,78252,99760,108562
"Calgary",2016-02-01,92968,78016,99361,108113
"Calgary",2016-03-01,92661,77793,98989,107700
"Calgary",2016-04-01,92389,77589,98657,107339
"Calgary",2016-05-01,92161,77410,98375,107045
"Calgary",2016-06-01,91988,77265,98156,106834
"Calgary",2016-07-01,91880,77160,98010,106720
"Calgary",2016-08-01,91845,77100,97946,106714
"Calgary",2016-09-01,91878,77083,97957,106809
"Calgary",2016-10-01,91969,77103,98034,106991
"Calgary",2016-11-01,92112,77155,98169,107248
"Calgary",2016-12-01,92298,77233,98352,107566
"Calgary",2017-01-01,92517,77334,98574,107934
"Calgary",2017-02-01,92763,77451,98825,108339
"Calgary",2017-03-01,93026,77580,99096,108767
"Calgary",2017-04-01,93299,77716,99379,109207
"Calgary",2017-05-01,93573,77853,99663,109645
"Calgary",2017-06-01,93839,77986,99940,110068
"Calgary",2017-07-01,94090,78110,100200,110465
"Calgary",2017-08-01,94319,78221,100436,110825
"Calgary",2017-09-01,94526,78320,100650,111149
"Calgary",2017-10-01,94715,78409,100845,111442
"Calgary",2017-11-01,94887,78488,101024,111708
"Calgary",2017-12-01,95046,78560,101190,111950
"Calgary",2018-01-01,95195,78627,101348,112175
"Calgary",2018-02-01,95335,78689,101499,112385
"Calgary",2018-03-01,95471,78750,101649,112584
"Calgary",2018-04-01,95603,78809,101799,112778
"Calgary",2018-05-01,95735,78869,101954,112970
"Calgary",2018-06-01,95870,78933,102116,113164
"Calgary",2018-07-01,96010,79000,102290,113365
"Calgary",2018-08-01,96158,79073,102478,113576
"Calgary",2018-09-01,96313,79153,102681,113799
"Calgary",2018-10-01,96478,79239,102900,114035
"Calgary",2018-11-01,96652,79332,103136,114284
"Calgary",2018-12-01,96835,79432,103390,114547
"Calgary",2019-01-01,97029,79539,103663,114825
"Calgary",2019-02-01,97233,79655,103955,115119
"Calgary",2019-03-01,97449,79778,104268,115429
"Calgary",2019-04-01,97676,79910,104602,115757
"Calgary",2019-05-01,97915,80051,104958,116104
"Calgary",2019-06-01,98166,80201,105337,116469
"Calgary",2019-07-01,98430,80360,105740,116855
"Calgary",2019-08-01,98708,80529,106167,117261
"Calgary",2019-09-01,98999,80708,106620,117690
"Calgary",2019-10-01,99305,80897,107099,118140
"Calgary",2019-11-01,99625,81096,107606,118614
"Calgary",2019-12-01,99960,81307,108140,119112
"Calgary",2020-01-01,100311,81528,108703,119635
"Calgary",2020-02-01,100679,81761,109296,120184
"Calgary",2020-03-01,101063,82006,109920,120760
"Calgary",2020-04-01,101463,82263,110575,121363
"Calgary",2020-05-01,101882,82533,111262,121994
"Calgary",2020-06-01,102318,82815,111982,122655
"Calgary",2020-07-01,102772,83110,112736,123345
"Calgary",2020-08-01,103246,83419,113525,124067
"Calgary",2020-09-01,103738,83741,114349,124820
"Calgary",2020-10-01,104251,84077,115210,125605
"Calgary",2020-11-01,104783,84428,116108,126424
"Calgary",2020-12-01,105337,84793,117044,127276
"Calgary",2021-01-01,105911,85172,118020,128164
"Calgary",2021-02-01,106507,85567,119035,129088
"Calgary",2021-03-01,107125,85978,120090,130048
"Calgary",2021-04-01,107766,86404,121188,131045
"Calgary",2021-05-01,108429,86847,122327,132081
"Calgary",2021-06-01,109116,87305,123510,133156
"Calgary",2021-07-01,109827,87781,124737,134271
"Calgary",2021-08-01,110562,88273,126009,135427
"Calgary",2021-09-01,111322,88783,127327,136624
"Calgary",2021-10-01,112107,89311,128691,137864
"Calgary",2021-11-01,112918,89856,130103,139147
"Calgary",2021-12-01,113755,90420,131562,140474
"Edmonton",2013-01-01,89249,75399,98370,104201
"Edmonton",2013-02-01,89534,75455,98724,104706
"Edmonton",2013-03-01,89813,75521,99068,105191
"Edmonton",2013-04-01,90087,75597,99404,105657
"Edmonton",2013-05-01,90354,75683,99729,106104
"Edmonton",2013-06-01,90616,75778,100045,106531
"Edmonton",2013-07-01,90870,75880,100350,106940
"Edmonton",2013-08-01,91118,75990,100645,107330
"Edmonton",2013-09-01,91358,76106,100928,107701
"Edmonton",2013-10-01,91591,76228,101201,108052
"Edmonton",2013-11-01,91817,76355,101462,108386
"Edmonton",2013-12-01,92035,76486,101711,108700
"Edmonton",2014-01-01,92245,76621,101948,108996
"Edmonton",2014-02-01,92446,76760,102173,109274
"Edmonton",2014-03-01,92639,76900,102385,109533
"Edmonton",2014-04-01,92823,77042,102584,109773
"Edmonton",2014-05-01,92998,77185,102770,109995
"Edmonton",2014-06-01,93164,77328,102942,110199
"Edmonton",2014-07-01,93320,77470,103100,110385
"Edmonton",2014-08-01,93466,77611,103244,110552
"Edmonton",2014-09-01,93600,77748,103370,110698
"Edmonton",2014-10-01,93719,77879,103476,110820
"Edmonton",2014-11-01,93821,78002,103558,110915
"Edmonton",2014-12-01,93904,78114,103612,110980
"Edmonton",2015-01-01,93965,78214,103637,111011
"Edmonton",2015-02-01,94001,78298,103628,111007
"Edmonton",2015-03-01,94010,78365,103583,110964
"Edmonton",2015-04-01,93990,78412,103497,110878
"Edmonton",2015-05-01,93939,78436,103369,110748
"Edmonton",2015-06-01,93853,78437,103194,110569
"Edmonton",2015-07-01,93730,78410,102970,110340
"Edmonton",2015-08-01,93570,78356,102695,110059
"Edmonton",2015-09-01,93380,78278,102380,109737
"Edmonton",2015-10-01,93167,78182,102034,109385
"Edmonton",2015-11-01,92942,78075,101669,109016
"Edmonton",2015-12-01,92711,77961,101297,108642
"Edmonton",2016-01-01,92484,77847,100930,108276
"Edmonton",2016-02-01,92269,77738,100578,107930
"Edmonton",2016-03-01,92076,77639,100253,107616
"Edmonton",2016-04-01,91911,77558,99966,107346
"Edmonton",2016-05-01,91785,77499,99729,107132
"Edmonton",2016-06-01,91705,77467,99553,106988
"Edmonton",2016-07-01,91680,77470,99450,106925
"Edmonton",2016-08-01,91716,77510,99427,106952
"Edmonton",2016-09-01,91809,77585,99479,107061
"Edmonton",2016-10-01,91950,77690,99596,107241
"Edmonton",2016-11-01,92132,77820,99769,107481
"Edmonton",2016-12-01,92349,77969,99989,107770
"Edmonton",2017-01-01,92592,78133,100247,108098
"Edmonton",2017-02-01,92854,78308,100533,108451
"Edmonton",2017-03-01,93127,78488,100839,108821
"Edmonton",2017-04-01,93405,78667,101155,109194
"Edmonton",2017-05-01,93680,78843,101471,109561
"Edmonton",2017-06-01,93944,79009,101779,109910
"Edmonton",2017-07-01,94190,79160,102070,110230
"Edmonton",2017-08-01,94412,79293,102336,110512
"Edmonton",2017-09-01,94612,79409,102577,110759
"Edmonton",2017-10-01,94791,79510,102798,110975
"Edmonton",2017-11-01,94953,79598,103000,111165
"Edmonton",2017-12-01,95100,79676,103187,111333
"Edmonton",2018-01-01,95236,79745,103361,111484
"Edmonton",2018-02-01,95362,79807,103525,111623
"Edmonton",2018-03-01,95481,79866,103683,111755
"Edmonton",2018-04-01,95597,79922,103836,111884
"Edmonton",2018-05-01,95712,79978,103988,112015
"Edmonton",2018-06-01,95829,80037,104142,112152
"Edmonton",2018-07-01,95950,80100,104300,112300
"Edmonton",2018-08-01,96078,80169,104465,112464
"Edmonton",2018-09-01,96213,80246,104638,112645
"Edmonton",2018-10-01,96357,80331,104819,112844
"Edmonton",2018-11-01,96511,80424,105009,113065
"Edmonton",2018-12-01,96674,80528,105208,113307
"Edmonton",2019-01-01,96848,80641,105416,113572
"Edmonton",2019-02-01,97033,80766,105634,113862
"Edmonton",2019-03-01,97229,80902,105863,114179
"Edmonton",2019-04-01,97439,81051,106103,114524
"Edmonton",2019-05-01,97662,81213,106353,114898
"Edmonton",2019-06-01,97898,81389,106616,115303
"Edmonton",2019-07-01,98150,81580,106890,115740
"Edmonton",2019-08-01,98417,81787,107177,116211
"Edmonton",2019-09-01,98700,82009,107477,116718
"Edmonton",2019-10-01,99000,82249,107790,117262
"Edmonton",2019-11-01,99317,82507,108118,117844
"Edmonton",2019-12-01,99652,82783,108459,118466
"Edmonton",2020-01-01,100006,83078,108815,119129
"Edmonton",2020-02-01,100380,83394,109187,119836
"Edmonton",2020-03-01,100773,83730,109573,120587
"Edmonton",2020-04-01,101188,84087,109976,121384
"Edmonton",2020-05-01,101624,84467,110396,122229
"Edmonton",2020-06-01,102083,84870,110832,123122
"Edmonton",2020-07-01,102565,85297,111286,124066
"Edmonton",2020-08-01,103070,85748,111757,125062
"Edmonton",2020-09-01,103599,86224,112246,126112
"Edmonton",2020-10-01,104154,86727,112754,127216
"Edmonton",2020-11-01,104734,87256,113282,128377
"Edmonton",2020-12-01,105340,87812,113828,129597
"Edmonton",2021-01-01,105974,88397,114395,130875
"Edmonton",2021-02-01,106636,89011,114982,132215
"Edmonton",2021-03-01,107325,89654,115589,133618
"Edmonton",2021-04-01,108045,90328,116218,135084
"Edmonton",2021-05-01,108793,91034,116869,136616
"Edmonton",2021-06-01,109573,91771,117541,138215
"Edmonton",2021-07-01,110384,92541,118237,139883
"Edmonton",2021-08-01,111226,93344,118955,141621
"Edmonton",2021-09-01,112101,94181,119696,143431
"Edmonton",2021-10-01,113010,95054,120462,145313
"Edmonton",2021-11-01,113952,95962,121251,147270
"Edmonton",2021-12-01,114929,96906,122065,149304
"Sudbury",2013-01-01,82988,67726,94809,108752
"Sudbury",2013-02-01,82755,67534,94406,108055
"Sudbury",2013-03-01,82566,67374,94070,107468
"Sudbury",2013-04-01,82419,67245,93799,106985
"Sudbury",2013-05-01,82312,67145,93589,106600
"Sudbury",2013-06-01,82243,67074,93437,106311
"Sudbury",2013-07-01,82210,67030,93340,106110
"Sudbury",2013-08-01,82211,67011,93295,105994
"Sudbury",2013-09-01,82244,67016,93300,105956
"Sudbury",2013-10-01,82307,67043,93350,105994
"Sudbury",2013-11-01,82398,67092,93443,106100
"Sudbury",2013-12-01,82515,67160,93576,106271
"Sudbury",2014-01-01,82655,67247,93745,106501
"Sudbury",2014-02-01,82818,67350,93948,106786
"Sudbury",2014-03-01,83001,67469,94182,107120
"Sudbury",2014-04-01,83201,67602,94443,107498
"Sudbury",2014-05-01,83418,67747,94728,107916
"Sudbury",2014-06-01,83648,67904,95035,108368
"Sudbury",2014-07-01,83890,68070,95360,108850
"Sudbury",2014-08-01,84142,68244,95700,109355
"Sudbury",2014-09-01,84398,68424,96047,109874
"Sudbury",2014-10-01,84655,68607,96396,110396
"Sudbury",2014-11-01,84906,68789,96739,110908
"Sudbury",2014-12-01,85149,68967,97068,111402
"Sudbury",2015-01-01,85376,69140,97378,111865
"Sudbury",2015-02-01,85584,69303,97661,112286
"Sudbury",2015-03-01,85768,69454,97909,112655
"Sudbury",2015-04-01,85922,69590,98116,112960
"Sudbury",2015-05-01,86042,69709,98275,113191
"Sudbury",2015-06-01,86123,69806,98379,113336
"Sudbury",2015-07-01,86160,69880,98420,113385
"Sudbury",2015-08-01,86151,69928,98395,113331
"Sudbury",2015-09-01,86102,69955,98314,113189
"Sudbury",2015-10-01,86023,69964,98188,112978
"Sudbury",2015-11-01,85924,69960,98032,112716
"Sudbury",2015-12-01,85815,69947,97858,112424
"Sudbury",2016-01-01,85704,69931,97679,112119
"Sudbury",2016-02-01,85602,69915,97507,111822
"Sudbury",2016-03-01,85517,69905,97355,111551
"Sudbury",2016-04-01,85461,69905,97237,111326
"Sudbury",2016-05-01,85441,69920,97165,111166
"Sudbury",2016-06-01,85467,69953,97152,111089
"Sudbury",2016-07-01,85550,70010,97210,111115
"Sudbury",2016-08-01,85696,70094,97349,111258
"Sudbury",2016-09-01,85900,70204,97564,111511
"Sudbury",2016-10-01,86155,70337,97845,111862
"Sudbury",2016-11-01,86454,70491,98184,112299
"Sudbury",2016-12-01,86790,70663,98570,112810
"Sudbury",2017-01-01,87155,70850,98996,113383
"Sudbury",2017-02-01,87542,71052,99452,114006
"Sudbury",2017-03-01,87945,71264,99928,114666
"Sudbury",2017-04-01,88355,71484,100416,115352
"Sudbury",2017-05-01,88766,71710,100907,116052
"Sudbury",2017-06-01,89170,71940,101391,116754
"Sudbury",2017-07-01,89560,72170,101860,117445
"Sudbury",2017-08-01,89930,72399,102306,118116
"Sudbury",2017-09-01,90281,72627,102730,118764
"Sudbury",2017-10-01,90613,72852,103133,119391
"Sudbury",2017-11-01,90928,73076,103518,119995
"Sudbury",2017-12-01,91227,73297,103888,120577
"Sudbury",2018-01-01,91512,73516,104244,121136
"Sudbury",2018-02-01,91783,73732,104588,121674
"Sudbury",2018-03-01,92043,73946,104924,122189
"Sudbury",2018-04-01,92292,74157,105253,122682
"Sudbury",2018-05-01,92532,74364,105577,123153
"Sudbury",2018-06-01,92764,74569,105899,123603
"Sudbury",2018-07-01,92990,74770,106220,124030
"Sudbury",2018-08-01,93210,74968,106543,124435
"Sudbury",2018-09-01,93425,75161,106868,124816
"Sudbury",2018-10-01,93634,75350,107195,125170
"Sudbury",2018-11-01,93837,75533,107524,125495
"Sudbury",2018-12-01,94033,75710,107855,125789
"Sudbury",2019-01-01,94223,75881,108188,126048
"Sudbury",2019-02-01,94404,76044,108522,126272
"Sudbury",2019-03-01,94579,76200,108858,126457
"Sudbury",2019-04-01,94745,76347,109196,126601
"Sudbury",2019-05-01,94902,76484,109536,126702
"Sudbury",2019-06-01,95051,76612,109877,126758
"Sudbury",2019-07-01,95190,76730,110220,126765
"Sudbury",2019-08-01,95320,76837,110564,126722
"Sudbury",2019-09-01,95439,76932,110910,126626
"Sudbury",2019-10-01,95549,77014,111257,126475
"Sudbury",2019-11-01,95647,77084,111606,126266
"Sudbury",2019-12-01,95735,77140,111956,125998
"Sudbury",2020-01-01,95811,77183,112308,125667
"Sudbury",2020-02-01,95875,77210,112661,125271
"Sudbury",2020-03-01,95927,77222,113015,124809
"Sudbury",2020-04-01,95966,77218,113370,124277
"Sudbury",2020-05-01,95992,77197,113726,123673
"Sudbury",2020-06-01,96005,77160,114084,122995
"Sudbury",2020-07-01,96004,77104,114442,122241
"Sudbury",2020-08-01,95989,77029,114802,121407
"Sudbury",2020-09-01,95959,76936,115163,120493
"Sudbury",2020-10-01,95914,76823,115525,119494
"Sudbury",2020-11-01,95855,76689,115887,118410
"Sudbury",2020-12-01,95779,76535,116251,117237
"Sudbury",2021-01-01,95688,76358,116615,115973
"Sudbury",2021-02-01,95580,76160,116980,114617
"Sudbury",2021-03-01,95455,75938,117346,113164
"Sudbury",2021-04-01,95313,75693,117713,111614
"Sudbury",2021-05-01,95154,75424,118081,109963
"Sudbury",2021-06-01,94977,75130,118449,108210
"Sudbury",2021-07-01,94781,74811,118817,106352
"Sudbury",2021-08-01,94567,74466,119187,104386
"Sudbury",2021-09-01,94334,74094,119556,102311
"Sudbury",2021-10-01,94081,73695,119927,100123
"Sudbury",2021-11-01,93809,73268,120298,97821
"Sudbury",2021-12-01,93516,72812,120669,95402
"Guelph",2013-01-01,81095,68583,85358,97200
"Guelph",2013-02-01,81321,68526,85874,97653
"Guelph",2013-03-01,81545,68489,86364,98090
"Guelph",2013-04-01,81766,68472,86828,98512
"Guelph",2013-05-01,81986,68474,87269,98918
