"GEO","Date","Inc_allcpl","Inc_cpl_nk","Inc_cpl_1k","Inc_cpl_kids"
"Niagara",2021-04-01,78755,66643,81546,97562
"Niagara",2021-05-01,78479,66506,80433,96709
"Niagara",2021-06-01,78178,66355,79249,95795
"Niagara",2021-07-01,77853,66189,77992,94819
"Niagara",2021-08-01,77502,66007,76662,93780
"Niagara",2021-09-01,77125,65811,75255,92675
"Niagara",2021-10-01,76721,65598,73770,91504
"Niagara",2021-11-01,76290,65369,72205,90264
"Niagara",2021-12-01,75831,65124,70560,88956
"Toronto",2013-01-01,70577,55263,75900,84000
"Toronto",2013-02-01,70616,55162,76039,84210
"Toronto",2013-03-01,70671,55083,76186,84430
"Toronto",2013-04-01,70741,55025,76341,84662
"Toronto",2013-05-01,70827,54988,76504,84905
"Toronto",2013-06-01,70927,54970,76673,85158
"Toronto",2013-07-01,71040,54970,76850,85420
"Toronto",2013-08-01,71166,54988,77033,85691
"Toronto",2013-09-01,71304,55022,77222,85970
"Toronto",2013-10-01,71454,55072,77417,86258
"Toronto",2013-11-01,71614,55136,77617,86552
"Toronto",2013-12-01,71784,55214,77821,86853
"Toronto",2014-01-01,71963,55304,78031,87160
"Toronto",2014-02-01,72151,55407,78244,87472
"Toronto",2014-03-01,72346,55520,78461,87789
"Toronto",2014-04-01,72549,55642,78682,88111
"Toronto",2014-05-01,72757,55774,78905,88436
"Toronto",2014-06-01,72971,55914,79132,88764
"Toronto",2014-07-01,73190,56060,79360,89095
"Toronto",2014-08-01,73413,56212,79590,89428
"Toronto",2014-09-01,73638,56369,79821,89761
"Toronto",2014-10-01,73864,56528,80050,90094
"Toronto",2014-11-01,74089,56688,80278,90424
"Toronto",2014-12-01,74312,56848,80502,90751
"Toronto",2015-01-01,74531,57006,80721,91072
"Toronto",2015-02-01,74744,57159,80934,91388
"Toronto",2015-03-01,74950,57307,81140,91695
"Toronto",2015-04-01,75147,57448,81336,91994
"Toronto",2015-05-01,75334,57579,81523,92281
"Toronto",2015-06-01,75509,57701,81698,92557
"Toronto",2015-07-01,75670,57810,81860,92820
"Toronto",2015-08-01,75817,57906,82009,93069
"Toronto",2015-09-01,75951,57990,82147,93305
"Toronto",2015-10-01,76076,58064,82277,93532
"Toronto",2015-11-01,76193,58129,82404,93753
"Toronto",2015-12-01,76307,58188,82530,93969
"Toronto",2016-01-01,76419,58242,82660,94184
"Toronto",2016-02-01,76533,58293,82795,94401
"Toronto",2016-03-01,76651,58344,82941,94622
"Toronto",2016-04-01,76776,58395,83100,94849
"Toronto",2016-05-01,76910,58448,83275,95087
"Toronto",2016-06-01,77057,58506,83471,95336
"Toronto",2016-07-01,77220,58570,83690,95600
"Toronto",2016-08-01,77400,58642,83935,95881
"Toronto",2016-09-01,77596,58721,84204,96178
"Toronto",2016-10-01,77806,58807,84495,96491
"Toronto",2016-11-01,78029,58899,84804,96816
"Toronto",2016-12-01,78262,58998,85128,97154
"Toronto",2017-01-01,78504,59102,85465,97503
"Toronto",2017-02-01,78753,59211,85811,97861
"Toronto",2017-03-01,79006,59324,86165,98228
"Toronto",2017-04-01,79263,59441,86522,98602
"Toronto",2017-05-01,79520,59561,86881,98981
"Toronto",2017-06-01,79776,59684,87238,99364
"Toronto",2017-07-01,80030,59810,87590,99750
"Toronto",2017-08-01,80279,59937,87935,100138
"Toronto",2017-09-01,80524,60066,88273,100527
"Toronto",2017-10-01,80765,60196,88605,100916
"Toronto",2017-11-01,81001,60326,88930,101305
"Toronto",2017-12-01,81234,60457,89249,101694
"Toronto",2018-01-01,81463,60588,89562,102081
"Toronto",2018-02-01,81688,60718,89871,102467
"Toronto",2018-03-01,81910,60848,90174,102851
"Toronto",2018-04-01,82129,60976,90474,103232
"Toronto",2018-05-01,82346,61103,90769,103611
"Toronto",2018-06-01,82559,61227,91061,103985
"Toronto",2018-07-01,82770,61350,91350,104355
"Toronto",2018-08-01,82979,61470,91636,104720
"Toronto",2018-09-01,83185,61587,91919,105080
"Toronto",2018-10-01,83388,61700,92199,105434
"Toronto",2018-11-01,83589,61810,92475,105781
"Toronto",2018-12-01,83786,61915,92748,106121
"Toronto",2019-01-01,83980,62016,93016,106452
"Toronto",2019-02-01,84170,62111,93281,106774
"Toronto",2019-03-01,84357,62202,93541,107087
"Toronto",2019-04-01,84539,62286,93796,107390
"Toronto",2019-05-01,84717,62364,94046,107682
"Toronto",2019-06-01,84891,62436,94291,107962
"Toronto",2019-07-01,85060,62500,94530,108230
"Toronto",2019-08-01,85224,62557,94764,108485
"Toronto",2019-09-01,85383,62606,94991,108726
"Toronto",2019-10-01,85537,62647,95212,108953
"Toronto",2019-11-01,85685,62679,95427,109165
"Toronto",2019-12-01,85827,62703,95635,109361
"Toronto",2020-01-01,85963,62716,95836,109541
"Toronto",2020-02-01,86093,62720,96029,109704
"Toronto",2020-03-01,86216,62714,96215,109849
"Toronto",2020-04-01,86333,62697,96394,109975
"Toronto",2020-05-01,86443,62669,96564,110082
"Toronto",2020-06-01,86545,62630,96726,110170
"Toronto",2020-07-01,86641,62579,96879,110237
"Toronto",2020-08-01,86729,62515,97023,110283
"Toronto",2020-09-01,86809,62439,97159,110306
"Toronto",2020-10-01,86881,62350,97285,110308
"Toronto",2020-11-01,86945,62247,97401,110286
"Toronto",2020-12-01,87000,62131,97507,110240
"Toronto",2021-01-01,87047,62000,97604,110169
"Toronto",2021-02-01,87084,61855,97690,110074
"Toronto",2021-03-01,87113,61695,97766,109952
"Toronto",2021-04-01,87133,61519,97830,109803
"Toronto",2021-05-01,87142,61328,97884,109627
"Toronto",2021-06-01,87143,61120,97926,109423
"Toronto",2021-07-01,87133,60896,97956,109191
"Toronto",2021-08-01,87113,60654,97975,108928
"Toronto",2021-09-01,87082,60396,97981,108636
"Toronto",2021-10-01,87041,60119,97976,108313
"Toronto",2021-11-01,86989,59824,97957,107958
"Toronto",2021-12-01,86926,59511,97925,107572
"Vancouver",2013-01-01,70306,59255,74336,85279
"Vancouver",2013-02-01,70311,59168,74467,85335
"Vancouver",2013-03-01,70337,59101,74611,85425
"Vancouver",2013-04-01,70384,59055,74766,85548
"Vancouver",2013-05-01,70450,59029,74933,85701
"Vancouver",2013-06-01,70536,59021,75111,85884
"Vancouver",2013-07-01,70640,59030,75300,86095
"Vancouver",2013-08-01,70761,59056,75498,86333
"Vancouver",2013-09-01,70898,59098,75706,86596
"Vancouver",2013-10-01,71051,59154,75923,86883
"Vancouver",2013-11-01,71218,59225,76148,87192
"Vancouver",2013-12-01,71399,59309,76381,87522
"Vancouver",2014-01-01,71593,59405,76622,87871
"Vancouver",2014-02-01,71798,59513,76869,88239
"Vancouver",2014-03-01,72014,59631,77123,88623
"Vancouver",2014-04-01,72240,59758,77382,89022
"Vancouver",2014-05-01,72476,59895,77647,89434
"Vancouver",2014-06-01,72719,60039,77916,89859
"Vancouver",2014-07-01,72970,60190,78190,90295
"Vancouver",2014-08-01,73227,60347,78467,90740
"Vancouver",2014-09-01,73489,60509,78747,91190
"Vancouver",2014-10-01,73753,60673,79027,91644
"Vancouver",2014-11-01,74017,60838,79307,92098
"Vancouver",2014-12-01,74281,61003,79585,92549
"Vancouver",2015-01-01,74541,61165,79858,92993
"Vancouver",2015-02-01,74795,61323,80127,93428
"Vancouver",2015-03-01,75042,61475,80389,93850
"Vancouver",2015-04-01,75281,61619,80643,94256
"Vancouver",2015-05-01,75507,61754,80887,94644
"Vancouver",2015-06-01,75721,61879,81120,95009
"Vancouver",2015-07-01,75920,61990,81340,95350
"Vancouver",2015-08-01,76103,62088,81547,95664
"Vancouver",2015-09-01,76271,62174,81743,95954
"Vancouver",2015-10-01,76430,62250,81932,96227
"Vancouver",2015-11-01,76581,62319,82117,96488
"Vancouver",2015-12-01,76729,62383,82301,96741
"Vancouver",2016-01-01,76877,62446,82488,96993
"Vancouver",2016-02-01,77027,62508,82682,97248
"Vancouver",2016-03-01,77184,62574,82885,97511
"Vancouver",2016-04-01,77350,62644,83101,97788
"Vancouver",2016-05-01,77529,62722,83333,98084
"Vancouver",2016-06-01,77725,62810,83585,98405
"Vancouver",2016-07-01,77940,62910,83860,98755
"Vancouver",2016-08-01,78177,63024,84161,99138
"Vancouver",2016-09-01,78433,63152,84484,99551
"Vancouver",2016-10-01,78706,63290,84827,99988
"Vancouver",2016-11-01,78991,63437,85185,100444
"Vancouver",2016-12-01,79285,63590,85555,100913
"Vancouver",2017-01-01,79584,63748,85933,101391
"Vancouver",2017-02-01,79886,63909,86316,101871
"Vancouver",2017-03-01,80185,64071,86700,102349
"Vancouver",2017-04-01,80480,64230,87081,102819
"Vancouver",2017-05-01,80767,64386,87455,103276
"Vancouver",2017-06-01,81041,64537,87819,103715
"Vancouver",2017-07-01,81300,64680,88170,104130
"Vancouver",2017-08-01,81541,64814,88504,104517
"Vancouver",2017-09-01,81765,64939,88822,104878
"Vancouver",2017-10-01,81973,65057,89126,105217
"Vancouver",2017-11-01,82169,65168,89418,105536
"Vancouver",2017-12-01,82353,65274,89699,105838
"Vancouver",2018-01-01,82528,65377,89970,106128
"Vancouver",2018-02-01,82696,65476,90234,106407
"Vancouver",2018-03-01,82858,65574,90493,106680
"Vancouver",2018-04-01,83016,65671,90747,106949
"Vancouver",2018-05-01,83173,65768,90998,107217
"Vancouver",2018-06-01,83330,65868,91249,107488
"Vancouver",2018-07-01,83490,65970,91500,107765
"Vancouver",2018-08-01,83654,66076,91754,108051
"Vancouver",2018-09-01,83822,66187,92010,108347
"Vancouver",2018-10-01,83996,66302,92270,108655
"Vancouver",2018-11-01,84178,66423,92534,108977
"Vancouver",2018-12-01,84366,66550,92804,109314
"Vancouver",2019-01-01,84563,66684,93078,109667
"Vancouver",2019-02-01,84770,66824,93358,110038
"Vancouver",2019-03-01,84986,66973,93645,110429
"Vancouver",2019-04-01,85214,67129,93939,110840
"Vancouver",2019-05-01,85453,67293,94241,111274
"Vancouver",2019-06-01,85705,67467,94551,111732
"Vancouver",2019-07-01,85970,67650,94870,112215
"Vancouver",2019-08-01,86250,67843,95198,112725
"Vancouver",2019-09-01,86544,68047,95537,113263
"Vancouver",2019-10-01,86855,68262,95886,113831
"Vancouver",2019-11-01,87183,68488,96247,114430
"Vancouver",2019-12-01,87528,68726,96619,115062
"Vancouver",2020-01-01,87892,68977,97004,115728
"Vancouver",2020-02-01,88275,69241,97401,116430
"Vancouver",2020-03-01,88679,69518,97813,117169
"Vancouver",2020-04-01,89104,69810,98238,117946
"Vancouver",2020-05-01,89550,70116,98679,118764
"Vancouver",2020-06-01,90019,70437,99135,119623
"Vancouver",2020-07-01,90512,70774,99606,120525
"Vancouver",2020-08-01,91030,71127,100095,121472
"Vancouver",2020-09-01,91573,71496,100600,122465
"Vancouver",2020-10-01,92141,71882,101124,123505
"Vancouver",2020-11-01,92737,72286,101665,124595
"Vancouver",2020-12-01,93361,72708,102226,125735
"Vancouver",2021-01-01,94013,73149,102806,126926
"Vancouver",2021-02-01,94695,73609,103406,128172
"Vancouver",2021-03-01,95408,74088,104027,129472
"Vancouver",2021-04-01,96151,74588,104669,130828
"Vancouver",2021-05-01,96927,75108,105333,132242
"Vancouver",2021-06-01,97735,75649,106020,133716
"Vancouver",2021-07-01,98577,76212,106729,135251
"Vancouver",2021-08-01,99454,76797,107463,136847
"Vancouver",2021-09-01,100366,77404,108220,138508
"Vancouver",2021-10-01,101315,78035,109002,140234
"Vancouver",2021-11-01,102301,78689,109810,142026
"Vancouver",2021-12-01,103324,79367,110644,143887
"Victoria",2013-01-01,80485,71295,89736,96460
"Victoria",2013-02-01,80315,71131,89666,96295
"Victoria",2013-03-01,80179,70996,89628,96177
"Victoria",2013-04-01,80076,70888,89621,96104
"Victoria",2013-05-01,80005,70807,89644,96074
"Victoria",2013-06-01,79963,70752,89694,96085
"Victoria",2013-07-01,79950,70720,89770,96135
"Victoria",2013-08-01,79964,70711,89871,96222
"Victoria",2013-09-01,80004,70724,89996,96345
"Victoria",2013-10-01,80068,70758,90143,96501
"Victoria",2013-11-01,80155,70810,90311,96688
"Victoria",2013-12-01,80263,70881,90498,96905
"Victoria",2014-01-01,80392,70968,90703,97149
"Victoria",2014-02-01,80540,71072,90925,97420
"Victoria",2014-03-01,80705,71189,91161,97714
"Victoria",2014-04-01,80886,71320,91411,98030
"Victoria",2014-05-01,81081,71463,91674,98366
"Victoria",2014-06-01,81290,71617,91947,98720
"Victoria",2014-07-01,81510,71780,92230,99090
"Victoria",2014-08-01,81741,71952,92520,99474
"Victoria",2014-09-01,81978,72129,92815,99868
"Victoria",2014-10-01,82220,72311,93110,100269
"Victoria",2014-11-01,82463,72495,93401,100671
"Victoria",2014-12-01,82704,72678,93685,101070
"Victoria",2015-01-01,82940,72859,93958,101463
"Victoria",2015-02-01,83167,73036,94215,101845
"Victoria",2015-03-01,83383,73205,94453,102211
"Victoria",2015-04-01,83585,73365,94669,102559
"Victoria",2015-05-01,83768,73514,94858,102883
"Victoria",2015-06-01,83931,73650,95016,103180
"Victoria",2015-07-01,84070,73770,95140,103445
"Victoria",2015-08-01,84183,73873,95228,103676
"Victoria",2015-09-01,84275,73961,95285,103878
"Victoria",2015-10-01,84351,74037,95321,104058
"Victoria",2015-11-01,84416,74103,95344,104225
"Victoria",2015-12-01,84476,74162,95362,104383
"Victoria",2016-01-01,84537,74217,95384,104542
"Victoria",2016-02-01,84604,74270,95418,104709
"Victoria",2016-03-01,84682,74325,95472,104889
"Victoria",2016-04-01,84777,74383,95555,105092
"Victoria",2016-05-01,84895,74448,95675,105323
"Victoria",2016-06-01,85041,74523,95841,105590
"Victoria",2016-07-01,85220,74610,96060,105900
"Victoria",2016-08-01,85437,74711,96339,106258
"Victoria",2016-09-01,85687,74826,96672,106660
"Victoria",2016-10-01,85966,74953,97050,107098
"Victoria",2016-11-01,86269,75092,97464,107564
"Victoria",2016-12-01,86590,75240,97907,108053
"Victoria",2017-01-01,86924,75398,98370,108556
"Victoria",2017-02-01,87265,75564,98843,109066
"Victoria",2017-03-01,87610,75736,99320,109577
"Victoria",2017-04-01,87952,75914,99790,110081
"Victoria",2017-05-01,88286,76097,100246,110571
"Victoria",2017-06-01,88607,76282,100679,111040
"Victoria",2017-07-01,88910,76470,101080,111480
"Victoria",2017-08-01,89191,76659,101443,111887
"Victoria",2017-09-01,89451,76848,101771,112262
"Victoria",2017-10-01,89692,77039,102067,112609
"Victoria",2017-11-01,89916,77230,102335,112933
"Victoria",2017-12-01,90127,77422,102579,113236
"Victoria",2018-01-01,90326,77615,102804,113523
"Victoria",2018-02-01,90515,77808,103013,113797
"Victoria",2018-03-01,90697,78001,103211,114063
"Victoria",2018-04-01,90874,78196,103401,114323
"Victoria",2018-05-01,91049,78390,103589,114583
"Victoria",2018-06-01,91223,78585,103777,114846
"Victoria",2018-07-01,91400,78780,103970,115115
"Victoria",2018-08-01,91581,78975,104172,115394
"Victoria",2018-09-01,91767,79171,104384,115686
"Victoria",2018-10-01,91958,79366,104609,115991
"Victoria",2018-11-01,92157,79560,104848,116312
"Victoria",2018-12-01,92364,79753,105101,116649
"Victoria",2019-01-01,92578,79946,105372,117005
"Victoria",2019-02-01,92802,80137,105662,117382
"Victoria",2019-03-01,93037,80326,105971,117780
"Victoria",2019-04-01,93282,80513,106302,118202
"Victoria",2019-05-01,93538,80698,106656,118649
"Victoria",2019-06-01,93807,80880,107035,119123
"Victoria",2019-07-01,94090,81060,107440,119625
"Victoria",2019-08-01,94387,81236,107873,120157
"Victoria",2019-09-01,94698,81410,108336,120721
"Victoria",2019-10-01,95025,81579,108829,121319
"Victoria",2019-11-01,95369,81744,109355,121951
"Victoria",2019-12-01,95730,81906,109916,122620
"Victoria",2020-01-01,96110,82063,110512,123327
"Victoria",2020-02-01,96508,82215,111145,124074
"Victoria",2020-03-01,96926,82362,111818,124862
"Victoria",2020-04-01,97365,82503,112530,125693
"Victoria",2020-05-01,97825,82639,113285,126570
"Victoria",2020-06-01,98308,82770,114083,127492
"Victoria",2020-07-01,98813,82894,114927,128463
"Victoria",2020-08-01,99342,83011,115817,129483
"Victoria",2020-09-01,99896,83122,116755,130555
"Victoria",2020-10-01,100475,83226,117744,131679
"Victoria",2020-11-01,101081,83323,118783,132858
"Victoria",2020-12-01,101714,83412,119876,134093
"Victoria",2021-01-01,102374,83493,121023,135386
"Victoria",2021-02-01,103063,83566,122227,136738
"Victoria",2021-03-01,103782,83631,123488,138152
"Victoria",2021-04-01,104531,83687,124808,139628
"Victoria",2021-05-01,105312,83734,126189,141168
"Victoria",2021-06-01,106124,83772,127633,142775
"Victoria",2021-07-01,106969,83801,129141,144449
"Victoria",2021-08-01,107847,83819,130714,146192
"Victoria",2021-09-01,108760,83828,132354,148006
"Victoria",2021-10-01,109708,83826,134063,149892
"Victoria",2021-11-01,110692,83814,135842,151853
"Victoria",2021-12-01,111713,83791,137693,153889
"Windsor",2013-01-01,71413,59461,78602,87495
"Windsor",2013-02-01,71644,59566,78988,87643
"Windsor",2013-03-01,71871,59677,79356,87819
"Windsor",2013-04-01,72094,59793,79706,88020
"Windsor",2013-05-01,72313,59914,80040,88244
"Windsor",2013-06-01,72528,60040,80358,88492
"Windsor",2013-07-01,72740,60170,80660,88760
"Windsor",2013-08-01,72949,60304,80948,89048
"Windsor",2013-09-01,73154,60442,81222,89355
"Windsor",2013-10-01,73356,60584,81483,89678
"Windsor",2013-11-01,73555,60729,81732,90018
"Windsor",2013-12-01,73751,60876,81969,90371
"Windsor",2014-01-01,73944,61026,82196,90738
"Windsor",2014-02-01,74134,61178,82412,91116
"Windsor",2014-03-01,74322,61332,82620,91504
"Windsor",2014-04-01,74508,61487,82818,91901
"Windsor",2014-05-01,74691,61644,83009,92305
"Windsor",2014-06-01,74871,61802,83193,92715
"Windsor",2014-07-01,75050,61960,83370,93130
"Windsor",2014-08-01,75227,62118,83542,93548
"Windsor",2014-09-01,75401,62276,83710,93966
"Windsor",2014-10-01,75573,62433,83875,94382
"Windsor",2014-11-01,75742,62587,84039,94793
"Windsor",2014-12-01,75909,62739,84203,95196
"Windsor",2015-01-01,76073,62888,84369,95588
"Windsor",2015-02-01,76234,63032,84539,95968
"Windsor",2015-03-01,76392,63170,84713,96330
"Windsor",2015-04-01,76547,63303,84894,96674
"Windsor",2015-05-01,76698,63430,85083,96997
"Windsor",2015-06-01,76846,63549,85281,97294
"Windsor",2015-07-01,76990,63660,85490,97565
"Windsor",2015-08-01,77130,63762,85711,97807
"Windsor",2015-09-01,77268,63858,85941,98023
"Windsor",2015-10-01,77404,63947,86180,98217
"Windsor",2015-11-01,77540,64031,86424,98394
"Windsor",2015-12-01,77676,64113,86671,98557
"Windsor",2016-01-01,77815,64193,86919,98711
"Windsor",2016-02-01,77957,64272,87166,98861
"Windsor",2016-03-01,78104,64353,87409,99010
"Windsor",2016-04-01,78256,64437,87646,99162
"Windsor",2016-05-01,78416,64525,87875,99321
"Windsor",2016-06-01,78583,64619,88094,99493
"Windsor",2016-07-01,78760,64720,88300,99680
"Windsor",2016-08-01,78947,64829,88492,99886
"Windsor",2016-09-01,79143,64946,88672,100111
"Windsor",2016-10-01,79346,65068,88844,100353
"Windsor",2016-11-01,79554,65197,89010,100610
"Windsor",2016-12-01,79766,65329,89175,100881
"Windsor",2017-01-01,79980,65464,89342,101163
"Windsor",2017-02-01,80195,65602,89513,101456
"Windsor",2017-03-01,80407,65740,89693,101757
"Windsor",2017-04-01,80617,65878,89884,102065
"Windsor",2017-05-01,80822,66015,90090,102379
"Windsor",2017-06-01,81020,66149,90314,102696
"Windsor",2017-07-01,81210,66280,90560,103015
"Windsor",2017-08-01,81390,66406,90829,103335
"Windsor",2017-09-01,81561,66528,91120,103653
"Windsor",2017-10-01,81724,66647,91428,103970
"Windsor",2017-11-01,81879,66761,91751,104283
"Windsor",2017-12-01,82027,66872,92084,104591
"Windsor",2018-01-01,82170,66981,92424,104893
"Windsor",2018-02-01,82308,67087,92767,105188
"Windsor",2018-03-01,82441,67190,93110,105474
"Windsor",2018-04-01,82571,67292,93450,105750
"Windsor",2018-05-01,82699,67393,93782,106014
"Windsor",2018-06-01,82825,67492,94103,106267
"Windsor",2018-07-01,82950,67590,94410,106505
"Windsor",2018-08-01,83075,67688,94699,106728
"Windsor",2018-09-01,83201,67785,94968,106935
"Windsor",2018-10-01,83327,67882,95214,107124
"Windsor",2018-11-01,83454,67979,95436,107293
"Windsor",2018-12-01,83583,68076,95631,107443
"Windsor",2019-01-01,83713,68172,95797,107570
"Windsor",2019-02-01,83846,68268,95931,107673
"Windsor",2019-03-01,83981,68365,96033,107753
"Windsor",2019-04-01,84118,68461,96098,107806
"Windsor",2019-05-01,84259,68557,96126,107831
"Windsor",2019-06-01,84402,68653,96114,107828
"Windsor",2019-07-01,84550,68750,96060,107795
"Windsor",2019-08-01,84702,68847,95961,107730
"Windsor",2019-09-01,84857,68944,95816,107633
"Windsor",2019-10-01,85018,69041,95623,107501
"Windsor",2019-11-01,85184,69139,95378,107334
"Windsor",2019-12-01,85354,69237,95080,107129
"Windsor",2020-01-01,85531,69336,94727,106887
"Windsor",2020-02-01,85713,69436,94316,106604
"Windsor",2020-03-01,85902,69536,93846,106281
"Windsor",2020-04-01,86098,69637,93313,105915
"Windsor",2020-05-01,86300,69738,92717,105506
"Windsor",2020-06-01,86510,69840,92054,105051
"Windsor",2020-07-01,86728,69944,91323,104550
"Windsor",2020-08-01,86953,70048,90521,104001
"Windsor",2020-09-01,87187,70153,89646,103403
"Windsor",2020-10-01,87429,70259,88697,102755
"Windsor",2020-11-01,87680,70366,87670,102054
"Windsor",2020-12-01,87941,70474,86563,101300
"Windsor",2021-01-01,88211,70584,85375,100492
"Windsor",2021-02-01,88491,70695,84103,99627
"Windsor",2021-03-01,88781,70807,82745,98705
"Windsor",2021-04-01,89083,70921,81299,97724
"Windsor",2021-05-01,89394,71036,79762,96684
"Windsor",2021-06-01,89718,71152,78133,95581
"Windsor",2021-07-01,90053,71271,76409,94416
"Windsor",2021-08-01,90399,71390,74588,93187
"Windsor",2021-09-01,90758,71512,72668,91892
"Windsor",2021-10-01,91130,71635,70646,90530
"Windsor",2021-11-01,91514,71760,68521,89100
"Windsor",2021-12-01,91912,71887,66290,87600
