"GEO","Date","HPI","Pop","LF","Empl","Unempl","URATE","LF_RATE","ERATE","Compl_total","Compl_single","Compl_semi","Compl_row","Starts_total","Starts_single","Starts_semi","Starts_row","UC_total","UC_single","UC_semi","UC_row","Mort_rate","Credit_rate","InMort_total","InMort_var","InMort_fix0_1","InMort_fix1_over","UnMort_total","UnMort_var","UnMort_fix0_1","UnMort_fix1_over","Inc_med","Age0_17","Age18_64","Age65_over","num_fam","num_cpl","num_lone","num_single","pop_noKid","pop_kid1","pop_wkids","cpl_nokid","cpl_child","cpl_kids","Inc_allcpl","Inc_cpl_nk","Inc_cpl_child","Inc_cpl_kids","under_10k","10k_39k","40k_59k","60k_79k","80k_99k","100k_149k","over_100k","over_150k"
"Alberta",2013-01-01,95.6,3111500,2277300,2173200,104100,0.046,0.732,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414,0.0575,0.0323,0.0357,0.0514,0.0300333333333333,0.0314,0.0345,0.0458,0.0299333333333333,59032,911337,2442941,431564,1072013,923885,148124,599421,431812,272722,367461,431812,186990,305083,87710,73900,96560,101382,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-02-01,96.1,3117300,2278300,2172300,106000,0.047,0.731,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0411,0.0565,0.0319,0.0352,0.0498,0.0298333333333333,0.0312,0.0347,0.0456,0.0297666666666667,59313,912480,2460502,433799,1077714,930134,147577,605010,435821,273541,368338,435821,187872,306442,88175,74093,97239,102117,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-03-01,96.4,3124100,2279300,2172500,106800,0.047,0.73,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,0.0562,0.0313,0.0351,0.0489,0.0294333333333333,0.0307,0.0348,0.0445,0.0294333333333333,59585,913691,2476698,435950,1083065,935966,147096,610097,439531,274327,369196,439531,188710,307729,88618,74285,97878,102813,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-04-01,96.9,3131900,2278800,2173300,105500,0.046,0.728,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,0.0539,0.0311,0.0352,0.0489,0.0294333333333333,0.0303,0.0351,0.044,0.0291666666666667,59848,914967,2491578,438020,1088076,941395,146679,614700,442952,275083,370034,442952,189503,308946,89040,74477,98478,103470,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-05-01,97.2,3140300,2287800,2182800,105000,0.046,0.729,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,0.0542,0.0309,0.035,0.0478,0.0292333333333333,0.0301,0.0344,0.043,0.0290666666666667,60101,916305,2505189,440014,1092760,946434,146324,618840,446094,275808,370854,446094,190253,310095,89441,74666,99039,104090,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-06-01,97.5,3148400,2297700,2191000,106700,0.046,0.73,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.0525,0.0308,0.0349,0.0475,0.0291,0.03,0.0345,0.044,0.0288666666666667,60345,917700,2517580,441936,1097127,951098,146029,622537,448966,276503,371656,448966,190962,311179,89820,74854,99563,104673,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-07-01,97.8,3155900,2306400,2199000,107500,0.047,0.731,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0408,0.0538,0.0314,0.0331,0.0495,0.0296,0.0307,0.0327,0.0454,0.0298,60580,919150,2528800,443790,1101190,955400,145790,625810,451580,277170,372440,451580,191630,312200,90180,75040,100050,105220,0.042,0.167,0.127,0.12,0.099,0.2,0.445,0.245
"Alberta",2013-08-01,98.2,3163300,2314700,2206000,108800,0.047,0.732,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414,0.0547,0.0322,0.0313,0.0489,0.0307,0.0312,0.031,0.0446,0.0306333333333333,60805,920650,2538897,445579,1104960,959354,145606,628679,453944,277809,373208,453944,192259,313161,90519,75223,100502,105732,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-09-01,98.3,3171100,2317300,2212900,104500,0.045,0.731,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0433,0.0547,0.0331,0.0303,0.0492,0.0316333333333333,0.0318,0.0299,0.0475,0.0316666666666667,61021,922198,2547920,447308,1108447,962974,145474,631164,456070,278420,373960,456070,192850,314066,90839,75403,100918,106209,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-10-01,98.4,3178300,2321600,2216100,105500,0.045,0.73,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,0.0558,0.0332,0.0295,0.0512,0.0322666666666667,0.0321,0.0293,0.0466,0.0326,61228,923789,2555916,448980,1111665,966274,145392,633284,457966,279005,374698,457966,193405,314915,91139,75580,101301,106653,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-11-01,98.4,3184900,2322200,2215600,106600,0.046,0.729,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0439,0.0563,0.033,0.0288,0.0497,0.0324666666666667,0.0319,0.0287,0.0469,0.0330666666666667,61425,925419,2562935,450600,1114623,969267,145357,635060,459643,279564,375421,459643,193924,315713,91420,75753,101650,107065,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2013-12-01,98.6,3190400,2325800,2214300,111500,0.048,0.729,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0439,0.0551,0.0327,0.0286,0.0508,0.0317666666666667,0.0316,0.0285,0.0475,0.0328666666666667,61612,927086,2569024,452171,1117334,971968,145367,636510,461110,280099,376130,461110,194409,316462,91682,75922,101968,107444,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-01-01,99.3,3195600,2327400,2215200,112200,0.048,0.728,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0438,0.0578,0.0328,0.0283,0.0519,0.0322,0.0315,0.0281,0.049,0.0328333333333333,61791,928785,2574233,453697,1119809,974390,145420,637655,462378,280609,376826,462378,194861,317163,91925,76087,102254,107792,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-02-01,100,3201100,2327900,2219100,108800,0.047,0.727,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0432,0.0564,0.0322,0.0283,0.0529,0.0315666666666667,0.0312,0.0281,0.0492,0.0321333333333333,61959,930514,2578609,455183,1122059,976547,145513,638515,463457,281096,377510,463457,195281,317821,92150,76247,102509,108110,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-03-01,100.6,3207500,2331900,2222300,109600,0.047,0.727,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416,0.0569,0.032,0.0284,0.0541,0.0308333333333333,0.0308,0.0282,0.0508,0.0313333333333333,62118,932267,2582202,456632,1124096,978453,145644,639108,464357,281561,378183,464357,195671,318437,92357,76401,102735,108398,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-04-01,100.7,3215200,2338700,2224800,113900,0.049,0.727,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,0.0549,0.0316,0.0288,0.0551,0.0299666666666667,0.0304,0.0283,0.0499,0.0304,62268,934042,2585058,458048,1125931,980121,145811,639456,465087,282003,378844,465087,196031,319015,92546,76550,102932,108657,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-05-01,101.3,3223300,2341900,2224300,117600,0.05,0.727,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,0.0535,0.0317,0.0287,0.0552,0.0299,0.0304,0.0285,0.0459,0.0303333333333333,62408,935835,2587228,459436,1127576,981566,146011,639577,465657,282425,379495,465657,196364,319556,92718,76693,103102,108888,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-06-01,101.5,3231500,2349000,2231500,117500,0.05,0.727,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.054,0.0316,0.0288,0.0548,0.0297333333333333,0.0301,0.0281,0.0457,0.0301,62539,937642,2588759,460798,1129042,982801,146241,639492,466078,282827,380137,466078,196670,320063,92872,76830,103244,109092,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-07-01,101.6,3238300,2351700,2239300,112300,0.048,0.726,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401,0.0536,0.0313,0.0287,0.0554,0.0293333333333333,0.0297,0.0278,0.0432,0.0296333333333333,62660,939460,2589700,462140,1130340,983840,146500,639220,466360,283210,380770,466360,196950,320540,93010,76960,103360,109270,0.033,0.16,0.124,0.115,0.111,0.217,0.456,0.239
"Alberta",2014-08-01,101.8,3244400,2352900,2238500,114400,0.049,0.725,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401,0.0542,0.0306,0.0285,0.0533,0.0289,0.0296,0.0277,0.0449,0.0295333333333333,62771,941285,2590100,463465,1131482,984698,146784,638781,466512,283574,381395,466512,197206,320989,93131,77083,103450,109422,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-09-01,102,3249500,2348200,2236800,111400,0.047,0.723,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,0.0532,0.0304,0.0288,0.052,0.0288,0.0294,0.0275,0.0454,0.0294333333333333,62871,943110,2590014,464777,1132480,985392,147088,638197,466547,283919,382012,466547,197440,321414,93233,77196,103514,109545,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-10-01,102.2,3253900,2348200,2236400,111800,0.048,0.722,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.0546,0.0301,0.0284,0.0512,0.0287,0.0293,0.0273,0.0451,0.0294,62959,944929,2589497,466082,1133346,985941,147404,637490,466476,284246,382620,466476,197652,321820,93314,77298,103548,109637,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-11-01,102.3,3257600,2351100,2244800,106300,0.045,0.722,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.0547,0.0304,0.028,0.0497,0.0290666666666667,0.0296,0.0271,0.0458,0.0299666666666667,63032,946735,2588604,467383,1134090,986362,147727,636682,466310,284553,383221,466310,197846,322212,93372,77386,103552,109697,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2014-12-01,102.4,3260400,2360900,2251500,109400,0.046,0.724,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0398,0.0546,0.0305,0.0276,0.0507,0.0293,0.0296,0.0269,0.0458,0.03,63090,948521,2587391,468685,1134726,986675,148049,635794,466063,284841,383814,466063,198023,322594,93405,77458,103522,109719,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-01-01,102.3,3263000,2368600,2258100,110500,0.047,0.726,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0396,0.0552,0.0304,0.0266,0.0508,0.0295,0.0291,0.0258,0.0463,0.0301333333333333,63131,950282,2585914,469992,1135264,986898,148365,634849,465746,285110,384400,465746,198184,322972,93410,77511,103458,109704,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-02-01,102.3,3265800,2377900,2259200,118800,0.05,0.728,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0391,0.0543,0.0287,0.0255,0.0507,0.0280666666666667,0.028,0.0248,0.0477,0.0292333333333333,63153,952010,2584228,471309,1135716,987048,148666,633869,465370,285360,384977,465370,198332,323350,93386,77544,103358,109647,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-03-01,101.8,3269200,2380800,2255700,125100,0.053,0.728,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0384,0.0541,0.0284,0.0253,0.0513,0.0273666666666667,0.0274,0.0248,0.0485,0.0279333333333333,63155,953699,2582388,472641,1136094,987144,148948,632876,464947,285590,385546,464947,198468,323732,93329,77554,103219,109546,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-04-01,101.6,3273300,2388400,2254000,134400,0.056,0.73,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0376,0.052,0.0282,0.0256,0.0526,0.0264,0.0269,0.0247,0.0488,0.0269666666666667,63135,955342,2580449,473991,1136410,987206,149203,631891,464490,285800,386109,464490,198594,324123,93239,77539,103039,109398,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-05-01,101.6,3277300,2394000,2254000,139900,0.058,0.73,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374,0.052,0.028,0.0257,0.0508,0.0262,0.0267,0.0246,0.0474,0.0266,63092,956933,2578468,475365,1136675,987250,149424,630938,464010,285990,386664,464010,198712,324529,93112,77497,102817,109202,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-06-01,101.3,3281300,2396900,2254900,142000,0.059,0.73,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0372,0.0518,0.0278,0.0256,0.0503,0.0262,0.0265,0.0247,0.0458,0.0264333333333333,63024,958464,2576500,476766,1136901,987295,149605,630036,463520,286160,387210,463520,198823,324953,92946,77424,102552,108953,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-07-01,101.2,3284900,2396700,2252000,144700,0.06,0.73,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0371,0.0509,0.0271,0.0238,0.0493,0.0260666666666667,0.0258,0.023,0.0441,0.0263666666666667,62930,959930,2574600,478200,1137100,987360,149740,629210,463030,286310,387750,463030,198930,325400,92740,77320,102240,108650,0.023,0.162,0.133,0.122,0.105,0.205,0.457,0.252
"Alberta",2015-08-01,101.2,3287800,2396200,2251100,145100,0.061,0.729,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0371,0.05,0.0265,0.0228,0.0488,0.0258333333333333,0.0255,0.0226,0.0455,0.0266,62810,961326,2572818,479670,1137283,987459,149825,628478,462552,286440,388282,462552,199033,325874,92493,77183,101883,108293,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-09-01,101.2,3290400,2402000,2251900,150100,0.062,0.73,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0371,0.0506,0.0264,0.0226,0.0491,0.0256333333333333,0.0254,0.0223,0.0468,0.0265333333333333,62667,962658,2571179,481178,1137462,987592,149872,627854,462088,286555,388811,462088,199133,326370,92213,77019,101489,107893,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-10-01,101.5,3292700,2399000,2246500,152500,0.064,0.729,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0372,0.0515,0.0266,0.0228,0.0513,0.0259333333333333,0.0254,0.0223,0.0468,0.0265666666666667,62509,963934,2569705,482727,1137645,987754,149894,627348,461643,286658,389339,461643,199228,326883,91911,76835,101072,107465,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-11-01,101.5,3295000,2396600,2237100,159500,0.067,0.727,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0372,0.0516,0.0271,0.0237,0.0516,0.0257666666666667,0.0258,0.0231,0.0481,0.0264666666666667,62341,965163,2568415,484319,1137844,987941,149906,626971,461217,286754,389869,461217,199317,327407,91597,76639,100643,107024,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2015-12-01,101.5,3297000,2389500,2225500,164000,0.069,0.725,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0375,0.0524,0.0269,0.0246,0.051,0.0254,0.0264,0.024,0.0472,0.0266,62170,966353,2567330,485955,1138069,988150,149924,626734,460813,286849,390405,460813,199399,327936,91281,76437,100213,106583,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-01-01,101.4,3299100,2389600,2217700,171900,0.072,0.724,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0376,0.0522,0.0282,0.0269,0.051,0.0262333333333333,0.0268,0.0251,0.0468,0.0267666666666667,62000,967512,2566471,487637,1138329,988375,149960,626647,460434,286946,390950,460434,199474,328466,90974,76237,99795,106158,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-02-01,101.2,3301600,2392100,2212600,179500,0.075,0.725,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0375,0.0519,0.0288,0.028,0.0515,0.0264333333333333,0.0277,0.0264,0.0491,0.0272666666666667,61838,968649,2565856,489367,1138637,988613,150031,626721,460082,287050,391507,460082,199540,328989,90686,76046,99400,105763,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-03-01,101.2,3304300,2392800,2212800,180000,0.075,0.724,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0373,0.052,0.0293,0.0298,0.0518,0.0264,0.028,0.0281,0.0477,0.0270666666666667,61691,969772,2565508,491148,1139001,988858,150150,626968,459760,287166,392079,459760,199597,329501,90427,75872,99042,105412,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-04-01,101.2,3306900,2390700,2209700,181000,0.076,0.723,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.05,0.0283,0.0301,0.0506,0.0258666666666667,0.0272,0.0282,0.0473,0.0263333333333333,61563,970889,2565446,492981,1139432,989108,150332,627397,459469,287298,392671,459469,199643,329996,90207,75721,98730,105119,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-05-01,100.9,3309600,2383100,2200100,182900,0.077,0.72,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0367,0.0495,0.0277,0.0301,0.0496,0.0252333333333333,0.0267,0.0285,0.0469,0.0257,61461,972009,2565690,494867,1139940,989358,150591,628020,459212,287452,393284,459212,199678,330467,90038,75600,98478,104900,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-06-01,100.2,3312400,2376100,2187000,189100,0.08,0.717,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0366,0.0487,0.0275,0.0292,0.0493,0.0251,0.0264,0.0273,0.0463,0.0254333333333333,61392,973140,2566262,496810,1140536,989603,150942,628847,458992,287631,393923,458992,199701,330911,89929,75517,98297,104769,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-07-01,100.3,3315500,2377200,2179700,197500,0.083,0.717,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0367,0.0486,0.0271,0.028,0.0484,0.0249333333333333,0.0262,0.027,0.0461,0.0251,61360,974290,2567180,498810,1141230,989840,151400,629890,458810,287840,394590,458810,199710,331320,89890,75480,98200,104740,0.025,0.188,0.123,0.122,0.099,0.229,0.443,0.214
"Alberta",2016-08-01,100.2,3318400,2379100,2181300,197800,0.083,0.717,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0368,0.0498,0.0272,0.0275,0.0475,0.0253333333333333,0.0261,0.0265,0.0448,0.0252333333333333,61370,975466,2568455,500869,1142029,990066,151973,631152,458669,288082,395288,458669,199706,331692,89929,75493,98194,104823,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-09-01,99.8,3321100,2390500,2188700,201900,0.084,0.72,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0367,0.0503,0.0271,0.0271,0.0484,0.0252666666666667,0.0262,0.0264,0.0456,0.0252,61419,976667,2570055,502980,1142924,990285,152648,632609,458565,288355,396014,458565,199690,332030,90039,75551,98272,105008,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-10-01,99.7,3323400,2397400,2197300,200100,0.083,0.721,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0368,0.0506,0.0268,0.0267,0.0483,0.0250666666666667,0.0262,0.0263,0.0454,0.0253,61502,977890,2571937,505137,1143903,990505,153407,634233,458495,288654,396765,458495,199666,332344,90211,75650,98425,105282,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-11-01,99.8,3325400,2407900,2200600,207300,0.086,0.724,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.0508,0.0268,0.0268,0.0492,0.0250666666666667,0.0261,0.0266,0.0448,0.0251666666666667,61614,979132,2574057,507333,1144955,990733,154231,635993,458456,288974,397534,458456,199638,332639,90436,75782,98640,105631,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2016-12-01,100,3327300,2407800,2199000,208800,0.087,0.724,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0374,0.0516,0.0269,0.0273,0.0498,0.0251666666666667,0.0266,0.0268,0.0459,0.0256333333333333,61750,980391,2576374,509561,1146068,990974,155101,637858,458444,289311,398321,458444,199607,332923,90703,75942,98909,106039,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-01-01,99.9,3329800,2410000,2199600,210400,0.087,0.724,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0373,0.0526,0.0284,0.027,0.0509,0.0265,0.0274,0.0269,0.0465,0.0265333333333333,61905,981663,2578844,511813,1147229,991237,155998,639800,458456,289661,399119,458456,199577,333204,91004,76123,99219,106494,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-02-01,100,3332500,2407900,2204900,202900,0.084,0.723,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0375,0.0517,0.0291,0.0267,0.0526,0.0270333333333333,0.0279,0.0263,0.0472,0.0271666666666667,62073,982945,2581424,514084,1148427,991527,156905,641788,458488,290018,399926,458488,199551,333488,91329,76319,99561,106981,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-03-01,100.1,3335800,2414000,2212100,201800,0.084,0.724,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0366,0.0507,0.0291,0.0266,0.0525,0.0269666666666667,0.0279,0.026,0.0474,0.0273,62251,984236,2584071,516365,1149650,991852,157802,643792,458537,290379,400738,458537,199532,333782,91668,76524,99923,107485,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-04-01,100,3338800,2413900,2216200,197800,0.082,0.723,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0362,0.0486,0.0287,0.026,0.0525,0.0266666666666667,0.0277,0.0256,0.0483,0.0271,62432,985531,2586744,518650,1150885,992217,158671,645782,458599,290739,401550,458599,199524,334094,92012,76732,100296,107994,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-05-01,99.7,3342000,2417800,2220400,197400,0.082,0.723,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0359,0.0483,0.0283,0.0255,0.0532,0.0263,0.0272,0.0253,0.0477,0.0266666666666667,62613,986829,2589398,520933,1152122,992631,159492,647729,458671,291094,402359,458671,199529,334432,92352,76937,100669,108492,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-06-01,99.6,3345100,2414400,2223500,190900,0.079,0.722,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.0477,0.028,0.0249,0.0546,0.0257666666666667,0.0268,0.025,0.0483,0.0262,62787,988126,2591991,523205,1153347,993100,160248,649601,458749,291439,403160,458749,199550,334801,92678,77131,101030,108965,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-07-01,100,3348400,2413300,2223500,189700,0.079,0.721,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0372,0.0496,0.0283,0.0275,0.0566,0.0258,0.0273,0.0271,0.05,0.0262333333333333,62950,989420,2594480,525460,1154550,993630,160920,651370,458830,291770,403950,458830,199590,335210,92980,77310,101370,109400,0.019,0.186,0.139,0.12,0.103,0.194,0.432,0.238
"Alberta",2017-08-01,100.1,3352000,2413100,2221800,191300,0.079,0.72,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0382,0.0504,0.029,0.0267,0.0561,0.0270333333333333,0.0281,0.0274,0.047,0.0274,63098,990708,2596833,527693,1155721,994226,161494,653013,458911,292083,404725,458911,199652,335663,93251,77468,101680,109785,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-09-01,99.9,3355700,2409700,2217700,192100,0.08,0.718,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0389,0.0538,0.0312,0.0299,0.0556,0.0289666666666667,0.0299,0.0297,0.0475,0.0290333333333333,63232,991989,2599060,529903,1156862,994886,161974,654537,458994,292379,405487,458994,199734,336158,93493,77606,101961,110123,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-10-01,100,3359200,2408500,2219100,189400,0.079,0.717,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0398,0.0533,0.032,0.0305,0.0554,0.0299666666666667,0.0309,0.0302,0.0474,0.0301333333333333,63352,993264,2601181,532093,1157978,995604,162373,655960,459082,292659,406236,459082,199833,336688,93708,77727,102216,110419,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-11-01,100.2,3362200,2404600,2221900,182700,0.076,0.715,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0404,0.0539,0.0332,0.0297,0.0557,0.0313333333333333,0.0319,0.0298,0.0481,0.0313333333333333,63461,994531,2603216,534264,1159075,996375,162699,657296,459178,292924,406972,459178,199948,337249,93901,77833,102449,110679,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2017-12-01,100,3365400,2411800,2234700,177100,0.073,0.717,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0407,0.0559,0.0332,0.0293,0.055,0.0315333333333333,0.0323,0.0293,0.0489,0.0318666666666667,63560,995791,2605187,536419,1160159,997195,162963,658561,459283,293177,407696,459283,200076,337836,94073,77925,102662,110908,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2018-01-01,99.9,3369000,2416600,2244100,172500,0.071,0.717,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414,0.0567,0.0337,0.0313,0.0567,0.0318666666666667,0.0329,0.0316,0.0511,0.0322,63650,997043,2607114,538558,1161233,998057,163175,659770,459402,293419,408410,459402,200214,338441,94229,78008,102860,111110,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2018-02-01,99.4,3372800,2418200,2252700,165600,0.068,0.717,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0426,0.0572,0.0342,0.0323,0.058,0.0322666666666667,0.0335,0.0321,0.0529,0.0326666666666667,63733,998287,2609017,540684,1162304,998958,163345,660941,459537,293651,409114,459537,200360,339062,94371,78082,103044,111293,NA,NA,NA,NA,NA,NA,NA,NA
"Alberta",2018-03-01,99.2,3377000,2415800,2254400,161400,0.067,0.715,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0427,0.0571,0.0351,0.0328,0.0594,0.0327333333333333,0.034,0.032,0.0535,0.0331666666666667,63810,999523,2610916,542799,1163377,999892,163484,662087,459689,293875,409811,459689,200512,339691,94504,78150,103219,111460,NA,NA,NA,NA,NA,NA,NA,NA
